AssociatedGeneName EnsemblGeneID h2.MuscleSkeletal se.MuscleSkeletal ensid
LMBR1 ENSG00000105983.14 0.148675 0.066678 ENSG00000105983
PGM1 ENSG00000079739.11 0.037559 0.046716 ENSG00000079739
EPHB4 ENSG00000196411.5 0.020038 0.034883 ENSG00000196411
ERO1LB ENSG00000086619.9 0.104494 0.054654 ENSG00000086619
LRRC8B ENSG00000197147.8 0.027157 0.04331 ENSG00000197147
SLC25A26 ENSG00000144741.12 0.14915 0.06671 ENSG00000144741
COX6B2 ENSG00000160471.7 0.051997 0.063183 ENSG00000160471
ZNF783 ENSG00000204946.5 0.053836 0.052258 ENSG00000204946
PDZRN3 ENSG00000121440.10 0.051076 0.042881 ENSG00000121440
PITPNM1 ENSG00000110697.8 0.057252 0.038186 ENSG00000110697
PRF1 ENSG00000180644.6 0.01358 0.042656 ENSG00000180644
CCR1 ENSG00000163823.3 0.025759 0.032557 ENSG00000163823
EIF4G3 ENSG00000075151.15 0.015953 0.033822 ENSG00000075151
TOB1 ENSG00000141232.4 0.072203 0.050435 ENSG00000141232
SAYSD1 ENSG00000112167.5 0.053864 0.0513 ENSG00000112167
BNC2 ENSG00000173068.13 0.146475 0.06335 ENSG00000173068
CHAF1A ENSG00000167670.11 0.064946 0.059892 ENSG00000167670
UBN2 ENSG00000157741.9 0.030422 0.037264 ENSG00000157741
ITPR1 ENSG00000150995.13 0.046552 0.050498 ENSG00000150995
YTHDC2 ENSG00000047188.11 0.085691 0.052511 ENSG00000047188
TIMM21 ENSG00000075336.7 0.013404 0.046007 ENSG00000075336
PDXK ENSG00000160209.13 0.011467 0.031309 ENSG00000160209
SACM1L ENSG00000211456.6 0.038062 0.034975 ENSG00000211456
TARBP1 ENSG00000059588.5 0.011048 0.035683 ENSG00000059588
C15orf27 ENSG00000169758.8 0.026655 0.032198 ENSG00000169758
TNNT1 ENSG00000105048.12 0.051923 0.043105 ENSG00000105048
POMZP3 ENSG00000146707.10 0.513048 0.065166 ENSG00000146707
SIN3B ENSG00000127511.5 0.037107 0.042432 ENSG00000127511
ZEB2 ENSG00000169554.12 0.067643 0.043264 ENSG00000169554
DDT ENSG00000099977.9 0.218611 0.063624 ENSG00000099977
SUPT4H1 ENSG00000213246.2 0.016834 0.028449 ENSG00000213246
C1QTNF7 ENSG00000163145.8 0.0387 0.047512 ENSG00000163145
IQCE ENSG00000106012.13 0.014152 0.041977 ENSG00000106012
SEC16A ENSG00000148396.14 0.098395 0.0549 ENSG00000148396
CBS ENSG00000160200.13 0.042552 0.041695 ENSG00000160200
CCDC19 ENSG00000213085.5 0.040956 0.047999 ENSG00000213085
TRIOBP ENSG00000100106.15 0.049045 0.050514 ENSG00000100106
LGALS2 ENSG00000100079.5 0.041126 0.042003 ENSG00000100079
RPH3AL ENSG00000181031.11 0.393383 0.077828 ENSG00000181031
PDGFC ENSG00000145431.6 0.030909 0.048966 ENSG00000145431
C1QTNF6 ENSG00000133466.9 0.077083 0.061396 ENSG00000133466
CAT ENSG00000121691.4 0.070928 0.053231 ENSG00000121691
PODN ENSG00000174348.9 0.072583 0.051173 ENSG00000174348
KCNK17 ENSG00000124780.9 0.188579 0.068224 ENSG00000124780
POLR2E ENSG00000099817.7 0.105527 0.073719 ENSG00000099817
INSIG1 ENSG00000186480.8 0.037813 0.05218 ENSG00000186480
SLC28A2 ENSG00000137860.7 0.065513 0.045201 ENSG00000137860
THOC1 ENSG00000079134.7 0.030354 0.035429 ENSG00000079134
KCNQ5 ENSG00000185760.11 0.040662 0.041758 ENSG00000185760
SEPHS1 ENSG00000086475.10 0.03849 0.06129 ENSG00000086475
ZNF223 ENSG00000178386.8 0.020853 0.055697 ENSG00000178386
TBC1D10C ENSG00000175463.7 0.067557 0.052295 ENSG00000175463
ESYT2 ENSG00000117868.11 0.012181 0.025481 ENSG00000117868
EMR1 ENSG00000174837.10 0.010324 0.027095 ENSG00000174837
PTK6 ENSG00000101213.5 0.021251 0.038776 ENSG00000101213
CYTH1 ENSG00000108669.12 0.024553 0.034837 ENSG00000108669
FAM19A2 ENSG00000198673.6 0.01489 0.038528 ENSG00000198673
RGS14 ENSG00000169220.13 0.035671 0.044005 ENSG00000169220
CCDC146 ENSG00000135205.10 0.045767 0.043213 ENSG00000135205
ADAMTS7 ENSG00000136378.10 0.030496 0.045338 ENSG00000136378
ZNF333 ENSG00000160961.7 0.033235 0.041444 ENSG00000160961
SLC26A5 ENSG00000170615.10 0.026961 0.029053 ENSG00000170615
ABCC8 ENSG00000006071.7 0.031265 0.0431 ENSG00000006071
SGIP1 ENSG00000118473.17 0.04801 0.041542 ENSG00000118473
FLVCR1 ENSG00000162769.8 0.036896 0.043241 ENSG00000162769
TAF1C ENSG00000103168.12 0.059983 0.059514 ENSG00000103168
MAPK8IP3 ENSG00000138834.8 0.068685 0.062607 ENSG00000138834
ST14 ENSG00000149418.6 0.043254 0.04843 ENSG00000149418
HDDC2 ENSG00000111906.12 0.125331 0.062292 ENSG00000111906
PF4V1 ENSG00000109272.3 0.030201 0.032262 ENSG00000109272
H1F0 ENSG00000189060.4 0.018914 0.034083 ENSG00000189060
SDHC ENSG00000143252.9 0.067001 0.047381 ENSG00000143252
PM20D1 ENSG00000162877.8 0.014291 0.030381 ENSG00000162877
SCD5 ENSG00000145284.7 0.06727 0.057558 ENSG00000145284
SELL ENSG00000188404.4 0.069049 0.044984 ENSG00000188404
LRRC43 ENSG00000158113.8 0.019949 0.029383 ENSG00000158113
FOLR3 ENSG00000110203.4 0.057248 0.04436 ENSG00000110203
L1TD1 ENSG00000240563.1 0.035544 0.045545 ENSG00000240563
FAM196B ENSG00000204767.3 0.056751 0.054826 ENSG00000204767
IL21R ENSG00000103522.11 0.026394 0.038759 ENSG00000103522
CCDC66 ENSG00000180376.12 0.04674 0.039494 ENSG00000180376
POU6F1 ENSG00000184271.11 0.020765 0.033523 ENSG00000184271
NDFIP1 ENSG00000131507.9 0.209594 0.064459 ENSG00000131507
TANC2 ENSG00000170921.10 0.067119 0.04818 ENSG00000170921
SLC17A4 ENSG00000146039.6 0.041291 0.038141 ENSG00000146039
GLDC ENSG00000178445.8 0.218441 0.072799 ENSG00000178445
SETD8 ENSG00000183955.8 0.074162 0.043694 ENSG00000183955
CNOT3 ENSG00000088038.13 0.076981 0.075346 ENSG00000088038
CDC42BPA ENSG00000143776.14 0.085535 0.047883 ENSG00000143776
SESTD1 ENSG00000187231.9 0.082625 0.052782 ENSG00000187231
TMEM200A ENSG00000164484.7 0.025826 0.037244 ENSG00000164484
FGD5 ENSG00000154783.6 0.047749 0.039497 ENSG00000154783
SLC24A3 ENSG00000185052.7 0.034505 0.038145 ENSG00000185052
AP3M1 ENSG00000185009.8 0.05173 0.039002 ENSG00000185009
ECHDC2 ENSG00000121310.12 0.123169 0.057165 ENSG00000121310
ATP8A1 ENSG00000124406.12 0.065356 0.047324 ENSG00000124406
KBTBD8 ENSG00000163376.7 0.059193 0.041993 ENSG00000163376
NPTXR ENSG00000221890.2 0.013358 0.029473 ENSG00000221890
TRIB3 ENSG00000101255.6 0.013221 0.048708 ENSG00000101255
PDS5B ENSG00000083642.14 0.054528 0.05205 ENSG00000083642
CEP78 ENSG00000148019.8 0.026038 0.036172 ENSG00000148019
TMED1 ENSG00000099203.2 0.017436 0.033194 ENSG00000099203
RPS6KA4 ENSG00000162302.8 0.03715 0.041124 ENSG00000162302
ART5 ENSG00000167311.9 0.034478 0.041945 ENSG00000167311
FAM160A1 ENSG00000164142.11 0.016032 0.030128 ENSG00000164142
CPVL ENSG00000106066.9 0.105077 0.062584 ENSG00000106066
RNF166 ENSG00000158717.6 0.040759 0.042026 ENSG00000158717
CD55 ENSG00000196352.9 0.060576 0.049423 ENSG00000196352
SNX31 ENSG00000174226.4 0.057985 0.052749 ENSG00000174226
GPR114 ENSG00000159618.11 0.075219 0.062278 ENSG00000159618
ARFGAP3 ENSG00000242247.6 0.077571 0.04884 ENSG00000242247
MYO1F ENSG00000142347.12 0.018225 0.036302 ENSG00000142347
HS2ST1 ENSG00000153936.12 0.049525 0.048472 ENSG00000153936
SCAP ENSG00000114650.14 0.028926 0.032758 ENSG00000114650
FAS ENSG00000026103.15 0.161274 0.064014 ENSG00000026103
RHPN1 ENSG00000158106.8 0.024675 0.034345 ENSG00000158106
CCR3 ENSG00000183625.10 0.101923 0.054679 ENSG00000183625
GSAP ENSG00000186088.11 0.024231 0.036054 ENSG00000186088
CDCA7 ENSG00000144354.9 0.09915 0.055958 ENSG00000144354
WHAMM ENSG00000156232.6 0.038052 0.042792 ENSG00000156232
BTN2A1 ENSG00000112763.11 0.079373 0.04653 ENSG00000112763
NAA50 ENSG00000121579.7 0.010919 0.027418 ENSG00000121579
RP11-552I14.1 ENSG00000257860.1 0.043421 0.047798 ENSG00000257860
GIMAP7 ENSG00000179144.4 0.058618 0.051751 ENSG00000179144
ASB8 ENSG00000177981.6 0.029761 0.036335 ENSG00000177981
NUP43 ENSG00000120253.9 0.046817 0.04329 ENSG00000120253
LPCAT1 ENSG00000153395.5 0.014838 0.035797 ENSG00000153395
SEC22A ENSG00000121542.7 0.014225 0.032152 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.110818 0.049769 ENSG00000213214
MCF2L ENSG00000126217.16 0.047834 0.047823 ENSG00000126217
PSMB10 ENSG00000205220.7 0.037448 0.028319 ENSG00000205220
MYO16 ENSG00000041515.11 0.13166 0.064803 ENSG00000041515
SULT1A1 ENSG00000196502.7 0.035065 0.039791 ENSG00000196502
FARP1 ENSG00000152767.11 0.030418 0.034845 ENSG00000152767
ACTR3B ENSG00000133627.13 0.040058 0.043893 ENSG00000133627
ITGA9 ENSG00000144668.7 0.080854 0.051731 ENSG00000144668
CMTM5 ENSG00000166091.15 0.036874 0.051071 ENSG00000166091
D2HGDH ENSG00000180902.12 0.087065 0.050846 ENSG00000180902
TTC18 ENSG00000156042.13 0.042363 0.040689 ENSG00000156042
CLN6 ENSG00000128973.7 0.044942 0.042549 ENSG00000128973
TMOD3 ENSG00000138594.8 0.15206 0.062288 ENSG00000138594
ERP27 ENSG00000139055.2 0.027854 0.034737 ENSG00000139055
PKD2 ENSG00000118762.3 0.055278 0.041656 ENSG00000118762
GNMT ENSG00000124713.5 0.087389 0.057919 ENSG00000124713
USP10 ENSG00000103194.11 0.041603 0.055593 ENSG00000103194
C7 ENSG00000112936.14 0.033299 0.054911 ENSG00000112936
TPM2 ENSG00000198467.9 0.131666 0.061446 ENSG00000198467
P2RY13 ENSG00000181631.6 0.023188 0.032761 ENSG00000181631
WFDC10B ENSG00000182931.5 0.030491 0.037728 ENSG00000182931
MRI1 ENSG00000037757.9 0.095792 0.061572 ENSG00000037757
ZNF419 ENSG00000105136.15 0.24081 0.063754 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.119306 0.06046 ENSG00000198203
PCDH1 ENSG00000156453.9 0.071009 0.050601 ENSG00000156453
ZNF652 ENSG00000198740.4 0.041326 0.049101 ENSG00000198740
BIK ENSG00000100290.2 0.037617 0.049161 ENSG00000100290
ABHD3 ENSG00000158201.5 0.017455 0.037957 ENSG00000158201
SPRY2 ENSG00000136158.6 0.110981 0.054149 ENSG00000136158
TTC28 ENSG00000100154.10 0.153762 0.070214 ENSG00000100154
SDC4 ENSG00000124145.5 0.023649 0.050735 ENSG00000124145
CTH ENSG00000116761.7 0.057392 0.043381 ENSG00000116761
LURAP1 ENSG00000171357.5 0.225706 0.077506 ENSG00000171357
CMTM7 ENSG00000153551.9 0.011444 0.03062 ENSG00000153551
ABTB2 ENSG00000166016.4 0.033686 0.043616 ENSG00000166016
PYROXD1 ENSG00000121350.11 0.014512 0.033178 ENSG00000121350
FAM102A ENSG00000167106.7 0.011179 0.044827 ENSG00000167106
ZNF326 ENSG00000162664.11 0.016324 0.030483 ENSG00000162664
KRT72 ENSG00000170486.6 0.048846 0.041796 ENSG00000170486
PANX2 ENSG00000073150.9 0.042266 0.040435 ENSG00000073150
C9orf72 ENSG00000147894.10 0.017402 0.039888 ENSG00000147894
AGPAT3 ENSG00000160216.14 0.084771 0.051072 ENSG00000160216
TK2 ENSG00000166548.11 0.102674 0.050873 ENSG00000166548
CHIT1 ENSG00000133063.11 0.042083 0.045122 ENSG00000133063
HSD17B12 ENSG00000149084.7 0.24955 0.067944 ENSG00000149084
SHROOM1 ENSG00000164403.10 0.020666 0.034162 ENSG00000164403
TMEM204 ENSG00000131634.9 0.050407 0.049753 ENSG00000131634
TRPM8 ENSG00000144481.12 0.010771 0.033634 ENSG00000144481
TTC13 ENSG00000143643.8 0.054964 0.060973 ENSG00000143643
ZCCHC7 ENSG00000147905.13 0.066238 0.049832 ENSG00000147905
ARHGEF7 ENSG00000102606.13 0.051427 0.044336 ENSG00000102606
ZNF132 ENSG00000131849.10 0.034418 0.034386 ENSG00000131849
STX2 ENSG00000111450.9 0.078666 0.065612 ENSG00000111450
ANTXRL ENSG00000198250.8 0.249921 0.069851 ENSG00000198250
PCDHGA6 ENSG00000253731.1 0.012536 0.030496 ENSG00000253731
PPP1CA ENSG00000172531.10 0.0245 0.02874 ENSG00000172531
IMP3 ENSG00000177971.7 0.02286 0.026497 ENSG00000177971
RFC4 ENSG00000163918.6 0.047381 0.04493 ENSG00000163918
MSX2 ENSG00000120149.7 0.057606 0.059241 ENSG00000120149
TRAF3IP3 ENSG00000009790.10 0.030808 0.037591 ENSG00000009790
HLA-E ENSG00000204592.5 0.029477 0.030444 ENSG00000204592
ZNF880 ENSG00000221923.4 0.247017 0.077952 ENSG00000221923
RRP1B ENSG00000160208.11 0.010326 0.034803 ENSG00000160208
