AssociatedGeneName EnsemblGeneID h2.MuscleSkeletal se.MuscleSkeletal ensid
ABCA7 ENSG00000064687.8 0.127377 0.068456 ENSG00000064687
ACCS ENSG00000110455.9 0.490558 0.067701 ENSG00000110455
GSTT2 ENSG00000099984.6 0.490067 0.068585 ENSG00000099984
NAV1 ENSG00000134369.11 0.104516 0.056739 ENSG00000134369
GSTT2B ENSG00000133433.6 0.298837 0.073561 ENSG00000133433
A4GALT ENSG00000128274.11 0.437733 0.079438 ENSG00000128274
MFN2 ENSG00000116688.12 0.040177 0.046669 ENSG00000116688
PGM5 ENSG00000154330.8 0.059376 0.044097 ENSG00000154330
SPATA20 ENSG00000006282.15 0.703845 0.050141 ENSG00000006282
OPRL1 ENSG00000125510.11 0.192105 0.069626 ENSG00000125510
SLC26A8 ENSG00000112053.9 0.099336 0.057728 ENSG00000112053
C8orf31 ENSG00000177335.6 0.011057 0.034513 ENSG00000177335
LEPROT ENSG00000213625.4 0.046817 0.046628 ENSG00000213625
PSD4 ENSG00000125637.10 0.083971 0.055014 ENSG00000125637
DCBLD1 ENSG00000164465.14 0.072465 0.044549 ENSG00000164465
CNTNAP3B ENSG00000154529.10 0.287636 0.130222 ENSG00000154529
CARKD ENSG00000213995.7 0.326652 0.073951 ENSG00000213995
AGAP7 ENSG00000204169.6 0.335959 0.088095 ENSG00000204169
NSUN4 ENSG00000117481.5 0.284571 0.0697 ENSG00000117481
APOBEC3G ENSG00000239713.3 0.108825 0.054954 ENSG00000239713
NOD2 ENSG00000167207.7 0.033035 0.055321 ENSG00000167207
GSTM4 ENSG00000168765.11 0.157907 0.069344 ENSG00000168765
HOXB2 ENSG00000173917.9 0.153405 0.058852 ENSG00000173917
KRT23 ENSG00000108244.12 0.015709 0.03261 ENSG00000108244
NUDT7 ENSG00000140876.7 0.016018 0.045906 ENSG00000140876
LRRC61 ENSG00000127399.10 0.416336 0.066124 ENSG00000127399
FADS2 ENSG00000134824.9 0.093142 0.055781 ENSG00000134824
LRRC37A ENSG00000176681.10 0.658013 0.060639 ENSG00000176681
RFWD3 ENSG00000168411.9 0.160451 0.060306 ENSG00000168411
TFIP11 ENSG00000100109.12 0.027897 0.061937 ENSG00000100109
C10orf128 ENSG00000204161.9 0.049149 0.043121 ENSG00000204161
TMEM9 ENSG00000116857.11 0.03435 0.042224 ENSG00000116857
CCDC15 ENSG00000149548.10 0.173672 0.066688 ENSG00000149548
NT5C3B ENSG00000141698.12 0.478612 0.07025 ENSG00000141698
KNSTRN ENSG00000128944.8 0.459097 0.066322 ENSG00000128944
MYCBPAP ENSG00000136449.9 0.020665 0.044053 ENSG00000136449
CTSW ENSG00000172543.3 0.086761 0.047191 ENSG00000172543
GCAT ENSG00000100116.12 0.135472 0.056612 ENSG00000100116
NT5E ENSG00000135318.7 0.027577 0.036057 ENSG00000135318
ADAD2 ENSG00000140955.6 0.338696 0.084461 ENSG00000140955
CES1 ENSG00000198848.8 0.081204 0.061415 ENSG00000198848
ZNF436 ENSG00000125945.9 0.172882 0.071071 ENSG00000125945
HPR ENSG00000261701.2 0.201508 0.067569 ENSG00000261701
HAUS4 ENSG00000092036.12 0.170996 0.066172 ENSG00000092036
EHMT1 ENSG00000181090.13 0.071281 0.046015 ENSG00000181090
GRHPR ENSG00000137106.13 0.343556 0.080338 ENSG00000137106
KIF16B ENSG00000089177.13 0.147495 0.063686 ENSG00000089177
BAMBI ENSG00000095739.7 0.054614 0.052166 ENSG00000095739
LILRA4 ENSG00000239961.2 0.335122 0.078386 ENSG00000239961
H3F3A ENSG00000163041.5 0.368045 0.072011 ENSG00000163041
KIAA1715 ENSG00000144320.9 0.043662 0.044208 ENSG00000144320
QRSL1 ENSG00000130348.7 0.454886 0.066571 ENSG00000130348
STOX1 ENSG00000165730.10 0.218234 0.060803 ENSG00000165730
PLA2G4C ENSG00000105499.9 0.194271 0.065171 ENSG00000105499
CYP2D6 ENSG00000100197.16 0.211524 0.064899 ENSG00000100197
DHFR ENSG00000228716.2 0.496413 0.063376 ENSG00000228716
SLC1A7 ENSG00000162383.7 0.020631 0.040473 ENSG00000162383
CNGA1 ENSG00000198515.9 0.493509 0.067165 ENSG00000198515
NUP133 ENSG00000069248.8 0.026618 0.044498 ENSG00000069248
G6PC2 ENSG00000152254.6 0.19322 0.067308 ENSG00000152254
APIP ENSG00000149089.8 0.356245 0.070017 ENSG00000149089
SAMD12 ENSG00000177570.9 0.066029 0.06216 ENSG00000177570
LRRC37A2 ENSG00000238083.3 0.463582 0.075547 ENSG00000238083
ZNF641 ENSG00000167528.8 0.351329 0.069604 ENSG00000167528
TUFM ENSG00000178952.4 0.099651 0.055637 ENSG00000178952
KCNMA1 ENSG00000156113.16 0.043651 0.054698 ENSG00000156113
PRSS46 ENSG00000261603.1 0.291631 0.082116 ENSG00000261603
SOAT1 ENSG00000057252.8 0.035788 0.033207 ENSG00000057252
FAM151B ENSG00000152380.5 0.016423 0.037415 ENSG00000152380
RRP7A ENSG00000189306.6 0.241469 0.076281 ENSG00000189306
RPTN ENSG00000215853.3 0.047462 0.053887 ENSG00000215853
ARHGAP22 ENSG00000128805.10 0.072141 0.055716 ENSG00000128805
LIMS2 ENSG00000072163.14 0.051615 0.049108 ENSG00000072163
WASH4P ENSG00000234769.4 0.166225 0.081824 ENSG00000234769
ANKRD34B ENSG00000189127.3 0.019326 0.037165 ENSG00000189127
SMIM20 ENSG00000250317.4 0.274367 0.074688 ENSG00000250317
C8B ENSG00000021852.8 0.060008 0.052567 ENSG00000021852
PKP4 ENSG00000144283.17 0.094582 0.056758 ENSG00000144283
TLR3 ENSG00000164342.7 0.012503 0.028738 ENSG00000164342
TACSTD2 ENSG00000184292.5 0.091372 0.053848 ENSG00000184292
COLGALT2 ENSG00000198756.6 0.03041 0.039294 ENSG00000198756
PCDHB8 ENSG00000120322.2 0.110982 0.051182 ENSG00000120322
ZNF266 ENSG00000174652.13 0.405684 0.063339 ENSG00000174652
WARS ENSG00000140105.13 0.046817 0.051857 ENSG00000140105
APOL4 ENSG00000100336.13 0.255088 0.071283 ENSG00000100336
NTPCR ENSG00000135778.6 0.437816 0.082409 ENSG00000135778
PTK7 ENSG00000112655.11 0.048298 0.056762 ENSG00000112655
ABHD4 ENSG00000100439.6 0.148631 0.07069 ENSG00000100439
ETV7 ENSG00000010030.9 0.023785 0.03836 ENSG00000010030
POLR2J ENSG00000005075.11 0.201438 0.069764 ENSG00000005075
ATMIN ENSG00000166454.5 0.409155 0.070607 ENSG00000166454
AKR1C1 ENSG00000187134.8 0.120239 0.065442 ENSG00000187134
GBP3 ENSG00000117226.7 0.38973 0.072891 ENSG00000117226
CDHR3 ENSG00000128536.11 0.083623 0.06706 ENSG00000128536
PILRB ENSG00000121716.13 0.281097 0.067219 ENSG00000121716
C15orf57 ENSG00000128891.11 0.303989 0.06797 ENSG00000128891
IFT88 ENSG00000032742.13 0.212849 0.06899 ENSG00000032742
IREB2 ENSG00000136381.8 0.121868 0.063526 ENSG00000136381
ARL14EP ENSG00000152219.4 0.015686 0.028679 ENSG00000152219
VNN1 ENSG00000112299.7 0.054212 0.052874 ENSG00000112299
ANXA8L2 ENSG00000186807.9 0.032252 0.041512 ENSG00000186807
GSTM2 ENSG00000213366.8 0.078708 0.058866 ENSG00000213366
ZNF205 ENSG00000122386.6 0.267863 0.067472 ENSG00000122386
CISD1 ENSG00000122873.7 0.041092 0.038028 ENSG00000122873
TMEM50B ENSG00000142188.12 0.048566 0.041834 ENSG00000142188
SCO2 ENSG00000130489.8 0.078352 0.050139 ENSG00000130489
RBMS2 ENSG00000076067.7 0.055364 0.047128 ENSG00000076067
CAST ENSG00000153113.19 0.069159 0.052611 ENSG00000153113
C17orf97 ENSG00000187624.7 0.689705 0.054294 ENSG00000187624
ARL17B ENSG00000228696.4 0.107323 0.061533 ENSG00000228696
ADAT1 ENSG00000065457.6 0.310737 0.065771 ENSG00000065457
HMGXB3 ENSG00000113716.8 0.083942 0.053064 ENSG00000113716
TJP2 ENSG00000119139.12 0.301172 0.068545 ENSG00000119139
NME4 ENSG00000103202.8 0.285437 0.076347 ENSG00000103202
GCC2 ENSG00000135968.15 0.114323 0.05066 ENSG00000135968
TNFAIP6 ENSG00000123610.3 0.073304 0.048558 ENSG00000123610
OPN4 ENSG00000122375.7 0.418728 0.066867 ENSG00000122375
PCDHB11 ENSG00000197479.4 0.115883 0.05221 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.410765 0.073361 ENSG00000171903
QDPR ENSG00000151552.7 0.096517 0.056238 ENSG00000151552
TDGF1 ENSG00000241186.3 0.66843 0.056093 ENSG00000241186
NSFL1C ENSG00000088833.12 0.164203 0.06947 ENSG00000088833
FANCA ENSG00000187741.10 0.420469 0.078391 ENSG00000187741
RSPO4 ENSG00000101282.4 0.185995 0.06766 ENSG00000101282
PARP16 ENSG00000138617.10 0.023632 0.032112 ENSG00000138617
CDC42EP1 ENSG00000128283.6 0.07573 0.055317 ENSG00000128283
UBE2Z ENSG00000159202.13 0.131934 0.054688 ENSG00000159202
GSTM1 ENSG00000134184.8 0.406338 0.079666 ENSG00000134184
COG1 ENSG00000166685.7 0.157609 0.073423 ENSG00000166685
ZFP28 ENSG00000196867.3 0.104552 0.05886 ENSG00000196867
UBQLN1 ENSG00000135018.9 0.054056 0.042659 ENSG00000135018
YIPF5 ENSG00000145817.12 0.107083 0.055521 ENSG00000145817
CCDC102A ENSG00000135736.5 0.170965 0.067646 ENSG00000135736
FADS1 ENSG00000149485.12 0.176872 0.06502 ENSG00000149485
TRIM4 ENSG00000146833.11 0.264071 0.068594 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.330015 0.07082 ENSG00000100191
DTD1 ENSG00000125821.7 0.126167 0.064112 ENSG00000125821
GIMAP5 ENSG00000196329.6 0.069142 0.053178 ENSG00000196329
IQCB1 ENSG00000173226.12 0.334413 0.074627 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.145053 0.074194 ENSG00000101307
COG5 ENSG00000164597.9 0.038377 0.040637 ENSG00000164597
MTHFS ENSG00000136371.5 0.430696 0.070393 ENSG00000136371
ASB3 ENSG00000270898.1 0.05733 0.046293 ENSG00000270898
PLVAP ENSG00000130300.4 0.173139 0.06774 ENSG00000130300
C15orf38 ENSG00000242498.3 0.050917 0.058981 ENSG00000242498
C10orf107 ENSG00000183346.6 0.133222 0.056054 ENSG00000183346
BCAT1 ENSG00000060982.10 0.189998 0.073073 ENSG00000060982
PCDHB16 ENSG00000196963.2 0.254514 0.068005 ENSG00000196963
TMEM45A ENSG00000181458.6 0.017906 0.029411 ENSG00000181458
ZFP90 ENSG00000184939.10 0.115313 0.052163 ENSG00000184939
CDH23 ENSG00000107736.15 0.092149 0.065436 ENSG00000107736
ZNF586 ENSG00000083828.11 0.185152 0.063641 ENSG00000083828
ZNF282 ENSG00000170265.7 0.033098 0.044412 ENSG00000170265
TDRD6 ENSG00000180113.11 0.084692 0.061381 ENSG00000180113
RASGRP4 ENSG00000171777.11 0.029363 0.050276 ENSG00000171777
GSDMB ENSG00000073605.14 0.040281 0.039873 ENSG00000073605
CD3D ENSG00000167286.5 0.027978 0.044374 ENSG00000167286
RNASEH2C ENSG00000172922.4 0.08019 0.046656 ENSG00000172922
TRIM37 ENSG00000108395.9 0.129773 0.051543 ENSG00000108395
DSCC1 ENSG00000136982.5 0.385971 0.07251 ENSG00000136982
VPS36 ENSG00000136100.8 0.055197 0.042324 ENSG00000136100
CHML ENSG00000203668.1 0.021631 0.050615 ENSG00000203668
COG6 ENSG00000133103.12 0.443779 0.064063 ENSG00000133103
SSTR3 ENSG00000183473.5 0.02377 0.048127 ENSG00000183473
ORAI2 ENSG00000160991.10 0.018763 0.033372 ENSG00000160991
SLC22A5 ENSG00000197375.8 0.051455 0.036927 ENSG00000197375
APOLD1 ENSG00000178878.7 0.020915 0.05423 ENSG00000178878
MRPL2 ENSG00000112651.7 0.070969 0.058314 ENSG00000112651
NIPAL1 ENSG00000163293.7 0.035764 0.039521 ENSG00000163293
ADRBK2 ENSG00000100077.9 0.173873 0.065491 ENSG00000100077
UBBP4 ENSG00000263563.1 0.039142 0.047456 ENSG00000263563
DDX11 ENSG00000013573.12 0.69741 0.046775 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.29259 0.070318 ENSG00000136144
ZNF589 ENSG00000164048.9 0.056321 0.041184 ENSG00000164048
C22orf43 ENSG00000189269.7 0.292449 0.071825 ENSG00000189269
ZNF605 ENSG00000196458.6 0.036838 0.035857 ENSG00000196458
TMEM230 ENSG00000089063.10 0.101516 0.066871 ENSG00000089063
F11R ENSG00000270149.1 0.025585 0.048351 ENSG00000270149
SLC35D1 ENSG00000116704.6 0.018826 0.032052 ENSG00000116704
SLC25A51 ENSG00000122696.8 0.246167 0.066969 ENSG00000122696
PTMS ENSG00000159335.11 0.056582 0.061735 ENSG00000159335
RNF141 ENSG00000110315.2 0.139605 0.063415 ENSG00000110315
CYP4F12 ENSG00000186204.9 0.123168 0.055174 ENSG00000186204
BMP2 ENSG00000125845.6 0.035887 0.047032 ENSG00000125845
PLEC ENSG00000178209.10 0.03107 0.037563 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.30282 0.064761 ENSG00000108592
CLEC4A ENSG00000111729.8 0.01033 0.035664 ENSG00000111729
RNF17 ENSG00000132972.13 0.102744 0.057766 ENSG00000132972
LMBR1 ENSG00000105983.14 0.041306 0.056518 ENSG00000105983
BICD2 ENSG00000185963.9 0.019905 0.047667 ENSG00000185963
EPHB4 ENSG00000196411.5 0.080224 0.05108 ENSG00000196411
ERO1LB ENSG00000086619.9 0.274638 0.071885 ENSG00000086619
PI16 ENSG00000164530.9 0.032586 0.050473 ENSG00000164530
LRRC8B ENSG00000197147.8 0.010441 0.03283 ENSG00000197147
SLC25A26 ENSG00000144741.12 0.278354 0.067378 ENSG00000144741
PANK3 ENSG00000120137.6 0.027392 0.046701 ENSG00000120137
ZNF783 ENSG00000204946.5 0.213499 0.072965 ENSG00000204946
VPS28 ENSG00000160948.9 0.42263 0.082999 ENSG00000160948
PITPNM1 ENSG00000110697.8 0.022367 0.0336 ENSG00000110697
SERPINC1 ENSG00000117601.9 0.087434 0.044017 ENSG00000117601
GSDMA ENSG00000167914.6 0.174293 0.061424 ENSG00000167914
HSD17B7 ENSG00000132196.8 0.047977 0.04601 ENSG00000132196
CCR1 ENSG00000163823.3 0.019957 0.035544 ENSG00000163823
BNC2 ENSG00000173068.13 0.094885 0.057154 ENSG00000173068
SNX20 ENSG00000167208.10 0.050865 0.056851 ENSG00000167208
CHAF1A ENSG00000167670.11 0.330984 0.070377 ENSG00000167670
SUPT16H ENSG00000092201.5 0.017228 0.048562 ENSG00000092201
SRD5A3 ENSG00000128039.6 0.239327 0.076338 ENSG00000128039
ITPR1 ENSG00000150995.13 0.04023 0.048104 ENSG00000150995
YTHDC2 ENSG00000047188.11 0.015438 0.031149 ENSG00000047188
ZNF763 ENSG00000197054.7 0.027139 0.038085 ENSG00000197054
NUTM2B ENSG00000188199.6 0.133473 0.056777 ENSG00000188199
IZUMO2 ENSG00000161652.8 0.054466 0.057385 ENSG00000161652
SACM1L ENSG00000211456.6 0.074107 0.049724 ENSG00000211456
KLHL10 ENSG00000161594.6 0.049829 0.048933 ENSG00000161594
C15orf27 ENSG00000169758.8 0.0218 0.033256 ENSG00000169758
FBN1 ENSG00000166147.9 0.010726 0.030523 ENSG00000166147
POMZP3 ENSG00000146707.10 0.77061 0.039406 ENSG00000146707
DDT ENSG00000099977.9 0.445673 0.063728 ENSG00000099977
SUPT4H1 ENSG00000213246.2 0.119566 0.058234 ENSG00000213246
IQCE ENSG00000106012.13 0.017981 0.046264 ENSG00000106012
SEC16A ENSG00000148396.14 0.046317 0.044351 ENSG00000148396
TRIOBP ENSG00000100106.15 0.16152 0.06225 ENSG00000100106
LGALS2 ENSG00000100079.5 0.04774 0.049622 ENSG00000100079
RPH3AL ENSG00000181031.11 0.68632 0.054421 ENSG00000181031
PDGFC ENSG00000145431.6 0.050661 0.052617 ENSG00000145431
C1QTNF6 ENSG00000133466.9 0.1697 0.071032 ENSG00000133466
CAT ENSG00000121691.4 0.241211 0.068015 ENSG00000121691
PTPRN2 ENSG00000155093.13 0.04118 0.051861 ENSG00000155093
PODN ENSG00000174348.9 0.097245 0.058207 ENSG00000174348
KCNK17 ENSG00000124780.9 0.178088 0.067317 ENSG00000124780
POLR2E ENSG00000099817.7 0.120455 0.073154 ENSG00000099817
INSIG1 ENSG00000186480.8 0.037133 0.058992 ENSG00000186480
EREG ENSG00000124882.3 0.092461 0.052642 ENSG00000124882
UBR3 ENSG00000144357.12 0.020145 0.041035 ENSG00000144357
SLC28A2 ENSG00000137860.7 0.159755 0.058556 ENSG00000137860
ZNF296 ENSG00000170684.4 0.013921 0.038342 ENSG00000170684
KCNQ5 ENSG00000185760.11 0.033557 0.038852 ENSG00000185760
PCGF5 ENSG00000180628.10 0.052019 0.044383 ENSG00000180628
ITIH2 ENSG00000151655.13 0.177639 0.067252 ENSG00000151655
SEPHS1 ENSG00000086475.10 0.075299 0.064127 ENSG00000086475
ESYT2 ENSG00000117868.11 0.022298 0.029976 ENSG00000117868
SLC25A27 ENSG00000153291.11 0.315059 0.071324 ENSG00000153291
ZNF121 ENSG00000197961.7 0.083471 0.054065 ENSG00000197961
FAM19A2 ENSG00000198673.6 0.014564 0.03792 ENSG00000198673
RGS14 ENSG00000169220.13 0.264612 0.075103 ENSG00000169220
CCDC146 ENSG00000135205.10 0.075895 0.055753 ENSG00000135205
ADAMTS7 ENSG00000136378.10 0.028401 0.043277 ENSG00000136378
ZNF333 ENSG00000160961.7 0.217854 0.066742 ENSG00000160961
TACR2 ENSG00000075073.10 0.07729 0.059055 ENSG00000075073
ABCC8 ENSG00000006071.7 0.37356 0.078813 ENSG00000006071
SGIP1 ENSG00000118473.17 0.106002 0.04736 ENSG00000118473
FLVCR1 ENSG00000162769.8 0.057727 0.049972 ENSG00000162769
TAF1C ENSG00000103168.12 0.29513 0.086117 ENSG00000103168
MAPK8IP3 ENSG00000138834.8 0.094647 0.063924 ENSG00000138834
HDDC2 ENSG00000111906.12 0.414247 0.072704 ENSG00000111906
SDHC ENSG00000143252.9 0.021569 0.032097 ENSG00000143252
ZNF320 ENSG00000182986.8 0.394371 0.082224 ENSG00000182986
PM20D1 ENSG00000162877.8 0.093238 0.051743 ENSG00000162877
SCD5 ENSG00000145284.7 0.01465 0.039104 ENSG00000145284
SELL ENSG00000188404.4 0.036411 0.03958 ENSG00000188404
RASL11A ENSG00000122035.6 0.0293 0.049164 ENSG00000122035
LRRC43 ENSG00000158113.8 0.044776 0.038012 ENSG00000158113
G0S2 ENSG00000123689.5 0.012397 0.039972 ENSG00000123689
L1TD1 ENSG00000240563.1 0.067237 0.053866 ENSG00000240563
IL21R ENSG00000103522.11 0.051214 0.042338 ENSG00000103522
CCDC66 ENSG00000180376.12 0.217247 0.068725 ENSG00000180376
SYNGR1 ENSG00000100321.10 0.0483 0.046277 ENSG00000100321
POU6F1 ENSG00000184271.11 0.028442 0.034127 ENSG00000184271
NDFIP1 ENSG00000131507.9 0.263423 0.067498 ENSG00000131507
TANC2 ENSG00000170921.10 0.061074 0.044382 ENSG00000170921
GLDC ENSG00000178445.8 0.155233 0.06621 ENSG00000178445
SETD8 ENSG00000183955.8 0.162773 0.064192 ENSG00000183955
SDCCAG8 ENSG00000054282.11 0.041465 0.040381 ENSG00000054282
CDC42BPA ENSG00000143776.14 0.118839 0.047186 ENSG00000143776
TMEM200A ENSG00000164484.7 0.013889 0.032427 ENSG00000164484
TMEM64 ENSG00000180694.9 0.013165 0.038482 ENSG00000180694
SLC24A3 ENSG00000185052.7 0.019436 0.044717 ENSG00000185052
AP3M1 ENSG00000185009.8 0.126377 0.057549 ENSG00000185009
ECHDC2 ENSG00000121310.12 0.124118 0.055547 ENSG00000121310
ATP8A1 ENSG00000124406.12 0.427814 0.073997 ENSG00000124406
FAAH ENSG00000117480.11 0.062964 0.050443 ENSG00000117480
VPS13B ENSG00000132549.14 0.083571 0.056857 ENSG00000132549
TRIB3 ENSG00000101255.6 0.114848 0.068218 ENSG00000101255
PDS5B ENSG00000083642.14 0.053786 0.04736 ENSG00000083642
TMED1 ENSG00000099203.2 0.019621 0.039212 ENSG00000099203
MTPN ENSG00000105887.10 0.049483 0.047007 ENSG00000105887
RNF166 ENSG00000158717.6 0.256734 0.070578 ENSG00000158717
CD55 ENSG00000196352.9 0.034964 0.036507 ENSG00000196352
SNX31 ENSG00000174226.4 0.351465 0.076343 ENSG00000174226
ARFGAP3 ENSG00000242247.6 0.137975 0.055984 ENSG00000242247
HS2ST1 ENSG00000153936.12 0.024571 0.03877 ENSG00000153936
EFCAB13 ENSG00000178852.11 0.04394 0.033227 ENSG00000178852
CLEC18C ENSG00000157335.15 0.148051 0.064469 ENSG00000157335
SCAP ENSG00000114650.14 0.029878 0.030563 ENSG00000114650
SSB ENSG00000138385.11 0.047435 0.049248 ENSG00000138385
FAS ENSG00000026103.15 0.279963 0.071047 ENSG00000026103
RHPN1 ENSG00000158106.8 0.190175 0.073749 ENSG00000158106
CCR3 ENSG00000183625.10 0.078031 0.047672 ENSG00000183625
GSAP ENSG00000186088.11 0.186038 0.068121 ENSG00000186088
CDCA7 ENSG00000144354.9 0.047661 0.048183 ENSG00000144354
BTN2A1 ENSG00000112763.11 0.014884 0.021915 ENSG00000112763
GIMAP7 ENSG00000179144.4 0.038177 0.044914 ENSG00000179144
ASB8 ENSG00000177981.6 0.070466 0.043864 ENSG00000177981
NUP43 ENSG00000120253.9 0.05773 0.042838 ENSG00000120253
SEC22A ENSG00000121542.7 0.187505 0.06309 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.046766 0.031986 ENSG00000213214
MCF2L ENSG00000126217.16 0.158539 0.071724 ENSG00000126217
MYO16 ENSG00000041515.11 0.096281 0.066103 ENSG00000041515
SULT1A1 ENSG00000196502.7 0.111966 0.050497 ENSG00000196502
ITGA9 ENSG00000144668.7 0.04125 0.048188 ENSG00000144668
TTC18 ENSG00000156042.13 0.097513 0.052813 ENSG00000156042
CLN6 ENSG00000128973.7 0.043803 0.045042 ENSG00000128973
GRPEL1 ENSG00000109519.8 0.151134 0.068377 ENSG00000109519
TMOD3 ENSG00000138594.8 0.151292 0.063584 ENSG00000138594
ERP27 ENSG00000139055.2 0.051055 0.044616 ENSG00000139055
ATP5G1 ENSG00000159199.9 0.131489 0.058468 ENSG00000159199
GNMT ENSG00000124713.5 0.239989 0.067218 ENSG00000124713
USP10 ENSG00000103194.11 0.112737 0.075705 ENSG00000103194
SIGMAR1 ENSG00000147955.12 0.025088 0.031564 ENSG00000147955
WFDC10B ENSG00000182931.5 0.064134 0.046617 ENSG00000182931
MRI1 ENSG00000037757.9 0.279452 0.074695 ENSG00000037757
ZNF419 ENSG00000105136.15 0.451869 0.066755 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.531816 0.070885 ENSG00000198203
TOP1MT ENSG00000184428.8 0.05746 0.047057 ENSG00000184428
SPRY2 ENSG00000136158.6 0.023622 0.032653 ENSG00000136158
TTC28 ENSG00000100154.10 0.188809 0.072448 ENSG00000100154
LURAP1 ENSG00000171357.5 0.108986 0.057702 ENSG00000171357
FBRSL1 ENSG00000112787.8 0.080817 0.057861 ENSG00000112787
EAF2 ENSG00000145088.4 0.056513 0.040278 ENSG00000145088
ABTB2 ENSG00000166016.4 0.122524 0.057576 ENSG00000166016
PYROXD1 ENSG00000121350.11 0.100111 0.054272 ENSG00000121350
EXD3 ENSG00000187609.11 0.036022 0.044434 ENSG00000187609
ZNF326 ENSG00000162664.11 0.051108 0.047247 ENSG00000162664
KRT72 ENSG00000170486.6 0.072724 0.050545 ENSG00000170486
C9orf72 ENSG00000147894.10 0.12903 0.064823 ENSG00000147894
CCDC3 ENSG00000151468.9 0.112306 0.063214 ENSG00000151468
CTTNBP2 ENSG00000077063.6 0.035355 0.0371 ENSG00000077063
TK2 ENSG00000166548.11 0.026004 0.03744 ENSG00000166548
CHIT1 ENSG00000133063.11 0.019753 0.039977 ENSG00000133063
HSD17B12 ENSG00000149084.7 0.458346 0.067728 ENSG00000149084
HDLBP ENSG00000115677.12 0.043918 0.050097 ENSG00000115677
AMH ENSG00000104899.3 0.389327 0.073107 ENSG00000104899
SHROOM1 ENSG00000164403.10 0.042724 0.045502 ENSG00000164403
PGLS ENSG00000130313.2 0.038038 0.053356 ENSG00000130313
TMEM204 ENSG00000131634.9 0.018268 0.045053 ENSG00000131634
UBN1 ENSG00000118900.10 0.048204 0.045348 ENSG00000118900
CNPY4 ENSG00000166997.3 0.055479 0.045433 ENSG00000166997
TTC13 ENSG00000143643.8 0.06253 0.05455 ENSG00000143643
ZCCHC7 ENSG00000147905.13 0.01401 0.036749 ENSG00000147905
ARHGEF7 ENSG00000102606.13 0.093031 0.060173 ENSG00000102606
ZNF132 ENSG00000131849.10 0.106449 0.047495 ENSG00000131849
STX2 ENSG00000111450.9 0.29946 0.069437 ENSG00000111450
ANTXRL ENSG00000198250.8 0.427383 0.07114 ENSG00000198250
ZNF766 ENSG00000196214.6 0.014969 0.047564 ENSG00000196214
IMP3 ENSG00000177971.7 0.013974 0.029805 ENSG00000177971
RPS6KB1 ENSG00000108443.9 0.04019 0.033387 ENSG00000108443
ATP6V1D ENSG00000100554.7 0.01176 0.032066 ENSG00000100554
TRAF3IP3 ENSG00000009790.10 0.031702 0.043201 ENSG00000009790
