AssociatedGeneName EnsemblGeneID h2.NerveTibial se.NerveTibial ensid
QDPR ENSG00000151552.7 0.195416 0.083285 ENSG00000151552
TDGF1 ENSG00000241186.3 0.616905 0.072741 ENSG00000241186
FANCA ENSG00000187741.10 0.331909 0.085119 ENSG00000187741
RSPO4 ENSG00000101282.4 0.571377 0.081274 ENSG00000101282
GSTM1 ENSG00000134184.8 0.466704 0.101181 ENSG00000134184
ZFP28 ENSG00000196867.3 0.213445 0.086672 ENSG00000196867
KIAA2013 ENSG00000116685.11 0.176391 0.0816 ENSG00000116685
FADS1 ENSG00000149485.12 0.234878 0.088728 ENSG00000149485
TRIM4 ENSG00000146833.11 0.546446 0.077353 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.439311 0.085199 ENSG00000100191
DTD1 ENSG00000125821.7 0.170169 0.07427 ENSG00000125821
IQCB1 ENSG00000173226.12 0.307605 0.074957 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.614157 0.080035 ENSG00000101307
MTHFS ENSG00000136371.5 0.445988 0.082927 ENSG00000136371
PLVAP ENSG00000130300.4 0.335031 0.089587 ENSG00000130300
PPIP5K2 ENSG00000145725.14 0.205283 0.08121 ENSG00000145725
VLDLR ENSG00000147852.10 0.430797 0.091964 ENSG00000147852
C10orf107 ENSG00000183346.6 0.49416 0.073856 ENSG00000183346
BCAT1 ENSG00000060982.10 0.254923 0.098268 ENSG00000060982
ASNSD1 ENSG00000138381.5 0.419997 0.081982 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.506633 0.080498 ENSG00000196963
CDH23 ENSG00000107736.15 0.212859 0.09434 ENSG00000107736
ZNF586 ENSG00000083828.11 0.199691 0.081675 ENSG00000083828
TDRD6 ENSG00000180113.11 0.454595 0.086687 ENSG00000180113
CCDC74A ENSG00000163040.10 0.178892 0.084408 ENSG00000163040
TRIM37 ENSG00000108395.9 0.210111 0.082478 ENSG00000108395
DSCC1 ENSG00000136982.5 0.516371 0.080354 ENSG00000136982
CHML ENSG00000203668.1 0.251263 0.105476 ENSG00000203668
ANKDD1A ENSG00000166839.12 0.201849 0.078968 ENSG00000166839
COG6 ENSG00000133103.12 0.16934 0.079555 ENSG00000133103
ANXA8L1 ENSG00000150165.13 0.185956 0.078416 ENSG00000150165
SLC22A5 ENSG00000197375.8 0.176133 0.076849 ENSG00000197375
ADRBK2 ENSG00000100077.9 0.340063 0.096882 ENSG00000100077
DDX11 ENSG00000013573.12 0.832523 0.037638 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.216976 0.07559 ENSG00000136144
ZNF589 ENSG00000164048.9 0.483034 0.085079 ENSG00000164048
C22orf43 ENSG00000189269.7 0.661864 0.066738 ENSG00000189269
ZNF605 ENSG00000196458.6 0.185475 0.068684 ENSG00000196458
C4BPA ENSG00000123838.6 0.296743 0.09683 ENSG00000123838
SLC25A51 ENSG00000122696.8 0.28887 0.081189 ENSG00000122696
ATP6V0E2 ENSG00000171130.13 0.560859 0.078327 ENSG00000171130
CYP4F12 ENSG00000186204.9 0.191824 0.085876 ENSG00000186204
PLEC ENSG00000178209.10 0.322554 0.07522 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.345798 0.074744 ENSG00000108592
RNF17 ENSG00000132972.13 0.167928 0.082174 ENSG00000132972
LMBR1 ENSG00000105983.14 0.250244 0.09701 ENSG00000105983
ERO1LB ENSG00000086619.9 0.287839 0.093609 ENSG00000086619
LRRC8B ENSG00000197147.8 0.406565 0.078481 ENSG00000197147
SLC25A26 ENSG00000144741.12 0.224108 0.084558 ENSG00000144741
CRYGN ENSG00000127377.4 0.226032 0.08389 ENSG00000127377
ZNF783 ENSG00000204946.5 0.318728 0.088851 ENSG00000204946
VPS28 ENSG00000160948.9 0.642243 0.072865 ENSG00000160948
SERPINC1 ENSG00000117601.9 0.153897 0.073366 ENSG00000117601
GSDMA ENSG00000167914.6 0.417049 0.086078 ENSG00000167914
CHAF1A ENSG00000167670.11 0.375489 0.085092 ENSG00000167670
NUTM2B ENSG00000188199.6 0.306725 0.083398 ENSG00000188199
IRF6 ENSG00000117595.6 0.373575 0.082285 ENSG00000117595
KLHL10 ENSG00000161594.6 0.171989 0.065523 ENSG00000161594
POMZP3 ENSG00000146707.10 0.697109 0.060231 ENSG00000146707
DDT ENSG00000099977.9 0.313696 0.083605 ENSG00000099977
SEC16A ENSG00000148396.14 0.38641 0.088439 ENSG00000148396
TRIOBP ENSG00000100106.15 0.29181 0.083891 ENSG00000100106
RPH3AL ENSG00000181031.11 0.508117 0.090224 ENSG00000181031
C1QTNF6 ENSG00000133466.9 0.389104 0.086859 ENSG00000133466
GIMAP4 ENSG00000133574.5 0.158449 0.068525 ENSG00000133574
CAT ENSG00000121691.4 0.214955 0.08261 ENSG00000121691
SLC28A2 ENSG00000137860.7 0.302809 0.076905 ENSG00000137860
ACOX3 ENSG00000087008.11 0.33694 0.093118 ENSG00000087008
ITIH2 ENSG00000151655.13 0.223295 0.089825 ENSG00000151655
ESYT2 ENSG00000117868.11 0.138334 0.065068 ENSG00000117868
SLC25A27 ENSG00000153291.11 0.377503 0.089869 ENSG00000153291
EMR1 ENSG00000174837.10 0.211998 0.092312 ENSG00000174837
RGS14 ENSG00000169220.13 0.268891 0.090629 ENSG00000169220
CCDC146 ENSG00000135205.10 0.242216 0.094434 ENSG00000135205
ZNF333 ENSG00000160961.7 0.269501 0.097114 ENSG00000160961
ABCC8 ENSG00000006071.7 0.176125 0.078897 ENSG00000006071
C19orf48 ENSG00000167747.9 0.193854 0.095167 ENSG00000167747
TAF1C ENSG00000103168.12 0.664106 0.084712 ENSG00000103168
FAM227A ENSG00000184949.10 0.288221 0.079289 ENSG00000184949
ZNF320 ENSG00000182986.8 0.358333 0.110598 ENSG00000182986
PM20D1 ENSG00000162877.8 0.606512 0.068522 ENSG00000162877
L1TD1 ENSG00000240563.1 0.662765 0.076702 ENSG00000240563
IL21R ENSG00000103522.11 0.24955 0.088171 ENSG00000103522
CCDC66 ENSG00000180376.12 0.359205 0.087687 ENSG00000180376
SYNGR1 ENSG00000100321.10 0.364364 0.089299 ENSG00000100321
SDCCAG8 ENSG00000054282.11 0.407285 0.085512 ENSG00000054282
TMEM200A ENSG00000164484.7 0.175479 0.079321 ENSG00000164484
FSD1 ENSG00000105255.6 0.312025 0.094935 ENSG00000105255
SNX31 ENSG00000174226.4 0.703654 0.066018 ENSG00000174226
EFCAB13 ENSG00000178852.11 0.447108 0.082774 ENSG00000178852
CLEC18C ENSG00000157335.15 0.254832 0.080724 ENSG00000157335
FAS ENSG00000026103.15 0.281159 0.082315 ENSG00000026103
SEC22A ENSG00000121542.7 0.438882 0.080028 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.321774 0.079235 ENSG00000213214
MCF2L ENSG00000126217.16 0.277289 0.104071 ENSG00000126217
SULT1A1 ENSG00000196502.7 0.252815 0.087577 ENSG00000196502
PROK1 ENSG00000143125.5 0.206945 0.079076 ENSG00000143125
TTC18 ENSG00000156042.13 0.442959 0.095686 ENSG00000156042
CLN6 ENSG00000128973.7 0.19446 0.076647 ENSG00000128973
ERP27 ENSG00000139055.2 0.174062 0.077496 ENSG00000139055
GNMT ENSG00000124713.5 0.29364 0.083163 ENSG00000124713
MRI1 ENSG00000037757.9 0.432076 0.09429 ENSG00000037757
ZNF419 ENSG00000105136.15 0.335754 0.077483 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.63257 0.074249 ENSG00000198203
PYROXD1 ENSG00000121350.11 0.250687 0.075487 ENSG00000121350
C9orf72 ENSG00000147894.10 0.369592 0.091204 ENSG00000147894
HSD17B12 ENSG00000149084.7 0.675768 0.060884 ENSG00000149084
SPC25 ENSG00000152253.4 0.217469 0.080941 ENSG00000152253
AMH ENSG00000104899.3 0.436077 0.092983 ENSG00000104899
CNPY4 ENSG00000166997.3 0.263865 0.095533 ENSG00000166997
ARHGEF7 ENSG00000102606.13 0.246238 0.087503 ENSG00000102606
ZNF132 ENSG00000131849.10 0.355781 0.077909 ENSG00000131849
STX2 ENSG00000111450.9 0.735207 0.064984 ENSG00000111450
ANTXRL ENSG00000198250.8 0.151051 0.070086 ENSG00000198250
ZNF880 ENSG00000221923.4 0.426997 0.095559 ENSG00000221923
ST8SIA1 ENSG00000111728.6 0.222215 0.08349 ENSG00000111728
NUP54 ENSG00000138750.10 0.35763 0.080761 ENSG00000138750
SDK2 ENSG00000069188.12 0.22216 0.09315 ENSG00000069188
ABCC3 ENSG00000108846.11 0.20832 0.087432 ENSG00000108846
FBLL1 ENSG00000188573.7 0.524945 0.080373 ENSG00000188573
CDAN1 ENSG00000140326.8 0.18123 0.080429 ENSG00000140326
DLD ENSG00000091140.8 0.217236 0.095266 ENSG00000091140
C2orf27A ENSG00000197927.8 0.323154 0.079245 ENSG00000197927
PM20D2 ENSG00000146281.5 0.200576 0.097225 ENSG00000146281
PROZ ENSG00000126231.9 0.187378 0.078216 ENSG00000126231
GPX7 ENSG00000116157.5 0.488105 0.083146 ENSG00000116157
IRAK1BP1 ENSG00000146243.9 0.186372 0.067202 ENSG00000146243
TCTEX1D1 ENSG00000152760.5 0.148624 0.071401 ENSG00000152760
ALCAM ENSG00000170017.8 0.198564 0.087248 ENSG00000170017
TMEM183A ENSG00000163444.7 0.225481 0.09039 ENSG00000163444
SLC18B1 ENSG00000146409.6 0.365128 0.085092 ENSG00000146409
MAPK8 ENSG00000107643.11 0.214493 0.084245 ENSG00000107643
NARFL ENSG00000103245.9 0.361707 0.095514 ENSG00000103245
SUSD2 ENSG00000099994.10 0.176021 0.074805 ENSG00000099994
ZNF83 ENSG00000167766.13 0.597139 0.093375 ENSG00000167766
AP4M1 ENSG00000221838.5 0.250735 0.079861 ENSG00000221838
NFYA ENSG00000001167.10 0.299316 0.084717 ENSG00000001167
CC2D1B ENSG00000154222.10 0.219276 0.07775 ENSG00000154222
TTLL12 ENSG00000100304.12 0.382068 0.099745 ENSG00000100304
RFT1 ENSG00000163933.5 0.355419 0.084717 ENSG00000163933
TRDMT1 ENSG00000107614.17 0.422766 0.086087 ENSG00000107614
PCDHA10 ENSG00000250120.2 0.240511 0.091187 ENSG00000250120
UFL1 ENSG00000014123.9 0.125632 0.061951 ENSG00000014123
AL161915.1 ENSG00000212670.1 0.270617 0.084756 ENSG00000212670
CDC16 ENSG00000130177.10 0.27611 0.075143 ENSG00000130177
TRIM69 ENSG00000185880.8 0.392571 0.081769 ENSG00000185880
CPSF1 ENSG00000071894.10 0.800271 0.04076 ENSG00000071894
PRSS37 ENSG00000165076.9 0.1528 0.064694 ENSG00000165076
HP ENSG00000257017.4 0.330355 0.09342 ENSG00000257017
MANEA ENSG00000172469.10 0.208465 0.083531 ENSG00000172469
ALDH8A1 ENSG00000118514.9 0.620769 0.066651 ENSG00000118514
UBXN6 ENSG00000167671.7 0.235269 0.091531 ENSG00000167671
SLC45A4 ENSG00000022567.5 0.157613 0.078373 ENSG00000022567
SLC44A3 ENSG00000143036.12 0.337635 0.078833 ENSG00000143036
TLN2 ENSG00000171914.10 0.23078 0.097642 ENSG00000171914
EPHB6 ENSG00000106123.7 0.181658 0.088561 ENSG00000106123
NPRL3 ENSG00000103148.11 0.521718 0.081328 ENSG00000103148
TRMT44 ENSG00000155275.14 0.37545 0.081912 ENSG00000155275
CHRAC1 ENSG00000104472.5 0.224347 0.094605 ENSG00000104472
HSD17B14 ENSG00000087076.4 0.329563 0.090558 ENSG00000087076
NUSAP1 ENSG00000137804.8 0.201984 0.075959 ENSG00000137804
FPR1 ENSG00000171051.4 0.195357 0.094619 ENSG00000171051
CCBL2 ENSG00000137944.12 0.404092 0.083017 ENSG00000137944
C21orf2 ENSG00000160226.11 0.325144 0.105092 ENSG00000160226
THBD ENSG00000178726.6 0.162457 0.077316 ENSG00000178726
TBC1D4 ENSG00000136111.8 0.443866 0.08991 ENSG00000136111
ASCL5 ENSG00000232237.2 0.464005 0.08509 ENSG00000232237
TMTC4 ENSG00000125247.11 0.35034 0.085999 ENSG00000125247
CAPS ENSG00000105519.8 0.456246 0.096138 ENSG00000105519
ITPA ENSG00000125877.7 0.295561 0.088877 ENSG00000125877
RP3-402G11.5 ENSG00000073169.9 0.217549 0.094805 ENSG00000073169
SMIM17 ENSG00000268182.1 0.313865 0.105206 ENSG00000268182
SLC25A39 ENSG00000013306.11 0.397885 0.086736 ENSG00000013306
KRI1 ENSG00000129347.15 0.410405 0.090671 ENSG00000129347
SEC23B ENSG00000101310.10 0.369884 0.084006 ENSG00000101310
REP15 ENSG00000174236.2 0.214537 0.097128 ENSG00000174236
CDK2AP1 ENSG00000111328.2 0.186648 0.074397 ENSG00000111328
C13orf45 ENSG00000178734.4 0.498908 0.079006 ENSG00000178734
LINGO2 ENSG00000174482.6 0.295834 0.081207 ENSG00000174482
LSMEM1 ENSG00000181016.5 0.258044 0.086943 ENSG00000181016
ATP2C2 ENSG00000064270.8 0.233957 0.096946 ENSG00000064270
ATF6 ENSG00000118217.5 0.201475 0.082188 ENSG00000118217
GNPAT ENSG00000116906.7 0.261076 0.088946 ENSG00000116906
LAMC2 ENSG00000058085.10 0.382232 0.084993 ENSG00000058085
PARP14 ENSG00000173193.9 0.285954 0.083665 ENSG00000173193
TMEM165 ENSG00000134851.7 0.386784 0.082248 ENSG00000134851
UROD ENSG00000126088.8 0.286789 0.088607 ENSG00000126088
MSH3 ENSG00000113318.9 0.347055 0.085041 ENSG00000113318
GATM ENSG00000171766.11 0.183847 0.078072 ENSG00000171766
ERMP1 ENSG00000099219.9 0.13769 0.068257 ENSG00000099219
BBS2 ENSG00000125124.7 0.223055 0.084452 ENSG00000125124
MS4A14 ENSG00000166928.6 0.3896 0.078619 ENSG00000166928
C5orf63 ENSG00000164241.9 0.355764 0.08411 ENSG00000164241
PEX6 ENSG00000124587.9 0.569569 0.071267 ENSG00000124587
TTC38 ENSG00000075234.12 0.52197 0.082036 ENSG00000075234
CCDC65 ENSG00000139537.6 0.238355 0.083001 ENSG00000139537
CFHR3 ENSG00000116785.9 0.356228 0.087489 ENSG00000116785
ARHGAP24 ENSG00000138639.13 0.281345 0.095384 ENSG00000138639
LRMP ENSG00000118308.10 0.226686 0.09876 ENSG00000118308
MRC1 ENSG00000120586.4 0.357684 0.093161 ENSG00000120586
B3GALNT2 ENSG00000162885.7 0.371748 0.081322 ENSG00000162885
DNAH7 ENSG00000118997.9 0.316648 0.078664 ENSG00000118997
ALKBH5 ENSG00000091542.8 0.230598 0.097744 ENSG00000091542
CCDC158 ENSG00000163749.13 0.312335 0.085123 ENSG00000163749
ZNF302 ENSG00000089335.16 0.465077 0.083188 ENSG00000089335
AP000350.4 ENSG00000218537.1 0.643559 0.062454 ENSG00000218537
C10orf129 ENSG00000173124.10 0.476542 0.08066 ENSG00000173124
ATP6AP1L ENSG00000205464.7 0.608795 0.068236 ENSG00000205464
DUSP14 ENSG00000161326.8 0.358501 0.08469 ENSG00000161326
RFX7 ENSG00000181827.10 0.174764 0.068206 ENSG00000181827
PLEKHA7 ENSG00000166689.10 0.278528 0.091081 ENSG00000166689
AASDH ENSG00000157426.9 0.229475 0.079908 ENSG00000157426
CYP4A22 ENSG00000162365.7 0.30491 0.081298 ENSG00000162365
LMBR1L ENSG00000139636.11 0.16037 0.064751 ENSG00000139636
ZNF814 ENSG00000204514.5 0.29941 0.092218 ENSG00000204514
ARMC10 ENSG00000170632.9 0.180173 0.076283 ENSG00000170632
CYLD ENSG00000083799.13 0.163105 0.079887 ENSG00000083799
MMRN1 ENSG00000138722.5 0.324631 0.088103 ENSG00000138722
GNL3 ENSG00000163938.12 0.239059 0.095743 ENSG00000163938
DBF4B ENSG00000161692.13 0.49812 0.075231 ENSG00000161692
MCC ENSG00000171444.13 0.182214 0.081297 ENSG00000171444
PLCE1 ENSG00000138193.9 0.266877 0.082781 ENSG00000138193
GSTM5 ENSG00000134201.6 0.481971 0.087412 ENSG00000134201
ERAP2 ENSG00000164308.12 0.650311 0.059328 ENSG00000164308
CTNNA1 ENSG00000044115.15 0.144159 0.07079 ENSG00000044115
KIAA1467 ENSG00000084444.9 0.216661 0.087502 ENSG00000084444
PRR13 ENSG00000205352.6 0.279107 0.07665 ENSG00000205352
SPAG1 ENSG00000104450.8 0.224189 0.077954 ENSG00000104450
MYO7B ENSG00000169994.14 0.322601 0.083972 ENSG00000169994
MASTL ENSG00000120539.10 0.609713 0.066228 ENSG00000120539
COG4 ENSG00000103051.14 0.203491 0.088236 ENSG00000103051
MC1R ENSG00000258839.2 0.369301 0.101957 ENSG00000258839
SENP6 ENSG00000112701.13 0.143921 0.066997 ENSG00000112701
ECT2L ENSG00000203734.6 0.291308 0.090573 ENSG00000203734
RPSA ENSG00000168028.9 0.668169 0.063249 ENSG00000168028
UPK3B ENSG00000243566.2 0.492571 0.080672 ENSG00000243566
THSD7B ENSG00000144229.7 0.204962 0.08448 ENSG00000144229
ACBD7 ENSG00000176244.6 0.34235 0.094616 ENSG00000176244
WDR60 ENSG00000126870.11 0.347847 0.085346 ENSG00000126870
C6orf164 ENSG00000203871.3 0.189475 0.070837 ENSG00000203871
ALG1L ENSG00000189366.5 0.450134 0.080348 ENSG00000189366
POLE ENSG00000177084.12 0.271675 0.082676 ENSG00000177084
OR7C1 ENSG00000127530.2 0.399705 0.090449 ENSG00000127530
C12orf49 ENSG00000111412.4 0.178974 0.086616 ENSG00000111412
TMPRSS9 ENSG00000178297.8 0.272142 0.104278 ENSG00000178297
RBL2 ENSG00000103479.10 0.579058 0.070926 ENSG00000103479
DDO ENSG00000203797.4 0.498977 0.081707 ENSG00000203797
CCL26 ENSG00000006606.4 0.474811 0.086582 ENSG00000006606
SPG21 ENSG00000090487.6 0.333848 0.079354 ENSG00000090487
TMEM158 ENSG00000249992.1 0.168171 0.075926 ENSG00000249992
NDUFAF1 ENSG00000137806.4 0.386481 0.087849 ENSG00000137806
WDR86 ENSG00000187260.11 0.17952 0.079082 ENSG00000187260
BMPR1A ENSG00000107779.6 0.181521 0.071957 ENSG00000107779
RAB20 ENSG00000139832.3 0.3091 0.098551 ENSG00000139832
SULT1A2 ENSG00000197165.6 0.354168 0.082573 ENSG00000197165
BPNT1 ENSG00000162813.13 0.158952 0.074741 ENSG00000162813
MCM8 ENSG00000125885.9 0.516156 0.087732 ENSG00000125885
GINM1 ENSG00000055211.8 0.159575 0.073056 ENSG00000055211
SERHL2 ENSG00000183569.13 0.553486 0.083868 ENSG00000183569
MAPK9 ENSG00000050748.12 0.214105 0.079814 ENSG00000050748
NODAL ENSG00000156574.5 0.210814 0.093866 ENSG00000156574
CTNS ENSG00000040531.10 0.443292 0.095928 ENSG00000040531
POGLUT1 ENSG00000163389.6 0.474911 0.083756 ENSG00000163389
PSCA ENSG00000167653.4 0.207845 0.080211 ENSG00000167653
CCDC114 ENSG00000105479.10 0.202538 0.076817 ENSG00000105479
CKAP2 ENSG00000136108.10 0.382335 0.085137 ENSG00000136108
SFTPD ENSG00000133661.11 0.556407 0.081225 ENSG00000133661
PPA2 ENSG00000138777.15 0.321522 0.093259 ENSG00000138777
VCP ENSG00000165280.11 0.301597 0.089591 ENSG00000165280
LACTB ENSG00000103642.7 0.26141 0.086997 ENSG00000103642
TSNARE1 ENSG00000171045.10 0.2038 0.07966 ENSG00000171045
BDH2 ENSG00000164039.10 0.366118 0.082875 ENSG00000164039
PCNXL2 ENSG00000135749.13 0.251381 0.099995 ENSG00000135749
GDPD3 ENSG00000102886.10 0.230355 0.093587 ENSG00000102886
SNX11 ENSG00000002919.10 0.291143 0.081647 ENSG00000002919
NUTM2D ENSG00000214562.9 0.365395 0.090448 ENSG00000214562
UBA6 ENSG00000033178.7 0.266152 0.083754 ENSG00000033178
ZNF660 ENSG00000144792.5 0.356274 0.087193 ENSG00000144792
SHISA2 ENSG00000180730.4 0.24881 0.086147 ENSG00000180730
TRMT10B ENSG00000165275.5 0.285614 0.093807 ENSG00000165275
TSPYL1 ENSG00000189241.6 0.162379 0.075353 ENSG00000189241
OSGEP ENSG00000092094.6 0.750893 0.068215 ENSG00000092094
C1QTNF4 ENSG00000172247.3 0.174284 0.068361 ENSG00000172247
RAD21 ENSG00000164754.8 0.335137 0.087957 ENSG00000164754
CDC25A ENSG00000164045.7 0.263724 0.0883 ENSG00000164045
PCDHB10 ENSG00000120324.4 0.337483 0.086273 ENSG00000120324
ZFP1 ENSG00000184517.7 0.445794 0.090811 ENSG00000184517
DNAH10 ENSG00000197653.10 0.190136 0.091313 ENSG00000197653
RNPEPL1 ENSG00000142327.6 0.160029 0.077185 ENSG00000142327
LIMD1 ENSG00000144791.5 0.418959 0.088159 ENSG00000144791
LRRC57 ENSG00000180979.5 0.159124 0.070248 ENSG00000180979
C1orf115 ENSG00000162817.6 0.292387 0.080263 ENSG00000162817
SLC12A9 ENSG00000146828.13 0.234738 0.079487 ENSG00000146828
IPO8 ENSG00000133704.5 0.164909 0.06768 ENSG00000133704
SLC5A9 ENSG00000117834.8 0.546246 0.076376 ENSG00000117834
SRCRB4D ENSG00000146700.8 0.180727 0.071533 ENSG00000146700
ZNF720 ENSG00000197302.6 0.174181 0.076517 ENSG00000197302
CLEC18B ENSG00000140839.7 0.226354 0.093136 ENSG00000140839
RPS11 ENSG00000142534.2 0.19431 0.086348 ENSG00000142534
MX1 ENSG00000157601.9 0.282171 0.093119 ENSG00000157601
NUTM2A ENSG00000184923.8 0.397371 0.09116 ENSG00000184923
MRC1L1 ENSG00000183748.4 0.221542 0.088017 ENSG00000183748
FRA10AC1 ENSG00000148690.10 0.499669 0.080098 ENSG00000148690
GSDMD ENSG00000104518.6 0.310786 0.085809 ENSG00000104518
MAN2C1 ENSG00000140400.10 0.522348 0.072636 ENSG00000140400
PRICKLE4 ENSG00000124593.10 0.241871 0.08742 ENSG00000124593
