AssociatedGeneName EnsemblGeneID h2.SkinSunExposedLowerleg se.SkinSunExposedLowerleg ensid
VLDLR ENSG00000147852.10 0.063525 0.053227 ENSG00000147852
C15orf38 ENSG00000242498.3 0.178012 0.072452 ENSG00000242498
CDH23 ENSG00000107736.15 0.225634 0.088166 ENSG00000107736
ZNF586 ENSG00000083828.11 0.093788 0.05145 ENSG00000083828
CD3D ENSG00000167286.5 0.101095 0.06508 ENSG00000167286
COG6 ENSG00000133103.12 0.126715 0.057479 ENSG00000133103
ANXA8L1 ENSG00000150165.13 0.242399 0.076701 ENSG00000150165
SLC22A5 ENSG00000197375.8 0.104634 0.05618 ENSG00000197375
DDX11 ENSG00000013573.12 0.136204 0.066433 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.134349 0.062165 ENSG00000136144
NR2F6 ENSG00000160113.5 0.160303 0.077884 ENSG00000160113
TMEM230 ENSG00000089063.10 0.090881 0.063588 ENSG00000089063
BSG ENSG00000172270.14 0.07881 0.066766 ENSG00000172270
C1orf87 ENSG00000162598.9 0.149211 0.072464 ENSG00000162598
ANKRD49 ENSG00000168876.4 0.071219 0.06791 ENSG00000168876
ADORA1 ENSG00000163485.11 0.057182 0.057492 ENSG00000163485
SLC35D1 ENSG00000116704.6 0.064862 0.056501 ENSG00000116704
ATP6V0E2 ENSG00000171130.13 0.066848 0.047731 ENSG00000171130
CYP4F12 ENSG00000186204.9 0.186382 0.066547 ENSG00000186204
ZNF554 ENSG00000172006.7 0.114913 0.069424 ENSG00000172006
PGM1 ENSG00000079739.11 0.059745 0.057001 ENSG00000079739
MFNG ENSG00000100060.13 0.072655 0.059105 ENSG00000100060
SLC25A26 ENSG00000144741.12 0.061815 0.044354 ENSG00000144741
PANK3 ENSG00000120137.6 0.071639 0.067405 ENSG00000120137
COX6B2 ENSG00000160471.7 0.08265 0.067853 ENSG00000160471
ZNF783 ENSG00000204946.5 0.053004 0.048041 ENSG00000204946
PDZRN3 ENSG00000121440.10 0.111886 0.070935 ENSG00000121440
VPS28 ENSG00000160948.9 0.054749 0.053814 ENSG00000160948
CCS ENSG00000173992.4 0.066763 0.064361 ENSG00000173992
SERPINC1 ENSG00000117601.9 0.055728 0.04936 ENSG00000117601
GSDMA ENSG00000167914.6 0.189842 0.06966 ENSG00000167914
EIF4G3 ENSG00000075151.15 0.06008 0.067759 ENSG00000075151
TOB1 ENSG00000141232.4 0.057615 0.05864 ENSG00000141232
SERPINA12 ENSG00000165953.5 0.054156 0.066438 ENSG00000165953
SRD5A3 ENSG00000128039.6 0.070206 0.052061 ENSG00000128039
ITPR1 ENSG00000150995.13 0.091313 0.06927 ENSG00000150995
PCSK9 ENSG00000169174.9 0.054902 0.050825 ENSG00000169174
PDXK ENSG00000160209.13 0.062726 0.055476 ENSG00000160209
IZUMO2 ENSG00000161652.8 0.0513 0.050847 ENSG00000161652
SACM1L ENSG00000211456.6 0.096824 0.051369 ENSG00000211456
TNNT1 ENSG00000105048.12 0.093806 0.069711 ENSG00000105048
ZEB2 ENSG00000169554.12 0.097504 0.057312 ENSG00000169554
C1QTNF7 ENSG00000163145.8 0.079122 0.061533 ENSG00000163145
SEC16A ENSG00000148396.14 0.072511 0.054904 ENSG00000148396
CBS ENSG00000160200.13 0.173456 0.075087 ENSG00000160200
TRIOBP ENSG00000100106.15 0.069792 0.057279 ENSG00000100106
PPWD1 ENSG00000113593.7 0.103355 0.063444 ENSG00000113593
RPH3AL ENSG00000181031.11 0.081462 0.064388 ENSG00000181031
SPG20 ENSG00000133104.8 0.093431 0.059838 ENSG00000133104
C1QTNF6 ENSG00000133466.9 0.097413 0.06457 ENSG00000133466
PTPRN2 ENSG00000155093.13 0.121183 0.06469 ENSG00000155093
GPR56 ENSG00000205336.7 0.073692 0.063534 ENSG00000205336
PSMB8 ENSG00000204264.4 0.052825 0.055002 ENSG00000204264
KCNQ5 ENSG00000185760.11 0.051163 0.041086 ENSG00000185760
CCDC14 ENSG00000175455.10 0.110986 0.064152 ENSG00000175455
ITIH2 ENSG00000151655.13 0.211608 0.077316 ENSG00000151655
SEPHS1 ENSG00000086475.10 0.052612 0.047507 ENSG00000086475
ESYT2 ENSG00000117868.11 0.053039 0.043038 ENSG00000117868
CCDC146 ENSG00000135205.10 0.052913 0.046488 ENSG00000135205
ADAMTS7 ENSG00000136378.10 0.12136 0.061419 ENSG00000136378
SGIP1 ENSG00000118473.17 0.06268 0.047331 ENSG00000118473
TMEM132D ENSG00000151952.10 0.086031 0.065747 ENSG00000151952
FLVCR1 ENSG00000162769.8 0.095602 0.054482 ENSG00000162769
TAF1C ENSG00000103168.12 0.060695 0.077473 ENSG00000103168
FCRLB ENSG00000162746.10 0.055722 0.058281 ENSG00000162746
FAM227A ENSG00000184949.10 0.316127 0.075407 ENSG00000184949
ZNF320 ENSG00000182986.8 0.126777 0.072729 ENSG00000182986
CARD11 ENSG00000198286.5 0.071427 0.062966 ENSG00000198286
LRRC43 ENSG00000158113.8 0.089372 0.054354 ENSG00000158113
DCTN4 ENSG00000132912.8 0.088528 0.072016 ENSG00000132912
L1TD1 ENSG00000240563.1 0.06137 0.05024 ENSG00000240563
FAM196B ENSG00000204767.3 0.065931 0.05855 ENSG00000204767
IL21R ENSG00000103522.11 0.102748 0.073655 ENSG00000103522
CDC42BPA ENSG00000143776.14 0.076088 0.050804 ENSG00000143776
GTF3A ENSG00000122034.8 0.05187 0.0609 ENSG00000122034
AP3M1 ENSG00000185009.8 0.088714 0.05737 ENSG00000185009
ECHDC2 ENSG00000121310.12 0.113691 0.066237 ENSG00000121310
COPS3 ENSG00000141030.8 0.063593 0.060209 ENSG00000141030
ATP8A1 ENSG00000124406.12 0.136515 0.064448 ENSG00000124406
TRIB3 ENSG00000101255.6 0.076452 0.071504 ENSG00000101255
UBE2C ENSG00000175063.12 0.116385 0.077552 ENSG00000175063
CPVL ENSG00000106066.9 0.061902 0.057506 ENSG00000106066
GPR114 ENSG00000159618.11 0.058239 0.065345 ENSG00000159618
ARFGAP3 ENSG00000242247.6 0.056579 0.050476 ENSG00000242247
MTL5 ENSG00000132749.6 0.074743 0.057169 ENSG00000132749
HS2ST1 ENSG00000153936.12 0.06418 0.053693 ENSG00000153936
CLEC18C ENSG00000157335.15 0.057042 0.045969 ENSG00000157335
SCAP ENSG00000114650.14 0.05339 0.038004 ENSG00000114650
FAS ENSG00000026103.15 0.120749 0.067578 ENSG00000026103
SYTL1 ENSG00000142765.13 0.080322 0.055212 ENSG00000142765
PSAT1 ENSG00000135069.9 0.142741 0.070251 ENSG00000135069
RHPN1 ENSG00000158106.8 0.14041 0.068597 ENSG00000158106
EPO ENSG00000130427.2 0.067483 0.045404 ENSG00000130427
WHAMM ENSG00000156232.6 0.062196 0.057047 ENSG00000156232
BTN2A1 ENSG00000112763.11 0.126833 0.073028 ENSG00000112763
NAA50 ENSG00000121579.7 0.080768 0.056618 ENSG00000121579
KLK8 ENSG00000129455.11 0.139201 0.086185 ENSG00000129455
ASB8 ENSG00000177981.6 0.0801 0.052281 ENSG00000177981
NUP43 ENSG00000120253.9 0.110719 0.062651 ENSG00000120253
SHC1 ENSG00000160691.14 0.068883 0.050963 ENSG00000160691
SEC22A ENSG00000121542.7 0.052218 0.041955 ENSG00000121542
ARPC1B ENSG00000130429.8 0.2195 0.082753 ENSG00000130429
ARHGEF35 ENSG00000213214.3 0.359982 0.074369 ENSG00000213214
MYO16 ENSG00000041515.11 0.264194 0.087892 ENSG00000041515
PROK1 ENSG00000143125.5 0.083053 0.062399 ENSG00000143125
FARP1 ENSG00000152767.11 0.08529 0.060636 ENSG00000152767
CMTM5 ENSG00000166091.15 0.064197 0.066944 ENSG00000166091
CLN6 ENSG00000128973.7 0.093619 0.059671 ENSG00000128973
TMOD3 ENSG00000138594.8 0.109928 0.058938 ENSG00000138594
ERP27 ENSG00000139055.2 0.4249 0.076939 ENSG00000139055
PKD2 ENSG00000118762.3 0.052255 0.04405 ENSG00000118762
GNMT ENSG00000124713.5 0.076113 0.057778 ENSG00000124713
FANCC ENSG00000158169.7 0.072126 0.061483 ENSG00000158169
C19orf40 ENSG00000131944.5 0.125486 0.070798 ENSG00000131944
USP10 ENSG00000103194.11 0.067933 0.055289 ENSG00000103194
HEBP1 ENSG00000013583.4 0.100654 0.071487 ENSG00000013583
MRI1 ENSG00000037757.9 0.11712 0.071902 ENSG00000037757
ZNF419 ENSG00000105136.15 0.142189 0.061605 ENSG00000105136
REN ENSG00000143839.12 0.199505 0.079955 ENSG00000143839
SULT1C2 ENSG00000198203.5 0.061127 0.039479 ENSG00000198203
BIRC2 ENSG00000110330.4 0.068788 0.05319 ENSG00000110330
TOP1MT ENSG00000184428.8 0.124734 0.058191 ENSG00000184428
ABHD3 ENSG00000158201.5 0.234805 0.092683 ENSG00000158201
TTC28 ENSG00000100154.10 0.083643 0.067962 ENSG00000100154
CMTM7 ENSG00000153551.9 0.112032 0.064324 ENSG00000153551
LRFN2 ENSG00000156564.8 0.058309 0.051528 ENSG00000156564
KRT72 ENSG00000170486.6 0.254267 0.084235 ENSG00000170486
C9orf72 ENSG00000147894.10 0.084226 0.05943 ENSG00000147894
CCDC3 ENSG00000151468.9 0.07563 0.070329 ENSG00000151468
CTTNBP2 ENSG00000077063.6 0.130878 0.059615 ENSG00000077063
TK2 ENSG00000166548.11 0.088569 0.055143 ENSG00000166548
AMH ENSG00000104899.3 0.066387 0.056955 ENSG00000104899
TRPM8 ENSG00000144481.12 0.078065 0.06712 ENSG00000144481
TMEM45B ENSG00000151715.3 0.125598 0.066193 ENSG00000151715
STX2 ENSG00000111450.9 0.165814 0.075083 ENSG00000111450
SCHIP1 ENSG00000151967.14 0.073066 0.057183 ENSG00000151967
RFC4 ENSG00000163918.6 0.087248 0.070772 ENSG00000163918
MSX2 ENSG00000120149.7 0.068925 0.059854 ENSG00000120149
ZNF880 ENSG00000221923.4 0.373793 0.089222 ENSG00000221923
SDK2 ENSG00000069188.12 0.05653 0.067904 ENSG00000069188
SCARB1 ENSG00000073060.11 0.07296 0.066633 ENSG00000073060
PPP2R5A ENSG00000066027.6 0.053993 0.042455 ENSG00000066027
ABCC3 ENSG00000108846.11 0.080524 0.059669 ENSG00000108846
SHB ENSG00000107338.8 0.08657 0.055648 ENSG00000107338
INMT ENSG00000241644.2 0.056211 0.050168 ENSG00000241644
MAPK8IP1 ENSG00000121653.7 0.155994 0.074582 ENSG00000121653
EMC2 ENSG00000104412.3 0.068556 0.050512 ENSG00000104412
FBLL1 ENSG00000188573.7 0.148794 0.079946 ENSG00000188573
HSPA12B ENSG00000132622.6 0.080006 0.061606 ENSG00000132622
C2orf27A ENSG00000197927.8 0.057256 0.060679 ENSG00000197927
HSD3B7 ENSG00000099377.9 0.115096 0.059822 ENSG00000099377
MTMR4 ENSG00000108389.5 0.060579 0.04504 ENSG00000108389
MON1B ENSG00000103111.10 0.108513 0.068003 ENSG00000103111
AATK ENSG00000181409.7 0.074513 0.056028 ENSG00000181409
GPX7 ENSG00000116157.5 0.062369 0.050235 ENSG00000116157
CLEC4G ENSG00000182566.8 0.132 0.078687 ENSG00000182566
THAP5 ENSG00000177683.9 0.16573 0.066888 ENSG00000177683
DENND3 ENSG00000105339.6 0.084418 0.054205 ENSG00000105339
C19orf60 ENSG00000006015.13 0.058304 0.051979 ENSG00000006015
ALCAM ENSG00000170017.8 0.085147 0.052618 ENSG00000170017
TMEM183A ENSG00000163444.7 0.059294 0.052969 ENSG00000163444
FAM174A ENSG00000174132.8 0.131442 0.062986 ENSG00000174132
TRABD ENSG00000170638.5 0.14468 0.080722 ENSG00000170638
TRAK1 ENSG00000182606.10 0.063133 0.046596 ENSG00000182606
C4orf22 ENSG00000197826.7 0.052866 0.047556 ENSG00000197826
NCOA1 ENSG00000084676.11 0.053972 0.049903 ENSG00000084676
ZNF83 ENSG00000167766.13 0.095688 0.077713 ENSG00000167766
SSBP4 ENSG00000130511.10 0.099826 0.05978 ENSG00000130511
PLEKHO1 ENSG00000023902.9 0.05197 0.047466 ENSG00000023902
LACTB2 ENSG00000147592.4 0.054126 0.046206 ENSG00000147592
IL32 ENSG00000008517.12 0.1586 0.074793 ENSG00000008517
BCAP29 ENSG00000075790.6 0.101325 0.056899 ENSG00000075790
ADAMTS14 ENSG00000138316.6 0.353607 0.082078 ENSG00000138316
ARHGAP30 ENSG00000186517.9 0.165211 0.0818 ENSG00000186517
RGS11 ENSG00000076344.11 0.074265 0.067372 ENSG00000076344
CDC16 ENSG00000130177.10 0.236439 0.070926 ENSG00000130177
CCDC82 ENSG00000149231.7 0.074966 0.070599 ENSG00000149231
CREB3L2 ENSG00000182158.10 0.096612 0.069746 ENSG00000182158
ARC ENSG00000198576.2 0.058183 0.047722 ENSG00000198576
DRAM1 ENSG00000136048.9 0.053966 0.057439 ENSG00000136048
SNRPA ENSG00000077312.4 0.064713 0.049004 ENSG00000077312
TGS1 ENSG00000137574.6 0.089894 0.054359 ENSG00000137574
FOXRED2 ENSG00000100350.10 0.056033 0.053292 ENSG00000100350
TRIM69 ENSG00000185880.8 0.054378 0.049553 ENSG00000185880
CPSF1 ENSG00000071894.10 0.197003 0.071022 ENSG00000071894
AKAP7 ENSG00000118507.11 0.062265 0.067046 ENSG00000118507
PRPH2 ENSG00000112619.6 0.095749 0.065651 ENSG00000112619
MAPRE1 ENSG00000101367.8 0.103612 0.065015 ENSG00000101367
GAD1 ENSG00000128683.9 0.074895 0.054206 ENSG00000128683
ALDH8A1 ENSG00000118514.9 0.099739 0.062521 ENSG00000118514
CBX2 ENSG00000173894.6 0.098861 0.056692 ENSG00000173894
FAM20A ENSG00000108950.7 0.077355 0.066609 ENSG00000108950
MMP17 ENSG00000198598.2 0.14057 0.075471 ENSG00000198598
MCM10 ENSG00000065328.12 0.060846 0.057828 ENSG00000065328
FAM86C1 ENSG00000158483.11 0.063906 0.057582 ENSG00000158483
TUBA1C ENSG00000167553.10 0.072668 0.050766 ENSG00000167553
SLC44A3 ENSG00000143036.12 0.157391 0.073457 ENSG00000143036
EPHB6 ENSG00000106123.7 0.076735 0.061651 ENSG00000106123
MPZL1 ENSG00000197965.7 0.054355 0.056139 ENSG00000197965
SLFN11 ENSG00000172716.12 0.054348 0.0435 ENSG00000172716
NOS3 ENSG00000164867.6 0.055927 0.058841 ENSG00000164867
FBXO17 ENSG00000269190.1 0.143012 0.0666 ENSG00000269190
TCP11L1 ENSG00000176148.11 0.078422 0.055731 ENSG00000176148
IFT57 ENSG00000114446.4 0.080893 0.049754 ENSG00000114446
DAP3 ENSG00000132676.10 0.052369 0.044869 ENSG00000132676
KRT37 ENSG00000108417.3 0.081908 0.053695 ENSG00000108417
RYBP ENSG00000163602.8 0.072254 0.054383 ENSG00000163602
NUSAP1 ENSG00000137804.8 0.07213 0.047864 ENSG00000137804
SPINK8 ENSG00000229453.1 0.093617 0.051907 ENSG00000229453
TMEM63A ENSG00000196187.7 0.108439 0.064154 ENSG00000196187
FPR1 ENSG00000171051.4 0.05919 0.059741 ENSG00000171051
EGLN3 ENSG00000129521.9 0.085418 0.059188 ENSG00000129521
MTMR7 ENSG00000003987.9 0.082184 0.061089 ENSG00000003987
VAT1 ENSG00000108828.11 0.050102 0.039464 ENSG00000108828
PRIMA1 ENSG00000175785.8 0.065858 0.055219 ENSG00000175785
BEGAIN ENSG00000183092.11 0.11149 0.063762 ENSG00000183092
VPREB3 ENSG00000128218.7 0.123387 0.06739 ENSG00000128218
H3F3B ENSG00000132475.4 0.054159 0.049928 ENSG00000132475
MCOLN1 ENSG00000090674.11 0.061945 0.057915 ENSG00000090674
FKBP15 ENSG00000119321.4 0.05765 0.055417 ENSG00000119321
MPC1 ENSG00000060762.14 0.128264 0.070143 ENSG00000060762
ITPA ENSG00000125877.7 0.104646 0.07394 ENSG00000125877
NAA11 ENSG00000156269.4 0.066513 0.046061 ENSG00000156269
RP3-402G11.5 ENSG00000073169.9 0.101932 0.067492 ENSG00000073169
HOXD13 ENSG00000128714.5 0.057235 0.057865 ENSG00000128714
ITGA5 ENSG00000161638.6 0.086608 0.068778 ENSG00000161638
OSGIN1 ENSG00000140961.8 0.385392 0.099267 ENSG00000140961
KRI1 ENSG00000129347.15 0.134919 0.068413 ENSG00000129347
ATP2C1 ENSG00000017260.15 0.074362 0.054273 ENSG00000017260
SLC7A11 ENSG00000151012.9 0.093873 0.059467 ENSG00000151012
GIMAP6 ENSG00000133561.11 0.050738 0.043484 ENSG00000133561
MCM2 ENSG00000073111.9 0.088091 0.056018 ENSG00000073111
CPZ ENSG00000109625.14 0.05516 0.052153 ENSG00000109625
GTDC1 ENSG00000121964.9 0.07165 0.058104 ENSG00000121964
NRBP2 ENSG00000185189.11 0.080317 0.055449 ENSG00000185189
PEG3 ENSG00000198300.8 0.101017 0.061691 ENSG00000198300
GNPAT ENSG00000116906.7 0.110053 0.067088 ENSG00000116906
SNX7 ENSG00000162627.12 0.051242 0.04717 ENSG00000162627
LHFP ENSG00000183722.7 0.054416 0.06187 ENSG00000183722
UBAP2L ENSG00000143569.14 0.086433 0.07014 ENSG00000143569
TMEM165 ENSG00000134851.7 0.057858 0.054113 ENSG00000134851
FAIM ENSG00000158234.8 0.051637 0.073767 ENSG00000158234
MSH3 ENSG00000113318.9 0.187432 0.079217 ENSG00000113318
TEX30 ENSG00000151287.12 0.057911 0.052207 ENSG00000151287
CPNE2 ENSG00000140848.12 0.12849 0.075558 ENSG00000140848
ERP44 ENSG00000023318.7 0.068058 0.059235 ENSG00000023318
GATM ENSG00000171766.11 0.134007 0.065906 ENSG00000171766
NPIPB6 ENSG00000198156.6 0.193494 0.068275 ENSG00000198156
SH2B3 ENSG00000111252.6 0.07759 0.063487 ENSG00000111252
BBS2 ENSG00000125124.7 0.138819 0.07078 ENSG00000125124
PPP2CA ENSG00000113575.5 0.057853 0.064415 ENSG00000113575
CNOT11 ENSG00000158435.3 0.066631 0.049005 ENSG00000158435
AIFM2 ENSG00000042286.10 0.061757 0.069372 ENSG00000042286
C5orf63 ENSG00000164241.9 0.072501 0.053569 ENSG00000164241
METTL13 ENSG00000010165.14 0.07418 0.052822 ENSG00000010165
PEX6 ENSG00000124587.9 0.092162 0.064546 ENSG00000124587
NCOA6 ENSG00000198646.9 0.067291 0.051495 ENSG00000198646
PLXNB2 ENSG00000196576.10 0.082531 0.062251 ENSG00000196576
SPTBN2 ENSG00000173898.7 0.067247 0.061248 ENSG00000173898
TTC38 ENSG00000075234.12 0.054949 0.055295 ENSG00000075234
CES2 ENSG00000172831.7 0.079298 0.05537 ENSG00000172831
CCDC65 ENSG00000139537.6 0.093102 0.056506 ENSG00000139537
EPHA1 ENSG00000146904.4 0.05813 0.055291 ENSG00000146904
KCNJ6 ENSG00000157542.7 0.108515 0.066698 ENSG00000157542
ZNF740 ENSG00000139651.9 0.06525 0.050432 ENSG00000139651
CAPRIN2 ENSG00000110888.13 0.089931 0.056759 ENSG00000110888
ARHGAP24 ENSG00000138639.13 0.085767 0.051036 ENSG00000138639
SIMC1 ENSG00000170085.13 0.070337 0.057157 ENSG00000170085
GJB2 ENSG00000165474.5 0.085042 0.05766 ENSG00000165474
LATS1 ENSG00000131023.8 0.06145 0.052778 ENSG00000131023
PRKAG1 ENSG00000181929.7 0.069335 0.050132 ENSG00000181929
LRMP ENSG00000118308.10 0.143117 0.066736 ENSG00000118308
KCNG3 ENSG00000171126.7 0.053505 0.056747 ENSG00000171126
UQCR10 ENSG00000184076.10 0.128775 0.060399 ENSG00000184076
ADAMTS16 ENSG00000145536.11 0.066814 0.054056 ENSG00000145536
DOCK1 ENSG00000150760.8 0.071231 0.050845 ENSG00000150760
RPS13 ENSG00000110700.2 0.125876 0.05931 ENSG00000110700
DNAH7 ENSG00000118997.9 0.139837 0.058642 ENSG00000118997
CASR ENSG00000036828.9 0.051844 0.044282 ENSG00000036828
XAB2 ENSG00000076924.7 0.067814 0.07192 ENSG00000076924
AMOTL1 ENSG00000166025.13 0.050174 0.053304 ENSG00000166025
SNX6 ENSG00000129515.14 0.077939 0.054488 ENSG00000129515
AP000350.4 ENSG00000218537.1 0.234514 0.07596 ENSG00000218537
SSBP2 ENSG00000145687.11 0.107345 0.069074 ENSG00000145687
