AssociatedGeneName EnsemblGeneID h2.Thyroid se.Thyroid ensid
GBP3 ENSG00000117226.7 0.639031 0.064119 ENSG00000117226
PILRB ENSG00000121716.13 0.476155 0.078884 ENSG00000121716
C15orf57 ENSG00000128891.11 0.291887 0.079525 ENSG00000128891
ARL14EP ENSG00000152219.4 0.232956 0.074777 ENSG00000152219
VNN1 ENSG00000112299.7 0.215333 0.081705 ENSG00000112299
CISD1 ENSG00000122873.7 0.167921 0.068132 ENSG00000122873
TMEM50B ENSG00000142188.12 0.240124 0.073342 ENSG00000142188
SYF2 ENSG00000117614.5 0.217429 0.085333 ENSG00000117614
RAD51C ENSG00000108384.10 0.17609 0.069442 ENSG00000108384
CAST ENSG00000153113.19 0.199375 0.077067 ENSG00000153113
C17orf97 ENSG00000187624.7 0.656922 0.071842 ENSG00000187624
ARL17B ENSG00000228696.4 0.144594 0.072079 ENSG00000228696
ADAT1 ENSG00000065457.6 0.417884 0.075338 ENSG00000065457
HMGXB3 ENSG00000113716.8 0.187601 0.078784 ENSG00000113716
GCC2 ENSG00000135968.15 0.477475 0.079712 ENSG00000135968
OPN4 ENSG00000122375.7 0.19659 0.078886 ENSG00000122375
PCDHB11 ENSG00000197479.4 0.250527 0.077087 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.629758 0.061339 ENSG00000171903
QDPR ENSG00000151552.7 0.293172 0.083014 ENSG00000151552
NSFL1C ENSG00000088833.12 0.18061 0.08473 ENSG00000088833
GSTM1 ENSG00000134184.8 0.192668 0.093601 ENSG00000134184
COG1 ENSG00000166685.7 0.177131 0.077683 ENSG00000166685
TRIM4 ENSG00000146833.11 0.425127 0.077731 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.42993 0.083112 ENSG00000100191
DTD1 ENSG00000125821.7 0.168723 0.074371 ENSG00000125821
IQCB1 ENSG00000173226.12 0.287803 0.073664 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.40313 0.089603 ENSG00000101307
VLDLR ENSG00000147852.10 0.265356 0.08573 ENSG00000147852
C10orf107 ENSG00000183346.6 0.451006 0.077332 ENSG00000183346
ASNSD1 ENSG00000138381.5 0.312413 0.075475 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.381631 0.080511 ENSG00000196963
ZNF586 ENSG00000083828.11 0.156856 0.071147 ENSG00000083828
TDRD6 ENSG00000180113.11 0.299404 0.081233 ENSG00000180113
DSCC1 ENSG00000136982.5 0.423156 0.078215 ENSG00000136982
DDX11 ENSG00000013573.12 0.830956 0.035482 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.197238 0.076887 ENSG00000136144
ZNF589 ENSG00000164048.9 0.261514 0.082014 ENSG00000164048
C22orf43 ENSG00000189269.7 0.678403 0.062274 ENSG00000189269
ZNF605 ENSG00000196458.6 0.145011 0.064817 ENSG00000196458
TMEM230 ENSG00000089063.10 0.481357 0.08593 ENSG00000089063
SLC25A51 ENSG00000122696.8 0.175247 0.066474 ENSG00000122696
ATP6V0E2 ENSG00000171130.13 0.213685 0.09629 ENSG00000171130
RNF141 ENSG00000110315.2 0.156191 0.075998 ENSG00000110315
CYP4F12 ENSG00000186204.9 0.159625 0.075005 ENSG00000186204
PLEC ENSG00000178209.10 0.322646 0.07255 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.295079 0.072812 ENSG00000108592
ZNF554 ENSG00000172006.7 0.198727 0.077552 ENSG00000172006
SLC25A26 ENSG00000144741.12 0.394009 0.085795 ENSG00000144741
RAVER2 ENSG00000162437.10 0.245524 0.080789 ENSG00000162437
CRYGN ENSG00000127377.4 0.2069 0.091481 ENSG00000127377
ZNF783 ENSG00000204946.5 0.322056 0.080659 ENSG00000204946
GSDMA ENSG00000167914.6 0.300726 0.07807 ENSG00000167914
CHAF1A ENSG00000167670.11 0.366863 0.085488 ENSG00000167670
SRD5A3 ENSG00000128039.6 0.440956 0.091287 ENSG00000128039
NUTM2B ENSG00000188199.6 0.257414 0.080254 ENSG00000188199
SACM1L ENSG00000211456.6 0.313614 0.072752 ENSG00000211456
KLHL10 ENSG00000161594.6 0.363714 0.079605 ENSG00000161594
POMZP3 ENSG00000146707.10 0.675582 0.058502 ENSG00000146707
DDT ENSG00000099977.9 0.216598 0.082812 ENSG00000099977
SEC16A ENSG00000148396.14 0.20174 0.078078 ENSG00000148396
TRIOBP ENSG00000100106.15 0.356256 0.080506 ENSG00000100106
RPH3AL ENSG00000181031.11 0.312074 0.093026 ENSG00000181031
C1QTNF6 ENSG00000133466.9 0.182007 0.089892 ENSG00000133466
CAT ENSG00000121691.4 0.372359 0.077646 ENSG00000121691
POLR2E ENSG00000099817.7 0.275566 0.100035 ENSG00000099817
UBR3 ENSG00000144357.12 0.162709 0.071761 ENSG00000144357
SLC28A2 ENSG00000137860.7 0.278181 0.078312 ENSG00000137860
ACOX3 ENSG00000087008.11 0.321338 0.089374 ENSG00000087008
ESYT2 ENSG00000117868.11 0.154311 0.070388 ENSG00000117868
SLC25A27 ENSG00000153291.11 0.252315 0.088696 ENSG00000153291
CCDC146 ENSG00000135205.10 0.145903 0.071486 ENSG00000135205
ZNF333 ENSG00000160961.7 0.303396 0.090285 ENSG00000160961
FLVCR1 ENSG00000162769.8 0.224331 0.075974 ENSG00000162769
TAF1C ENSG00000103168.12 0.506486 0.089476 ENSG00000103168
FAM227A ENSG00000184949.10 0.137884 0.061304 ENSG00000184949
HDDC2 ENSG00000111906.12 0.335031 0.078565 ENSG00000111906
ZNF320 ENSG00000182986.8 0.339169 0.109718 ENSG00000182986
PM20D1 ENSG00000162877.8 0.457078 0.070086 ENSG00000162877
LRRC43 ENSG00000158113.8 0.147974 0.067995 ENSG00000158113
L1TD1 ENSG00000240563.1 0.559079 0.083333 ENSG00000240563
IL21R ENSG00000103522.11 0.123621 0.058046 ENSG00000103522
CCDC66 ENSG00000180376.12 0.31591 0.077568 ENSG00000180376
SYNGR1 ENSG00000100321.10 0.284661 0.090144 ENSG00000100321
GLDC ENSG00000178445.8 0.585949 0.076468 ENSG00000178445
RSPRY1 ENSG00000159579.9 0.19227 0.088056 ENSG00000159579
SDCCAG8 ENSG00000054282.11 0.210031 0.089923 ENSG00000054282
RNF166 ENSG00000158717.6 0.30461 0.084732 ENSG00000158717
CD55 ENSG00000196352.9 0.152603 0.068977 ENSG00000196352
SNX31 ENSG00000174226.4 0.556824 0.082735 ENSG00000174226
PCP2 ENSG00000174788.5 0.392444 0.084418 ENSG00000174788
ARFGAP3 ENSG00000242247.6 0.264261 0.075554 ENSG00000242247
CLEC18C ENSG00000157335.15 0.329531 0.090817 ENSG00000157335
GSAP ENSG00000186088.11 0.240054 0.088673 ENSG00000186088
CDCA7 ENSG00000144354.9 0.183011 0.085349 ENSG00000144354
SEC22A ENSG00000121542.7 0.211388 0.066572 ENSG00000121542
ARPC1B ENSG00000130429.8 0.233874 0.08036 ENSG00000130429
ARHGEF35 ENSG00000213214.3 0.575439 0.071929 ENSG00000213214
MCF2L ENSG00000126217.16 0.424761 0.093905 ENSG00000126217
SULT1A1 ENSG00000196502.7 0.227452 0.072145 ENSG00000196502
PROK1 ENSG00000143125.5 0.26475 0.077886 ENSG00000143125
TTC18 ENSG00000156042.13 0.262959 0.086475 ENSG00000156042
CLN6 ENSG00000128973.7 0.141152 0.069462 ENSG00000128973
ERP27 ENSG00000139055.2 0.419668 0.077946 ENSG00000139055
ATP5G1 ENSG00000159199.9 0.160691 0.071572 ENSG00000159199
GNMT ENSG00000124713.5 0.248401 0.077686 ENSG00000124713
TPM2 ENSG00000198467.9 0.18634 0.075452 ENSG00000198467
MRI1 ENSG00000037757.9 0.294934 0.090062 ENSG00000037757
BIK ENSG00000100290.2 0.245787 0.091635 ENSG00000100290
PYROXD1 ENSG00000121350.11 0.211745 0.073477 ENSG00000121350
KRT72 ENSG00000170486.6 0.182686 0.074438 ENSG00000170486
C9orf72 ENSG00000147894.10 0.327622 0.083195 ENSG00000147894
HSD17B12 ENSG00000149084.7 0.724771 0.052159 ENSG00000149084
AMH ENSG00000104899.3 0.355985 0.088111 ENSG00000104899
ARHGEF7 ENSG00000102606.13 0.31831 0.094688 ENSG00000102606
ZNF132 ENSG00000131849.10 0.283337 0.078878 ENSG00000131849
STX2 ENSG00000111450.9 0.639622 0.070307 ENSG00000111450
PCDHGA6 ENSG00000253731.1 0.158731 0.07428 ENSG00000253731
NUP54 ENSG00000138750.10 0.297898 0.074008 ENSG00000138750
SDK2 ENSG00000069188.12 0.247314 0.096554 ENSG00000069188
PPP2R5A ENSG00000066027.6 0.230279 0.07333 ENSG00000066027
FBLL1 ENSG00000188573.7 0.441488 0.076513 ENSG00000188573
DLD ENSG00000091140.8 0.147521 0.068626 ENSG00000091140
INTS12 ENSG00000138785.10 0.148125 0.059543 ENSG00000138785
NDNF ENSG00000173376.9 0.360529 0.08204 ENSG00000173376
C2orf27A ENSG00000197927.8 0.367329 0.077002 ENSG00000197927
HSD3B7 ENSG00000099377.9 0.32559 0.08574 ENSG00000099377
ANK3 ENSG00000151150.15 0.22335 0.081929 ENSG00000151150
PROZ ENSG00000126231.9 0.386083 0.087916 ENSG00000126231
GPX7 ENSG00000116157.5 0.491751 0.076918 ENSG00000116157
AP1M2 ENSG00000129354.7 0.402328 0.086731 ENSG00000129354
IRAK1BP1 ENSG00000146243.9 0.156275 0.059636 ENSG00000146243
TCTEX1D1 ENSG00000152760.5 0.196464 0.081719 ENSG00000152760
DENND3 ENSG00000105339.6 0.192733 0.08755 ENSG00000105339
TMEM183A ENSG00000163444.7 0.207486 0.091945 ENSG00000163444
NARFL ENSG00000103245.9 0.462383 0.095415 ENSG00000103245
SUSD2 ENSG00000099994.10 0.246035 0.081032 ENSG00000099994
ZNF83 ENSG00000167766.13 0.697824 0.067649 ENSG00000167766
AP4M1 ENSG00000221838.5 0.14323 0.062143 ENSG00000221838
SSBP4 ENSG00000130511.10 0.126472 0.062966 ENSG00000130511
NFYA ENSG00000001167.10 0.410376 0.079485 ENSG00000001167
ZNF425 ENSG00000204947.4 0.230147 0.077625 ENSG00000204947
TTLL12 ENSG00000100304.12 0.187608 0.085906 ENSG00000100304
RFT1 ENSG00000163933.5 0.396227 0.081312 ENSG00000163933
TRDMT1 ENSG00000107614.17 0.349318 0.080765 ENSG00000107614
PCDHA10 ENSG00000250120.2 0.257987 0.086322 ENSG00000250120
NEB ENSG00000183091.15 0.1264 0.061283 ENSG00000183091
AL161915.1 ENSG00000212670.1 0.286146 0.088176 ENSG00000212670
OR10AD1 ENSG00000172640.2 0.179142 0.067009 ENSG00000172640
AKT1 ENSG00000142208.11 0.356124 0.079626 ENSG00000142208
APBB1IP ENSG00000077420.11 0.221084 0.08079 ENSG00000077420
PRKRIP1 ENSG00000128563.9 0.152487 0.073639 ENSG00000128563
CDC16 ENSG00000130177.10 0.18019 0.070095 ENSG00000130177
PRDX6 ENSG00000117592.8 0.2453 0.081357 ENSG00000117592
CACNB2 ENSG00000165995.14 0.272415 0.09127 ENSG00000165995
ARC ENSG00000198576.2 0.190575 0.076636 ENSG00000198576
FOXRED2 ENSG00000100350.10 0.214932 0.090372 ENSG00000100350
TRIM69 ENSG00000185880.8 0.249254 0.080105 ENSG00000185880
CPSF1 ENSG00000071894.10 0.774089 0.040929 ENSG00000071894
PRSS37 ENSG00000165076.9 0.123533 0.058744 ENSG00000165076
PPP1R14D ENSG00000166143.5 0.164587 0.075611 ENSG00000166143
PRPH2 ENSG00000112619.6 0.532018 0.069993 ENSG00000112619
GAD1 ENSG00000128683.9 0.156996 0.076071 ENSG00000128683
ALDH8A1 ENSG00000118514.9 0.368362 0.071839 ENSG00000118514
UBXN6 ENSG00000167671.7 0.463516 0.086231 ENSG00000167671
EPHB6 ENSG00000106123.7 0.476667 0.080775 ENSG00000106123
NPRL3 ENSG00000103148.11 0.349198 0.086801 ENSG00000103148
TCP11L1 ENSG00000176148.11 0.235145 0.075171 ENSG00000176148
TRMT44 ENSG00000155275.14 0.199453 0.080661 ENSG00000155275
CCBL2 ENSG00000137944.12 0.365297 0.085702 ENSG00000137944
TBC1D4 ENSG00000136111.8 0.331117 0.08458 ENSG00000136111
ASCL5 ENSG00000232237.2 0.683048 0.066429 ENSG00000232237
TMTC4 ENSG00000125247.11 0.306769 0.081945 ENSG00000125247
CAPS ENSG00000105519.8 0.163835 0.077752 ENSG00000105519
ITPA ENSG00000125877.7 0.250278 0.083889 ENSG00000125877
SMIM17 ENSG00000268182.1 0.202793 0.090426 ENSG00000268182
SLC25A39 ENSG00000013306.11 0.165556 0.07314 ENSG00000013306
KRI1 ENSG00000129347.15 0.474079 0.078681 ENSG00000129347
SEC23B ENSG00000101310.10 0.234605 0.079509 ENSG00000101310
RBCK1 ENSG00000125826.15 0.234514 0.095842 ENSG00000125826
C13orf45 ENSG00000178734.4 0.234127 0.086533 ENSG00000178734
ZDHHC13 ENSG00000177054.9 0.182431 0.082313 ENSG00000177054
LINGO2 ENSG00000174482.6 0.162671 0.080561 ENSG00000174482
LSMEM1 ENSG00000181016.5 0.302289 0.075219 ENSG00000181016
ATF6 ENSG00000118217.5 0.161139 0.067849 ENSG00000118217
CPZ ENSG00000109625.14 0.158019 0.07364 ENSG00000109625
NIPSNAP1 ENSG00000184117.7 0.17171 0.072477 ENSG00000184117
PARP14 ENSG00000173193.9 0.371032 0.084036 ENSG00000173193
TMEM165 ENSG00000134851.7 0.167531 0.069313 ENSG00000134851
LILRA3 ENSG00000170866.7 0.222369 0.101375 ENSG00000170866
UROD ENSG00000126088.8 0.151836 0.068361 ENSG00000126088
MSH3 ENSG00000113318.9 0.412342 0.073982 ENSG00000113318
OLFM4 ENSG00000102837.6 0.34109 0.088741 ENSG00000102837
MICALCL ENSG00000133808.4 0.296104 0.09358 ENSG00000133808
GATM ENSG00000171766.11 0.156798 0.064331 ENSG00000171766
CNN2 ENSG00000064666.10 0.24255 0.092432 ENSG00000064666
BBS2 ENSG00000125124.7 0.559929 0.074551 ENSG00000125124
MS4A14 ENSG00000166928.6 0.232133 0.070799 ENSG00000166928
GGT1 ENSG00000100031.14 0.365633 0.086596 ENSG00000100031
PEX6 ENSG00000124587.9 0.53957 0.069887 ENSG00000124587
LYRM5 ENSG00000205707.6 0.280666 0.07899 ENSG00000205707
CPT1B ENSG00000205560.8 0.197569 0.087043 ENSG00000205560
TTC38 ENSG00000075234.12 0.532751 0.083789 ENSG00000075234
CCDC65 ENSG00000139537.6 0.217241 0.074972 ENSG00000139537
ZNF740 ENSG00000139651.9 0.199164 0.081353 ENSG00000139651
CAPRIN2 ENSG00000110888.13 0.241107 0.090726 ENSG00000110888
CFHR3 ENSG00000116785.9 0.440607 0.090087 ENSG00000116785
MRC1 ENSG00000120586.4 0.180218 0.077588 ENSG00000120586
B3GALNT2 ENSG00000162885.7 0.202207 0.072046 ENSG00000162885
DNAH7 ENSG00000118997.9 0.211646 0.071804 ENSG00000118997
CCDC158 ENSG00000163749.13 0.257708 0.078171 ENSG00000163749
UNC13C ENSG00000137766.12 0.422759 0.087573 ENSG00000137766
ZNF302 ENSG00000089335.16 0.538462 0.07142 ENSG00000089335
AP000350.4 ENSG00000218537.1 0.627331 0.063904 ENSG00000218537
NFKBID ENSG00000167604.9 0.215419 0.092672 ENSG00000167604
MYSM1 ENSG00000162601.5 0.216349 0.07116 ENSG00000162601
ISLR2 ENSG00000167178.11 0.165901 0.070157 ENSG00000167178
ATP6AP1L ENSG00000205464.7 0.52388 0.076563 ENSG00000205464
RWDD2A ENSG00000013392.6 0.15178 0.075756 ENSG00000013392
RFX7 ENSG00000181827.10 0.167339 0.066509 ENSG00000181827
AASDH ENSG00000157426.9 0.1744 0.074472 ENSG00000157426
NUPL1 ENSG00000139496.11 0.219856 0.083378 ENSG00000139496
ASRGL1 ENSG00000162174.8 0.28883 0.083102 ENSG00000162174
ZNF197 ENSG00000186448.10 0.225873 0.073082 ENSG00000186448
TMCO3 ENSG00000150403.13 0.1565 0.075717 ENSG00000150403
LMBR1L ENSG00000139636.11 0.184022 0.074666 ENSG00000139636
ZNF814 ENSG00000204514.5 0.181084 0.071561 ENSG00000204514
ARMC10 ENSG00000170632.9 0.386187 0.082503 ENSG00000170632
DBF4B ENSG00000161692.13 0.609149 0.066727 ENSG00000161692
OXA1L ENSG00000155463.8 0.286602 0.09654 ENSG00000155463
GSTM5 ENSG00000134201.6 0.2089 0.085534 ENSG00000134201
ERAP2 ENSG00000164308.12 0.678729 0.055064 ENSG00000164308
MBTPS1 ENSG00000140943.12 0.231044 0.10815 ENSG00000140943
LIPC ENSG00000166035.6 0.228695 0.093399 ENSG00000166035
PRR13 ENSG00000205352.6 0.396318 0.079884 ENSG00000205352
SPAG1 ENSG00000104450.8 0.184891 0.065299 ENSG00000104450
SNUPN ENSG00000169371.9 0.272076 0.081449 ENSG00000169371
MASTL ENSG00000120539.10 0.532315 0.069931 ENSG00000120539
IKBKE ENSG00000143466.8 0.194175 0.085981 ENSG00000143466
KIAA1143 ENSG00000163807.4 0.224207 0.078484 ENSG00000163807
SPATA6 ENSG00000132122.7 0.194864 0.074363 ENSG00000132122
PPCDC ENSG00000138621.7 0.359385 0.092435 ENSG00000138621
RPSA ENSG00000168028.9 0.239885 0.077427 ENSG00000168028
UPK3B ENSG00000243566.2 0.405562 0.081584 ENSG00000243566
THSD7B ENSG00000144229.7 0.153606 0.068266 ENSG00000144229
WDR60 ENSG00000126870.11 0.571097 0.073903 ENSG00000126870
C6orf164 ENSG00000203871.3 0.237022 0.07476 ENSG00000203871
ALG1L ENSG00000189366.5 0.431734 0.071907 ENSG00000189366
QRFPR ENSG00000186867.6 0.346284 0.08711 ENSG00000186867
LRRFIP2 ENSG00000093167.13 0.508156 0.068505 ENSG00000093167
TMPRSS9 ENSG00000178297.8 0.20502 0.092592 ENSG00000178297
CYP39A1 ENSG00000146233.3 0.168835 0.081293 ENSG00000146233
RBL2 ENSG00000103479.10 0.564446 0.065862 ENSG00000103479
DDO ENSG00000203797.4 0.423297 0.087063 ENSG00000203797
SLC35G1 ENSG00000176273.10 0.155203 0.066418 ENSG00000176273
EPB41L4B ENSG00000095203.10 0.180037 0.080277 ENSG00000095203
SPG21 ENSG00000090487.6 0.314449 0.081663 ENSG00000090487
NDUFAF1 ENSG00000137806.4 0.364272 0.089717 ENSG00000137806
RAB20 ENSG00000139832.3 0.33671 0.086744 ENSG00000139832
PHGDH ENSG00000092621.7 0.181529 0.078589 ENSG00000092621
RCN1 ENSG00000049449.4 0.221555 0.077332 ENSG00000049449
MCM8 ENSG00000125885.9 0.630532 0.073012 ENSG00000125885
GINM1 ENSG00000055211.8 0.156444 0.065544 ENSG00000055211
SERHL2 ENSG00000183569.13 0.239982 0.090441 ENSG00000183569
C19orf57 ENSG00000132016.7 0.181539 0.084077 ENSG00000132016
CTNS ENSG00000040531.10 0.571639 0.075125 ENSG00000040531
POGLUT1 ENSG00000163389.6 0.443083 0.083782 ENSG00000163389
TRAPPC10 ENSG00000160218.8 0.149069 0.06789 ENSG00000160218
TBC1D1 ENSG00000065882.11 0.340611 0.0908 ENSG00000065882
PSCA ENSG00000167653.4 0.133026 0.065299 ENSG00000167653
CCDC114 ENSG00000105479.10 0.46423 0.073881 ENSG00000105479
TAC4 ENSG00000176358.10 0.198987 0.079415 ENSG00000176358
CKAP2 ENSG00000136108.10 0.383249 0.080656 ENSG00000136108
MINA ENSG00000170854.12 0.1546 0.069142 ENSG00000170854
TSNARE1 ENSG00000171045.10 0.410488 0.083903 ENSG00000171045
BDH2 ENSG00000164039.10 0.419509 0.079863 ENSG00000164039
NUTM2D ENSG00000214562.9 0.291767 0.082629 ENSG00000214562
ZNF660 ENSG00000144792.5 0.229818 0.072105 ENSG00000144792
SHISA2 ENSG00000180730.4 0.293095 0.087013 ENSG00000180730
TNFRSF19 ENSG00000127863.11 0.180939 0.08261 ENSG00000127863
NUCB2 ENSG00000070081.11 0.150425 0.069516 ENSG00000070081
GUCA1B ENSG00000112599.8 0.32802 0.092365 ENSG00000112599
OSGEP ENSG00000092094.6 0.586136 0.078975 ENSG00000092094
HDGFRP2 ENSG00000167674.10 0.185283 0.086644 ENSG00000167674
RAD21 ENSG00000164754.8 0.302422 0.078436 ENSG00000164754
TFG ENSG00000114354.8 0.130146 0.060364 ENSG00000114354
ADAT2 ENSG00000189007.11 0.262012 0.082264 ENSG00000189007
CDC25A ENSG00000164045.7 0.342101 0.098665 ENSG00000164045
PCDHB10 ENSG00000120324.4 0.129618 0.061328 ENSG00000120324
UPK3A ENSG00000100373.5 0.537059 0.091026 ENSG00000100373
ZFP1 ENSG00000184517.7 0.257444 0.083802 ENSG00000184517
SLC9A2 ENSG00000115616.2 0.164416 0.073202 ENSG00000115616
LIMD1 ENSG00000144791.5 0.38377 0.080199 ENSG00000144791
ECHDC3 ENSG00000134463.10 0.384065 0.089223 ENSG00000134463
LRRC57 ENSG00000180979.5 0.278733 0.086787 ENSG00000180979
SLC5A9 ENSG00000117834.8 0.355158 0.079671 ENSG00000117834
VRK3 ENSG00000105053.6 0.188656 0.081296 ENSG00000105053
ACTR3 ENSG00000115091.7 0.182569 0.078665 ENSG00000115091
NUTM2A ENSG00000184923.8 0.486597 0.090594 ENSG00000184923
EMP1 ENSG00000134531.5 0.260481 0.091064 ENSG00000134531
TAS2R5 ENSG00000127366.4 0.131103 0.062275 ENSG00000127366
ACP2 ENSG00000134575.5 0.179896 0.0746 ENSG00000134575
MRC1L1 ENSG00000183748.4 0.175258 0.076153 ENSG00000183748
FRA10AC1 ENSG00000148690.10 0.311424 0.078274 ENSG00000148690
GSDMD ENSG00000104518.6 0.26311 0.082213 ENSG00000104518
FBN3 ENSG00000142449.8 0.561074 0.081203 ENSG00000142449
MAN2C1 ENSG00000140400.10 0.567292 0.069149 ENSG00000140400
MED20 ENSG00000124641.10 0.196621 0.081816 ENSG00000124641
SENP7 ENSG00000138468.11 0.101014 0.047947 ENSG00000138468
SNTB2 ENSG00000168807.12 0.198234 0.067056 ENSG00000168807
NMRK1 ENSG00000106733.16 0.787944 0.045284 ENSG00000106733
