AssociatedGeneName EnsemblGeneID h2.HeartLeftVentricle se.HeartLeftVentricle ensid
G6PC2 ENSG00000152254.6 0.402968 0.104681 ENSG00000152254
NUPR1 ENSG00000176046.7 0.245712 0.100794 ENSG00000176046
APIP ENSG00000149089.8 0.660947 0.076383 ENSG00000149089
LRRC37A2 ENSG00000238083.3 0.329701 0.092186 ENSG00000238083
RAB3IL1 ENSG00000167994.7 0.012008 0.063237 ENSG00000167994
ZNF641 ENSG00000167528.8 0.127652 0.074561 ENSG00000167528
KCNMA1 ENSG00000156113.16 0.180585 0.104329 ENSG00000156113
PRSS46 ENSG00000261603.1 0.585835 0.091865 ENSG00000261603
COL5A3 ENSG00000080573.6 0.029566 0.065952 ENSG00000080573
RRP7A ENSG00000189306.6 0.455373 0.119427 ENSG00000189306
IFITM3 ENSG00000142089.11 0.049628 0.071682 ENSG00000142089
ARHGAP22 ENSG00000128805.10 0.031231 0.073573 ENSG00000128805
LIMS2 ENSG00000072163.14 0.010709 0.059529 ENSG00000072163
ANKRD34B ENSG00000189127.3 0.154081 0.090026 ENSG00000189127
ORC6 ENSG00000091651.4 0.031283 0.050177 ENSG00000091651
CDS2 ENSG00000101290.9 0.056681 0.099444 ENSG00000101290
KCNJ4 ENSG00000168135.4 0.04423 0.088492 ENSG00000168135
SMIM20 ENSG00000250317.4 0.146797 0.105035 ENSG00000250317
C8B ENSG00000021852.8 0.027814 0.07434 ENSG00000021852
AL359195.1 ENSG00000204038.3 0.054071 0.084429 ENSG00000204038
PKP4 ENSG00000144283.17 0.062091 0.073597 ENSG00000144283
TLR3 ENSG00000164342.7 0.081825 0.085969 ENSG00000164342
TACSTD2 ENSG00000184292.5 0.03828 0.075644 ENSG00000184292
GM2A ENSG00000196743.4 0.370179 0.131907 ENSG00000196743
PCDHB8 ENSG00000120322.2 0.549018 0.089125 ENSG00000120322
ZNF266 ENSG00000174652.13 0.508504 0.086059 ENSG00000174652
CYP4F31P ENSG00000178206.3 0.012128 0.057944 ENSG00000178206
WARS ENSG00000140105.13 0.12413 0.108761 ENSG00000140105
APOL4 ENSG00000100336.13 0.474605 0.101543 ENSG00000100336
NTPCR ENSG00000135778.6 0.111516 0.105146 ENSG00000135778
ABHD4 ENSG00000100439.6 0.254569 0.128731 ENSG00000100439
ETV7 ENSG00000010030.9 0.017289 0.065401 ENSG00000010030
CAPN11 ENSG00000137225.8 0.090432 0.088858 ENSG00000137225
TEK ENSG00000120156.16 0.033989 0.088654 ENSG00000120156
POLR2J ENSG00000005075.11 0.223048 0.101996 ENSG00000005075
PAQR5 ENSG00000137819.9 0.193689 0.102444 ENSG00000137819
ATMIN ENSG00000166454.5 0.04561 0.095578 ENSG00000166454
AKR1C1 ENSG00000187134.8 0.01583 0.082543 ENSG00000187134
GBP3 ENSG00000117226.7 0.472033 0.098172 ENSG00000117226
CDHR3 ENSG00000128536.11 0.028707 0.075129 ENSG00000128536
PILRB ENSG00000121716.13 0.534979 0.090791 ENSG00000121716
C15orf57 ENSG00000128891.11 0.516892 0.087161 ENSG00000128891
IFT88 ENSG00000032742.13 0.426195 0.100689 ENSG00000032742
ARL14EP ENSG00000152219.4 0.051179 0.059076 ENSG00000152219
VNN1 ENSG00000112299.7 0.129472 0.088504 ENSG00000112299
STXBP2 ENSG00000076944.10 0.108419 0.105887 ENSG00000076944
FAM181A ENSG00000140067.6 0.032824 0.082649 ENSG00000140067
DARC ENSG00000213088.5 0.094855 0.095441 ENSG00000213088
CISD1 ENSG00000122873.7 0.149905 0.090236 ENSG00000122873
TMEM50B ENSG00000142188.12 0.13166 0.079817 ENSG00000142188
SYF2 ENSG00000117614.5 0.086157 0.102054 ENSG00000117614
RBMS2 ENSG00000076067.7 0.110884 0.090696 ENSG00000076067
BRD7 ENSG00000166164.11 0.05445 0.096669 ENSG00000166164
USP53 ENSG00000145390.7 0.062118 0.062925 ENSG00000145390
CAST ENSG00000153113.19 0.018138 0.065076 ENSG00000153113
C17orf97 ENSG00000187624.7 0.623023 0.096247 ENSG00000187624
ARL17B ENSG00000228696.4 0.118406 0.071541 ENSG00000228696
CAMK1D ENSG00000183049.8 0.143279 0.122764 ENSG00000183049
ADAT1 ENSG00000065457.6 0.368101 0.101434 ENSG00000065457
HMGXB3 ENSG00000113716.8 0.066738 0.08702 ENSG00000113716
TJP2 ENSG00000119139.12 0.038948 0.072687 ENSG00000119139
NME4 ENSG00000103202.8 0.530221 0.112712 ENSG00000103202
GCC2 ENSG00000135968.15 0.163122 0.08259 ENSG00000135968
OPN4 ENSG00000122375.7 0.154826 0.092138 ENSG00000122375
PCDHB11 ENSG00000197479.4 0.270447 0.10011 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.588938 0.084603 ENSG00000171903
TDGF1 ENSG00000241186.3 0.686739 0.078892 ENSG00000241186
NSFL1C ENSG00000088833.12 0.063606 0.088837 ENSG00000088833
MAPK14 ENSG00000112062.6 0.103065 0.092624 ENSG00000112062
FANCA ENSG00000187741.10 0.24766 0.10221 ENSG00000187741
RSPO4 ENSG00000101282.4 0.397335 0.119463 ENSG00000101282
GSTM1 ENSG00000134184.8 0.338825 0.128787 ENSG00000134184
COG1 ENSG00000166685.7 0.128862 0.099928 ENSG00000166685
TMEM50A ENSG00000183726.6 0.054119 0.086301 ENSG00000183726
UBQLN1 ENSG00000135018.9 0.038813 0.070605 ENSG00000135018
CCDC102A ENSG00000135736.5 0.224407 0.119359 ENSG00000135736
FADS1 ENSG00000149485.12 0.12149 0.094746 ENSG00000149485
TRIM4 ENSG00000146833.11 0.229383 0.092231 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.387084 0.109737 ENSG00000100191
DTD1 ENSG00000125821.7 0.326035 0.105371 ENSG00000125821
GIMAP5 ENSG00000196329.6 0.117801 0.091782 ENSG00000196329
IQCB1 ENSG00000173226.12 0.374898 0.095531 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.125104 0.100697 ENSG00000101307
PDSS1 ENSG00000148459.11 0.050285 0.08054 ENSG00000148459
PPARGC1A ENSG00000109819.4 0.042717 0.069353 ENSG00000109819
FRRS1 ENSG00000156869.8 0.128339 0.083575 ENSG00000156869
MTHFS ENSG00000136371.5 0.412657 0.097354 ENSG00000136371
PLVAP ENSG00000130300.4 0.110872 0.099378 ENSG00000130300
PPIP5K2 ENSG00000145725.14 0.026611 0.045418 ENSG00000145725
VLDLR ENSG00000147852.10 0.128877 0.095988 ENSG00000147852
C10orf107 ENSG00000183346.6 0.224632 0.098724 ENSG00000183346
ASNSD1 ENSG00000138381.5 0.291739 0.100842 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.219329 0.095224 ENSG00000196963
ZFP90 ENSG00000184939.10 0.116178 0.091357 ENSG00000184939
CDH23 ENSG00000107736.15 0.039569 0.084839 ENSG00000107736
CD40 ENSG00000101017.9 0.121588 0.088407 ENSG00000101017
ZNF586 ENSG00000083828.11 0.161467 0.087692 ENSG00000083828
ZNF282 ENSG00000170265.7 0.054945 0.078192 ENSG00000170265
TDRD6 ENSG00000180113.11 0.289541 0.103334 ENSG00000180113
CCDC74A ENSG00000163040.10 0.198654 0.096951 ENSG00000163040
GSDMB ENSG00000073605.14 0.021412 0.060405 ENSG00000073605
RNASEH2C ENSG00000172922.4 0.157465 0.095428 ENSG00000172922
TRIM37 ENSG00000108395.9 0.180491 0.089989 ENSG00000108395
DSCC1 ENSG00000136982.5 0.509215 0.095754 ENSG00000136982
VPS36 ENSG00000136100.8 0.032865 0.05347 ENSG00000136100
ANKDD1A ENSG00000166839.12 0.029371 0.061983 ENSG00000166839
COG6 ENSG00000133103.12 0.417556 0.098962 ENSG00000133103
PPP1R16A ENSG00000160972.5 0.03144 0.057644 ENSG00000160972
CELF3 ENSG00000159409.10 0.039212 0.054722 ENSG00000159409
SYTL2 ENSG00000137501.12 0.076612 0.088887 ENSG00000137501
ANXA8L1 ENSG00000150165.13 0.034129 0.059559 ENSG00000150165
SLC22A5 ENSG00000197375.8 0.051532 0.07533 ENSG00000197375
KL ENSG00000133116.6 0.022585 0.070444 ENSG00000133116
NIPAL1 ENSG00000163293.7 0.230169 0.092339 ENSG00000163293
ADRBK2 ENSG00000100077.9 0.19582 0.111787 ENSG00000100077
EPSTI1 ENSG00000133106.10 0.156461 0.106711 ENSG00000133106
DDX11 ENSG00000013573.12 0.859462 0.045553 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.261064 0.095619 ENSG00000136144
NR2F6 ENSG00000160113.5 0.027469 0.079934 ENSG00000160113
ZNF589 ENSG00000164048.9 0.244213 0.105638 ENSG00000164048
C22orf43 ENSG00000189269.7 0.364508 0.102179 ENSG00000189269
ZNF605 ENSG00000196458.6 0.104416 0.082828 ENSG00000196458
TMEM230 ENSG00000089063.10 0.139263 0.105508 ENSG00000089063
F11R ENSG00000270149.1 0.150606 0.114984 ENSG00000270149
ADORA1 ENSG00000163485.11 0.033779 0.071191 ENSG00000163485
SLC35D1 ENSG00000116704.6 0.062573 0.077423 ENSG00000116704
SLC25A51 ENSG00000122696.8 0.367044 0.105914 ENSG00000122696
ATP6V0E2 ENSG00000171130.13 0.343693 0.111389 ENSG00000171130
RNF141 ENSG00000110315.2 0.109142 0.103167 ENSG00000110315
CYP4F12 ENSG00000186204.9 0.512227 0.104563 ENSG00000186204
BMP2 ENSG00000125845.6 0.040087 0.08697 ENSG00000125845
PLEC ENSG00000178209.10 0.166795 0.094749 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.408425 0.095527 ENSG00000108592
CLEC4A ENSG00000111729.8 0.148789 0.090513 ENSG00000111729
ZNF554 ENSG00000172006.7 0.144534 0.119713 ENSG00000172006
RNF17 ENSG00000132972.13 0.144832 0.11012 ENSG00000132972
EPHB4 ENSG00000196411.5 0.051223 0.063604 ENSG00000196411
ERO1LB ENSG00000086619.9 0.240364 0.102621 ENSG00000086619
LRRC8B ENSG00000197147.8 0.152867 0.09452 ENSG00000197147
SLC25A26 ENSG00000144741.12 0.398831 0.114624 ENSG00000144741
RAVER2 ENSG00000162437.10 0.047664 0.07757 ENSG00000162437
CRYGN ENSG00000127377.4 0.029201 0.070195 ENSG00000127377
COX6B2 ENSG00000160471.7 0.097478 0.109655 ENSG00000160471
ZNF783 ENSG00000204946.5 0.126808 0.096784 ENSG00000204946
PDZRN3 ENSG00000121440.10 0.45459 0.110614 ENSG00000121440
VPS28 ENSG00000160948.9 0.250899 0.11572 ENSG00000160948
SERPINC1 ENSG00000117601.9 0.220036 0.095067 ENSG00000117601
GSDMA ENSG00000167914.6 0.300187 0.103836 ENSG00000167914
ANO10 ENSG00000160746.8 0.155844 0.096628 ENSG00000160746
SAYSD1 ENSG00000112167.5 0.347274 0.113901 ENSG00000112167
SNX20 ENSG00000167208.10 0.056313 0.080063 ENSG00000167208
CHAF1A ENSG00000167670.11 0.409579 0.116224 ENSG00000167670
SUPT16H ENSG00000092201.5 0.173227 0.117025 ENSG00000092201
SRD5A3 ENSG00000128039.6 0.397893 0.115427 ENSG00000128039
YTHDC2 ENSG00000047188.11 0.266577 0.106694 ENSG00000047188
NUTM2B ENSG00000188199.6 0.161857 0.094354 ENSG00000188199
PDXK ENSG00000160209.13 0.330558 0.109545 ENSG00000160209
IZUMO2 ENSG00000161652.8 0.062928 0.098793 ENSG00000161652
SACM1L ENSG00000211456.6 0.200901 0.103239 ENSG00000211456
IRF6 ENSG00000117595.6 0.156323 0.102966 ENSG00000117595
POMZP3 ENSG00000146707.10 0.749077 0.063264 ENSG00000146707
DDT ENSG00000099977.9 0.229727 0.097802 ENSG00000099977
SUPT4H1 ENSG00000213246.2 0.041517 0.067344 ENSG00000213246
C1QTNF7 ENSG00000163145.8 0.031326 0.073193 ENSG00000163145
SEC16A ENSG00000148396.14 0.074469 0.076075 ENSG00000148396
TRIOBP ENSG00000100106.15 0.373082 0.114794 ENSG00000100106
LGALS2 ENSG00000100079.5 0.096533 0.107359 ENSG00000100079
PPWD1 ENSG00000113593.7 0.10817 0.100219 ENSG00000113593
RPH3AL ENSG00000181031.11 0.522041 0.107325 ENSG00000181031
SPG20 ENSG00000133104.8 0.026797 0.079262 ENSG00000133104
GIMAP4 ENSG00000133574.5 0.060179 0.080945 ENSG00000133574
CAT ENSG00000121691.4 0.16557 0.096729 ENSG00000121691
PODN ENSG00000174348.9 0.070718 0.076845 ENSG00000174348
KCNK17 ENSG00000124780.9 0.066044 0.083878 ENSG00000124780
POLR2E ENSG00000099817.7 0.121333 0.115247 ENSG00000099817
GPR56 ENSG00000205336.7 0.128866 0.11274 ENSG00000205336
CLCN1 ENSG00000188037.6 0.015324 0.043166 ENSG00000188037
SLC28A2 ENSG00000137860.7 0.207228 0.087947 ENSG00000137860
ACOX3 ENSG00000087008.11 0.126296 0.10712 ENSG00000087008
THOC1 ENSG00000079134.7 0.040414 0.072305 ENSG00000079134
CRTC1 ENSG00000105662.11 0.092211 0.087393 ENSG00000105662
HTRA3 ENSG00000170801.5 0.042479 0.086039 ENSG00000170801
PCGF5 ENSG00000180628.10 0.037147 0.065319 ENSG00000180628
ITIH2 ENSG00000151655.13 0.110562 0.106657 ENSG00000151655
ESYT2 ENSG00000117868.11 0.025674 0.046147 ENSG00000117868
SLC25A27 ENSG00000153291.11 0.497699 0.099372 ENSG00000153291
EMR1 ENSG00000174837.10 0.068529 0.097496 ENSG00000174837
ZNF121 ENSG00000197961.7 0.019516 0.054152 ENSG00000197961
RGS14 ENSG00000169220.13 0.323151 0.106384 ENSG00000169220
CCDC146 ENSG00000135205.10 0.0146 0.054975 ENSG00000135205
ADAMTS7 ENSG00000136378.10 0.194065 0.102732 ENSG00000136378
ZNF333 ENSG00000160961.7 0.260999 0.117963 ENSG00000160961
TACR2 ENSG00000075073.10 0.094157 0.098878 ENSG00000075073
ABCC8 ENSG00000006071.7 0.333544 0.112406 ENSG00000006071
C19orf48 ENSG00000167747.9 0.212722 0.122364 ENSG00000167747
SGIP1 ENSG00000118473.17 0.412902 0.099727 ENSG00000118473
WDR19 ENSG00000157796.13 0.055363 0.068666 ENSG00000157796
FLVCR1 ENSG00000162769.8 0.221354 0.096899 ENSG00000162769
TAF1C ENSG00000103168.12 0.2223 0.135777 ENSG00000103168
FCRLB ENSG00000162746.10 0.027718 0.072161 ENSG00000162746
FAM227A ENSG00000184949.10 0.086409 0.069723 ENSG00000184949
HDDC2 ENSG00000111906.12 0.449503 0.100811 ENSG00000111906
H1F0 ENSG00000189060.4 0.024953 0.068758 ENSG00000189060
ZNF320 ENSG00000182986.8 0.253597 0.129171 ENSG00000182986
PM20D1 ENSG00000162877.8 0.52534 0.087734 ENSG00000162877
SCD5 ENSG00000145284.7 0.049666 0.072098 ENSG00000145284
SELL ENSG00000188404.4 0.010949 0.050729 ENSG00000188404
FOLR3 ENSG00000110203.4 0.02031 0.078383 ENSG00000110203
G0S2 ENSG00000123689.5 0.1884 0.105977 ENSG00000123689
L1TD1 ENSG00000240563.1 0.032861 0.093484 ENSG00000240563
IL21R ENSG00000103522.11 0.11068 0.094877 ENSG00000103522
MAP2K7 ENSG00000076984.13 0.026775 0.098934 ENSG00000076984
CCDC66 ENSG00000180376.12 0.198892 0.091329 ENSG00000180376
GNG7 ENSG00000176533.8 0.119795 0.111791 ENSG00000176533
NDFIP1 ENSG00000131507.9 0.086828 0.089046 ENSG00000131507
PAPD4 ENSG00000164329.9 0.15654 0.103826 ENSG00000164329
SETD8 ENSG00000183955.8 0.014219 0.056463 ENSG00000183955
SDCCAG8 ENSG00000054282.11 0.12243 0.088764 ENSG00000054282
ZC3HAV1 ENSG00000105939.8 0.034738 0.086211 ENSG00000105939
CDC42BPA ENSG00000143776.14 0.12033 0.067991 ENSG00000143776
GTF3A ENSG00000122034.8 0.156372 0.099808 ENSG00000122034
FGD5 ENSG00000154783.6 0.183383 0.103365 ENSG00000154783
ECHDC2 ENSG00000121310.12 0.082095 0.085981 ENSG00000121310
ATP8A1 ENSG00000124406.12 0.164534 0.105111 ENSG00000124406
FAAH ENSG00000117480.11 0.198345 0.092539 ENSG00000117480
TRIB3 ENSG00000101255.6 0.122486 0.107403 ENSG00000101255
RNF166 ENSG00000158717.6 0.125497 0.103533 ENSG00000158717
SNX31 ENSG00000174226.4 0.466321 0.10796 ENSG00000174226
PCP2 ENSG00000174788.5 0.334394 0.124042 ENSG00000174788
GPR114 ENSG00000159618.11 0.105076 0.100899 ENSG00000159618
ARFGAP3 ENSG00000242247.6 0.185668 0.105326 ENSG00000242247
MYO1F ENSG00000142347.12 0.032215 0.074407 ENSG00000142347
HS2ST1 ENSG00000153936.12 0.090951 0.080469 ENSG00000153936
EFCAB13 ENSG00000178852.11 0.080482 0.074969 ENSG00000178852
FAS ENSG00000026103.15 0.054661 0.083891 ENSG00000026103
RHPN1 ENSG00000158106.8 0.010452 0.061555 ENSG00000158106
CCR3 ENSG00000183625.10 0.027229 0.058178 ENSG00000183625
GSAP ENSG00000186088.11 0.097744 0.084457 ENSG00000186088
CDCA7 ENSG00000144354.9 0.0578 0.086915 ENSG00000144354
NAA50 ENSG00000121579.7 0.097168 0.088467 ENSG00000121579
RP11-552I14.1 ENSG00000257860.1 0.322565 0.135376 ENSG00000257860
GIMAP7 ENSG00000179144.4 0.07764 0.0789 ENSG00000179144
ASB8 ENSG00000177981.6 0.064357 0.067165 ENSG00000177981
NUP43 ENSG00000120253.9 0.036622 0.066375 ENSG00000120253
SEC22A ENSG00000121542.7 0.148619 0.076609 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.205315 0.089892 ENSG00000213214
MCF2L ENSG00000126217.16 0.217018 0.119228 ENSG00000126217
MYO16 ENSG00000041515.11 0.049985 0.1132 ENSG00000041515
SULT1A1 ENSG00000196502.7 0.096299 0.073914 ENSG00000196502
LURAP1L ENSG00000153714.5 0.083258 0.094036 ENSG00000153714
NCBP1 ENSG00000136937.8 0.051842 0.086942 ENSG00000136937
PROK1 ENSG00000143125.5 0.322922 0.101058 ENSG00000143125
FARP1 ENSG00000152767.11 0.107109 0.086163 ENSG00000152767
ITGA9 ENSG00000144668.7 0.014452 0.061731 ENSG00000144668
CMTM5 ENSG00000166091.15 0.026968 0.089383 ENSG00000166091
TTC18 ENSG00000156042.13 0.316485 0.11003 ENSG00000156042
CLN6 ENSG00000128973.7 0.072209 0.071582 ENSG00000128973
PCDH15 ENSG00000150275.13 0.107871 0.10651 ENSG00000150275
TMOD3 ENSG00000138594.8 0.047521 0.060464 ENSG00000138594
CFB ENSG00000243649.4 0.017234 0.057442 ENSG00000243649
ERP27 ENSG00000139055.2 0.078107 0.066785 ENSG00000139055
ATP5G1 ENSG00000159199.9 0.311723 0.091153 ENSG00000159199
GNMT ENSG00000124713.5 0.461919 0.105366 ENSG00000124713
C19orf40 ENSG00000131944.5 0.018891 0.071458 ENSG00000131944
FAM109A ENSG00000198324.10 0.033318 0.085735 ENSG00000198324
USP10 ENSG00000103194.11 0.189904 0.139038 ENSG00000103194
P2RY13 ENSG00000181631.6 0.015074 0.062321 ENSG00000181631
MANSC4 ENSG00000205693.3 0.030796 0.049919 ENSG00000205693
CCAR1 ENSG00000060339.9 0.030704 0.062773 ENSG00000060339
MRI1 ENSG00000037757.9 0.112559 0.10612 ENSG00000037757
ZNF419 ENSG00000105136.15 0.43136 0.09406 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.098019 0.089278 ENSG00000198203
ATF2 ENSG00000115966.12 0.034232 0.053448 ENSG00000115966
BIRC2 ENSG00000110330.4 0.058376 0.100223 ENSG00000110330
TOP1MT ENSG00000184428.8 0.015532 0.056843 ENSG00000184428
TTC28 ENSG00000100154.10 0.204106 0.105627 ENSG00000100154
CMTM7 ENSG00000153551.9 0.094352 0.091849 ENSG00000153551
LILRA5 ENSG00000187116.9 0.020423 0.109038 ENSG00000187116
ABTB2 ENSG00000166016.4 0.061547 0.079719 ENSG00000166016
PYROXD1 ENSG00000121350.11 0.300754 0.094728 ENSG00000121350
EXD3 ENSG00000187609.11 0.031594 0.074244 ENSG00000187609
LRFN2 ENSG00000156564.8 0.037314 0.089954 ENSG00000156564
ZNF326 ENSG00000162664.11 0.068952 0.070112 ENSG00000162664
TEFM ENSG00000172171.6 0.020554 0.058087 ENSG00000172171
KRT72 ENSG00000170486.6 0.415679 0.119276 ENSG00000170486
AGPAT3 ENSG00000160216.14 0.049047 0.077663 ENSG00000160216
CHIT1 ENSG00000133063.11 0.015503 0.075931 ENSG00000133063
HSD17B12 ENSG00000149084.7 0.685286 0.076785 ENSG00000149084
SPC25 ENSG00000152253.4 0.169485 0.086345 ENSG00000152253
MILR1 ENSG00000271605.1 0.08777 0.078356 ENSG00000271605
SHROOM1 ENSG00000164403.10 0.020654 0.060872 ENSG00000164403
SNX1 ENSG00000028528.10 0.118919 0.082241 ENSG00000028528
CNPY4 ENSG00000166997.3 0.047155 0.055759 ENSG00000166997
ARHGEF7 ENSG00000102606.13 0.306998 0.124139 ENSG00000102606
ZNF132 ENSG00000131849.10 0.024036 0.048052 ENSG00000131849
BOK ENSG00000176720.3 0.028648 0.064538 ENSG00000176720
STX2 ENSG00000111450.9 0.449064 0.114727 ENSG00000111450
