AssociatedGeneName EnsemblGeneID h2.Lung se.Lung ensid
OPRL1 ENSG00000125510.11 0.068375 0.056394 ENSG00000125510
SLC26A8 ENSG00000112053.9 0.116911 0.065319 ENSG00000112053
C8orf31 ENSG00000177335.6 0.010208 0.041628 ENSG00000177335
LEPROT ENSG00000213625.4 0.018131 0.03553 ENSG00000213625
SLC28A3 ENSG00000197506.6 0.149799 0.068642 ENSG00000197506
PTF1A ENSG00000168267.5 0.022308 0.04054 ENSG00000168267
DCBLD1 ENSG00000164465.14 0.12447 0.062315 ENSG00000164465
CDKN3 ENSG00000100526.15 0.022615 0.040281 ENSG00000100526
RNASET2 ENSG00000026297.11 0.030165 0.055083 ENSG00000026297
CARKD ENSG00000213995.7 0.077057 0.075897 ENSG00000213995
RDH13 ENSG00000160439.10 0.064787 0.072685 ENSG00000160439
AGAP7 ENSG00000204169.6 0.113855 0.072035 ENSG00000204169
NSUN4 ENSG00000117481.5 0.014509 0.028085 ENSG00000117481
NOD2 ENSG00000167207.7 0.013954 0.04343 ENSG00000167207
GSTM4 ENSG00000168765.11 0.081244 0.059704 ENSG00000168765
HOXB2 ENSG00000173917.9 0.034829 0.038205 ENSG00000173917
KRT23 ENSG00000108244.12 0.205676 0.081712 ENSG00000108244
TKTL1 ENSG00000007350.12 0.053957 0.07814 ENSG00000007350
SMTNL1 ENSG00000214872.4 0.079634 0.050598 ENSG00000214872
C10orf128 ENSG00000204161.9 0.016864 0.047593 ENSG00000204161
CCDC15 ENSG00000149548.10 0.042404 0.059336 ENSG00000149548
NT5C3B ENSG00000141698.12 0.192321 0.078701 ENSG00000141698
FCGR2B ENSG00000072694.14 0.029538 0.044201 ENSG00000072694
MYCBPAP ENSG00000136449.9 0.012064 0.050484 ENSG00000136449
GCAT ENSG00000100116.12 0.081759 0.068475 ENSG00000100116
ADAD2 ENSG00000140955.6 0.031887 0.060216 ENSG00000140955
CES1 ENSG00000198848.8 0.077008 0.071802 ENSG00000198848
ZNF436 ENSG00000125945.9 0.036271 0.05621 ENSG00000125945
CTB-133G6.1 ENSG00000263264.1 0.09734 0.076136 ENSG00000263264
GRHPR ENSG00000137106.13 0.078293 0.057351 ENSG00000137106
KIF16B ENSG00000089177.13 0.126554 0.07746 ENSG00000089177
BAMBI ENSG00000095739.7 0.154489 0.080045 ENSG00000095739
LILRA4 ENSG00000239961.2 0.129922 0.082179 ENSG00000239961
H3F3A ENSG00000163041.5 0.121894 0.070109 ENSG00000163041
KIAA1715 ENSG00000144320.9 0.11959 0.074788 ENSG00000144320
DNAAF1 ENSG00000154099.13 0.140725 0.086401 ENSG00000154099
QRSL1 ENSG00000130348.7 0.201234 0.090849 ENSG00000130348
STOX1 ENSG00000165730.10 0.04985 0.056203 ENSG00000165730
PLA2G4C ENSG00000105499.9 0.058958 0.050184 ENSG00000105499
CYP2D6 ENSG00000100197.16 0.110345 0.061927 ENSG00000100197
DHFR ENSG00000228716.2 0.022472 0.044633 ENSG00000228716
NEBL ENSG00000078114.14 0.056427 0.057489 ENSG00000078114
G6PC2 ENSG00000152254.6 0.178861 0.077129 ENSG00000152254
NUPR1 ENSG00000176046.7 0.075069 0.052527 ENSG00000176046
APIP ENSG00000149089.8 0.103376 0.063184 ENSG00000149089
RAB3IL1 ENSG00000167994.7 0.026841 0.051463 ENSG00000167994
KCNMA1 ENSG00000156113.16 0.240761 0.088967 ENSG00000156113
HIF1A ENSG00000100644.12 0.028976 0.050485 ENSG00000100644
FAM151B ENSG00000152380.5 0.023099 0.04422 ENSG00000152380
ARHGAP22 ENSG00000128805.10 0.03655 0.04803 ENSG00000128805
LIMS2 ENSG00000072163.14 0.161774 0.086413 ENSG00000072163
WASH4P ENSG00000234769.4 0.021752 0.043346 ENSG00000234769
SLC24A5 ENSG00000188467.6 0.019622 0.042307 ENSG00000188467
ANKRD34B ENSG00000189127.3 0.023207 0.041455 ENSG00000189127
CCDC109B ENSG00000005059.11 0.022415 0.046932 ENSG00000005059
CDS2 ENSG00000101290.9 0.090576 0.078528 ENSG00000101290
RBPMS2 ENSG00000166831.4 0.107323 0.059609 ENSG00000166831
AL359195.1 ENSG00000204038.3 0.04006 0.050738 ENSG00000204038
PKP4 ENSG00000144283.17 0.019679 0.03834 ENSG00000144283
TACSTD2 ENSG00000184292.5 0.039871 0.049398 ENSG00000184292
GM2A ENSG00000196743.4 0.056906 0.059764 ENSG00000196743
LIPN ENSG00000204020.5 0.084219 0.059612 ENSG00000204020
COLGALT2 ENSG00000198756.6 0.030148 0.044917 ENSG00000198756
PCDHB8 ENSG00000120322.2 0.079548 0.058863 ENSG00000120322
ZNF266 ENSG00000174652.13 0.098274 0.058832 ENSG00000174652
WARS ENSG00000140105.13 0.136974 0.07694 ENSG00000140105
APOL4 ENSG00000100336.13 0.048767 0.052599 ENSG00000100336
MCM5 ENSG00000100297.10 0.022987 0.043932 ENSG00000100297
PTK7 ENSG00000112655.11 0.019276 0.057879 ENSG00000112655
FAM84B ENSG00000168672.3 0.032701 0.043422 ENSG00000168672
TEK ENSG00000120156.16 0.016493 0.038412 ENSG00000120156
C12orf61 ENSG00000221949.2 0.047912 0.057775 ENSG00000221949
MOSPD3 ENSG00000106330.7 0.031301 0.037515 ENSG00000106330
PMM2 ENSG00000140650.7 0.079754 0.067072 ENSG00000140650
ATMIN ENSG00000166454.5 0.030677 0.058715 ENSG00000166454
AKR1C1 ENSG00000187134.8 0.043713 0.055 ENSG00000187134
GBP3 ENSG00000117226.7 0.018229 0.035695 ENSG00000117226
PILRB ENSG00000121716.13 0.112182 0.061481 ENSG00000121716
C15orf57 ENSG00000128891.11 0.158257 0.064769 ENSG00000128891
IFT88 ENSG00000032742.13 0.08053 0.058827 ENSG00000032742
ARL14EP ENSG00000152219.4 0.022001 0.03438 ENSG00000152219
VNN1 ENSG00000112299.7 0.019366 0.042571 ENSG00000112299
GSTM2 ENSG00000213366.8 0.078118 0.060859 ENSG00000213366
ZNF205 ENSG00000122386.6 0.064314 0.058524 ENSG00000122386
RBM43 ENSG00000184898.6 0.015285 0.033303 ENSG00000184898
DARC ENSG00000213088.5 0.035773 0.048289 ENSG00000213088
CISD1 ENSG00000122873.7 0.108715 0.062555 ENSG00000122873
TNPO3 ENSG00000064419.9 0.108335 0.060582 ENSG00000064419
TMEM50B ENSG00000142188.12 0.110794 0.061987 ENSG00000142188
RAD51C ENSG00000108384.10 0.016308 0.034181 ENSG00000108384
PCSK5 ENSG00000099139.9 0.20611 0.093216 ENSG00000099139
BRD7 ENSG00000166164.11 0.021803 0.043531 ENSG00000166164
USP53 ENSG00000145390.7 0.071742 0.062009 ENSG00000145390
CAST ENSG00000153113.19 0.05998 0.056173 ENSG00000153113
CAMK1D ENSG00000183049.8 0.273736 0.096027 ENSG00000183049
ISL2 ENSG00000159556.5 0.020107 0.027094 ENSG00000159556
FAM83D ENSG00000101447.9 0.18356 0.093519 ENSG00000101447
HMGXB3 ENSG00000113716.8 0.064937 0.057525 ENSG00000113716
NME4 ENSG00000103202.8 0.013915 0.046766 ENSG00000103202
GCC2 ENSG00000135968.15 0.072079 0.052678 ENSG00000135968
TNFAIP6 ENSG00000123610.3 0.054673 0.053163 ENSG00000123610
THADA ENSG00000115970.14 0.027883 0.048697 ENSG00000115970
PCDHB11 ENSG00000197479.4 0.021596 0.041612 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.084199 0.059835 ENSG00000171903
NSFL1C ENSG00000088833.12 0.120072 0.089612 ENSG00000088833
MAPK14 ENSG00000112062.6 0.019178 0.045461 ENSG00000112062
FANCA ENSG00000187741.10 0.057128 0.051406 ENSG00000187741
RSPO4 ENSG00000101282.4 0.10279 0.081485 ENSG00000101282
CDC42EP1 ENSG00000128283.6 0.0618 0.061042 ENSG00000128283
UBE2Z ENSG00000159202.13 0.077701 0.056173 ENSG00000159202
GSTM1 ENSG00000134184.8 0.028747 0.047493 ENSG00000134184
COG1 ENSG00000166685.7 0.068638 0.074346 ENSG00000166685
ZFP28 ENSG00000196867.3 0.03425 0.055729 ENSG00000196867
TMEM50A ENSG00000183726.6 0.105937 0.069983 ENSG00000183726
CCDC102A ENSG00000135736.5 0.020912 0.049593 ENSG00000135736
FADS1 ENSG00000149485.12 0.075896 0.065712 ENSG00000149485
ZNF555 ENSG00000186300.7 0.067779 0.076584 ENSG00000186300
SLC5A4 ENSG00000100191.4 0.081288 0.060376 ENSG00000100191
GIMAP5 ENSG00000196329.6 0.031143 0.054807 ENSG00000196329
IQCB1 ENSG00000173226.12 0.086679 0.054019 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.21114 0.086799 ENSG00000101307
PDSS1 ENSG00000148459.11 0.074905 0.053824 ENSG00000148459
PPARGC1A ENSG00000109819.4 0.012974 0.052279 ENSG00000109819
FRRS1 ENSG00000156869.8 0.076456 0.061332 ENSG00000156869
COG5 ENSG00000164597.9 0.031543 0.045488 ENSG00000164597
MTHFS ENSG00000136371.5 0.053892 0.065422 ENSG00000136371
PLVAP ENSG00000130300.4 0.022158 0.048222 ENSG00000130300
C15orf38 ENSG00000242498.3 0.036259 0.04962 ENSG00000242498
ASNSD1 ENSG00000138381.5 0.08015 0.06331 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.123172 0.064883 ENSG00000196963
ZFP90 ENSG00000184939.10 0.078138 0.045508 ENSG00000184939
CD40 ENSG00000101017.9 0.013869 0.044989 ENSG00000101017
ZNF586 ENSG00000083828.11 0.05069 0.056818 ENSG00000083828
ZNF282 ENSG00000170265.7 0.132566 0.070865 ENSG00000170265
RASGRP4 ENSG00000171777.11 0.01572 0.050568 ENSG00000171777
TNFRSF25 ENSG00000215788.5 0.046611 0.046379 ENSG00000215788
GSDMB ENSG00000073605.14 0.026461 0.040101 ENSG00000073605
DSCC1 ENSG00000136982.5 0.017455 0.037015 ENSG00000136982
VPS36 ENSG00000136100.8 0.025656 0.04407 ENSG00000136100
CHML ENSG00000203668.1 0.030824 0.061248 ENSG00000203668
ORAI2 ENSG00000160991.10 0.080794 0.057305 ENSG00000160991
ANXA8L1 ENSG00000150165.13 0.07058 0.053998 ENSG00000150165
SLC22A5 ENSG00000197375.8 0.041252 0.03694 ENSG00000197375
NIPAL1 ENSG00000163293.7 0.127196 0.059272 ENSG00000163293
EPSTI1 ENSG00000133106.10 0.037504 0.054042 ENSG00000133106
UBBP4 ENSG00000263563.1 0.064852 0.067288 ENSG00000263563
DDX11 ENSG00000013573.12 0.067858 0.059915 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.050337 0.047362 ENSG00000136144
TMEM230 ENSG00000089063.10 0.024468 0.058184 ENSG00000089063
F11R ENSG00000270149.1 0.069262 0.070401 ENSG00000270149
BSG ENSG00000172270.14 0.046829 0.071264 ENSG00000172270
ANKRD49 ENSG00000168876.4 0.053307 0.074914 ENSG00000168876
C4BPA ENSG00000123838.6 0.072291 0.055987 ENSG00000123838
CMTM8 ENSG00000170293.4 0.045737 0.057417 ENSG00000170293
SLC35D1 ENSG00000116704.6 0.016193 0.040021 ENSG00000116704
SLC25A51 ENSG00000122696.8 0.015071 0.047399 ENSG00000122696
ATP6V0E2 ENSG00000171130.13 0.09786 0.062203 ENSG00000171130
SH3BP1 ENSG00000100092.16 0.012319 0.052122 ENSG00000100092
MYRF ENSG00000124920.9 0.072007 0.063949 ENSG00000124920
CYP4F12 ENSG00000186204.9 0.098594 0.062968 ENSG00000186204
PLEC ENSG00000178209.10 0.130669 0.064092 ENSG00000178209
CLEC4A ENSG00000111729.8 0.030783 0.046838 ENSG00000111729
LMBR1 ENSG00000105983.14 0.023865 0.049719 ENSG00000105983
STEAP1B ENSG00000105889.10 0.037372 0.052923 ENSG00000105889
LRRC8B ENSG00000197147.8 0.074795 0.055288 ENSG00000197147
SLC25A26 ENSG00000144741.12 0.045819 0.060723 ENSG00000144741
PANK3 ENSG00000120137.6 0.036102 0.048847 ENSG00000120137
COX6B2 ENSG00000160471.7 0.082785 0.068545 ENSG00000160471
PDZRN3 ENSG00000121440.10 0.04109 0.056392 ENSG00000121440
CCS ENSG00000173992.4 0.040862 0.060658 ENSG00000173992
GSDMA ENSG00000167914.6 0.101913 0.060931 ENSG00000167914
HSD17B7 ENSG00000132196.8 0.048859 0.058389 ENSG00000132196
BNC2 ENSG00000173068.13 0.011627 0.031364 ENSG00000173068
SNX20 ENSG00000167208.10 0.017188 0.058738 ENSG00000167208
PI3 ENSG00000124102.4 0.07298 0.068198 ENSG00000124102
SRD5A3 ENSG00000128039.6 0.041703 0.049923 ENSG00000128039
YTHDC2 ENSG00000047188.11 0.012623 0.038535 ENSG00000047188
IZUMO2 ENSG00000161652.8 0.048555 0.059162 ENSG00000161652
SACM1L ENSG00000211456.6 0.020472 0.038738 ENSG00000211456
IRF6 ENSG00000117595.6 0.060606 0.053612 ENSG00000117595
KLHL10 ENSG00000161594.6 0.106049 0.059783 ENSG00000161594
TNNT1 ENSG00000105048.12 0.04841 0.071584 ENSG00000105048
ZEB2 ENSG00000169554.12 0.065258 0.05213 ENSG00000169554
SEC16A ENSG00000148396.14 0.092681 0.06477 ENSG00000148396
LGALS2 ENSG00000100079.5 0.216237 0.087854 ENSG00000100079
PPWD1 ENSG00000113593.7 0.048634 0.05967 ENSG00000113593
RPH3AL ENSG00000181031.11 0.088245 0.063553 ENSG00000181031
SPG20 ENSG00000133104.8 0.015646 0.041703 ENSG00000133104
C1QTNF6 ENSG00000133466.9 0.029338 0.048864 ENSG00000133466
GIMAP4 ENSG00000133574.5 0.032555 0.05515 ENSG00000133574
CAT ENSG00000121691.4 0.030887 0.047219 ENSG00000121691
PTPRN2 ENSG00000155093.13 0.038373 0.057304 ENSG00000155093
ARHGEF25 ENSG00000240771.2 0.100777 0.086622 ENSG00000240771
PODN ENSG00000174348.9 0.026938 0.039728 ENSG00000174348
KCNK17 ENSG00000124780.9 0.346019 0.090571 ENSG00000124780
LHFPL3 ENSG00000187416.7 0.025575 0.043073 ENSG00000187416
POLR2E ENSG00000099817.7 0.016033 0.069963 ENSG00000099817
GPR56 ENSG00000205336.7 0.096973 0.075996 ENSG00000205336
CLCN1 ENSG00000188037.6 0.175475 0.077343 ENSG00000188037
SLC28A2 ENSG00000137860.7 0.0679 0.054986 ENSG00000137860
ACOX3 ENSG00000087008.11 0.03177 0.049605 ENSG00000087008
ZNF296 ENSG00000170684.4 0.0844 0.075336 ENSG00000170684
OVCH1 ENSG00000187950.4 0.037798 0.044905 ENSG00000187950
PSMB8 ENSG00000204264.4 0.05329 0.052999 ENSG00000204264
HTRA3 ENSG00000170801.5 0.071705 0.061912 ENSG00000170801
PCGF5 ENSG00000180628.10 0.045642 0.04761 ENSG00000180628
TBC1D10C ENSG00000175463.7 0.080544 0.058076 ENSG00000175463
SLC25A27 ENSG00000153291.11 0.057553 0.059309 ENSG00000153291
EMR1 ENSG00000174837.10 0.096813 0.075315 ENSG00000174837
RGS14 ENSG00000169220.13 0.056017 0.061107 ENSG00000169220
ADAMTS7 ENSG00000136378.10 0.046819 0.047963 ENSG00000136378
TIGD3 ENSG00000173825.6 0.021265 0.036132 ENSG00000173825
ZNF333 ENSG00000160961.7 0.073846 0.063695 ENSG00000160961
ABCC8 ENSG00000006071.7 0.074545 0.054464 ENSG00000006071
KIF18B ENSG00000186185.9 0.032075 0.037447 ENSG00000186185
SGIP1 ENSG00000118473.17 0.014256 0.045796 ENSG00000118473
TMEM132D ENSG00000151952.10 0.179495 0.09558 ENSG00000151952
WDR19 ENSG00000157796.13 0.011975 0.033997 ENSG00000157796
FLVCR1 ENSG00000162769.8 0.014795 0.050521 ENSG00000162769
TAF1C ENSG00000103168.12 0.110213 0.084501 ENSG00000103168
FCRLB ENSG00000162746.10 0.027937 0.049274 ENSG00000162746
FAM227A ENSG00000184949.10 0.038941 0.054486 ENSG00000184949
MAPK8IP3 ENSG00000138834.8 0.080102 0.070855 ENSG00000138834
HDDC2 ENSG00000111906.12 0.132177 0.070546 ENSG00000111906
PF4V1 ENSG00000109272.3 0.038868 0.037604 ENSG00000109272
H1F0 ENSG00000189060.4 0.063725 0.062697 ENSG00000189060
ZNF320 ENSG00000182986.8 0.119757 0.078342 ENSG00000182986
CARD11 ENSG00000198286.5 0.014307 0.045714 ENSG00000198286
SCD5 ENSG00000145284.7 0.013688 0.034559 ENSG00000145284
CCDC79 ENSG00000249961.5 0.04923 0.048143 ENSG00000249961
G0S2 ENSG00000123689.5 0.036942 0.043642 ENSG00000123689
L1TD1 ENSG00000240563.1 0.21364 0.084578 ENSG00000240563
FAM196B ENSG00000204767.3 0.037887 0.065033 ENSG00000204767
IL21R ENSG00000103522.11 0.113519 0.06357 ENSG00000103522
NAIF1 ENSG00000171169.8 0.025839 0.04231 ENSG00000171169
MAP2K7 ENSG00000076984.13 0.019798 0.0579 ENSG00000076984
SEC23A ENSG00000100934.10 0.017614 0.030375 ENSG00000100934
CCDC66 ENSG00000180376.12 0.057989 0.057087 ENSG00000180376
SYNGR1 ENSG00000100321.10 0.041351 0.048082 ENSG00000100321
GNG7 ENSG00000176533.8 0.075773 0.076275 ENSG00000176533
IL11 ENSG00000095752.2 0.088227 0.083595 ENSG00000095752
NDFIP1 ENSG00000131507.9 0.0456 0.053831 ENSG00000131507
FAM170B ENSG00000172538.6 0.067123 0.052936 ENSG00000172538
GLDC ENSG00000178445.8 0.262204 0.083665 ENSG00000178445
FGD5 ENSG00000154783.6 0.025412 0.043712 ENSG00000154783
AP3M1 ENSG00000185009.8 0.080122 0.060943 ENSG00000185009
TUBA3C ENSG00000198033.7 0.08573 0.067063 ENSG00000198033
ECHDC2 ENSG00000121310.12 0.041436 0.054275 ENSG00000121310
COPS3 ENSG00000141030.8 0.082009 0.071716 ENSG00000141030
FAM193A ENSG00000125386.10 0.073806 0.063475 ENSG00000125386
NPTXR ENSG00000221890.2 0.016133 0.039149 ENSG00000221890
TRIB3 ENSG00000101255.6 0.145142 0.087188 ENSG00000101255
GSTK1 ENSG00000197448.9 0.030491 0.048099 ENSG00000197448
ART5 ENSG00000167311.9 0.048707 0.05428 ENSG00000167311
FAM160A1 ENSG00000164142.11 0.045639 0.048591 ENSG00000164142
CPVL ENSG00000106066.9 0.082388 0.076205 ENSG00000106066
RNF166 ENSG00000158717.6 0.076143 0.058611 ENSG00000158717
CD55 ENSG00000196352.9 0.056165 0.057791 ENSG00000196352
SNX31 ENSG00000174226.4 0.120439 0.077587 ENSG00000174226
WFDC1 ENSG00000103175.6 0.07387 0.066442 ENSG00000103175
PCP2 ENSG00000174788.5 0.032994 0.06307 ENSG00000174788
ARFGAP3 ENSG00000242247.6 0.040582 0.044685 ENSG00000242247
MYO1F ENSG00000142347.12 0.070061 0.056795 ENSG00000142347
NSMAF ENSG00000035681.3 0.039703 0.058087 ENSG00000035681
HS2ST1 ENSG00000153936.12 0.021169 0.047247 ENSG00000153936
EFCAB13 ENSG00000178852.11 0.046351 0.044145 ENSG00000178852
CLEC18C ENSG00000157335.15 0.243594 0.085431 ENSG00000157335
SCAP ENSG00000114650.14 0.011251 0.024935 ENSG00000114650
SYTL1 ENSG00000142765.13 0.018499 0.032593 ENSG00000142765
RHPN1 ENSG00000158106.8 0.015479 0.039106 ENSG00000158106
EPO ENSG00000130427.2 0.017503 0.030514 ENSG00000130427
BTN2A1 ENSG00000112763.11 0.019374 0.030747 ENSG00000112763
GNS ENSG00000135677.6 0.091305 0.065294 ENSG00000135677
GIMAP7 ENSG00000179144.4 0.021314 0.042787 ENSG00000179144
SHC1 ENSG00000160691.14 0.057021 0.051824 ENSG00000160691
LPCAT1 ENSG00000153395.5 0.024356 0.040053 ENSG00000153395
SEC22A ENSG00000121542.7 0.065213 0.052604 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.092025 0.05518 ENSG00000213214
XRCC6BP1 ENSG00000166896.3 0.017928 0.047422 ENSG00000166896
MCF2L ENSG00000126217.16 0.080763 0.058877 ENSG00000126217
PSMB10 ENSG00000205220.7 0.014939 0.027923 ENSG00000205220
MYO16 ENSG00000041515.11 0.057633 0.069759 ENSG00000041515
SULT1A1 ENSG00000196502.7 0.112801 0.063366 ENSG00000196502
NCBP1 ENSG00000136937.8 0.011805 0.047863 ENSG00000136937
FARP1 ENSG00000152767.11 0.017792 0.053615 ENSG00000152767
ITGA9 ENSG00000144668.7 0.112588 0.074748 ENSG00000144668
CMTM5 ENSG00000166091.15 0.077241 0.06264 ENSG00000166091
D2HGDH ENSG00000180902.12 0.124741 0.070156 ENSG00000180902
RLF ENSG00000117000.8 0.018422 0.048078 ENSG00000117000
CLN6 ENSG00000128973.7 0.11029 0.067013 ENSG00000128973
PCDH15 ENSG00000150275.13 0.089734 0.067734 ENSG00000150275
TMOD3 ENSG00000138594.8 0.016723 0.037427 ENSG00000138594
ERP27 ENSG00000139055.2 0.20686 0.067158 ENSG00000139055
FANCC ENSG00000158169.7 0.036472 0.0717 ENSG00000158169
PLD1 ENSG00000075651.11 0.064217 0.054122 ENSG00000075651
FAM109A ENSG00000198324.10 0.075815 0.062186 ENSG00000198324
TPM2 ENSG00000198467.9 0.013616 0.044526 ENSG00000198467
SCML4 ENSG00000146285.9 0.087644 0.067307 ENSG00000146285
MRI1 ENSG00000037757.9 0.073186 0.071451 ENSG00000037757
SULT1C2 ENSG00000198203.5 0.132538 0.081118 ENSG00000198203
PCDH1 ENSG00000156453.9 0.108211 0.063131 ENSG00000156453
BIK ENSG00000100290.2 0.024933 0.057484 ENSG00000100290
ABHD3 ENSG00000158201.5 0.104481 0.072436 ENSG00000158201
SPRY2 ENSG00000136158.6 0.18226 0.074871 ENSG00000136158
TTC28 ENSG00000100154.10 0.093373 0.077047 ENSG00000100154
SDC4 ENSG00000124145.5 0.033028 0.05492 ENSG00000124145
LURAP1 ENSG00000171357.5 0.165034 0.079509 ENSG00000171357
CMTM7 ENSG00000153551.9 0.022922 0.044614 ENSG00000153551
AL627309.1 ENSG00000237683.5 0.045188 0.049959 ENSG00000237683
FBRSL1 ENSG00000112787.8 0.035637 0.040235 ENSG00000112787
EAF2 ENSG00000145088.4 0.074416 0.051635 ENSG00000145088
ABTB2 ENSG00000166016.4 0.020306 0.049505 ENSG00000166016
GDPD5 ENSG00000158555.10 0.017307 0.057606 ENSG00000158555
FAM102A ENSG00000167106.7 0.051702 0.077322 ENSG00000167106
LRFN2 ENSG00000156564.8 0.095378 0.060253 ENSG00000156564
ZNF326 ENSG00000162664.11 0.017675 0.040095 ENSG00000162664
KRT72 ENSG00000170486.6 0.078362 0.061226 ENSG00000170486
PANX2 ENSG00000073150.9 0.074603 0.067777 ENSG00000073150
C9orf72 ENSG00000147894.10 0.05766 0.062811 ENSG00000147894
CCDC3 ENSG00000151468.9 0.150408 0.093531 ENSG00000151468
CHIT1 ENSG00000133063.11 0.070521 0.069826 ENSG00000133063
HSD17B12 ENSG00000149084.7 0.095348 0.062931 ENSG00000149084
SPC25 ENSG00000152253.4 0.113457 0.075448 ENSG00000152253
GPR39 ENSG00000183840.5 0.014611 0.035581 ENSG00000183840
TTC13 ENSG00000143643.8 0.071889 0.064634 ENSG00000143643
ARHGEF7 ENSG00000102606.13 0.104441 0.085939 ENSG00000102606
STX2 ENSG00000111450.9 0.274177 0.087946 ENSG00000111450
ANTXRL ENSG00000198250.8 0.013698 0.035011 ENSG00000198250
PCDHGA6 ENSG00000253731.1 0.016813 0.034619 ENSG00000253731
IMP3 ENSG00000177971.7 0.022763 0.030174 ENSG00000177971
TRAF3IP3 ENSG00000009790.10 0.010991 0.041622 ENSG00000009790
HLA-E ENSG00000204592.5 0.010102 0.031556 ENSG00000204592
NEK3 ENSG00000136098.12 0.099123 0.062784 ENSG00000136098
SDK2 ENSG00000069188.12 0.173947 0.10143 ENSG00000069188
PPP2R5A ENSG00000066027.6 0.133252 0.071639 ENSG00000066027
DSEL ENSG00000171451.13 0.0591 0.072961 ENSG00000171451
PSG5 ENSG00000204941.9 0.060987 0.056659 ENSG00000204941
GJA3 ENSG00000121743.3 0.01841 0.034568 ENSG00000121743
LAP3 ENSG00000002549.8 0.107011 0.061582 ENSG00000002549
POLR1A ENSG00000068654.11 0.034286 0.039124 ENSG00000068654
METTL9 ENSG00000197006.9 0.043758 0.052792 ENSG00000197006
TSKU ENSG00000182704.6 0.110745 0.06792 ENSG00000182704
ZC3H18 ENSG00000158545.11 0.025957 0.049485 ENSG00000158545
INMT ENSG00000241644.2 0.055351 0.068424 ENSG00000241644
FBLL1 ENSG00000188573.7 0.10163 0.070007 ENSG00000188573
MZF1 ENSG00000099326.4 0.010923 0.031699 ENSG00000099326
CDAN1 ENSG00000140326.8 0.024777 0.040904 ENSG00000140326
HSPA12B ENSG00000132622.6 0.113043 0.071028 ENSG00000132622
INTS12 ENSG00000138785.10 0.026247 0.041141 ENSG00000138785
SKIV2L2 ENSG00000039123.11 0.071422 0.056943 ENSG00000039123
C12orf10 ENSG00000139637.9 0.021216 0.043902 ENSG00000139637
NDNF ENSG00000173376.9 0.110654 0.069585 ENSG00000173376
WAC ENSG00000095787.16 0.015257 0.053732 ENSG00000095787
