AssociatedGeneName EnsemblGeneID h2.Lung se.Lung ensid
GSTM4 ENSG00000168765.11 0.081244 0.059704 ENSG00000168765
KRT23 ENSG00000108244.12 0.205676 0.081712 ENSG00000108244
TKTL1 ENSG00000007350.12 0.053957 0.07814 ENSG00000007350
SMTNL1 ENSG00000214872.4 0.079634 0.050598 ENSG00000214872
NT5C3B ENSG00000141698.12 0.192321 0.078701 ENSG00000141698
GCAT ENSG00000100116.12 0.081759 0.068475 ENSG00000100116
CES1 ENSG00000198848.8 0.077008 0.071802 ENSG00000198848
CTB-133G6.1 ENSG00000263264.1 0.09734 0.076136 ENSG00000263264
GRHPR ENSG00000137106.13 0.078293 0.057351 ENSG00000137106
KIF16B ENSG00000089177.13 0.126554 0.07746 ENSG00000089177
BAMBI ENSG00000095739.7 0.154489 0.080045 ENSG00000095739
LILRA4 ENSG00000239961.2 0.129922 0.082179 ENSG00000239961
H3F3A ENSG00000163041.5 0.121894 0.070109 ENSG00000163041
KIAA1715 ENSG00000144320.9 0.11959 0.074788 ENSG00000144320
DNAAF1 ENSG00000154099.13 0.140725 0.086401 ENSG00000154099
QRSL1 ENSG00000130348.7 0.201234 0.090849 ENSG00000130348
PLA2G4C ENSG00000105499.9 0.058958 0.050184 ENSG00000105499
CYP2D6 ENSG00000100197.16 0.110345 0.061927 ENSG00000100197
NEBL ENSG00000078114.14 0.056427 0.057489 ENSG00000078114
G6PC2 ENSG00000152254.6 0.178861 0.077129 ENSG00000152254
NUPR1 ENSG00000176046.7 0.075069 0.052527 ENSG00000176046
APIP ENSG00000149089.8 0.103376 0.063184 ENSG00000149089
KCNMA1 ENSG00000156113.16 0.240761 0.088967 ENSG00000156113
LIMS2 ENSG00000072163.14 0.161774 0.086413 ENSG00000072163
CDS2 ENSG00000101290.9 0.090576 0.078528 ENSG00000101290
RBPMS2 ENSG00000166831.4 0.107323 0.059609 ENSG00000166831
GM2A ENSG00000196743.4 0.056906 0.059764 ENSG00000196743
LIPN ENSG00000204020.5 0.084219 0.059612 ENSG00000204020
PCDHB8 ENSG00000120322.2 0.079548 0.058863 ENSG00000120322
ZNF266 ENSG00000174652.13 0.098274 0.058832 ENSG00000174652
WARS ENSG00000140105.13 0.136974 0.07694 ENSG00000140105
PMM2 ENSG00000140650.7 0.079754 0.067072 ENSG00000140650
PILRB ENSG00000121716.13 0.112182 0.061481 ENSG00000121716
C15orf57 ENSG00000128891.11 0.158257 0.064769 ENSG00000128891
IFT88 ENSG00000032742.13 0.08053 0.058827 ENSG00000032742
GSTM2 ENSG00000213366.8 0.078118 0.060859 ENSG00000213366
ZNF205 ENSG00000122386.6 0.064314 0.058524 ENSG00000122386
CISD1 ENSG00000122873.7 0.108715 0.062555 ENSG00000122873
TNPO3 ENSG00000064419.9 0.108335 0.060582 ENSG00000064419
TMEM50B ENSG00000142188.12 0.110794 0.061987 ENSG00000142188
PCSK5 ENSG00000099139.9 0.20611 0.093216 ENSG00000099139
USP53 ENSG00000145390.7 0.071742 0.062009 ENSG00000145390
CAST ENSG00000153113.19 0.05998 0.056173 ENSG00000153113
CAMK1D ENSG00000183049.8 0.273736 0.096027 ENSG00000183049
FAM83D ENSG00000101447.9 0.18356 0.093519 ENSG00000101447
HMGXB3 ENSG00000113716.8 0.064937 0.057525 ENSG00000113716
GCC2 ENSG00000135968.15 0.072079 0.052678 ENSG00000135968
TNFAIP6 ENSG00000123610.3 0.054673 0.053163 ENSG00000123610
CYP4F11 ENSG00000171903.11 0.084199 0.059835 ENSG00000171903
NSFL1C ENSG00000088833.12 0.120072 0.089612 ENSG00000088833
FANCA ENSG00000187741.10 0.057128 0.051406 ENSG00000187741
RSPO4 ENSG00000101282.4 0.10279 0.081485 ENSG00000101282
CDC42EP1 ENSG00000128283.6 0.0618 0.061042 ENSG00000128283
UBE2Z ENSG00000159202.13 0.077701 0.056173 ENSG00000159202
COG1 ENSG00000166685.7 0.068638 0.074346 ENSG00000166685
TMEM50A ENSG00000183726.6 0.105937 0.069983 ENSG00000183726
FADS1 ENSG00000149485.12 0.075896 0.065712 ENSG00000149485
ZNF555 ENSG00000186300.7 0.067779 0.076584 ENSG00000186300
SLC5A4 ENSG00000100191.4 0.081288 0.060376 ENSG00000100191
IQCB1 ENSG00000173226.12 0.086679 0.054019 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.21114 0.086799 ENSG00000101307
PDSS1 ENSG00000148459.11 0.074905 0.053824 ENSG00000148459
FRRS1 ENSG00000156869.8 0.076456 0.061332 ENSG00000156869
MTHFS ENSG00000136371.5 0.053892 0.065422 ENSG00000136371
ASNSD1 ENSG00000138381.5 0.08015 0.06331 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.123172 0.064883 ENSG00000196963
ZFP90 ENSG00000184939.10 0.078138 0.045508 ENSG00000184939
ZNF586 ENSG00000083828.11 0.05069 0.056818 ENSG00000083828
ZNF282 ENSG00000170265.7 0.132566 0.070865 ENSG00000170265
ORAI2 ENSG00000160991.10 0.080794 0.057305 ENSG00000160991
ANXA8L1 ENSG00000150165.13 0.07058 0.053998 ENSG00000150165
NIPAL1 ENSG00000163293.7 0.127196 0.059272 ENSG00000163293
UBBP4 ENSG00000263563.1 0.064852 0.067288 ENSG00000263563
DDX11 ENSG00000013573.12 0.067858 0.059915 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.050337 0.047362 ENSG00000136144
F11R ENSG00000270149.1 0.069262 0.070401 ENSG00000270149
ANKRD49 ENSG00000168876.4 0.053307 0.074914 ENSG00000168876
C4BPA ENSG00000123838.6 0.072291 0.055987 ENSG00000123838
ATP6V0E2 ENSG00000171130.13 0.09786 0.062203 ENSG00000171130
MYRF ENSG00000124920.9 0.072007 0.063949 ENSG00000124920
CYP4F12 ENSG00000186204.9 0.098594 0.062968 ENSG00000186204
PLEC ENSG00000178209.10 0.130669 0.064092 ENSG00000178209
LRRC8B ENSG00000197147.8 0.074795 0.055288 ENSG00000197147
COX6B2 ENSG00000160471.7 0.082785 0.068545 ENSG00000160471
GSDMA ENSG00000167914.6 0.101913 0.060931 ENSG00000167914
PI3 ENSG00000124102.4 0.07298 0.068198 ENSG00000124102
IRF6 ENSG00000117595.6 0.060606 0.053612 ENSG00000117595
KLHL10 ENSG00000161594.6 0.106049 0.059783 ENSG00000161594
ZEB2 ENSG00000169554.12 0.065258 0.05213 ENSG00000169554
SEC16A ENSG00000148396.14 0.092681 0.06477 ENSG00000148396
LGALS2 ENSG00000100079.5 0.216237 0.087854 ENSG00000100079
RPH3AL ENSG00000181031.11 0.088245 0.063553 ENSG00000181031
ARHGEF25 ENSG00000240771.2 0.100777 0.086622 ENSG00000240771
KCNK17 ENSG00000124780.9 0.346019 0.090571 ENSG00000124780
GPR56 ENSG00000205336.7 0.096973 0.075996 ENSG00000205336
CLCN1 ENSG00000188037.6 0.175475 0.077343 ENSG00000188037
SLC28A2 ENSG00000137860.7 0.0679 0.054986 ENSG00000137860
ZNF296 ENSG00000170684.4 0.0844 0.075336 ENSG00000170684
PSMB8 ENSG00000204264.4 0.05329 0.052999 ENSG00000204264
HTRA3 ENSG00000170801.5 0.071705 0.061912 ENSG00000170801
TBC1D10C ENSG00000175463.7 0.080544 0.058076 ENSG00000175463
SLC25A27 ENSG00000153291.11 0.057553 0.059309 ENSG00000153291
EMR1 ENSG00000174837.10 0.096813 0.075315 ENSG00000174837
RGS14 ENSG00000169220.13 0.056017 0.061107 ENSG00000169220
ZNF333 ENSG00000160961.7 0.073846 0.063695 ENSG00000160961
ABCC8 ENSG00000006071.7 0.074545 0.054464 ENSG00000006071
TMEM132D ENSG00000151952.10 0.179495 0.09558 ENSG00000151952
TAF1C ENSG00000103168.12 0.110213 0.084501 ENSG00000103168
MAPK8IP3 ENSG00000138834.8 0.080102 0.070855 ENSG00000138834
HDDC2 ENSG00000111906.12 0.132177 0.070546 ENSG00000111906
H1F0 ENSG00000189060.4 0.063725 0.062697 ENSG00000189060
ZNF320 ENSG00000182986.8 0.119757 0.078342 ENSG00000182986
L1TD1 ENSG00000240563.1 0.21364 0.084578 ENSG00000240563
IL21R ENSG00000103522.11 0.113519 0.06357 ENSG00000103522
CCDC66 ENSG00000180376.12 0.057989 0.057087 ENSG00000180376
GNG7 ENSG00000176533.8 0.075773 0.076275 ENSG00000176533
IL11 ENSG00000095752.2 0.088227 0.083595 ENSG00000095752
FAM170B ENSG00000172538.6 0.067123 0.052936 ENSG00000172538
GLDC ENSG00000178445.8 0.262204 0.083665 ENSG00000178445
AP3M1 ENSG00000185009.8 0.080122 0.060943 ENSG00000185009
TUBA3C ENSG00000198033.7 0.08573 0.067063 ENSG00000198033
COPS3 ENSG00000141030.8 0.082009 0.071716 ENSG00000141030
FAM193A ENSG00000125386.10 0.073806 0.063475 ENSG00000125386
TRIB3 ENSG00000101255.6 0.145142 0.087188 ENSG00000101255
CPVL ENSG00000106066.9 0.082388 0.076205 ENSG00000106066
RNF166 ENSG00000158717.6 0.076143 0.058611 ENSG00000158717
CD55 ENSG00000196352.9 0.056165 0.057791 ENSG00000196352
SNX31 ENSG00000174226.4 0.120439 0.077587 ENSG00000174226
WFDC1 ENSG00000103175.6 0.07387 0.066442 ENSG00000103175
MYO1F ENSG00000142347.12 0.070061 0.056795 ENSG00000142347
CLEC18C ENSG00000157335.15 0.243594 0.085431 ENSG00000157335
GNS ENSG00000135677.6 0.091305 0.065294 ENSG00000135677
SHC1 ENSG00000160691.14 0.057021 0.051824 ENSG00000160691
SEC22A ENSG00000121542.7 0.065213 0.052604 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.092025 0.05518 ENSG00000213214
MCF2L ENSG00000126217.16 0.080763 0.058877 ENSG00000126217
MYO16 ENSG00000041515.11 0.057633 0.069759 ENSG00000041515
SULT1A1 ENSG00000196502.7 0.112801 0.063366 ENSG00000196502
ITGA9 ENSG00000144668.7 0.112588 0.074748 ENSG00000144668
CMTM5 ENSG00000166091.15 0.077241 0.06264 ENSG00000166091
D2HGDH ENSG00000180902.12 0.124741 0.070156 ENSG00000180902
CLN6 ENSG00000128973.7 0.11029 0.067013 ENSG00000128973
PCDH15 ENSG00000150275.13 0.089734 0.067734 ENSG00000150275
ERP27 ENSG00000139055.2 0.20686 0.067158 ENSG00000139055
PLD1 ENSG00000075651.11 0.064217 0.054122 ENSG00000075651
FAM109A ENSG00000198324.10 0.075815 0.062186 ENSG00000198324
SCML4 ENSG00000146285.9 0.087644 0.067307 ENSG00000146285
MRI1 ENSG00000037757.9 0.073186 0.071451 ENSG00000037757
SULT1C2 ENSG00000198203.5 0.132538 0.081118 ENSG00000198203
PCDH1 ENSG00000156453.9 0.108211 0.063131 ENSG00000156453
ABHD3 ENSG00000158201.5 0.104481 0.072436 ENSG00000158201
SPRY2 ENSG00000136158.6 0.18226 0.074871 ENSG00000136158
TTC28 ENSG00000100154.10 0.093373 0.077047 ENSG00000100154
LURAP1 ENSG00000171357.5 0.165034 0.079509 ENSG00000171357
EAF2 ENSG00000145088.4 0.074416 0.051635 ENSG00000145088
FAM102A ENSG00000167106.7 0.051702 0.077322 ENSG00000167106
LRFN2 ENSG00000156564.8 0.095378 0.060253 ENSG00000156564
KRT72 ENSG00000170486.6 0.078362 0.061226 ENSG00000170486
PANX2 ENSG00000073150.9 0.074603 0.067777 ENSG00000073150
C9orf72 ENSG00000147894.10 0.05766 0.062811 ENSG00000147894
CCDC3 ENSG00000151468.9 0.150408 0.093531 ENSG00000151468
CHIT1 ENSG00000133063.11 0.070521 0.069826 ENSG00000133063
HSD17B12 ENSG00000149084.7 0.095348 0.062931 ENSG00000149084
SPC25 ENSG00000152253.4 0.113457 0.075448 ENSG00000152253
TTC13 ENSG00000143643.8 0.071889 0.064634 ENSG00000143643
ARHGEF7 ENSG00000102606.13 0.104441 0.085939 ENSG00000102606
STX2 ENSG00000111450.9 0.274177 0.087946 ENSG00000111450
NEK3 ENSG00000136098.12 0.099123 0.062784 ENSG00000136098
SDK2 ENSG00000069188.12 0.173947 0.10143 ENSG00000069188
PPP2R5A ENSG00000066027.6 0.133252 0.071639 ENSG00000066027
DSEL ENSG00000171451.13 0.0591 0.072961 ENSG00000171451
PSG5 ENSG00000204941.9 0.060987 0.056659 ENSG00000204941
LAP3 ENSG00000002549.8 0.107011 0.061582 ENSG00000002549
TSKU ENSG00000182704.6 0.110745 0.06792 ENSG00000182704
INMT ENSG00000241644.2 0.055351 0.068424 ENSG00000241644
FBLL1 ENSG00000188573.7 0.10163 0.070007 ENSG00000188573
HSPA12B ENSG00000132622.6 0.113043 0.071028 ENSG00000132622
SKIV2L2 ENSG00000039123.11 0.071422 0.056943 ENSG00000039123
NDNF ENSG00000173376.9 0.110654 0.069585 ENSG00000173376
PRMT5 ENSG00000100462.11 0.109804 0.073617 ENSG00000100462
C11orf21 ENSG00000110665.7 0.101279 0.061487 ENSG00000110665
LBP ENSG00000129988.5 0.113459 0.062638 ENSG00000129988
KCNC4 ENSG00000116396.9 0.101005 0.061558 ENSG00000116396
CD164 ENSG00000135535.10 0.071669 0.054071 ENSG00000135535
GPX7 ENSG00000116157.5 0.13382 0.06644 ENSG00000116157
CLEC4G ENSG00000182566.8 0.123565 0.072628 ENSG00000182566
MZT1 ENSG00000204899.5 0.058174 0.062659 ENSG00000204899
LAMC1 ENSG00000135862.5 0.113231 0.053447 ENSG00000135862
JAG2 ENSG00000184916.4 0.090816 0.054827 ENSG00000184916
THAP5 ENSG00000177683.9 0.070637 0.061852 ENSG00000177683
DNASE1L1 ENSG00000013563.8 0.078968 0.069083 ENSG00000013563
VWCE ENSG00000167992.8 0.070745 0.0649 ENSG00000167992
TRABD ENSG00000170638.5 0.078511 0.065216 ENSG00000170638
NARFL ENSG00000103245.9 0.201742 0.082623 ENSG00000103245
TRAK1 ENSG00000182606.10 0.073569 0.055078 ENSG00000182606
STRIP2 ENSG00000128578.5 0.058258 0.05303 ENSG00000128578
ZNF83 ENSG00000167766.13 0.08169 0.0746 ENSG00000167766
AP4M1 ENSG00000221838.5 0.075154 0.05682 ENSG00000221838
NFYA ENSG00000001167.10 0.075176 0.066553 ENSG00000001167
LPPR1 ENSG00000148123.10 0.096837 0.078733 ENSG00000148123
TTLL12 ENSG00000100304.12 0.060298 0.061264 ENSG00000100304
ZCCHC2 ENSG00000141664.5 0.174526 0.096831 ENSG00000141664
UCHL3 ENSG00000118939.13 0.070627 0.067694 ENSG00000118939
OSTF1 ENSG00000134996.11 0.06007 0.06112 ENSG00000134996
ARHGAP30 ENSG00000186517.9 0.053675 0.062333 ENSG00000186517
CDC16 ENSG00000130177.10 0.121637 0.052104 ENSG00000130177
TIMP4 ENSG00000157150.4 0.116539 0.073962 ENSG00000157150
SNRPA ENSG00000077312.4 0.05583 0.049615 ENSG00000077312
NUCB1 ENSG00000104805.11 0.06587 0.06331 ENSG00000104805
CPSF1 ENSG00000071894.10 0.255873 0.082034 ENSG00000071894
MYL4 ENSG00000198336.5 0.318431 0.091292 ENSG00000198336
PPP1R3E ENSG00000235194.4 0.057647 0.058177 ENSG00000235194
HP ENSG00000257017.4 0.070515 0.054176 ENSG00000257017
MANEA ENSG00000172469.10 0.089345 0.063964 ENSG00000172469
GAD1 ENSG00000128683.9 0.065686 0.056478 ENSG00000128683
FAM86C1 ENSG00000158483.11 0.108465 0.089444 ENSG00000158483
TUBA1C ENSG00000167553.10 0.064673 0.050242 ENSG00000167553
SLC45A4 ENSG00000022567.5 0.054524 0.050554 ENSG00000022567
SLC44A3 ENSG00000143036.12 0.156954 0.072123 ENSG00000143036
TLN2 ENSG00000171914.10 0.068926 0.057902 ENSG00000171914
EPHB6 ENSG00000106123.7 0.093933 0.061817 ENSG00000106123
MPZL1 ENSG00000197965.7 0.052396 0.065721 ENSG00000197965
PIAS4 ENSG00000105229.2 0.128698 0.080587 ENSG00000105229
ARHGAP33 ENSG00000004777.14 0.09133 0.05993 ENSG00000004777
ECHS1 ENSG00000127884.4 0.055376 0.068463 ENSG00000127884
NUSAP1 ENSG00000137804.8 0.14615 0.069513 ENSG00000137804
FPR1 ENSG00000171051.4 0.171666 0.088831 ENSG00000171051
STIM2 ENSG00000109689.10 0.058349 0.054641 ENSG00000109689
AC093726.6 ENSG00000214106.3 0.085883 0.083551 ENSG00000214106
C6orf201 ENSG00000185689.11 0.124996 0.071968 ENSG00000185689
GPR125 ENSG00000152990.9 0.055731 0.057767 ENSG00000152990
C21orf2 ENSG00000160226.11 0.09873 0.060716 ENSG00000160226
ATXN2 ENSG00000204842.9 0.059698 0.05327 ENSG00000204842
PRIMA1 ENSG00000175785.8 0.068701 0.057298 ENSG00000175785
THBD ENSG00000178726.6 0.050712 0.047023 ENSG00000178726
TBC1D4 ENSG00000136111.8 0.080242 0.063776 ENSG00000136111
BEGAIN ENSG00000183092.11 0.214805 0.074449 ENSG00000183092
ASCL5 ENSG00000232237.2 0.270687 0.091001 ENSG00000232237
TMTC4 ENSG00000125247.11 0.190836 0.078878 ENSG00000125247
ZNF777 ENSG00000196453.7 0.112684 0.071484 ENSG00000196453
TPPP2 ENSG00000179636.10 0.053798 0.067553 ENSG00000179636
CD300LB ENSG00000178789.4 0.068485 0.064457 ENSG00000178789
TTC26 ENSG00000105948.9 0.159619 0.082228 ENSG00000105948
HOXD13 ENSG00000128714.5 0.069136 0.059797 ENSG00000128714
ITGA5 ENSG00000161638.6 0.104016 0.072612 ENSG00000161638
ZNF672 ENSG00000171161.8 0.061326 0.060003 ENSG00000171161
SMIM17 ENSG00000268182.1 0.052346 0.056604 ENSG00000268182
MAP3K9 ENSG00000006432.11 0.101082 0.066638 ENSG00000006432
KRI1 ENSG00000129347.15 0.14408 0.076953 ENSG00000129347
C13orf45 ENSG00000178734.4 0.063685 0.052827 ENSG00000178734
ZDHHC13 ENSG00000177054.9 0.135497 0.082496 ENSG00000177054
KCTD2 ENSG00000180901.6 0.053901 0.059945 ENSG00000180901
ATP2C2 ENSG00000064270.8 0.102359 0.093785 ENSG00000064270
CPZ ENSG00000109625.14 0.056579 0.06241 ENSG00000109625
IBA57 ENSG00000181873.8 0.074248 0.049926 ENSG00000181873
SNX7 ENSG00000162627.12 0.079685 0.064856 ENSG00000162627
LHFP ENSG00000183722.7 0.182154 0.076152 ENSG00000183722
ZNF329 ENSG00000181894.10 0.053489 0.047213 ENSG00000181894
GPR157 ENSG00000180758.10 0.073375 0.069001 ENSG00000180758
OLFM4 ENSG00000102837.6 0.162025 0.075219 ENSG00000102837
FZD1 ENSG00000157240.2 0.051817 0.047341 ENSG00000157240
SH2B3 ENSG00000111252.6 0.096188 0.066749 ENSG00000111252
PPP2CA ENSG00000113575.5 0.138972 0.073411 ENSG00000113575
IGSF11 ENSG00000144847.8 0.367978 0.084245 ENSG00000144847
MS4A14 ENSG00000166928.6 0.101336 0.060265 ENSG00000166928
C5orf63 ENSG00000164241.9 0.054434 0.053454 ENSG00000164241
GGT1 ENSG00000100031.14 0.055056 0.050464 ENSG00000100031
GPR179 ENSG00000188888.7 0.091361 0.063791 ENSG00000188888
LYRM5 ENSG00000205707.6 0.059501 0.057654 ENSG00000205707
RFC3 ENSG00000133119.8 0.136625 0.077796 ENSG00000133119
TTC38 ENSG00000075234.12 0.095686 0.065647 ENSG00000075234
CFHR3 ENSG00000116785.9 0.112331 0.062524 ENSG00000116785
MMP15 ENSG00000102996.4 0.182871 0.08419 ENSG00000102996
LATS1 ENSG00000131023.8 0.07171 0.059644 ENSG00000131023
CAPN12 ENSG00000182472.4 0.094866 0.081524 ENSG00000182472
BTBD9 ENSG00000183826.12 0.051165 0.062275 ENSG00000183826
LRMP ENSG00000118308.10 0.100178 0.070945 ENSG00000118308
LAMP5 ENSG00000125869.5 0.054086 0.05876 ENSG00000125869
MRC1 ENSG00000120586.4 0.07746 0.062873 ENSG00000120586
PPM1H ENSG00000111110.7 0.053481 0.059586 ENSG00000111110
GCNT3 ENSG00000140297.8 0.053982 0.054473 ENSG00000140297
PCNXL3 ENSG00000197136.4 0.060465 0.052053 ENSG00000197136
CASR ENSG00000036828.9 0.051004 0.047169 ENSG00000036828
CCDC158 ENSG00000163749.13 0.052961 0.047548 ENSG00000163749
DVL3 ENSG00000161202.13 0.095218 0.081436 ENSG00000161202
KCNH2 ENSG00000055118.10 0.247844 0.09445 ENSG00000055118
AP000350.4 ENSG00000218537.1 0.050166 0.05839 ENSG00000218537
IMPACT ENSG00000154059.5 0.065684 0.067779 ENSG00000154059
DDX3Y ENSG00000067048.12 0.081396 0.054419 ENSG00000067048
GPR3 ENSG00000181773.6 0.097538 0.060489 ENSG00000181773
CALHM2 ENSG00000138172.6 0.082403 0.060883 ENSG00000138172
ARHGAP40 ENSG00000124143.6 0.150451 0.083793 ENSG00000124143
C10orf129 ENSG00000173124.10 0.119 0.063927 ENSG00000173124
AKIRIN2 ENSG00000135334.7 0.078469 0.058038 ENSG00000135334
ISLR2 ENSG00000167178.11 0.071489 0.051287 ENSG00000167178
WDR11 ENSG00000120008.11 0.050044 0.062395 ENSG00000120008
ATP6AP1L ENSG00000205464.7 0.052261 0.047772 ENSG00000205464
ENPP4 ENSG00000001561.6 0.151658 0.062657 ENSG00000001561
ELL ENSG00000105656.7 0.068088 0.062571 ENSG00000105656
ACO2 ENSG00000100412.11 0.066805 0.046329 ENSG00000100412
STAM ENSG00000136738.10 0.063987 0.052723 ENSG00000136738
C16orf95 ENSG00000260456.2 0.252343 0.100387 ENSG00000260456
AASDH ENSG00000157426.9 0.162988 0.070179 ENSG00000157426
CCDC155 ENSG00000161609.5 0.426066 0.078541 ENSG00000161609
NUPL1 ENSG00000139496.11 0.090449 0.062064 ENSG00000139496
ADAMTS17 ENSG00000140470.9 0.087646 0.073108 ENSG00000140470
LMBR1L ENSG00000139636.11 0.056007 0.051519 ENSG00000139636
DIEXF ENSG00000117597.13 0.097004 0.067406 ENSG00000117597
SMIM14 ENSG00000163683.6 0.095905 0.073287 ENSG00000163683
PTK2 ENSG00000169398.15 0.087573 0.073234 ENSG00000169398
TK1 ENSG00000167900.7 0.086184 0.074388 ENSG00000167900
PKP2 ENSG00000057294.9 0.079011 0.053412 ENSG00000057294
PROCA1 ENSG00000167525.9 0.076611 0.057545 ENSG00000167525
MMRN1 ENSG00000138722.5 0.052641 0.050232 ENSG00000138722
PPARA ENSG00000186951.12 0.132783 0.080185 ENSG00000186951
ZNF222 ENSG00000159885.9 0.074649 0.074416 ENSG00000159885
MCC ENSG00000171444.13 0.084545 0.055526 ENSG00000171444
PLCE1 ENSG00000138193.9 0.075236 0.066963 ENSG00000138193
JAM3 ENSG00000166086.8 0.082063 0.076066 ENSG00000166086
ERAP2 ENSG00000164308.12 0.39762 0.077268 ENSG00000164308
SLC39A12 ENSG00000148482.7 0.099209 0.068218 ENSG00000148482
PTPN11 ENSG00000179295.11 0.082693 0.05325 ENSG00000179295
CCNY ENSG00000108100.13 0.063346 0.057856 ENSG00000108100
CSRP2BP ENSG00000149474.8 0.073135 0.064436 ENSG00000149474
KIAA1467 ENSG00000084444.9 0.116983 0.084485 ENSG00000084444
GPS1 ENSG00000169727.8 0.060627 0.066308 ENSG00000169727
GIT1 ENSG00000108262.11 0.124015 0.081541 ENSG00000108262
CCNK ENSG00000090061.13 0.089182 0.070078 ENSG00000090061
SPAG1 ENSG00000104450.8 0.109155 0.066041 ENSG00000104450
MYO7B ENSG00000169994.14 0.056696 0.055239 ENSG00000169994
GPBAR1 ENSG00000179921.10 0.054546 0.07297 ENSG00000179921
HMGN1 ENSG00000205581.6 0.103842 0.076589 ENSG00000205581
ANXA2 ENSG00000182718.12 0.121431 0.069778 ENSG00000182718
AC074091.13 ENSG00000205334.2 0.060547 0.052266 ENSG00000205334
ZNF319 ENSG00000166188.2 0.054109 0.062615 ENSG00000166188
TUBA1B ENSG00000123416.11 0.060815 0.051851 ENSG00000123416
KIAA1143 ENSG00000163807.4 0.094084 0.056481 ENSG00000163807
IL15RA ENSG00000134470.15 0.082174 0.068303 ENSG00000134470
NEFH ENSG00000100285.9 0.078821 0.054607 ENSG00000100285
PCP4L1 ENSG00000248485.1 0.062496 0.059508 ENSG00000248485
UPK3B ENSG00000243566.2 0.088102 0.07121 ENSG00000243566
THSD7B ENSG00000144229.7 0.12001 0.075882 ENSG00000144229
ACBD7 ENSG00000176244.6 0.093569 0.072835 ENSG00000176244
C6orf164 ENSG00000203871.3 0.075869 0.054962 ENSG00000203871
STT3A ENSG00000134910.8 0.074007 0.066496 ENSG00000134910
RMI2 ENSG00000175643.7 0.059339 0.064307 ENSG00000175643
STIL ENSG00000123473.11 0.05465 0.056992 ENSG00000123473
FOXRED1 ENSG00000110074.6 0.060116 0.05212 ENSG00000110074
RDX ENSG00000137710.10 0.181925 0.077971 ENSG00000137710
GBP1 ENSG00000117228.9 0.065726 0.048328 ENSG00000117228
ALG1L ENSG00000189366.5 0.061605 0.054219 ENSG00000189366
QRFPR ENSG00000186867.6 0.077543 0.059928 ENSG00000186867
POLE ENSG00000177084.12 0.059326 0.057671 ENSG00000177084
COPB2 ENSG00000184432.5 0.153496 0.075502 ENSG00000184432
ALPK2 ENSG00000198796.6 0.072201 0.058053 ENSG00000198796
LRRFIP2 ENSG00000093167.13 0.113298 0.067309 ENSG00000093167
NCF4 ENSG00000100365.10 0.060047 0.066602 ENSG00000100365
PTEN ENSG00000171862.5 0.077949 0.069157 ENSG00000171862
KPNA4 ENSG00000186432.4 0.059853 0.061042 ENSG00000186432
