AssociatedGeneName EnsemblGeneID h2.SkinSunExposedLowerleg se.SkinSunExposedLowerleg ensid
MTHFS ENSG00000136371.5 0.277634 0.075656 ENSG00000136371
PLVAP ENSG00000130300.4 0.191532 0.073167 ENSG00000130300
C10orf107 ENSG00000183346.6 0.341931 0.081402 ENSG00000183346
BCAT1 ENSG00000060982.10 0.093296 0.068178 ENSG00000060982
ASNSD1 ENSG00000138381.5 0.116069 0.060915 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.256444 0.075911 ENSG00000196963
TXNDC2 ENSG00000168454.9 0.10751 0.077842 ENSG00000168454
CDH23 ENSG00000107736.15 0.116082 0.076877 ENSG00000107736
CD40 ENSG00000101017.9 0.123197 0.070781 ENSG00000101017
ZNF586 ENSG00000083828.11 0.143093 0.063848 ENSG00000083828
TDRD6 ENSG00000180113.11 0.264679 0.081057 ENSG00000180113
CCDC74A ENSG00000163040.10 0.099213 0.061926 ENSG00000163040
RNASEH2C ENSG00000172922.4 0.100638 0.057872 ENSG00000172922
DSCC1 ENSG00000136982.5 0.409934 0.076855 ENSG00000136982
ANXA8L1 ENSG00000150165.13 0.379148 0.081918 ENSG00000150165
SLC22A5 ENSG00000197375.8 0.233031 0.073531 ENSG00000197375
ADRBK2 ENSG00000100077.9 0.126912 0.07503 ENSG00000100077
DDX11 ENSG00000013573.12 0.814982 0.034836 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.225795 0.078551 ENSG00000136144
NR2F6 ENSG00000160113.5 0.178911 0.078097 ENSG00000160113
ZNF589 ENSG00000164048.9 0.478866 0.092449 ENSG00000164048
C22orf43 ENSG00000189269.7 0.644922 0.062134 ENSG00000189269
ZNF605 ENSG00000196458.6 0.137316 0.069575 ENSG00000196458
TMEM230 ENSG00000089063.10 0.420129 0.083472 ENSG00000089063
BSG ENSG00000172270.14 0.170566 0.082036 ENSG00000172270
SLC25A51 ENSG00000122696.8 0.156421 0.062483 ENSG00000122696
PTMS ENSG00000159335.11 0.061049 0.065851 ENSG00000159335
ATP6V0E2 ENSG00000171130.13 0.388558 0.084839 ENSG00000171130
SH3BP1 ENSG00000100092.16 0.10849 0.071436 ENSG00000100092
CYP4F12 ENSG00000186204.9 0.345732 0.078675 ENSG00000186204
PLEC ENSG00000178209.10 0.057132 0.044671 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.279052 0.070113 ENSG00000108592
ZNF554 ENSG00000172006.7 0.461684 0.08037 ENSG00000172006
RNF17 ENSG00000132972.13 0.172122 0.075175 ENSG00000132972
PGM1 ENSG00000079739.11 0.090636 0.062242 ENSG00000079739
MFNG ENSG00000100060.13 0.060093 0.061837 ENSG00000100060
LRRC8B ENSG00000197147.8 0.212935 0.068859 ENSG00000197147
RAVER2 ENSG00000162437.10 0.053587 0.053115 ENSG00000162437
ZNF783 ENSG00000204946.5 0.159035 0.072539 ENSG00000204946
PDZRN3 ENSG00000121440.10 0.087648 0.070405 ENSG00000121440
VPS28 ENSG00000160948.9 0.246634 0.086157 ENSG00000160948
SERPINC1 ENSG00000117601.9 0.135086 0.066992 ENSG00000117601
EIF4G3 ENSG00000075151.15 0.077081 0.069571 ENSG00000075151
CHAF1A ENSG00000167670.11 0.217257 0.074715 ENSG00000167670
SERPINA12 ENSG00000165953.5 0.07612 0.075286 ENSG00000165953
SRD5A3 ENSG00000128039.6 0.311412 0.083828 ENSG00000128039
YTHDC2 ENSG00000047188.11 0.130374 0.06081 ENSG00000047188
ZNF763 ENSG00000197054.7 0.052326 0.05654 ENSG00000197054
PCSK9 ENSG00000169174.9 0.058302 0.058871 ENSG00000169174
NUTM2B ENSG00000188199.6 0.175912 0.070633 ENSG00000188199
PDXK ENSG00000160209.13 0.133647 0.082337 ENSG00000160209
SACM1L ENSG00000211456.6 0.060981 0.050453 ENSG00000211456
TARBP1 ENSG00000059588.5 0.0909 0.07052 ENSG00000059588
TNNT1 ENSG00000105048.12 0.236562 0.092498 ENSG00000105048
POMZP3 ENSG00000146707.10 0.727765 0.051923 ENSG00000146707
DDT ENSG00000099977.9 0.14707 0.076437 ENSG00000099977
SUPT4H1 ENSG00000213246.2 0.126177 0.062808 ENSG00000213246
C1QTNF7 ENSG00000163145.8 0.114658 0.062553 ENSG00000163145
SEC16A ENSG00000148396.14 0.103453 0.064337 ENSG00000148396
FAM27A ENSG00000182368.4 0.099545 0.100873 ENSG00000182368
TRIOBP ENSG00000100106.15 0.082913 0.06503 ENSG00000100106
LGALS2 ENSG00000100079.5 0.082732 0.066451 ENSG00000100079
RPH3AL ENSG00000181031.11 0.064899 0.072697 ENSG00000181031
C1QTNF6 ENSG00000133466.9 0.283109 0.080493 ENSG00000133466
GIMAP4 ENSG00000133574.5 0.089299 0.059727 ENSG00000133574
CAT ENSG00000121691.4 0.260927 0.077938 ENSG00000121691
PTPRN2 ENSG00000155093.13 0.096896 0.063496 ENSG00000155093
POLR2E ENSG00000099817.7 0.137828 0.081612 ENSG00000099817
INSIG1 ENSG00000186480.8 0.106736 0.072078 ENSG00000186480
SLC28A2 ENSG00000137860.7 0.088068 0.052856 ENSG00000137860
PSMB8 ENSG00000204264.4 0.063803 0.054188 ENSG00000204264
HTRA3 ENSG00000170801.5 0.093837 0.073811 ENSG00000170801
PCGF5 ENSG00000180628.10 0.254979 0.0797 ENSG00000180628
ITIH2 ENSG00000151655.13 0.332308 0.082524 ENSG00000151655
ESYT2 ENSG00000117868.11 0.094467 0.058214 ENSG00000117868
SLC25A27 ENSG00000153291.11 0.324104 0.082728 ENSG00000153291
RGS14 ENSG00000169220.13 0.274687 0.07619 ENSG00000169220
ADAMTS7 ENSG00000136378.10 0.073827 0.057747 ENSG00000136378
ZNF333 ENSG00000160961.7 0.071522 0.067524 ENSG00000160961
C19orf25 ENSG00000119559.11 0.051555 0.064664 ENSG00000119559
ABCC8 ENSG00000006071.7 0.124957 0.074029 ENSG00000006071
WDR19 ENSG00000157796.13 0.073861 0.059383 ENSG00000157796
FLVCR1 ENSG00000162769.8 0.126554 0.066039 ENSG00000162769
TAF1C ENSG00000103168.12 0.229726 0.086914 ENSG00000103168
FCRLB ENSG00000162746.10 0.14303 0.075386 ENSG00000162746
FAM227A ENSG00000184949.10 0.340028 0.071524 ENSG00000184949
HDDC2 ENSG00000111906.12 0.335203 0.075065 ENSG00000111906
ZNF320 ENSG00000182986.8 0.37111 0.090903 ENSG00000182986
PM20D1 ENSG00000162877.8 0.064934 0.051462 ENSG00000162877
LRRC43 ENSG00000158113.8 0.205257 0.075507 ENSG00000158113
L1TD1 ENSG00000240563.1 0.258471 0.086598 ENSG00000240563
FAM196B ENSG00000204767.3 0.095204 0.075806 ENSG00000204767
IL21R ENSG00000103522.11 0.065123 0.064278 ENSG00000103522
CCDC66 ENSG00000180376.12 0.086499 0.065096 ENSG00000180376
SYNGR1 ENSG00000100321.10 0.05005 0.053318 ENSG00000100321
POU6F1 ENSG00000184271.11 0.09078 0.071186 ENSG00000184271
TMEM223 ENSG00000168569.7 0.066329 0.057869 ENSG00000168569
SETD8 ENSG00000183955.8 0.057129 0.050143 ENSG00000183955
SDCCAG8 ENSG00000054282.11 0.067481 0.053592 ENSG00000054282
CDC42BPA ENSG00000143776.14 0.056939 0.04334 ENSG00000143776
GTF3A ENSG00000122034.8 0.16678 0.079677 ENSG00000122034
ECHDC2 ENSG00000121310.12 0.052477 0.0523 ENSG00000121310
ATP8A1 ENSG00000124406.12 0.305672 0.081904 ENSG00000124406
FAAH ENSG00000117480.11 0.274641 0.084071 ENSG00000117480
TRIB3 ENSG00000101255.6 0.089407 0.07446 ENSG00000101255
GSTK1 ENSG00000197448.9 0.050275 0.056526 ENSG00000197448
RNF166 ENSG00000158717.6 0.238789 0.079415 ENSG00000158717
PCP2 ENSG00000174788.5 0.283401 0.077301 ENSG00000174788
GPR114 ENSG00000159618.11 0.128127 0.077004 ENSG00000159618
NSMAF ENSG00000035681.3 0.141929 0.079977 ENSG00000035681
MTL5 ENSG00000132749.6 0.05923 0.058604 ENSG00000132749
HS2ST1 ENSG00000153936.12 0.063224 0.049907 ENSG00000153936
EFCAB13 ENSG00000178852.11 0.171542 0.066348 ENSG00000178852
CLEC18C ENSG00000157335.15 0.204595 0.07205 ENSG00000157335
SCAP ENSG00000114650.14 0.063442 0.042429 ENSG00000114650
FAS ENSG00000026103.15 0.205179 0.075781 ENSG00000026103
PSAT1 ENSG00000135069.9 0.159935 0.073279 ENSG00000135069
RHPN1 ENSG00000158106.8 0.349651 0.084827 ENSG00000158106
EPO ENSG00000130427.2 0.111897 0.057271 ENSG00000130427
GSAP ENSG00000186088.11 0.067401 0.060088 ENSG00000186088
KLK8 ENSG00000129455.11 0.203652 0.096199 ENSG00000129455
ASB8 ENSG00000177981.6 0.070517 0.053951 ENSG00000177981
NUP43 ENSG00000120253.9 0.14355 0.065651 ENSG00000120253
SEC22A ENSG00000121542.7 0.297794 0.0724 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.54889 0.067885 ENSG00000213214
XRCC6BP1 ENSG00000166896.3 0.076085 0.066789 ENSG00000166896
MYO16 ENSG00000041515.11 0.24297 0.086272 ENSG00000041515
SULT1A1 ENSG00000196502.7 0.135524 0.060893 ENSG00000196502
PROK1 ENSG00000143125.5 0.161906 0.074374 ENSG00000143125
FARP1 ENSG00000152767.11 0.085268 0.060277 ENSG00000152767
ACTR3B ENSG00000133627.13 0.083116 0.075305 ENSG00000133627
TTC18 ENSG00000156042.13 0.255348 0.083192 ENSG00000156042
RLF ENSG00000117000.8 0.114826 0.060768 ENSG00000117000
CLN6 ENSG00000128973.7 0.193378 0.066274 ENSG00000128973
TMOD3 ENSG00000138594.8 0.160719 0.070149 ENSG00000138594
ERP27 ENSG00000139055.2 0.522302 0.067535 ENSG00000139055
GNMT ENSG00000124713.5 0.156524 0.071648 ENSG00000124713
SIGMAR1 ENSG00000147955.12 0.067832 0.053279 ENSG00000147955
MRI1 ENSG00000037757.9 0.577567 0.076826 ENSG00000037757
ZNF419 ENSG00000105136.15 0.343931 0.070186 ENSG00000105136
REN ENSG00000143839.12 0.216922 0.089048 ENSG00000143839
SULT1C2 ENSG00000198203.5 0.351734 0.089294 ENSG00000198203
TOP1MT ENSG00000184428.8 0.213882 0.076176 ENSG00000184428
TTC28 ENSG00000100154.10 0.133199 0.076743 ENSG00000100154
LURAP1 ENSG00000171357.5 0.100839 0.061368 ENSG00000171357
CMTM7 ENSG00000153551.9 0.102503 0.063453 ENSG00000153551
EAF2 ENSG00000145088.4 0.088948 0.051222 ENSG00000145088
PYROXD1 ENSG00000121350.11 0.276366 0.074308 ENSG00000121350
C9orf72 ENSG00000147894.10 0.154819 0.070452 ENSG00000147894
CCDC3 ENSG00000151468.9 0.215373 0.086812 ENSG00000151468
CTTNBP2 ENSG00000077063.6 0.16579 0.066505 ENSG00000077063
TK2 ENSG00000166548.11 0.162179 0.066852 ENSG00000166548
HSD17B12 ENSG00000149084.7 0.607221 0.064219 ENSG00000149084
AMH ENSG00000104899.3 0.304893 0.0839 ENSG00000104899
PGLS ENSG00000130313.2 0.097259 0.068754 ENSG00000130313
TTC13 ENSG00000143643.8 0.106462 0.060429 ENSG00000143643
ARHGEF7 ENSG00000102606.13 0.323679 0.08108 ENSG00000102606
ZNF132 ENSG00000131849.10 0.140996 0.056532 ENSG00000131849
TMEM45B ENSG00000151715.3 0.294812 0.080715 ENSG00000151715
STX2 ENSG00000111450.9 0.64118 0.067208 ENSG00000111450
MSX2 ENSG00000120149.7 0.057439 0.075609 ENSG00000120149
ZNF880 ENSG00000221923.4 0.118601 0.080592 ENSG00000221923
RRP1B ENSG00000160208.11 0.060545 0.056365 ENSG00000160208
ST8SIA1 ENSG00000111728.6 0.12662 0.074505 ENSG00000111728
NUP54 ENSG00000138750.10 0.132506 0.058719 ENSG00000138750
SDK2 ENSG00000069188.12 0.108978 0.08088 ENSG00000069188
PPP2R5A ENSG00000066027.6 0.071662 0.051458 ENSG00000066027
ABCC3 ENSG00000108846.11 0.111128 0.068707 ENSG00000108846
GJA3 ENSG00000121743.3 0.081908 0.05825 ENSG00000121743
TSKU ENSG00000182704.6 0.07434 0.060417 ENSG00000182704
SHB ENSG00000107338.8 0.076508 0.053875 ENSG00000107338
MAPK8IP1 ENSG00000121653.7 0.261231 0.083785 ENSG00000121653
EMC2 ENSG00000104412.3 0.084459 0.049832 ENSG00000104412
FBLL1 ENSG00000188573.7 0.551248 0.071507 ENSG00000188573
NDNF ENSG00000173376.9 0.261296 0.083091 ENSG00000173376
GCSAM ENSG00000174500.8 0.051415 0.050149 ENSG00000174500
HCAR1 ENSG00000196917.4 0.052939 0.042897 ENSG00000196917
C2orf27A ENSG00000197927.8 0.561131 0.071695 ENSG00000197927
HSD3B7 ENSG00000099377.9 0.218294 0.070946 ENSG00000099377
ZNF626 ENSG00000188171.10 0.05127 0.065874 ENSG00000188171
MTMR4 ENSG00000108389.5 0.088911 0.056673 ENSG00000108389
MON1B ENSG00000103111.10 0.116525 0.072185 ENSG00000103111
KCNC4 ENSG00000116396.9 0.05753 0.056882 ENSG00000116396
CD164 ENSG00000135535.10 0.068744 0.052396 ENSG00000135535
PROZ ENSG00000126231.9 0.069533 0.05764 ENSG00000126231
GPX7 ENSG00000116157.5 0.492655 0.077139 ENSG00000116157
CLEC4G ENSG00000182566.8 0.052546 0.072188 ENSG00000182566
SNF8 ENSG00000159210.5 0.056993 0.056121 ENSG00000159210
IRAK1BP1 ENSG00000146243.9 0.186108 0.064637 ENSG00000146243
THAP5 ENSG00000177683.9 0.107244 0.060423 ENSG00000177683
TCTEX1D1 ENSG00000152760.5 0.113769 0.057273 ENSG00000152760
DENND3 ENSG00000105339.6 0.124083 0.064667 ENSG00000105339
TAP2 ENSG00000204267.9 0.12919 0.068916 ENSG00000204267
TMEM183A ENSG00000163444.7 0.141664 0.072281 ENSG00000163444
FAM174A ENSG00000174132.8 0.14894 0.065719 ENSG00000174132
TRABD ENSG00000170638.5 0.064186 0.052984 ENSG00000170638
SLC18B1 ENSG00000146409.6 0.101847 0.067615 ENSG00000146409
MAPK8 ENSG00000107643.11 0.100678 0.057532 ENSG00000107643
NARFL ENSG00000103245.9 0.225908 0.088123 ENSG00000103245
SUSD2 ENSG00000099994.10 0.122297 0.060811 ENSG00000099994
ZNF83 ENSG00000167766.13 0.496349 0.090624 ENSG00000167766
AP4M1 ENSG00000221838.5 0.164225 0.070583 ENSG00000221838
SSBP4 ENSG00000130511.10 0.209257 0.071818 ENSG00000130511
CC2D1B ENSG00000154222.10 0.253107 0.081316 ENSG00000154222
ZNF425 ENSG00000204947.4 0.084842 0.059785 ENSG00000204947
TTLL12 ENSG00000100304.12 0.407318 0.088567 ENSG00000100304
PHOSPHO1 ENSG00000173868.7 0.05964 0.064478 ENSG00000173868
ZCCHC2 ENSG00000141664.5 0.09667 0.077829 ENSG00000141664
RFT1 ENSG00000163933.5 0.297862 0.081187 ENSG00000163933
LACTB2 ENSG00000147592.4 0.1066 0.054112 ENSG00000147592
PFKP ENSG00000067057.11 0.246216 0.084188 ENSG00000067057
TRDMT1 ENSG00000107614.17 0.185464 0.076678 ENSG00000107614
IL32 ENSG00000008517.12 0.089438 0.063535 ENSG00000008517
OSTF1 ENSG00000134996.11 0.056252 0.063115 ENSG00000134996
TST ENSG00000128311.9 0.0903 0.07744 ENSG00000128311
FAM102B ENSG00000162636.11 0.0503 0.046793 ENSG00000162636
NEB ENSG00000183091.15 0.185766 0.065737 ENSG00000183091
BCAP29 ENSG00000075790.6 0.12486 0.058343 ENSG00000075790
AL161915.1 ENSG00000212670.1 0.246484 0.081045 ENSG00000212670
ADAMTS14 ENSG00000138316.6 0.435757 0.080498 ENSG00000138316
PRKRIP1 ENSG00000128563.9 0.13298 0.064251 ENSG00000128563
FAM192A ENSG00000172775.12 0.155719 0.078289 ENSG00000172775
CDC16 ENSG00000130177.10 0.528483 0.072792 ENSG00000130177
PRDX6 ENSG00000117592.8 0.066342 0.045582 ENSG00000117592
ZNF280C ENSG00000056277.11 0.082748 0.071089 ENSG00000056277
CREB3L2 ENSG00000182158.10 0.073517 0.076283 ENSG00000182158
TGS1 ENSG00000137574.6 0.066101 0.049753 ENSG00000137574
FOXRED2 ENSG00000100350.10 0.121536 0.079662 ENSG00000100350
TRIM69 ENSG00000185880.8 0.272172 0.079845 ENSG00000185880
HNF1B ENSG00000108753.8 0.119919 0.073229 ENSG00000108753
DTX2 ENSG00000091073.15 0.096435 0.058376 ENSG00000091073
CPSF1 ENSG00000071894.10 0.811167 0.034082 ENSG00000071894
MYL4 ENSG00000198336.5 0.092997 0.054033 ENSG00000198336
PRSS37 ENSG00000165076.9 0.050718 0.044236 ENSG00000165076
GTPBP4 ENSG00000107937.14 0.08203 0.061246 ENSG00000107937
MANEA ENSG00000172469.10 0.074328 0.049892 ENSG00000172469
AKAP7 ENSG00000118507.11 0.352968 0.090051 ENSG00000118507
GGACT ENSG00000134864.6 0.230514 0.086025 ENSG00000134864
PRPH2 ENSG00000112619.6 0.343851 0.080222 ENSG00000112619
GAD1 ENSG00000128683.9 0.223614 0.074283 ENSG00000128683
