AssociatedGeneName EnsemblGeneID h2.MuscleSkeletal se.MuscleSkeletal ensid
GSTM2 ENSG00000213366.8 0.078708 0.058866 ENSG00000213366
ZNF205 ENSG00000122386.6 0.267863 0.067472 ENSG00000122386
SCO2 ENSG00000130489.8 0.078352 0.050139 ENSG00000130489
RBMS2 ENSG00000076067.7 0.055364 0.047128 ENSG00000076067
CAST ENSG00000153113.19 0.069159 0.052611 ENSG00000153113
C17orf97 ENSG00000187624.7 0.689705 0.054294 ENSG00000187624
ARL17B ENSG00000228696.4 0.107323 0.061533 ENSG00000228696
ADAT1 ENSG00000065457.6 0.310737 0.065771 ENSG00000065457
HMGXB3 ENSG00000113716.8 0.083942 0.053064 ENSG00000113716
TJP2 ENSG00000119139.12 0.301172 0.068545 ENSG00000119139
NME4 ENSG00000103202.8 0.285437 0.076347 ENSG00000103202
GCC2 ENSG00000135968.15 0.114323 0.05066 ENSG00000135968
TNFAIP6 ENSG00000123610.3 0.073304 0.048558 ENSG00000123610
OPN4 ENSG00000122375.7 0.418728 0.066867 ENSG00000122375
PCDHB11 ENSG00000197479.4 0.115883 0.05221 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.410765 0.073361 ENSG00000171903
QDPR ENSG00000151552.7 0.096517 0.056238 ENSG00000151552
TDGF1 ENSG00000241186.3 0.66843 0.056093 ENSG00000241186
NSFL1C ENSG00000088833.12 0.164203 0.06947 ENSG00000088833
FANCA ENSG00000187741.10 0.420469 0.078391 ENSG00000187741
RSPO4 ENSG00000101282.4 0.185995 0.06766 ENSG00000101282
CDC42EP1 ENSG00000128283.6 0.07573 0.055317 ENSG00000128283
UBE2Z ENSG00000159202.13 0.131934 0.054688 ENSG00000159202
GSTM1 ENSG00000134184.8 0.406338 0.079666 ENSG00000134184
COG1 ENSG00000166685.7 0.157609 0.073423 ENSG00000166685
ZFP28 ENSG00000196867.3 0.104552 0.05886 ENSG00000196867
UBQLN1 ENSG00000135018.9 0.054056 0.042659 ENSG00000135018
YIPF5 ENSG00000145817.12 0.107083 0.055521 ENSG00000145817
CCDC102A ENSG00000135736.5 0.170965 0.067646 ENSG00000135736
FADS1 ENSG00000149485.12 0.176872 0.06502 ENSG00000149485
TRIM4 ENSG00000146833.11 0.264071 0.068594 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.330015 0.07082 ENSG00000100191
DTD1 ENSG00000125821.7 0.126167 0.064112 ENSG00000125821
GIMAP5 ENSG00000196329.6 0.069142 0.053178 ENSG00000196329
IQCB1 ENSG00000173226.12 0.334413 0.074627 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.145053 0.074194 ENSG00000101307
MTHFS ENSG00000136371.5 0.430696 0.070393 ENSG00000136371
ASB3 ENSG00000270898.1 0.05733 0.046293 ENSG00000270898
PLVAP ENSG00000130300.4 0.173139 0.06774 ENSG00000130300
C15orf38 ENSG00000242498.3 0.050917 0.058981 ENSG00000242498
C10orf107 ENSG00000183346.6 0.133222 0.056054 ENSG00000183346
BCAT1 ENSG00000060982.10 0.189998 0.073073 ENSG00000060982
PCDHB16 ENSG00000196963.2 0.254514 0.068005 ENSG00000196963
ZFP90 ENSG00000184939.10 0.115313 0.052163 ENSG00000184939
CDH23 ENSG00000107736.15 0.092149 0.065436 ENSG00000107736
ZNF586 ENSG00000083828.11 0.185152 0.063641 ENSG00000083828
TDRD6 ENSG00000180113.11 0.084692 0.061381 ENSG00000180113
RNASEH2C ENSG00000172922.4 0.08019 0.046656 ENSG00000172922
TRIM37 ENSG00000108395.9 0.129773 0.051543 ENSG00000108395
DSCC1 ENSG00000136982.5 0.385971 0.07251 ENSG00000136982
VPS36 ENSG00000136100.8 0.055197 0.042324 ENSG00000136100
COG6 ENSG00000133103.12 0.443779 0.064063 ENSG00000133103
SLC22A5 ENSG00000197375.8 0.051455 0.036927 ENSG00000197375
MRPL2 ENSG00000112651.7 0.070969 0.058314 ENSG00000112651
ADRBK2 ENSG00000100077.9 0.173873 0.065491 ENSG00000100077
DDX11 ENSG00000013573.12 0.69741 0.046775 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.29259 0.070318 ENSG00000136144
ZNF589 ENSG00000164048.9 0.056321 0.041184 ENSG00000164048
C22orf43 ENSG00000189269.7 0.292449 0.071825 ENSG00000189269
TMEM230 ENSG00000089063.10 0.101516 0.066871 ENSG00000089063
SLC25A51 ENSG00000122696.8 0.246167 0.066969 ENSG00000122696
PTMS ENSG00000159335.11 0.056582 0.061735 ENSG00000159335
RNF141 ENSG00000110315.2 0.139605 0.063415 ENSG00000110315
CYP4F12 ENSG00000186204.9 0.123168 0.055174 ENSG00000186204
FTSJ3 ENSG00000108592.12 0.30282 0.064761 ENSG00000108592
RNF17 ENSG00000132972.13 0.102744 0.057766 ENSG00000132972
EPHB4 ENSG00000196411.5 0.080224 0.05108 ENSG00000196411
ERO1LB ENSG00000086619.9 0.274638 0.071885 ENSG00000086619
SLC25A26 ENSG00000144741.12 0.278354 0.067378 ENSG00000144741
ZNF783 ENSG00000204946.5 0.213499 0.072965 ENSG00000204946
VPS28 ENSG00000160948.9 0.42263 0.082999 ENSG00000160948
SERPINC1 ENSG00000117601.9 0.087434 0.044017 ENSG00000117601
GSDMA ENSG00000167914.6 0.174293 0.061424 ENSG00000167914
BNC2 ENSG00000173068.13 0.094885 0.057154 ENSG00000173068
SNX20 ENSG00000167208.10 0.050865 0.056851 ENSG00000167208
CHAF1A ENSG00000167670.11 0.330984 0.070377 ENSG00000167670
SRD5A3 ENSG00000128039.6 0.239327 0.076338 ENSG00000128039
NUTM2B ENSG00000188199.6 0.133473 0.056777 ENSG00000188199
IZUMO2 ENSG00000161652.8 0.054466 0.057385 ENSG00000161652
SACM1L ENSG00000211456.6 0.074107 0.049724 ENSG00000211456
POMZP3 ENSG00000146707.10 0.77061 0.039406 ENSG00000146707
DDT ENSG00000099977.9 0.445673 0.063728 ENSG00000099977
SUPT4H1 ENSG00000213246.2 0.119566 0.058234 ENSG00000213246
TRIOBP ENSG00000100106.15 0.16152 0.06225 ENSG00000100106
RPH3AL ENSG00000181031.11 0.68632 0.054421 ENSG00000181031
PDGFC ENSG00000145431.6 0.050661 0.052617 ENSG00000145431
C1QTNF6 ENSG00000133466.9 0.1697 0.071032 ENSG00000133466
CAT ENSG00000121691.4 0.241211 0.068015 ENSG00000121691
PODN ENSG00000174348.9 0.097245 0.058207 ENSG00000174348
KCNK17 ENSG00000124780.9 0.178088 0.067317 ENSG00000124780
POLR2E ENSG00000099817.7 0.120455 0.073154 ENSG00000099817
EREG ENSG00000124882.3 0.092461 0.052642 ENSG00000124882
SLC28A2 ENSG00000137860.7 0.159755 0.058556 ENSG00000137860
PCGF5 ENSG00000180628.10 0.052019 0.044383 ENSG00000180628
ITIH2 ENSG00000151655.13 0.177639 0.067252 ENSG00000151655
SEPHS1 ENSG00000086475.10 0.075299 0.064127 ENSG00000086475
SLC25A27 ENSG00000153291.11 0.315059 0.071324 ENSG00000153291
ZNF121 ENSG00000197961.7 0.083471 0.054065 ENSG00000197961
RGS14 ENSG00000169220.13 0.264612 0.075103 ENSG00000169220
CCDC146 ENSG00000135205.10 0.075895 0.055753 ENSG00000135205
ZNF333 ENSG00000160961.7 0.217854 0.066742 ENSG00000160961
TACR2 ENSG00000075073.10 0.07729 0.059055 ENSG00000075073
ABCC8 ENSG00000006071.7 0.37356 0.078813 ENSG00000006071
SGIP1 ENSG00000118473.17 0.106002 0.04736 ENSG00000118473
FLVCR1 ENSG00000162769.8 0.057727 0.049972 ENSG00000162769
TAF1C ENSG00000103168.12 0.29513 0.086117 ENSG00000103168
MAPK8IP3 ENSG00000138834.8 0.094647 0.063924 ENSG00000138834
HDDC2 ENSG00000111906.12 0.414247 0.072704 ENSG00000111906
ZNF320 ENSG00000182986.8 0.394371 0.082224 ENSG00000182986
PM20D1 ENSG00000162877.8 0.093238 0.051743 ENSG00000162877
L1TD1 ENSG00000240563.1 0.067237 0.053866 ENSG00000240563
IL21R ENSG00000103522.11 0.051214 0.042338 ENSG00000103522
CCDC66 ENSG00000180376.12 0.217247 0.068725 ENSG00000180376
NDFIP1 ENSG00000131507.9 0.263423 0.067498 ENSG00000131507
TANC2 ENSG00000170921.10 0.061074 0.044382 ENSG00000170921
GLDC ENSG00000178445.8 0.155233 0.06621 ENSG00000178445
SETD8 ENSG00000183955.8 0.162773 0.064192 ENSG00000183955
CDC42BPA ENSG00000143776.14 0.118839 0.047186 ENSG00000143776
AP3M1 ENSG00000185009.8 0.126377 0.057549 ENSG00000185009
ECHDC2 ENSG00000121310.12 0.124118 0.055547 ENSG00000121310
ATP8A1 ENSG00000124406.12 0.427814 0.073997 ENSG00000124406
FAAH ENSG00000117480.11 0.062964 0.050443 ENSG00000117480
VPS13B ENSG00000132549.14 0.083571 0.056857 ENSG00000132549
TRIB3 ENSG00000101255.6 0.114848 0.068218 ENSG00000101255
PDS5B ENSG00000083642.14 0.053786 0.04736 ENSG00000083642
RNF166 ENSG00000158717.6 0.256734 0.070578 ENSG00000158717
SNX31 ENSG00000174226.4 0.351465 0.076343 ENSG00000174226
ARFGAP3 ENSG00000242247.6 0.137975 0.055984 ENSG00000242247
CLEC18C ENSG00000157335.15 0.148051 0.064469 ENSG00000157335
FAS ENSG00000026103.15 0.279963 0.071047 ENSG00000026103
RHPN1 ENSG00000158106.8 0.190175 0.073749 ENSG00000158106
CCR3 ENSG00000183625.10 0.078031 0.047672 ENSG00000183625
GSAP ENSG00000186088.11 0.186038 0.068121 ENSG00000186088
ASB8 ENSG00000177981.6 0.070466 0.043864 ENSG00000177981
NUP43 ENSG00000120253.9 0.05773 0.042838 ENSG00000120253
SEC22A ENSG00000121542.7 0.187505 0.06309 ENSG00000121542
MCF2L ENSG00000126217.16 0.158539 0.071724 ENSG00000126217
MYO16 ENSG00000041515.11 0.096281 0.066103 ENSG00000041515
SULT1A1 ENSG00000196502.7 0.111966 0.050497 ENSG00000196502
TTC18 ENSG00000156042.13 0.097513 0.052813 ENSG00000156042
GRPEL1 ENSG00000109519.8 0.151134 0.068377 ENSG00000109519
TMOD3 ENSG00000138594.8 0.151292 0.063584 ENSG00000138594
ERP27 ENSG00000139055.2 0.051055 0.044616 ENSG00000139055
ATP5G1 ENSG00000159199.9 0.131489 0.058468 ENSG00000159199
GNMT ENSG00000124713.5 0.239989 0.067218 ENSG00000124713
USP10 ENSG00000103194.11 0.112737 0.075705 ENSG00000103194
WFDC10B ENSG00000182931.5 0.064134 0.046617 ENSG00000182931
MRI1 ENSG00000037757.9 0.279452 0.074695 ENSG00000037757
ZNF419 ENSG00000105136.15 0.451869 0.066755 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.531816 0.070885 ENSG00000198203
TOP1MT ENSG00000184428.8 0.05746 0.047057 ENSG00000184428
TTC28 ENSG00000100154.10 0.188809 0.072448 ENSG00000100154
LURAP1 ENSG00000171357.5 0.108986 0.057702 ENSG00000171357
FBRSL1 ENSG00000112787.8 0.080817 0.057861 ENSG00000112787
EAF2 ENSG00000145088.4 0.056513 0.040278 ENSG00000145088
ABTB2 ENSG00000166016.4 0.122524 0.057576 ENSG00000166016
PYROXD1 ENSG00000121350.11 0.100111 0.054272 ENSG00000121350
ZNF326 ENSG00000162664.11 0.051108 0.047247 ENSG00000162664
KRT72 ENSG00000170486.6 0.072724 0.050545 ENSG00000170486
C9orf72 ENSG00000147894.10 0.12903 0.064823 ENSG00000147894
CCDC3 ENSG00000151468.9 0.112306 0.063214 ENSG00000151468
HSD17B12 ENSG00000149084.7 0.458346 0.067728 ENSG00000149084
AMH ENSG00000104899.3 0.389327 0.073107 ENSG00000104899
CNPY4 ENSG00000166997.3 0.055479 0.045433 ENSG00000166997
TTC13 ENSG00000143643.8 0.06253 0.05455 ENSG00000143643
ARHGEF7 ENSG00000102606.13 0.093031 0.060173 ENSG00000102606
ZNF132 ENSG00000131849.10 0.106449 0.047495 ENSG00000131849
STX2 ENSG00000111450.9 0.29946 0.069437 ENSG00000111450
ANTXRL ENSG00000198250.8 0.427383 0.07114 ENSG00000198250
ST8SIA1 ENSG00000111728.6 0.052452 0.048739 ENSG00000111728
NEK3 ENSG00000136098.12 0.143287 0.05723 ENSG00000136098
NUP54 ENSG00000138750.10 0.100908 0.049996 ENSG00000138750
SDK2 ENSG00000069188.12 0.169402 0.064158 ENSG00000069188
PPP2R5A ENSG00000066027.6 0.074378 0.04885 ENSG00000066027
ABCC3 ENSG00000108846.11 0.387373 0.081129 ENSG00000108846
LAP3 ENSG00000002549.8 0.069806 0.052278 ENSG00000002549
DISC1 ENSG00000162946.16 0.118585 0.070761 ENSG00000162946
EMC2 ENSG00000104412.3 0.067563 0.04228 ENSG00000104412
FBLL1 ENSG00000188573.7 0.341584 0.070007 ENSG00000188573
MZF1 ENSG00000099326.4 0.067655 0.045589 ENSG00000099326
INTS12 ENSG00000138785.10 0.067114 0.047031 ENSG00000138785
NDNF ENSG00000173376.9 0.091419 0.061034 ENSG00000173376
FAM189A2 ENSG00000135063.13 0.065742 0.050846 ENSG00000135063
UBE2H ENSG00000186591.7 0.052911 0.045714 ENSG00000186591
C2orf27A ENSG00000197927.8 0.329113 0.073906 ENSG00000197927
HSD3B7 ENSG00000099377.9 0.259981 0.070868 ENSG00000099377
PM20D2 ENSG00000146281.5 0.06428 0.052171 ENSG00000146281
MON1B ENSG00000103111.10 0.07433 0.05025 ENSG00000103111
GLRB ENSG00000109738.6 0.202047 0.082669 ENSG00000109738
KCNC4 ENSG00000116396.9 0.055334 0.044564 ENSG00000116396
CD164 ENSG00000135535.10 0.190034 0.0625 ENSG00000135535
PROZ ENSG00000126231.9 0.058676 0.050611 ENSG00000126231
MZT1 ENSG00000204899.5 0.102732 0.055622 ENSG00000204899
IRAK1BP1 ENSG00000146243.9 0.198301 0.061152 ENSG00000146243
THAP5 ENSG00000177683.9 0.200229 0.062222 ENSG00000177683
TCTEX1D1 ENSG00000152760.5 0.140753 0.059486 ENSG00000152760
TAP2 ENSG00000204267.9 0.093633 0.056005 ENSG00000204267
FGL2 ENSG00000127951.5 0.055311 0.044645 ENSG00000127951
TENC1 ENSG00000111077.13 0.060876 0.051058 ENSG00000111077
TMEM183A ENSG00000163444.7 0.105573 0.065538 ENSG00000163444
TRABD ENSG00000170638.5 0.178895 0.069278 ENSG00000170638
SLC18B1 ENSG00000146409.6 0.107713 0.061423 ENSG00000146409
MAPK8 ENSG00000107643.11 0.090039 0.054759 ENSG00000107643
NARFL ENSG00000103245.9 0.05097 0.04855 ENSG00000103245
TBC1D7 ENSG00000145979.13 0.086661 0.05332 ENSG00000145979
SUSD2 ENSG00000099994.10 0.111765 0.052773 ENSG00000099994
NIT2 ENSG00000114021.6 0.093648 0.048926 ENSG00000114021
STRIP2 ENSG00000128578.5 0.118693 0.061853 ENSG00000128578
ZNF83 ENSG00000167766.13 0.334238 0.083421 ENSG00000167766
SSBP4 ENSG00000130511.10 0.139335 0.059639 ENSG00000130511
NFYA ENSG00000001167.10 0.084346 0.057864 ENSG00000001167
CC2D1B ENSG00000154222.10 0.081113 0.051239 ENSG00000154222
DHX37 ENSG00000150990.3 0.093972 0.064458 ENSG00000150990
ZNF425 ENSG00000204947.4 0.11693 0.05929 ENSG00000204947
TTLL12 ENSG00000100304.12 0.131896 0.070655 ENSG00000100304
PHOSPHO1 ENSG00000173868.7 0.175807 0.070567 ENSG00000173868
PTPN6 ENSG00000111679.12 0.069962 0.053768 ENSG00000111679
RFT1 ENSG00000163933.5 0.180332 0.059462 ENSG00000163933
CEP112 ENSG00000154240.12 0.148899 0.063744 ENSG00000154240
LACTB2 ENSG00000147592.4 0.131522 0.050333 ENSG00000147592
TRDMT1 ENSG00000107614.17 0.171446 0.064258 ENSG00000107614
TRAM1L1 ENSG00000174599.4 0.095548 0.057035 ENSG00000174599
AKT1 ENSG00000142208.11 0.084571 0.056557 ENSG00000142208
PRKRIP1 ENSG00000128563.9 0.068688 0.049392 ENSG00000128563
HPD ENSG00000158104.7 0.242254 0.06514 ENSG00000158104
FAM192A ENSG00000172775.12 0.118659 0.061255 ENSG00000172775
CDC16 ENSG00000130177.10 0.118592 0.053751 ENSG00000130177
RBMXL2 ENSG00000170748.5 0.14451 0.071837 ENSG00000170748
CREB3L2 ENSG00000182158.10 0.206332 0.076313 ENSG00000182158
CACNB2 ENSG00000165995.14 0.280703 0.076036 ENSG00000165995
ARC ENSG00000198576.2 0.101722 0.055902 ENSG00000198576
TRIM69 ENSG00000185880.8 0.413276 0.072065 ENSG00000185880
MLX ENSG00000108788.7 0.08312 0.050543 ENSG00000108788
CDADC1 ENSG00000102543.10 0.068127 0.044444 ENSG00000102543
CPSF1 ENSG00000071894.10 0.649311 0.052829 ENSG00000071894
LIMD2 ENSG00000136490.4 0.069451 0.04618 ENSG00000136490
CYB561D1 ENSG00000174151.10 0.114879 0.059749 ENSG00000174151
MANEA ENSG00000172469.10 0.05698 0.049058 ENSG00000172469
AKAP7 ENSG00000118507.11 0.227925 0.072038 ENSG00000118507
C17orf53 ENSG00000125319.10 0.068921 0.049054 ENSG00000125319
GGACT ENSG00000134864.6 0.117504 0.062448 ENSG00000134864
PRPH2 ENSG00000112619.6 0.18786 0.06088 ENSG00000112619
ALDH8A1 ENSG00000118514.9 0.309982 0.063392 ENSG00000118514
FAM20A ENSG00000108950.7 0.054125 0.050789 ENSG00000108950
MMP17 ENSG00000198598.2 0.161554 0.06921 ENSG00000198598
MCM10 ENSG00000065328.12 0.193471 0.074116 ENSG00000065328
UBXN6 ENSG00000167671.7 0.271107 0.071332 ENSG00000167671
SLC45A4 ENSG00000022567.5 0.05868 0.058921 ENSG00000022567
SLC44A3 ENSG00000143036.12 0.051697 0.050581 ENSG00000143036
NPRL3 ENSG00000103148.11 0.30344 0.078161 ENSG00000103148
NOS3 ENSG00000164867.6 0.067105 0.060247 ENSG00000164867
ARHGAP12 ENSG00000165322.13 0.114168 0.05743 ENSG00000165322
TCP11L1 ENSG00000176148.11 0.255935 0.066816 ENSG00000176148
TRMT44 ENSG00000155275.14 0.108934 0.061042 ENSG00000155275
UBE2S ENSG00000108106.9 0.08542 0.065584 ENSG00000108106
CHRAC1 ENSG00000104472.5 0.181537 0.074318 ENSG00000104472
HSD17B14 ENSG00000087076.4 0.177155 0.069404 ENSG00000087076
NUSAP1 ENSG00000137804.8 0.05021 0.036673 ENSG00000137804
TMEM63A ENSG00000196187.7 0.090981 0.061257 ENSG00000196187
EGLN3 ENSG00000129521.9 0.073073 0.056543 ENSG00000129521
GAS1 ENSG00000180447.5 0.092229 0.059095 ENSG00000180447
PIEZO1 ENSG00000103335.15 0.066066 0.056941 ENSG00000103335
CCBL2 ENSG00000137944.12 0.219707 0.064005 ENSG00000137944
AC093726.6 ENSG00000214106.3 0.146203 0.067854 ENSG00000214106
TBC1D4 ENSG00000136111.8 0.090228 0.057924 ENSG00000136111
VPREB3 ENSG00000128218.7 0.193165 0.067087 ENSG00000128218
ASCL5 ENSG00000232237.2 0.178869 0.070088 ENSG00000232237
FKBP15 ENSG00000119321.4 0.218671 0.067873 ENSG00000119321
CAPS ENSG00000105519.8 0.087323 0.059034 ENSG00000105519
DERA ENSG00000023697.8 0.108605 0.05866 ENSG00000023697
ITPA ENSG00000125877.7 0.271217 0.071479 ENSG00000125877
NAA11 ENSG00000156269.4 0.181399 0.063675 ENSG00000156269
F5 ENSG00000198734.6 0.068482 0.054537 ENSG00000198734
RP3-402G11.5 ENSG00000073169.9 0.336311 0.072056 ENSG00000073169
HOXD13 ENSG00000128714.5 0.150659 0.060714 ENSG00000128714
SMIM17 ENSG00000268182.1 0.071922 0.059585 ENSG00000268182
OSGIN1 ENSG00000140961.8 0.099957 0.077323 ENSG00000140961
KRI1 ENSG00000129347.15 0.127547 0.059256 ENSG00000129347
COMMD10 ENSG00000145781.4 0.345368 0.070752 ENSG00000145781
C5orf49 ENSG00000215217.2 0.050089 0.048915 ENSG00000215217
SEC23B ENSG00000101310.10 0.197457 0.06515 ENSG00000101310
REP15 ENSG00000174236.2 0.216807 0.074249 ENSG00000174236
SPPL2A ENSG00000138600.5 0.066908 0.041944 ENSG00000138600
PRPF31 ENSG00000105618.9 0.07129 0.069094 ENSG00000105618
ATP2C2 ENSG00000064270.8 0.102841 0.072532 ENSG00000064270
ATF6 ENSG00000118217.5 0.064893 0.0481 ENSG00000118217
MPG ENSG00000103152.7 0.056222 0.051424 ENSG00000103152
LENG8 ENSG00000167615.12 0.092341 0.073269 ENSG00000167615
GNPAT ENSG00000116906.7 0.090271 0.054481 ENSG00000116906
PARP14 ENSG00000173193.9 0.160618 0.067174 ENSG00000173193
TMEM165 ENSG00000134851.7 0.115819 0.054965 ENSG00000134851
SUPT20H ENSG00000102710.15 0.085462 0.053404 ENSG00000102710
