AssociatedGeneName EnsemblGeneID h2.Lung se.Lung ensid
APIP ENSG00000149089.8 0.530079 0.069155 ENSG00000149089
LRRC37A2 ENSG00000238083.3 0.41729 0.082617 ENSG00000238083
ZNF641 ENSG00000167528.8 0.086468 0.053687 ENSG00000167528
TUFM ENSG00000178952.4 0.192299 0.075251 ENSG00000178952
KCNMA1 ENSG00000156113.16 0.281892 0.087532 ENSG00000156113
PRSS46 ENSG00000261603.1 0.038365 0.050832 ENSG00000261603
FAM151B ENSG00000152380.5 0.010547 0.037878 ENSG00000152380
RRP7A ENSG00000189306.6 0.523952 0.086821 ENSG00000189306
ARHGAP22 ENSG00000128805.10 0.029887 0.054385 ENSG00000128805
LIMS2 ENSG00000072163.14 0.110275 0.070062 ENSG00000072163
WASH4P ENSG00000234769.4 0.014693 0.062602 ENSG00000234769
SLC24A5 ENSG00000188467.6 0.073294 0.056857 ENSG00000188467
ANKRD34B ENSG00000189127.3 0.107069 0.059482 ENSG00000189127
CCDC109B ENSG00000005059.11 0.036004 0.053392 ENSG00000005059
PCYOX1L ENSG00000145882.6 0.180901 0.087398 ENSG00000145882
RBPMS2 ENSG00000166831.4 0.020504 0.034898 ENSG00000166831
SMIM20 ENSG00000250317.4 0.133322 0.07894 ENSG00000250317
AL359195.1 ENSG00000204038.3 0.023775 0.051023 ENSG00000204038
PKP4 ENSG00000144283.17 0.033824 0.042744 ENSG00000144283
TACSTD2 ENSG00000184292.5 0.065155 0.05676 ENSG00000184292
GM2A ENSG00000196743.4 0.080882 0.069114 ENSG00000196743
LIPN ENSG00000204020.5 0.214015 0.076475 ENSG00000204020
PCDHB8 ENSG00000120322.2 0.26366 0.076285 ENSG00000120322
ZNF266 ENSG00000174652.13 0.492733 0.067657 ENSG00000174652
WARS ENSG00000140105.13 0.129758 0.084383 ENSG00000140105
APOL4 ENSG00000100336.13 0.239944 0.085552 ENSG00000100336
NTPCR ENSG00000135778.6 0.233508 0.084844 ENSG00000135778
PTK7 ENSG00000112655.11 0.085041 0.076663 ENSG00000112655
ABHD4 ENSG00000100439.6 0.096174 0.075468 ENSG00000100439
ETV7 ENSG00000010030.9 0.187611 0.072063 ENSG00000010030
POLR2J ENSG00000005075.11 0.167163 0.082082 ENSG00000005075
MOSPD3 ENSG00000106330.7 0.061189 0.049731 ENSG00000106330
PMM2 ENSG00000140650.7 0.03453 0.064982 ENSG00000140650
ATMIN ENSG00000166454.5 0.107117 0.08853 ENSG00000166454
AKR1C1 ENSG00000187134.8 0.123447 0.07041 ENSG00000187134
GBP3 ENSG00000117226.7 0.583767 0.072058 ENSG00000117226
CDHR3 ENSG00000128536.11 0.173274 0.089067 ENSG00000128536
PILRB ENSG00000121716.13 0.535872 0.073956 ENSG00000121716
C15orf57 ENSG00000128891.11 0.398514 0.069952 ENSG00000128891
IFT88 ENSG00000032742.13 0.249527 0.081411 ENSG00000032742
ARL14EP ENSG00000152219.4 0.129194 0.05628 ENSG00000152219
VNN1 ENSG00000112299.7 0.25211 0.084594 ENSG00000112299
ANXA8L2 ENSG00000186807.9 0.096247 0.068251 ENSG00000186807
GSTM2 ENSG00000213366.8 0.173361 0.082046 ENSG00000213366
ZNF205 ENSG00000122386.6 0.080056 0.064708 ENSG00000122386
RBM43 ENSG00000184898.6 0.022153 0.047766 ENSG00000184898
CISD1 ENSG00000122873.7 0.258289 0.084287 ENSG00000122873
GAL ENSG00000069482.6 0.065152 0.060032 ENSG00000069482
TMEM50B ENSG00000142188.12 0.459327 0.075831 ENSG00000142188
RAD51C ENSG00000108384.10 0.111567 0.058263 ENSG00000108384
PCSK5 ENSG00000099139.9 0.168939 0.089459 ENSG00000099139
RBMS2 ENSG00000076067.7 0.073032 0.059082 ENSG00000076067
USP53 ENSG00000145390.7 0.231782 0.076235 ENSG00000145390
CAST ENSG00000153113.19 0.308875 0.082589 ENSG00000153113
C17orf97 ENSG00000187624.7 0.458301 0.092692 ENSG00000187624
ARL17B ENSG00000228696.4 0.314715 0.094664 ENSG00000228696
LFNG ENSG00000106003.8 0.033277 0.056107 ENSG00000106003
CAMK1D ENSG00000183049.8 0.288353 0.103672 ENSG00000183049
GLIS3 ENSG00000107249.17 0.074922 0.079195 ENSG00000107249
ISL2 ENSG00000159556.5 0.053955 0.039944 ENSG00000159556
FAM83D ENSG00000101447.9 0.158809 0.094713 ENSG00000101447
ADAT1 ENSG00000065457.6 0.463463 0.074427 ENSG00000065457
HMGXB3 ENSG00000113716.8 0.040348 0.060063 ENSG00000113716
NME4 ENSG00000103202.8 0.064114 0.061917 ENSG00000103202
GCC2 ENSG00000135968.15 0.37597 0.078206 ENSG00000135968
TNFAIP6 ENSG00000123610.3 0.086329 0.05818 ENSG00000123610
OPN4 ENSG00000122375.7 0.062986 0.054082 ENSG00000122375
PCDHB11 ENSG00000197479.4 0.216765 0.072197 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.606608 0.06894 ENSG00000171903
QDPR ENSG00000151552.7 0.136647 0.080214 ENSG00000151552
TDGF1 ENSG00000241186.3 0.548478 0.079803 ENSG00000241186
NSFL1C ENSG00000088833.12 0.119435 0.082775 ENSG00000088833
KLK15 ENSG00000174562.9 0.058681 0.071344 ENSG00000174562
FANCA ENSG00000187741.10 0.298801 0.090799 ENSG00000187741
RSPO4 ENSG00000101282.4 0.215099 0.09587 ENSG00000101282
CDC42EP1 ENSG00000128283.6 0.082601 0.076072 ENSG00000128283
GSTM1 ENSG00000134184.8 0.519527 0.088303 ENSG00000134184
COG1 ENSG00000166685.7 0.065686 0.075555 ENSG00000166685
ZFP28 ENSG00000196867.3 0.11056 0.069933 ENSG00000196867
TMEM50A ENSG00000183726.6 0.1013 0.073829 ENSG00000183726
YIPF5 ENSG00000145817.12 0.18934 0.071853 ENSG00000145817
CCDC102A ENSG00000135736.5 0.098431 0.075329 ENSG00000135736
KIAA2013 ENSG00000116685.11 0.018525 0.044105 ENSG00000116685
ZNF555 ENSG00000186300.7 0.041446 0.070673 ENSG00000186300
TRIM4 ENSG00000146833.11 0.295531 0.076096 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.320424 0.087045 ENSG00000100191
DTD1 ENSG00000125821.7 0.04783 0.054162 ENSG00000125821
IQCB1 ENSG00000173226.12 0.257955 0.073946 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.559711 0.083278 ENSG00000101307
BSPRY ENSG00000119411.10 0.01908 0.050434 ENSG00000119411
PDSS1 ENSG00000148459.11 0.122632 0.065942 ENSG00000148459
PPARGC1A ENSG00000109819.4 0.057774 0.058889 ENSG00000109819
FRRS1 ENSG00000156869.8 0.017942 0.050993 ENSG00000156869
COG5 ENSG00000164597.9 0.059425 0.050836 ENSG00000164597
MTHFS ENSG00000136371.5 0.301071 0.078909 ENSG00000136371
PLVAP ENSG00000130300.4 0.109759 0.07618 ENSG00000130300
PPIP5K2 ENSG00000145725.14 0.036398 0.040513 ENSG00000145725
C10orf107 ENSG00000183346.6 0.286396 0.076648 ENSG00000183346
BCAT1 ENSG00000060982.10 0.041309 0.063803 ENSG00000060982
ASNSD1 ENSG00000138381.5 0.136993 0.069079 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.305745 0.079159 ENSG00000196963
TMEM45A ENSG00000181458.6 0.030221 0.043361 ENSG00000181458
FUT3 ENSG00000171124.8 0.053702 0.077019 ENSG00000171124
ZFP90 ENSG00000184939.10 0.169176 0.069035 ENSG00000184939
TXNDC2 ENSG00000168454.9 0.016872 0.065162 ENSG00000168454
CDH23 ENSG00000107736.15 0.045338 0.06172 ENSG00000107736
CD40 ENSG00000101017.9 0.187959 0.080418 ENSG00000101017
ZNF586 ENSG00000083828.11 0.104445 0.063109 ENSG00000083828
ZNF282 ENSG00000170265.7 0.074442 0.062411 ENSG00000170265
TDRD6 ENSG00000180113.11 0.218047 0.079524 ENSG00000180113
CCDC74A ENSG00000163040.10 0.0185 0.03902 ENSG00000163040
TNFRSF25 ENSG00000215788.5 0.021733 0.036178 ENSG00000215788
GSDMB ENSG00000073605.14 0.063097 0.048403 ENSG00000073605
RNASEH2C ENSG00000172922.4 0.068484 0.054225 ENSG00000172922
TRIM37 ENSG00000108395.9 0.071041 0.044429 ENSG00000108395
DSCC1 ENSG00000136982.5 0.200127 0.069341 ENSG00000136982
VPS36 ENSG00000136100.8 0.07687 0.058159 ENSG00000136100
COG6 ENSG00000133103.12 0.041183 0.051197 ENSG00000133103
PPP1R16A ENSG00000160972.5 0.065074 0.050817 ENSG00000160972
ORAI2 ENSG00000160991.10 0.034498 0.048718 ENSG00000160991
ANXA8L1 ENSG00000150165.13 0.21804 0.081606 ENSG00000150165
SLC22A5 ENSG00000197375.8 0.166192 0.0676 ENSG00000197375
APOLD1 ENSG00000178878.7 0.04588 0.066047 ENSG00000178878
MRPL2 ENSG00000112651.7 0.060544 0.06639 ENSG00000112651
NIPAL1 ENSG00000163293.7 0.273306 0.076315 ENSG00000163293
EPSTI1 ENSG00000133106.10 0.012858 0.041498 ENSG00000133106
UBBP4 ENSG00000263563.1 0.013793 0.054255 ENSG00000263563
DDX11 ENSG00000013573.12 0.779863 0.042581 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.165657 0.072435 ENSG00000136144
NR2F6 ENSG00000160113.5 0.025089 0.059037 ENSG00000160113
ZNF589 ENSG00000164048.9 0.2071 0.083842 ENSG00000164048
C22orf43 ENSG00000189269.7 0.632647 0.067086 ENSG00000189269
ZNF605 ENSG00000196458.6 0.103606 0.057536 ENSG00000196458
TMEM230 ENSG00000089063.10 0.124532 0.088473 ENSG00000089063
BSG ENSG00000172270.14 0.040967 0.062969 ENSG00000172270
ANKRD49 ENSG00000168876.4 0.179627 0.091 ENSG00000168876
C4BPA ENSG00000123838.6 0.708134 0.067312 ENSG00000123838
CMTM8 ENSG00000170293.4 0.14403 0.079479 ENSG00000170293
SLC25A51 ENSG00000122696.8 0.177673 0.072404 ENSG00000122696
ATP6V0E2 ENSG00000171130.13 0.034645 0.065245 ENSG00000171130
SH3BP1 ENSG00000100092.16 0.206226 0.0917 ENSG00000100092
CYP4F12 ENSG00000186204.9 0.175498 0.075887 ENSG00000186204
PLEC ENSG00000178209.10 0.24396 0.068603 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.309998 0.078985 ENSG00000108592
CLEC4A ENSG00000111729.8 0.01055 0.047072 ENSG00000111729
ZNF554 ENSG00000172006.7 0.024003 0.059995 ENSG00000172006
RNF17 ENSG00000132972.13 0.139983 0.077768 ENSG00000132972
LMBR1 ENSG00000105983.14 0.035137 0.06115 ENSG00000105983
CRISP2 ENSG00000124490.9 0.049644 0.048312 ENSG00000124490
STEAP1B ENSG00000105889.10 0.011559 0.05152 ENSG00000105889
ERO1LB ENSG00000086619.9 0.021625 0.046114 ENSG00000086619
LRRC8B ENSG00000197147.8 0.135107 0.072416 ENSG00000197147
SLC25A26 ENSG00000144741.12 0.034387 0.064226 ENSG00000144741
RAVER2 ENSG00000162437.10 0.010223 0.039922 ENSG00000162437
ZNF783 ENSG00000204946.5 0.128952 0.072532 ENSG00000204946
PDZRN3 ENSG00000121440.10 0.128776 0.080603 ENSG00000121440
VPS28 ENSG00000160948.9 0.455158 0.085942 ENSG00000160948
SERPINC1 ENSG00000117601.9 0.174087 0.075929 ENSG00000117601
GSDMA ENSG00000167914.6 0.39689 0.080438 ENSG00000167914
HSD17B7 ENSG00000132196.8 0.019437 0.05475 ENSG00000132196
TOB1 ENSG00000141232.4 0.03866 0.05554 ENSG00000141232
SAYSD1 ENSG00000112167.5 0.049292 0.059185 ENSG00000112167
PI3 ENSG00000124102.4 0.030406 0.061883 ENSG00000124102
CHAF1A ENSG00000167670.11 0.326493 0.087864 ENSG00000167670
UBN2 ENSG00000157741.9 0.079169 0.076632 ENSG00000157741
SRD5A3 ENSG00000128039.6 0.348099 0.086847 ENSG00000128039
YTHDC2 ENSG00000047188.11 0.16315 0.067111 ENSG00000047188
PCSK9 ENSG00000169174.9 0.101967 0.078014 ENSG00000169174
NUTM2B ENSG00000188199.6 0.390639 0.083804 ENSG00000188199
PDXK ENSG00000160209.13 0.021634 0.046747 ENSG00000160209
IZUMO2 ENSG00000161652.8 0.035315 0.061665 ENSG00000161652
IRF6 ENSG00000117595.6 0.013378 0.041087 ENSG00000117595
KLHL10 ENSG00000161594.6 0.103046 0.059462 ENSG00000161594
C15orf27 ENSG00000169758.8 0.013825 0.030663 ENSG00000169758
TNNT1 ENSG00000105048.12 0.047464 0.075687 ENSG00000105048
POMZP3 ENSG00000146707.10 0.648552 0.063839 ENSG00000146707
SIN3B ENSG00000127511.5 0.048902 0.059092 ENSG00000127511
DDT ENSG00000099977.9 0.046975 0.054931 ENSG00000099977
SUPT4H1 ENSG00000213246.2 0.040963 0.048576 ENSG00000213246
SEC16A ENSG00000148396.14 0.260798 0.07925 ENSG00000148396
TRIOBP ENSG00000100106.15 0.110422 0.070753 ENSG00000100106
LGALS2 ENSG00000100079.5 0.221346 0.087579 ENSG00000100079
PPWD1 ENSG00000113593.7 0.03031 0.060975 ENSG00000113593
RPH3AL ENSG00000181031.11 0.092241 0.073903 ENSG00000181031
SPG20 ENSG00000133104.8 0.011205 0.037683 ENSG00000133104
C1QTNF6 ENSG00000133466.9 0.026665 0.062434 ENSG00000133466
GIMAP4 ENSG00000133574.5 0.041451 0.056429 ENSG00000133574
CAT ENSG00000121691.4 0.23787 0.079105 ENSG00000121691
PTPRN2 ENSG00000155093.13 0.182148 0.082158 ENSG00000155093
KCNK17 ENSG00000124780.9 0.234744 0.084455 ENSG00000124780
POLR2E ENSG00000099817.7 0.416821 0.095301 ENSG00000099817
GPR56 ENSG00000205336.7 0.023411 0.062359 ENSG00000205336
INSIG1 ENSG00000186480.8 0.063205 0.07169 ENSG00000186480
UBR3 ENSG00000144357.12 0.100206 0.074435 ENSG00000144357
SLC28A2 ENSG00000137860.7 0.13862 0.065339 ENSG00000137860
ACOX3 ENSG00000087008.11 0.088061 0.063643 ENSG00000087008
OVCH1 ENSG00000187950.4 0.109687 0.063669 ENSG00000187950
CRTC1 ENSG00000105662.11 0.113636 0.073071 ENSG00000105662
KCNQ5 ENSG00000185760.11 0.028997 0.056013 ENSG00000185760
HTRA3 ENSG00000170801.5 0.074374 0.067353 ENSG00000170801
CPSF3 ENSG00000119203.9 0.013989 0.034786 ENSG00000119203
ITIH2 ENSG00000151655.13 0.182886 0.08461 ENSG00000151655
ZNF223 ENSG00000178386.8 0.039613 0.078927 ENSG00000178386
TBC1D10C ENSG00000175463.7 0.013603 0.040339 ENSG00000175463
SLC25A27 ENSG00000153291.11 0.171481 0.077056 ENSG00000153291
EMR1 ENSG00000174837.10 0.298498 0.097914 ENSG00000174837
NECAP1 ENSG00000089818.12 0.038779 0.043977 ENSG00000089818
RGS14 ENSG00000169220.13 0.071784 0.06154 ENSG00000169220
TIGD3 ENSG00000173825.6 0.034203 0.044818 ENSG00000173825
ZNF333 ENSG00000160961.7 0.354144 0.09077 ENSG00000160961
SGIP1 ENSG00000118473.17 0.054885 0.059842 ENSG00000118473
TMEM132D ENSG00000151952.10 0.114677 0.099307 ENSG00000151952
WDR19 ENSG00000157796.13 0.069315 0.052767 ENSG00000157796
FLVCR1 ENSG00000162769.8 0.107674 0.069022 ENSG00000162769
TAF1C ENSG00000103168.12 0.519507 0.091791 ENSG00000103168
FCRLB ENSG00000162746.10 0.031633 0.047967 ENSG00000162746
FAM227A ENSG00000184949.10 0.074529 0.054056 ENSG00000184949
HDDC2 ENSG00000111906.12 0.280575 0.079016 ENSG00000111906
PF4V1 ENSG00000109272.3 0.029252 0.050317 ENSG00000109272
SAMD4A ENSG00000020577.9 0.026164 0.062735 ENSG00000020577
ZNF320 ENSG00000182986.8 0.699819 0.070325 ENSG00000182986
PM20D1 ENSG00000162877.8 0.404556 0.077516 ENSG00000162877
LRRC43 ENSG00000158113.8 0.053419 0.048754 ENSG00000158113
CCDC79 ENSG00000249961.5 0.020644 0.043812 ENSG00000249961
L1TD1 ENSG00000240563.1 0.158428 0.081233 ENSG00000240563
FAM196B ENSG00000204767.3 0.045063 0.068496 ENSG00000204767
DMWD ENSG00000185800.7 0.011677 0.072998 ENSG00000185800
CCDC66 ENSG00000180376.12 0.181737 0.071135 ENSG00000180376
GNG7 ENSG00000176533.8 0.121938 0.082672 ENSG00000176533
IL11 ENSG00000095752.2 0.099184 0.08899 ENSG00000095752
NDFIP1 ENSG00000131507.9 0.038881 0.059815 ENSG00000131507
FAM170B ENSG00000172538.6 0.077157 0.053951 ENSG00000172538
GLDC ENSG00000178445.8 0.394014 0.09355 ENSG00000178445
RSPRY1 ENSG00000159579.9 0.059063 0.065794 ENSG00000159579
TMEM223 ENSG00000168569.7 0.014626 0.050112 ENSG00000168569
SDCCAG8 ENSG00000054282.11 0.077685 0.053603 ENSG00000054282
CDC42BPA ENSG00000143776.14 0.107662 0.062216 ENSG00000143776
TMEM64 ENSG00000180694.9 0.025929 0.048255 ENSG00000180694
AP3M1 ENSG00000185009.8 0.068639 0.059441 ENSG00000185009
TUBA3C ENSG00000198033.7 0.081781 0.058153 ENSG00000198033
ECHDC2 ENSG00000121310.12 0.055153 0.051842 ENSG00000121310
COPS3 ENSG00000141030.8 0.030437 0.063298 ENSG00000141030
FAAH ENSG00000117480.11 0.018777 0.033286 ENSG00000117480
NPTXR ENSG00000221890.2 0.04527 0.053185 ENSG00000221890
VPS13B ENSG00000132549.14 0.020159 0.031477 ENSG00000132549
GSTK1 ENSG00000197448.9 0.102889 0.067256 ENSG00000197448
ART5 ENSG00000167311.9 0.02762 0.046354 ENSG00000167311
RNF166 ENSG00000158717.6 0.063452 0.076311 ENSG00000158717
CD55 ENSG00000196352.9 0.105614 0.065538 ENSG00000196352
SNX31 ENSG00000174226.4 0.186593 0.080882 ENSG00000174226
WFDC1 ENSG00000103175.6 0.038957 0.074583 ENSG00000103175
PCP2 ENSG00000174788.5 0.28771 0.087664 ENSG00000174788
GPR114 ENSG00000159618.11 0.062081 0.070229 ENSG00000159618
ARFGAP3 ENSG00000242247.6 0.085343 0.060061 ENSG00000242247
MYO1F ENSG00000142347.12 0.078494 0.071134 ENSG00000142347
HS2ST1 ENSG00000153936.12 0.12705 0.071774 ENSG00000153936
EFCAB13 ENSG00000178852.11 0.175943 0.070422 ENSG00000178852
CLEC18C ENSG00000157335.15 0.417919 0.083849 ENSG00000157335
SSB ENSG00000138385.11 0.034863 0.058764 ENSG00000138385
PSAT1 ENSG00000135069.9 0.01345 0.048955 ENSG00000135069
RHPN1 ENSG00000158106.8 0.162769 0.08084 ENSG00000158106
EPO ENSG00000130427.2 0.027577 0.038713 ENSG00000130427
GSAP ENSG00000186088.11 0.023844 0.050613 ENSG00000186088
BTN2A1 ENSG00000112763.11 0.010021 0.027622 ENSG00000112763
NUP43 ENSG00000120253.9 0.074744 0.053616 ENSG00000120253
SHC1 ENSG00000160691.14 0.054831 0.050792 ENSG00000160691
SEC22A ENSG00000121542.7 0.258019 0.071686 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.416731 0.080929 ENSG00000213214
MCF2L ENSG00000126217.16 0.048501 0.064482 ENSG00000126217
PSMB10 ENSG00000205220.7 0.031112 0.043504 ENSG00000205220
SULT1A1 ENSG00000196502.7 0.097228 0.05997 ENSG00000196502
LURAP1L ENSG00000153714.5 0.017588 0.051127 ENSG00000153714
PROK1 ENSG00000143125.5 0.041351 0.063147 ENSG00000143125
CMTM5 ENSG00000166091.15 0.039126 0.066244 ENSG00000166091
D2HGDH ENSG00000180902.12 0.015003 0.053047 ENSG00000180902
TTC18 ENSG00000156042.13 0.310323 0.095775 ENSG00000156042
RLF ENSG00000117000.8 0.024853 0.049677 ENSG00000117000
CLN6 ENSG00000128973.7 0.064817 0.059499 ENSG00000128973
PCDH15 ENSG00000150275.13 0.086422 0.071147 ENSG00000150275
AK5 ENSG00000154027.14 0.048091 0.059203 ENSG00000154027
ERP27 ENSG00000139055.2 0.361838 0.07549 ENSG00000139055
PKD2 ENSG00000118762.3 0.065392 0.057866 ENSG00000118762
GNMT ENSG00000124713.5 0.231133 0.082798 ENSG00000124713
FANCC ENSG00000158169.7 0.018261 0.073484 ENSG00000158169
C19orf40 ENSG00000131944.5 0.043199 0.061321 ENSG00000131944
PLD1 ENSG00000075651.11 0.06347 0.050478 ENSG00000075651
TPM2 ENSG00000198467.9 0.028786 0.048677 ENSG00000198467
SCML4 ENSG00000146285.9 0.079096 0.067141 ENSG00000146285
MANSC4 ENSG00000205693.3 0.039178 0.047704 ENSG00000205693
MRI1 ENSG00000037757.9 0.418469 0.095137 ENSG00000037757
ZNF419 ENSG00000105136.15 0.211151 0.078927 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.242753 0.088366 ENSG00000198203
PCDH1 ENSG00000156453.9 0.035442 0.053815 ENSG00000156453
ZNF652 ENSG00000198740.4 0.058596 0.064727 ENSG00000198740
TOP1MT ENSG00000184428.8 0.080761 0.063866 ENSG00000184428
ABHD3 ENSG00000158201.5 0.072642 0.07385 ENSG00000158201
SPRY2 ENSG00000136158.6 0.117906 0.061375 ENSG00000136158
TTC28 ENSG00000100154.10 0.018674 0.058804 ENSG00000100154
