AssociatedGeneName EnsemblGeneID h2.ArteryTibial se.ArteryTibial ensid
ANK3 ENSG00000151150.15 0.146077 0.075866 ENSG00000151150
MON1B ENSG00000103111.10 0.08691 0.064472 ENSG00000103111
GLRB ENSG00000109738.6 0.111668 0.087029 ENSG00000109738
PROZ ENSG00000126231.9 0.214062 0.075254 ENSG00000126231
GPX7 ENSG00000116157.5 0.605552 0.065731 ENSG00000116157
LAMC1 ENSG00000135862.5 0.139618 0.068423 ENSG00000135862
SNF8 ENSG00000159210.5 0.09624 0.062446 ENSG00000159210
JAG2 ENSG00000184916.4 0.073915 0.073435 ENSG00000184916
IRAK1BP1 ENSG00000146243.9 0.248908 0.070978 ENSG00000146243
THAP5 ENSG00000177683.9 0.17068 0.073575 ENSG00000177683
TCTEX1D1 ENSG00000152760.5 0.215483 0.076846 ENSG00000152760
FGL2 ENSG00000127951.5 0.112766 0.060455 ENSG00000127951
TENC1 ENSG00000111077.13 0.236878 0.087609 ENSG00000111077
TRABD ENSG00000170638.5 0.254492 0.083124 ENSG00000170638
SLC18B1 ENSG00000146409.6 0.055315 0.068651 ENSG00000146409
TMEM150A ENSG00000168890.9 0.064322 0.059651 ENSG00000168890
NARFL ENSG00000103245.9 0.251056 0.094042 ENSG00000103245
EPCAM ENSG00000119888.6 0.054423 0.059775 ENSG00000119888
TRAK1 ENSG00000182606.10 0.092402 0.070851 ENSG00000182606
TBC1D7 ENSG00000145979.13 0.103242 0.064929 ENSG00000145979
NIT2 ENSG00000114021.6 0.094839 0.054122 ENSG00000114021
STRIP2 ENSG00000128578.5 0.088721 0.059888 ENSG00000128578
ZNF83 ENSG00000167766.13 0.525592 0.087119 ENSG00000167766
AP4M1 ENSG00000221838.5 0.244376 0.073124 ENSG00000221838
SSBP4 ENSG00000130511.10 0.162524 0.073294 ENSG00000130511
CC2D1B ENSG00000154222.10 0.228974 0.074382 ENSG00000154222
PLEKHO1 ENSG00000023902.9 0.088814 0.068769 ENSG00000023902
DHX37 ENSG00000150990.3 0.167714 0.088801 ENSG00000150990
ZNF425 ENSG00000204947.4 0.093705 0.056162 ENSG00000204947
TTLL12 ENSG00000100304.12 0.314244 0.093875 ENSG00000100304
RFT1 ENSG00000163933.5 0.427478 0.077946 ENSG00000163933
LACTB2 ENSG00000147592.4 0.147472 0.064587 ENSG00000147592
TRDMT1 ENSG00000107614.17 0.214613 0.070348 ENSG00000107614
UCHL3 ENSG00000118939.13 0.277407 0.082688 ENSG00000118939
FAM102B ENSG00000162636.11 0.05757 0.061007 ENSG00000162636
UFL1 ENSG00000014123.9 0.08455 0.059643 ENSG00000014123
AL161915.1 ENSG00000212670.1 0.142162 0.080267 ENSG00000212670
AKT1 ENSG00000142208.11 0.055921 0.056456 ENSG00000142208
APBB1IP ENSG00000077420.11 0.317269 0.080396 ENSG00000077420
PRKRIP1 ENSG00000128563.9 0.230018 0.079791 ENSG00000128563
HPD ENSG00000158104.7 0.130443 0.067575 ENSG00000158104
FAM192A ENSG00000172775.12 0.316728 0.082044 ENSG00000172775
CDC16 ENSG00000130177.10 0.2749 0.073837 ENSG00000130177
CKAP2L ENSG00000169607.8 0.056232 0.049126 ENSG00000169607
SSX2IP ENSG00000117155.12 0.193671 0.080336 ENSG00000117155
CCDC82 ENSG00000149231.7 0.054061 0.064293 ENSG00000149231
ARC ENSG00000198576.2 0.056474 0.056074 ENSG00000198576
NUCB1 ENSG00000104805.11 0.256677 0.093198 ENSG00000104805
TRIM69 ENSG00000185880.8 0.479186 0.075526 ENSG00000185880
CPSF1 ENSG00000071894.10 0.766359 0.045082 ENSG00000071894
CYB561D1 ENSG00000174151.10 0.091128 0.071444 ENSG00000174151
PRSS37 ENSG00000165076.9 0.073693 0.052768 ENSG00000165076
HP ENSG00000257017.4 0.143151 0.064119 ENSG00000257017
MANEA ENSG00000172469.10 0.176829 0.073004 ENSG00000172469
C17orf53 ENSG00000125319.10 0.060943 0.052184 ENSG00000125319
GGACT ENSG00000134864.6 0.085258 0.068898 ENSG00000134864
ZNF646 ENSG00000167395.10 0.062459 0.049539 ENSG00000167395
GAD1 ENSG00000128683.9 0.267656 0.08352 ENSG00000128683
ALDH8A1 ENSG00000118514.9 0.408163 0.069766 ENSG00000118514
FAM20A ENSG00000108950.7 0.061488 0.059789 ENSG00000108950
MMP17 ENSG00000198598.2 0.088877 0.069144 ENSG00000198598
UBXN6 ENSG00000167671.7 0.168307 0.075292 ENSG00000167671
SLC45A4 ENSG00000022567.5 0.211236 0.082372 ENSG00000022567
SLC44A3 ENSG00000143036.12 0.117111 0.071519 ENSG00000143036
TLN2 ENSG00000171914.10 0.166881 0.074714 ENSG00000171914
WLS ENSG00000116729.9 0.092062 0.071621 ENSG00000116729
NPRL3 ENSG00000103148.11 0.461763 0.087016 ENSG00000103148
TCP11L1 ENSG00000176148.11 0.22506 0.072502 ENSG00000176148
SLC12A3 ENSG00000070915.5 0.125442 0.08041 ENSG00000070915
NUDT5 ENSG00000165609.8 0.052479 0.064137 ENSG00000165609
TRMT44 ENSG00000155275.14 0.108884 0.068028 ENSG00000155275
