AssociatedGeneName EnsemblGeneID h2.MuscleSkeletal se.MuscleSkeletal ensid
TMC2 ENSG00000149488.11 0.109316 0.062471 ENSG00000149488
SPEG ENSG00000072195.10 0.106837 0.062548 ENSG00000072195
GTF2A2 ENSG00000140307.6 0.203757 0.063137 ENSG00000140307
HOXB3 ENSG00000120093.7 0.125735 0.059091 ENSG00000120093
C16orf95 ENSG00000260456.2 0.344878 0.085535 ENSG00000260456
AASDH ENSG00000157426.9 0.129157 0.061214 ENSG00000157426
TMCO3 ENSG00000150403.13 0.293139 0.067984 ENSG00000150403
ATF1 ENSG00000123268.4 0.122588 0.062361 ENSG00000123268
ERAP2 ENSG00000164308.12 0.369814 0.071877 ENSG00000164308
HMGN2 ENSG00000198830.6 0.113587 0.057146 ENSG00000198830
UTP18 ENSG00000011260.9 0.220435 0.065275 ENSG00000011260
CYP51A1 ENSG00000001630.11 0.167224 0.058832 ENSG00000001630
ALG1L ENSG00000189366.5 0.223712 0.067831 ENSG00000189366
POLE ENSG00000177084.12 0.164799 0.061752 ENSG00000177084
RBL2 ENSG00000103479.10 0.152683 0.061176 ENSG00000103479
MYO18B ENSG00000133454.11 0.118058 0.070563 ENSG00000133454
DDO ENSG00000203797.4 0.144304 0.069591 ENSG00000203797
GAR1 ENSG00000109534.12 0.106997 0.061526 ENSG00000109534
AP4E1 ENSG00000081014.6 0.105106 0.052402 ENSG00000081014
NDUFAF1 ENSG00000137806.4 0.508981 0.064308 ENSG00000137806
TTC16 ENSG00000167094.11 0.11072 0.05688 ENSG00000167094
RCN1 ENSG00000049449.4 0.181584 0.063945 ENSG00000049449
PFDN1 ENSG00000113068.5 0.236239 0.063574 ENSG00000113068
MAPK9 ENSG00000050748.12 0.145279 0.060228 ENSG00000050748
LDOC1L ENSG00000188636.3 0.127796 0.071323 ENSG00000188636
TTC7B ENSG00000165914.10 0.106278 0.059391 ENSG00000165914
EMC10 ENSG00000161671.12 0.100931 0.06805 ENSG00000161671
RRP12 ENSG00000052749.9 0.127356 0.057716 ENSG00000052749
TNNI2 ENSG00000130598.11 0.152405 0.065653 ENSG00000130598
CDC25A ENSG00000164045.7 0.134663 0.063965 ENSG00000164045
UPK3A ENSG00000100373.5 0.138014 0.076553 ENSG00000100373
APOL2 ENSG00000128335.9 0.125847 0.070451 ENSG00000128335
WBP1L ENSG00000166272.12 0.154275 0.061156 ENSG00000166272
GSR ENSG00000104687.8 0.103805 0.062617 ENSG00000104687
SACS ENSG00000151835.9 0.146001 0.067996 ENSG00000151835
SLC5A9 ENSG00000117834.8 0.155807 0.063849 ENSG00000117834
C2CD2 ENSG00000157617.12 0.211782 0.078042 ENSG00000157617
MX1 ENSG00000157601.9 0.107064 0.063115 ENSG00000157601
PEX1 ENSG00000127980.11 0.102342 0.052783 ENSG00000127980
GSDMD ENSG00000104518.6 0.102859 0.053011 ENSG00000104518
FBN3 ENSG00000142449.8 0.179566 0.07027 ENSG00000142449
MAN2C1 ENSG00000140400.10 0.128292 0.052508 ENSG00000140400
RP11-176H8.1 ENSG00000203546.3 0.106866 0.056082 ENSG00000203546
SH3D21 ENSG00000214193.5 0.109332 0.059387 ENSG00000214193
CSRNP3 ENSG00000178662.11 0.105837 0.055004 ENSG00000178662
NMRK1 ENSG00000106733.16 0.144869 0.059838 ENSG00000106733
OSCAR ENSG00000170909.9 0.160318 0.07939 ENSG00000170909
SFI1 ENSG00000198089.10 0.122873 0.052935 ENSG00000198089
PROSER2 ENSG00000148426.8 0.206641 0.073189 ENSG00000148426
PLCG2 ENSG00000197943.5 0.125318 0.073376 ENSG00000197943
TIPIN ENSG00000075131.5 0.143556 0.054715 ENSG00000075131
UMPS ENSG00000114491.9 0.112339 0.054967 ENSG00000114491
MEGF10 ENSG00000145794.12 0.133032 0.060871 ENSG00000145794
GPR111 ENSG00000164393.4 0.124884 0.051114 ENSG00000164393
LDHC ENSG00000166796.7 0.1247 0.06414 ENSG00000166796
CD80 ENSG00000121594.7 0.285691 0.077332 ENSG00000121594
RNASEH2B ENSG00000136104.13 0.277915 0.070803 ENSG00000136104
BRI3BP ENSG00000184992.10 0.127962 0.072534 ENSG00000184992
JUN ENSG00000177606.5 0.10886 0.054928 ENSG00000177606
FAM60A ENSG00000139146.9 0.120288 0.059815 ENSG00000139146
ZMYND19 ENSG00000165724.5 0.102951 0.057842 ENSG00000165724
ACTR3C ENSG00000106526.6 0.221497 0.064802 ENSG00000106526
SLC15A2 ENSG00000163406.6 0.149016 0.06242 ENSG00000163406
AC010536.1 ENSG00000226180.2 0.137146 0.07359 ENSG00000226180
SLC23A2 ENSG00000089057.10 0.104593 0.064541 ENSG00000089057
NCOA5 ENSG00000124160.7 0.108005 0.061199 ENSG00000124160
HIST2H3D ENSG00000183598.3 0.155638 0.068887 ENSG00000183598
TIAM2 ENSG00000146426.13 0.142203 0.068249 ENSG00000146426
GPR180 ENSG00000152749.7 0.295158 0.06792 ENSG00000152749
MAEL ENSG00000143194.8 0.119244 0.061791 ENSG00000143194
ZNF142 ENSG00000115568.11 0.149863 0.068926 ENSG00000115568
ULK2 ENSG00000083290.15 0.119848 0.059756 ENSG00000083290
OTX2 ENSG00000165588.12 0.11655 0.063236 ENSG00000165588
KANSL2 ENSG00000139620.8 0.360575 0.075097 ENSG00000139620
DNAJC18 ENSG00000170464.5 0.190469 0.066687 ENSG00000170464
NUP85 ENSG00000125450.6 0.102709 0.056571 ENSG00000125450
COPG2 ENSG00000158623.10 0.103176 0.06413 ENSG00000158623
HMGB3 ENSG00000029993.10 0.131224 0.061086 ENSG00000029993
MTIF3 ENSG00000122033.10 0.118944 0.058074 ENSG00000122033
GOLGA8N ENSG00000232653.4 0.153729 0.069776 ENSG00000232653
CEP41 ENSG00000106477.13 0.105108 0.059597 ENSG00000106477
CD5 ENSG00000110448.6 0.129106 0.053695 ENSG00000110448
PACRGL ENSG00000163138.14 0.175505 0.060945 ENSG00000163138
GNPDA2 ENSG00000163281.6 0.222759 0.065912 ENSG00000163281
VPS13A ENSG00000197969.7 0.173874 0.062547 ENSG00000197969
RECQL5 ENSG00000108469.10 0.121478 0.059363 ENSG00000108469
LDHA ENSG00000134333.9 0.112807 0.053108 ENSG00000134333
TMX4 ENSG00000125827.4 0.112306 0.068438 ENSG00000125827
SUSD4 ENSG00000143502.9 0.152284 0.062194 ENSG00000143502
C20orf194 ENSG00000088854.11 0.129294 0.059023 ENSG00000088854
PRIM2 ENSG00000146143.13 0.14631 0.059469 ENSG00000146143
H1FNT ENSG00000187166.1 0.115349 0.048507 ENSG00000187166
DBNDD1 ENSG00000003249.9 0.105768 0.051777 ENSG00000003249
KCNJ2 ENSG00000123700.4 0.102155 0.05488 ENSG00000123700
USB1 ENSG00000103005.7 0.123984 0.062079 ENSG00000103005
ZNF57 ENSG00000171970.8 0.198235 0.077025 ENSG00000171970
IRS2 ENSG00000185950.7 0.103249 0.055528 ENSG00000185950
GLUL ENSG00000135821.11 0.172274 0.068493 ENSG00000135821
L3MBTL3 ENSG00000198945.3 0.146033 0.068638 ENSG00000198945
SLC35F1 ENSG00000196376.6 0.338653 0.070312 ENSG00000196376
TRPT1 ENSG00000149743.9 0.240079 0.063378 ENSG00000149743
KIAA1958 ENSG00000165185.10 0.149468 0.072872 ENSG00000165185
CDPF1 ENSG00000205643.6 0.162771 0.069878 ENSG00000205643
S100A10 ENSG00000197747.4 0.101571 0.056703 ENSG00000197747
EHF ENSG00000135373.8 0.113559 0.06178 ENSG00000135373
FGD6 ENSG00000180263.9 0.10292 0.062667 ENSG00000180263
ZNF473 ENSG00000142528.11 0.19029 0.07256 ENSG00000142528
TMEM60 ENSG00000135211.5 0.161652 0.054765 ENSG00000135211
FZD8 ENSG00000177283.4 0.10308 0.052553 ENSG00000177283
GPR97 ENSG00000182885.12 0.102686 0.062483 ENSG00000182885
PSMD5 ENSG00000095261.9 0.136063 0.055437 ENSG00000095261
SERGEF ENSG00000129158.6 0.123186 0.052002 ENSG00000129158
TYW3 ENSG00000162623.10 0.219075 0.065701 ENSG00000162623
PTGDR2 ENSG00000183134.4 0.109368 0.05994 ENSG00000183134
AKR1C2 ENSG00000151632.12 0.330277 0.077614 ENSG00000151632
SLC44A2 ENSG00000129353.10 0.270427 0.068794 ENSG00000129353
ZSCAN5A ENSG00000131848.5 0.140391 0.066088 ENSG00000131848
ZNF7 ENSG00000147789.11 0.109229 0.050074 ENSG00000147789
ANAPC4 ENSG00000053900.6 0.122946 0.05872 ENSG00000053900
SLC6A1 ENSG00000157103.6 0.100937 0.052742 ENSG00000157103
BRK1 ENSG00000254999.2 0.101261 0.051363 ENSG00000254999
PDE4C ENSG00000105650.16 0.115036 0.056346 ENSG00000105650
MRO ENSG00000134042.8 0.170511 0.07167 ENSG00000134042
PCGF6 ENSG00000156374.10 0.112865 0.065142 ENSG00000156374
PHYH ENSG00000107537.9 0.283345 0.07893 ENSG00000107537
ARG1 ENSG00000118520.8 0.138625 0.064923 ENSG00000118520
CPEB1 ENSG00000214575.5 0.171249 0.077277 ENSG00000214575
MFSD4 ENSG00000174514.8 0.145032 0.066031 ENSG00000174514
SCPEP1 ENSG00000121064.8 0.261291 0.076533 ENSG00000121064
MPPED2 ENSG00000066382.12 0.173627 0.062506 ENSG00000066382
DDX59 ENSG00000118197.9 0.297319 0.068582 ENSG00000118197
SPG7 ENSG00000197912.9 0.157082 0.061402 ENSG00000197912
S100P ENSG00000163993.6 0.109007 0.06958 ENSG00000163993
TRMT112 ENSG00000173113.2 0.155945 0.060775 ENSG00000173113
GLT1D1 ENSG00000151948.7 0.170216 0.078474 ENSG00000151948
ST6GALNAC2 ENSG00000070731.5 0.127479 0.065591 ENSG00000070731
DMRTA1 ENSG00000176399.2 0.169949 0.069428 ENSG00000176399
TSPO ENSG00000100300.13 0.186936 0.068521 ENSG00000100300
DHODH ENSG00000102967.7 0.11279 0.053139 ENSG00000102967
COQ5 ENSG00000110871.10 0.128345 0.05288 ENSG00000110871
KIAA0930 ENSG00000100364.13 0.465231 0.074589 ENSG00000100364
TMA7 ENSG00000232112.3 0.357447 0.082994 ENSG00000232112
TLE3 ENSG00000140332.11 0.176634 0.073036 ENSG00000140332
TFCP2L1 ENSG00000115112.7 0.277042 0.079993 ENSG00000115112
ZCCHC9 ENSG00000131732.7 0.145387 0.062543 ENSG00000131732
NLRP4 ENSG00000160505.11 0.176268 0.074484 ENSG00000160505
KLF5 ENSG00000102554.9 0.16152 0.062007 ENSG00000102554
C5AR1 ENSG00000197405.3 0.141042 0.066587 ENSG00000197405
ELANE ENSG00000197561.2 0.114112 0.063851 ENSG00000197561
NECAB1 ENSG00000123119.7 0.190086 0.068729 ENSG00000123119
SCIN ENSG00000006747.10 0.113751 0.055452 ENSG00000006747
EFHD2 ENSG00000142634.8 0.117076 0.063429 ENSG00000142634
ST6GALNAC1 ENSG00000070526.10 0.137763 0.064011 ENSG00000070526
ATP11B ENSG00000058063.11 0.112657 0.060188 ENSG00000058063
ASB16 ENSG00000161664.2 0.239934 0.071446 ENSG00000161664
RIPPLY2 ENSG00000203877.3 0.152352 0.062568 ENSG00000203877
FAM149B1 ENSG00000138286.9 0.101422 0.056695 ENSG00000138286
ARX ENSG00000004848.6 0.151862 0.080094 ENSG00000004848
PLBD1 ENSG00000121316.6 0.145004 0.063533 ENSG00000121316
PDE3A ENSG00000172572.6 0.144815 0.068124 ENSG00000172572
PPA1 ENSG00000180817.6 0.255176 0.075249 ENSG00000180817
ADAM22 ENSG00000008277.10 0.171178 0.05871 ENSG00000008277
CCDC169 ENSG00000242715.3 0.163008 0.058417 ENSG00000242715
IVD ENSG00000128928.4 0.121875 0.057608 ENSG00000128928
RNF123 ENSG00000164068.11 0.103784 0.055315 ENSG00000164068
APPL1 ENSG00000157500.6 0.10288 0.053475 ENSG00000157500
C10orf112 ENSG00000204740.5 0.161766 0.062596 ENSG00000204740
PGAM5 ENSG00000247077.2 0.14343 0.059413 ENSG00000247077
CFL1 ENSG00000172757.8 0.113754 0.055294 ENSG00000172757
SLC41A2 ENSG00000136052.5 0.149332 0.071068 ENSG00000136052
KRT7 ENSG00000135480.10 0.276813 0.077419 ENSG00000135480
MGAM ENSG00000257335.4 0.105391 0.056657 ENSG00000257335
FZD7 ENSG00000155760.1 0.154417 0.066676 ENSG00000155760
MTMR14 ENSG00000163719.14 0.224495 0.074771 ENSG00000163719
ZNF577 ENSG00000161551.8 0.151448 0.069904 ENSG00000161551
SUPV3L1 ENSG00000156502.9 0.104342 0.05752 ENSG00000156502
COL22A1 ENSG00000169436.12 0.132161 0.067746 ENSG00000169436
NCKAP5 ENSG00000176771.11 0.145011 0.063655 ENSG00000176771
TNNI1 ENSG00000159173.14 0.115563 0.060402 ENSG00000159173
TRMT6 ENSG00000089195.10 0.113612 0.064165 ENSG00000089195
JRKL ENSG00000183340.5 0.119278 0.064312 ENSG00000183340
PDHX ENSG00000110435.7 0.194582 0.072006 ENSG00000110435
NT5C1A ENSG00000116981.3 0.186701 0.072237 ENSG00000116981
PRR16 ENSG00000184838.10 0.125381 0.060923 ENSG00000184838
AKR1C3 ENSG00000196139.7 0.163362 0.070072 ENSG00000196139
GCOM1 ENSG00000137878.12 0.102519 0.063832 ENSG00000137878
CYP3A5 ENSG00000106258.9 0.108534 0.058275 ENSG00000106258
ACOX2 ENSG00000168306.8 0.101819 0.056849 ENSG00000168306
UNC45A ENSG00000140553.12 0.146372 0.063548 ENSG00000140553
PAPSS2 ENSG00000198682.8 0.263078 0.069348 ENSG00000198682
CD84 ENSG00000066294.10 0.104428 0.052587 ENSG00000066294
DYNC1I1 ENSG00000158560.10 0.161846 0.060172 ENSG00000158560
GCNT2 ENSG00000111846.11 0.106687 0.062062 ENSG00000111846
GSTM3 ENSG00000134202.6 0.216947 0.070834 ENSG00000134202
LRRC1 ENSG00000137269.10 0.111097 0.056706 ENSG00000137269
DNASE2 ENSG00000105612.4 0.172835 0.062523 ENSG00000105612
NUDT2 ENSG00000164978.13 0.184601 0.06033 ENSG00000164978
NME7 ENSG00000143156.9 0.145177 0.059082 ENSG00000143156
DPP9 ENSG00000142002.12 0.113984 0.065056 ENSG00000142002
PCMT1 ENSG00000120265.12 0.13229 0.054279 ENSG00000120265
GUF1 ENSG00000151806.9 0.19142 0.062646 ENSG00000151806
OLIG1 ENSG00000184221.8 0.133457 0.063395 ENSG00000184221
BCL7A ENSG00000110987.4 0.187532 0.06374 ENSG00000110987
CRB1 ENSG00000134376.9 0.1272 0.066427 ENSG00000134376
GRSF1 ENSG00000132463.9 0.110672 0.056185 ENSG00000132463
ASB4 ENSG00000005981.8 0.222772 0.065054 ENSG00000005981
B3GALT1 ENSG00000172318.3 0.120806 0.055476 ENSG00000172318
CSGALNACT2 ENSG00000169826.6 0.127535 0.058662 ENSG00000169826
TIMP3 ENSG00000100234.11 0.125464 0.071869 ENSG00000100234
KLF1 ENSG00000105610.4 0.155735 0.060442 ENSG00000105610
FAM47E-STBD1 ENSG00000118804.7 0.125761 0.053539 ENSG00000118804
ADIRF ENSG00000148671.9 0.120234 0.060026 ENSG00000148671
SH2D3A ENSG00000125731.8 0.139672 0.06597 ENSG00000125731
NOG ENSG00000183691.4 0.128601 0.063245 ENSG00000183691
RNF6 ENSG00000127870.12 0.143089 0.063541 ENSG00000127870
LPHN3 ENSG00000150471.10 0.15201 0.068661 ENSG00000150471
PARVG ENSG00000138964.11 0.156519 0.076271 ENSG00000138964
BNIP1 ENSG00000113734.13 0.138145 0.067277 ENSG00000113734
BICC1 ENSG00000122870.7 0.180878 0.0698 ENSG00000122870
FOXQ1 ENSG00000164379.4 0.176538 0.07213 ENSG00000164379
DDX51 ENSG00000185163.5 0.144119 0.059971 ENSG00000185163
GOPC ENSG00000047932.9 0.138213 0.05948 ENSG00000047932
TMEM37 ENSG00000171227.6 0.185017 0.068139 ENSG00000171227
RPL32 ENSG00000144713.8 0.104514 0.061953 ENSG00000144713
MTAP ENSG00000099810.14 0.185323 0.065924 ENSG00000099810
UBA7 ENSG00000182179.6 0.127527 0.065894 ENSG00000182179
BRCA2 ENSG00000139618.10 0.12198 0.057892 ENSG00000139618
FAM19A4 ENSG00000163377.10 0.103928 0.062596 ENSG00000163377
SYVN1 ENSG00000162298.12 0.125347 0.059217 ENSG00000162298
FAM63B ENSG00000128923.6 0.119951 0.060175 ENSG00000128923
FAM184A ENSG00000111879.14 0.1536 0.059627 ENSG00000111879
SLC10A4 ENSG00000145248.6 0.149037 0.063766 ENSG00000145248
CAMKK2 ENSG00000110931.14 0.137389 0.06522 ENSG00000110931
EXOSC6 ENSG00000223496.1 0.184382 0.074993 ENSG00000223496
AQP9 ENSG00000103569.5 0.136613 0.068861 ENSG00000103569
ZNF835 ENSG00000127903.12 0.118167 0.058078 ENSG00000127903
PLAT ENSG00000104368.13 0.109626 0.060921 ENSG00000104368
LONP1 ENSG00000196365.7 0.122378 0.061765 ENSG00000196365
EIF2B1 ENSG00000111361.8 0.121951 0.056782 ENSG00000111361
CRYZ ENSG00000116791.9 0.231713 0.064281 ENSG00000116791
MFI2 ENSG00000163975.7 0.104046 0.059675 ENSG00000163975
IER2 ENSG00000160888.6 0.100037 0.060913 ENSG00000160888
LYSMD2 ENSG00000140280.9 0.148498 0.055027 ENSG00000140280
CTD-3105H18.18 ENSG00000269755.1 0.107459 0.060229 ENSG00000269755
GPR115 ENSG00000153294.7 0.146035 0.055109 ENSG00000153294
TMEM161A ENSG00000064545.10 0.306304 0.078459 ENSG00000064545
AUNIP ENSG00000127423.6 0.153816 0.067461 ENSG00000127423
CYB5R4 ENSG00000065615.8 0.147495 0.056927 ENSG00000065615
LTF ENSG00000012223.8 0.109107 0.056135 ENSG00000012223
SRPK1 ENSG00000096063.10 0.111226 0.066681 ENSG00000096063
SPOCK2 ENSG00000107742.8 0.144294 0.064168 ENSG00000107742
PGM2 ENSG00000169299.9 0.14553 0.060241 ENSG00000169299
DMRTB1 ENSG00000143006.7 0.129508 0.062117 ENSG00000143006
TBC1D23 ENSG00000036054.8 0.242676 0.067921 ENSG00000036054
FAM220A ENSG00000178397.8 0.129673 0.06691 ENSG00000178397
LRRK2 ENSG00000188906.9 0.127861 0.053814 ENSG00000188906
OGFOD1 ENSG00000087263.12 0.13258 0.056875 ENSG00000087263
KIAA1279 ENSG00000198954.4 0.285178 0.069992 ENSG00000198954
C5orf56 ENSG00000197536.6 0.124477 0.064533 ENSG00000197536
NAPRT1 ENSG00000147813.11 0.169665 0.063712 ENSG00000147813
NT5C2 ENSG00000076685.14 0.127618 0.06075 ENSG00000076685
MED24 ENSG00000008838.13 0.149651 0.059355 ENSG00000008838
FFAR2 ENSG00000126262.3 0.105537 0.057302 ENSG00000126262
DKFZP761J1410 ENSG00000105520.6 0.31559 0.078018 ENSG00000105520
