AssociatedGeneName EnsemblGeneID h2.NerveTibial se.NerveTibial ensid
BRAP ENSG00000089234.11 0.177668 0.079416 ENSG00000089234
C1orf115 ENSG00000162817.6 0.269026 0.080409 ENSG00000162817
SLC5A9 ENSG00000117834.8 0.213666 0.080975 ENSG00000117834
CLEC18B ENSG00000140839.7 0.213569 0.094019 ENSG00000140839
TAS2R5 ENSG00000127366.4 0.176683 0.079896 ENSG00000127366
MAN2C1 ENSG00000140400.10 0.129945 0.063829 ENSG00000140400
PIGC ENSG00000135845.4 0.132128 0.060809 ENSG00000135845
PNKP ENSG00000039650.5 0.177921 0.081632 ENSG00000039650
NMRK1 ENSG00000106733.16 0.202026 0.086866 ENSG00000106733
MRPS9 ENSG00000135972.4 0.273947 0.075446 ENSG00000135972
PRAM1 ENSG00000133246.7 0.274579 0.089832 ENSG00000133246
TAGLN2 ENSG00000158710.10 0.239561 0.103095 ENSG00000158710
ITGB6 ENSG00000115221.6 0.163953 0.073243 ENSG00000115221
SLC35F3 ENSG00000183780.8 0.251619 0.095115 ENSG00000183780
ACKR3 ENSG00000144476.5 0.187096 0.093089 ENSG00000144476
PCSK2 ENSG00000125851.5 0.625572 0.075681 ENSG00000125851
SYNRG ENSG00000006114.11 0.20825 0.086256 ENSG00000006114
TAF6 ENSG00000106290.10 0.157848 0.071848 ENSG00000106290
METTL2B ENSG00000165055.10 0.185379 0.076048 ENSG00000165055
RALGPS2 ENSG00000116191.12 0.177576 0.068584 ENSG00000116191
CYP4F3 ENSG00000186529.9 0.163284 0.079876 ENSG00000186529
AZIN1 ENSG00000155096.9 0.292462 0.090293 ENSG00000155096
NSUN6 ENSG00000241058.1 0.213528 0.077681 ENSG00000241058
RAB40B ENSG00000141542.6 0.198775 0.096816 ENSG00000141542
SLCO1B3 ENSG00000111700.8 0.2109 0.074903 ENSG00000111700
RANBP17 ENSG00000204764.7 0.245823 0.096018 ENSG00000204764
SH3PXD2B ENSG00000174705.7 0.213315 0.097074 ENSG00000174705
IRS2 ENSG00000185950.7 0.23548 0.10595 ENSG00000185950
HTATIP2 ENSG00000109854.9 0.198495 0.09334 ENSG00000109854
GALNT3 ENSG00000115339.9 0.197514 0.076898 ENSG00000115339
SDR42E1 ENSG00000184860.5 0.314482 0.111199 ENSG00000184860
MFSD6 ENSG00000151690.10 0.150247 0.071048 ENSG00000151690
BIRC7 ENSG00000101197.8 0.209946 0.088294 ENSG00000101197
CCL25 ENSG00000131142.9 0.184303 0.082189 ENSG00000131142
GNPDA1 ENSG00000113552.11 0.210634 0.090486 ENSG00000113552
HOXD3 ENSG00000128652.7 0.163593 0.081252 ENSG00000128652
PRKG2 ENSG00000138669.5 0.172489 0.071558 ENSG00000138669
OSBPL6 ENSG00000079156.12 0.304186 0.095117 ENSG00000079156
CPEB1 ENSG00000214575.5 0.237767 0.110765 ENSG00000214575
TXNL4B ENSG00000140830.4 0.191398 0.076292 ENSG00000140830
TEPP ENSG00000159648.7 0.442898 0.088234 ENSG00000159648
MPPED2 ENSG00000066382.12 0.13114 0.062777 ENSG00000066382
OR7A5 ENSG00000188269.4 0.351082 0.095405 ENSG00000188269
WDR75 ENSG00000115368.5 0.169357 0.070887 ENSG00000115368
AES ENSG00000104964.10 0.26582 0.096651 ENSG00000104964
GLOD4 ENSG00000167699.9 0.21331 0.096626 ENSG00000167699
PXK ENSG00000168297.11 0.227787 0.083222 ENSG00000168297
CAPN10 ENSG00000142330.15 0.151114 0.072094 ENSG00000142330
UPB1 ENSG00000100024.10 0.173294 0.073935 ENSG00000100024
TDRD5 ENSG00000162782.11 0.31371 0.086039 ENSG00000162782
GGH ENSG00000137563.7 0.188859 0.078683 ENSG00000137563
MUT ENSG00000146085.7 0.305385 0.08425 ENSG00000146085
ALDH16A1 ENSG00000161618.5 0.51962 0.090206 ENSG00000161618
ANXA3 ENSG00000138772.8 0.310842 0.078144 ENSG00000138772
SPIRE2 ENSG00000204991.6 0.484767 0.081651 ENSG00000204991
PRDX2 ENSG00000167815.7 0.180653 0.083083 ENSG00000167815
ANO5 ENSG00000171714.10 0.502912 0.082058 ENSG00000171714
OBSCN ENSG00000154358.15 0.181608 0.079484 ENSG00000154358
NOC2L ENSG00000188976.6 0.154094 0.072696 ENSG00000188976
POC1A ENSG00000164087.3 0.153669 0.076791 ENSG00000164087
ANKMY2 ENSG00000106524.4 0.166872 0.080961 ENSG00000106524
AQP3 ENSG00000165272.10 0.251347 0.084691 ENSG00000165272
ESAM ENSG00000149564.7 0.226788 0.091429 ENSG00000149564
CCDC169 ENSG00000242715.3 0.21909 0.086291 ENSG00000242715
MRAP2 ENSG00000135324.5 0.230624 0.084809 ENSG00000135324
EPB41L4A ENSG00000129595.8 0.137998 0.068257 ENSG00000129595
C10orf112 ENSG00000204740.5 0.163283 0.075087 ENSG00000204740
ALDH4A1 ENSG00000159423.12 0.182267 0.083054 ENSG00000159423
KRT7 ENSG00000135480.10 0.160059 0.075701 ENSG00000135480
PKHD1L1 ENSG00000205038.7 0.147786 0.069439 ENSG00000205038
B4GALNT3 ENSG00000139044.6 0.179951 0.079778 ENSG00000139044
POP5 ENSG00000167272.6 0.189654 0.082082 ENSG00000167272
VSTM2B ENSG00000187135.7 0.236232 0.097506 ENSG00000187135
RNF133 ENSG00000188050.2 0.186501 0.082031 ENSG00000188050
INCENP ENSG00000149503.8 0.254624 0.088706 ENSG00000149503
IL17RB ENSG00000056736.5 0.255256 0.081085 ENSG00000056736
SLC22A3 ENSG00000146477.4 0.222868 0.09837 ENSG00000146477
ROPN1 ENSG00000065371.13 0.401406 0.086606 ENSG00000065371
AKR1C3 ENSG00000196139.7 0.179443 0.080506 ENSG00000196139
GRAMD1C ENSG00000178075.15 0.24405 0.089798 ENSG00000178075
NUDT2 ENSG00000164978.13 0.155509 0.062277 ENSG00000164978
LYNX1 ENSG00000180155.14 0.183989 0.07429 ENSG00000180155
LDB3 ENSG00000122367.15 0.136354 0.067757 ENSG00000122367
VWDE ENSG00000146530.7 0.200926 0.08427 ENSG00000146530
MTR ENSG00000116984.8 0.173722 0.079808 ENSG00000116984
HS3ST1 ENSG00000002587.5 0.148982 0.068347 ENSG00000002587
UGGT2 ENSG00000102595.14 0.138506 0.066397 ENSG00000102595
CSGALNACT2 ENSG00000169826.6 0.269419 0.078669 ENSG00000169826
FAM69A ENSG00000154511.7 0.131769 0.064774 ENSG00000154511
CDR2L ENSG00000109089.7 0.233748 0.096548 ENSG00000109089
WBP2NL ENSG00000183066.10 0.164346 0.075937 ENSG00000183066
SLC38A10 ENSG00000157637.8 0.197362 0.092556 ENSG00000157637
PALMD ENSG00000099260.6 0.159459 0.077271 ENSG00000099260
DENND5B ENSG00000170456.10 0.163359 0.075261 ENSG00000170456
BICC1 ENSG00000122870.7 0.168046 0.078025 ENSG00000122870
FAM81B ENSG00000153347.5 0.146739 0.063254 ENSG00000153347
AXDND1 ENSG00000162779.16 0.217269 0.087996 ENSG00000162779
ERMAP ENSG00000164010.9 0.175336 0.086033 ENSG00000164010
FRAS1 ENSG00000138759.13 0.369656 0.083888 ENSG00000138759
FAM5C ENSG00000162670.7 0.33354 0.08861 ENSG00000162670
ZNF805 ENSG00000204524.5 0.175809 0.084435 ENSG00000204524
FAM184A ENSG00000111879.14 0.1855 0.073758 ENSG00000111879
CHN1 ENSG00000128656.9 0.290664 0.084282 ENSG00000128656
MAB21L1 ENSG00000180660.6 0.13906 0.067673 ENSG00000180660
POU1F1 ENSG00000064835.6 0.151669 0.072884 ENSG00000064835
SLC39A14 ENSG00000104635.9 0.201737 0.09111 ENSG00000104635
PLEKHA6 ENSG00000143850.8 0.192826 0.080199 ENSG00000143850
PCTP ENSG00000141179.9 0.242576 0.087219 ENSG00000141179
FGFR4 ENSG00000160867.10 0.445917 0.081603 ENSG00000160867
TCTN2 ENSG00000168778.7 0.178975 0.072754 ENSG00000168778
CRYZ ENSG00000116791.9 0.142819 0.070778 ENSG00000116791
PLLP ENSG00000102934.5 0.179766 0.086891 ENSG00000102934
NEIL1 ENSG00000140398.9 0.15773 0.072416 ENSG00000140398
GRIN2C ENSG00000161509.9 0.286823 0.092578 ENSG00000161509
PIGB ENSG00000069943.5 0.157911 0.075872 ENSG00000069943
TMEM8B ENSG00000137103.12 0.179002 0.07507 ENSG00000137103
GPR150 ENSG00000178015.4 0.355102 0.098478 ENSG00000178015
PGM2 ENSG00000169299.9 0.356511 0.090023 ENSG00000169299
RAET1E ENSG00000164520.7 0.336603 0.093455 ENSG00000164520
HFM1 ENSG00000162669.11 0.240604 0.087983 ENSG00000162669
ZSCAN29 ENSG00000140265.8 0.154761 0.07603 ENSG00000140265
GALNT13 ENSG00000144278.10 0.162222 0.077245 ENSG00000144278
PNMAL1 ENSG00000182013.13 0.207137 0.102662 ENSG00000182013
MAB21L3 ENSG00000173212.4 0.186465 0.088851 ENSG00000173212
STARD5 ENSG00000172345.9 0.246447 0.095205 ENSG00000172345
CCL24 ENSG00000106178.2 0.167633 0.07741 ENSG00000106178
RNF34 ENSG00000170633.12 0.180818 0.073727 ENSG00000170633
MED24 ENSG00000008838.13 0.338062 0.075524 ENSG00000008838
SFMBT1 ENSG00000163935.9 0.204214 0.08541 ENSG00000163935
CTNNA3 ENSG00000183230.11 0.192813 0.085391 ENSG00000183230
SYT14 ENSG00000143469.12 0.199815 0.078579 ENSG00000143469
SYT10 ENSG00000110975.4 0.137204 0.068131 ENSG00000110975
CDH15 ENSG00000129910.3 0.184014 0.083264 ENSG00000129910
CYP2W1 ENSG00000073067.9 0.477173 0.07951 ENSG00000073067
ARL17A ENSG00000185829.11 0.1626 0.079796 ENSG00000185829
EXT2 ENSG00000151348.9 0.223664 0.084278 ENSG00000151348
ZNF728 ENSG00000269067.1 0.220195 0.086646 ENSG00000269067
NKX6-1 ENSG00000163623.5 0.174982 0.081144 ENSG00000163623
CENPC ENSG00000145241.6 0.144774 0.06417 ENSG00000145241
STX3 ENSG00000166900.10 0.174529 0.075037 ENSG00000166900
DISP2 ENSG00000140323.4 0.312797 0.088689 ENSG00000140323
ADCK2 ENSG00000133597.5 0.193855 0.08079 ENSG00000133597
ZC3H3 ENSG00000014164.6 0.227643 0.081995 ENSG00000014164
KCNK5 ENSG00000164626.8 0.166553 0.082083 ENSG00000164626
ZNF135 ENSG00000176293.15 0.242139 0.090549 ENSG00000176293
CEP290 ENSG00000198707.10 0.218529 0.085474 ENSG00000198707
WDR37 ENSG00000047056.10 0.247728 0.080006 ENSG00000047056
ATP7B ENSG00000123191.9 0.223963 0.085164 ENSG00000123191
KCNK15 ENSG00000124249.5 0.191807 0.088674 ENSG00000124249
TMEM65 ENSG00000164983.6 0.179299 0.083712 ENSG00000164983
DNAH14 ENSG00000185842.10 0.303635 0.084804 ENSG00000185842
ARPP19 ENSG00000128989.6 0.228781 0.085139 ENSG00000128989
ARHGAP15 ENSG00000075884.8 0.18539 0.084137 ENSG00000075884
TIMM17A ENSG00000134375.6 0.159457 0.078613 ENSG00000134375
PCDHB5 ENSG00000113209.6 0.245464 0.092127 ENSG00000113209
RBBP9 ENSG00000089050.10 0.179534 0.082041 ENSG00000089050
SESN3 ENSG00000149212.6 0.184694 0.088768 ENSG00000149212
FAM43B ENSG00000183114.6 0.169773 0.084675 ENSG00000183114
NHSL1 ENSG00000135540.7 0.174141 0.085088 ENSG00000135540
PTN ENSG00000105894.7 0.190746 0.081852 ENSG00000105894
EYA4 ENSG00000112319.13 0.155139 0.076487 ENSG00000112319
EMR2 ENSG00000127507.13 0.219671 0.088078 ENSG00000127507
NSG1 ENSG00000168824.10 0.181449 0.073569 ENSG00000168824
MRPS10 ENSG00000048544.5 0.293872 0.081487 ENSG00000048544
NEO1 ENSG00000067141.12 0.152024 0.070036 ENSG00000067141
ORC2 ENSG00000115942.4 0.220538 0.087618 ENSG00000115942
IFT74 ENSG00000096872.11 0.226952 0.079159 ENSG00000096872
FAM76B ENSG00000077458.8 0.207449 0.087931 ENSG00000077458
DIRC1 ENSG00000174325.4 0.185421 0.07937 ENSG00000174325
CLEC12A ENSG00000172322.9 0.631682 0.067226 ENSG00000172322
CTD-2228K2.5 ENSG00000188242.4 0.205579 0.094395 ENSG00000188242
CENPQ ENSG00000031691.6 0.13689 0.068442 ENSG00000031691
MBL2 ENSG00000165471.5 0.18339 0.083416 ENSG00000165471
NIPAL4 ENSG00000172548.10 0.187959 0.069034 ENSG00000172548
OSBP2 ENSG00000184792.11 0.197206 0.074806 ENSG00000184792
AC010642.1 ENSG00000267216.1 0.177046 0.080737 ENSG00000267216
RP11-1070N10.3 ENSG00000258572.1 0.411492 0.092773 ENSG00000258572
PRSS58 ENSG00000258223.2 0.190412 0.084632 ENSG00000258223
RP11-1220K2.2 ENSG00000257743.4 0.224889 0.087404 ENSG00000257743
TNFRSF13B ENSG00000240505.4 0.199778 0.096655 ENSG00000240505
OR2W3 ENSG00000238243.2 0.236937 0.071869 ENSG00000238243
ATAD3C ENSG00000215915.5 0.188971 0.077444 ENSG00000215915
TM6SF2 ENSG00000213996.7 0.134264 0.063078 ENSG00000213996
DDAH2 ENSG00000213722.4 0.198362 0.090691 ENSG00000213722
C1orf95 ENSG00000203685.5 0.290755 0.088285 ENSG00000203685
RPE ENSG00000197713.10 0.195935 0.078651 ENSG00000197713
GZMM ENSG00000197540.3 0.174672 0.081594 ENSG00000197540
FAM163B ENSG00000196990.4 0.185377 0.080962 ENSG00000196990
BLOC1S2 ENSG00000196072.7 0.141652 0.07077 ENSG00000196072
COL14A1 ENSG00000187955.7 0.160609 0.078781 ENSG00000187955
HAPLN4 ENSG00000187664.8 0.191557 0.076441 ENSG00000187664
MPPED1 ENSG00000186732.8 0.203152 0.091134 ENSG00000186732
NDUFA6 ENSG00000184983.5 0.321311 0.102512 ENSG00000184983
BPIFC ENSG00000184459.4 0.36007 0.092548 ENSG00000184459
RGS7 ENSG00000182901.11 0.229428 0.100781 ENSG00000182901
FAM159A ENSG00000182183.10 0.167215 0.078277 ENSG00000182183
ANKRD18A ENSG00000180071.13 0.285023 0.094365 ENSG00000180071
STX19 ENSG00000178750.2 0.175873 0.085743 ENSG00000178750
PGBD5 ENSG00000177614.5 0.196945 0.089474 ENSG00000177614
ADH6 ENSG00000172955.13 0.177154 0.076728 ENSG00000172955
NADSYN1 ENSG00000172890.7 0.15269 0.073983 ENSG00000172890
BPGM ENSG00000172331.7 0.242697 0.084032 ENSG00000172331
COL24A1 ENSG00000171502.10 0.278967 0.084767 ENSG00000171502
UGT2B7 ENSG00000171234.9 0.214711 0.083222 ENSG00000171234
INSR ENSG00000171105.9 0.22611 0.101113 ENSG00000171105
CTNND2 ENSG00000169862.14 0.198145 0.078591 ENSG00000169862
PCDH7 ENSG00000169851.11 0.170491 0.075579 ENSG00000169851
CHRNA5 ENSG00000169684.9 0.176697 0.066238 ENSG00000169684
MOBP ENSG00000168314.13 0.269298 0.089212 ENSG00000168314
COX11 ENSG00000166260.6 0.18186 0.079533 ENSG00000166260
SMCO4 ENSG00000166002.2 0.22667 0.095848 ENSG00000166002
ANKS6 ENSG00000165138.12 0.299299 0.100866 ENSG00000165138
RASEF ENSG00000165105.9 0.143675 0.065974 ENSG00000165105
TXLNB ENSG00000164440.10 0.161347 0.078983 ENSG00000164440
FRZB ENSG00000162998.4 0.278108 0.089768 ENSG00000162998
TRIM58 ENSG00000162722.8 0.296173 0.09822 ENSG00000162722
TREML1 ENSG00000161911.7 0.224021 0.085485 ENSG00000161911
ZBTB8A ENSG00000160062.10 0.222256 0.087134 ENSG00000160062
ART3 ENSG00000156219.12 0.212798 0.071168 ENSG00000156219
CLGN ENSG00000153132.8 0.283937 0.083121 ENSG00000153132
TIAL1 ENSG00000151923.13 0.196929 0.084397 ENSG00000151923
INPP1 ENSG00000151689.8 0.134678 0.064557 ENSG00000151689
MTMR12 ENSG00000150712.6 0.17597 0.080832 ENSG00000150712
CLEC1A ENSG00000150048.6 0.142859 0.07015 ENSG00000150048
GLYAT ENSG00000149124.6 0.110232 0.054089 ENSG00000149124
CACNA1B ENSG00000148408.8 0.16543 0.077361 ENSG00000148408
SLC25A48 ENSG00000145832.8 0.208375 0.077871 ENSG00000145832
PLAC8 ENSG00000145287.6 0.175534 0.08696 ENSG00000145287
EPHA5 ENSG00000145242.9 0.282318 0.081085 ENSG00000145242
GPR128 ENSG00000144820.3 0.164341 0.071986 ENSG00000144820
BARHL2 ENSG00000143032.7 0.17087 0.080748 ENSG00000143032
ZNF787 ENSG00000142409.4 0.190467 0.09172 ENSG00000142409
SKAP1 ENSG00000141293.11 0.169522 0.0714 ENSG00000141293
GCSH ENSG00000140905.5 0.217207 0.087053 ENSG00000140905
CYP11A1 ENSG00000140459.13 0.172941 0.085717 ENSG00000140459
ADAM21 ENSG00000139985.5 0.207463 0.092858 ENSG00000139985
CERS5 ENSG00000139624.8 0.241011 0.078572 ENSG00000139624
FAIM2 ENSG00000135472.4 0.177928 0.086915 ENSG00000135472
APLNR ENSG00000134817.9 0.213941 0.090791 ENSG00000134817
LRP4 ENSG00000134569.5 0.206111 0.076288 ENSG00000134569
SLCO1B1 ENSG00000134538.2 0.211031 0.078267 ENSG00000134538
ANO3 ENSG00000134343.8 0.180805 0.085622 ENSG00000134343
SYT6 ENSG00000134207.9 0.230385 0.089812 ENSG00000134207
TRPC4 ENSG00000133107.10 0.164116 0.080056 ENSG00000133107
CC2D1A ENSG00000132024.13 0.199095 0.084292 ENSG00000132024
ACSS2 ENSG00000131069.15 0.200395 0.087873 ENSG00000131069
TRAP1 ENSG00000126602.6 0.307886 0.090522 ENSG00000126602
FOSB ENSG00000125740.9 0.166368 0.077705 ENSG00000125740
POLR1B ENSG00000125630.11 0.301116 0.088782 ENSG00000125630
PAX8 ENSG00000125618.12 0.200703 0.078308 ENSG00000125618
CPNE5 ENSG00000124772.7 0.314776 0.090576 ENSG00000124772
GRIA2 ENSG00000120251.14 0.220674 0.090394 ENSG00000120251
SMNDC1 ENSG00000119953.7 0.193106 0.087488 ENSG00000119953
ATP10B ENSG00000118322.8 0.198482 0.078463 ENSG00000118322
REEP6 ENSG00000115255.6 0.206613 0.093087 ENSG00000115255
FGF1 ENSG00000113578.13 0.217669 0.090732 ENSG00000113578
ST8SIA4 ENSG00000113532.8 0.166236 0.077496 ENSG00000113532
MCM9 ENSG00000111877.13 0.229441 0.080912 ENSG00000111877
CCKBR ENSG00000110148.5 0.155472 0.076815 ENSG00000110148
RND2 ENSG00000108830.7 0.155173 0.066682 ENSG00000108830
SGCA ENSG00000108823.11 0.223996 0.085656 ENSG00000108823
OIP5 ENSG00000104147.4 0.138253 0.066511 ENSG00000104147
DMXL2 ENSG00000104093.9 0.214681 0.076867 ENSG00000104093
TLDC2 ENSG00000101342.5 0.241443 0.101811 ENSG00000101342
CDC25B ENSG00000101224.13 0.234056 0.090157 ENSG00000101224
FBXO7 ENSG00000100225.13 0.32344 0.090778 ENSG00000100225
CBY1 ENSG00000100211.6 0.144924 0.062341 ENSG00000100211
SLC16A8 ENSG00000100156.6 0.173561 0.074718 ENSG00000100156
SLC17A6 ENSG00000091664.7 0.168485 0.077058 ENSG00000091664
PABPC4 ENSG00000090621.9 0.214456 0.099024 ENSG00000090621
ACHE ENSG00000087085.9 0.257861 0.082699 ENSG00000087085
COL19A1 ENSG00000082293.8 0.397111 0.083198 ENSG00000082293
CHRNA3 ENSG00000080644.11 0.169081 0.067322 ENSG00000080644
SAR1A ENSG00000079332.9 0.266929 0.099266 ENSG00000079332
ADAM11 ENSG00000073670.9 0.24405 0.081908 ENSG00000073670
MOV10L1 ENSG00000073146.11 0.218193 0.077538 ENSG00000073146
MCOLN3 ENSG00000055732.8 0.190884 0.083694 ENSG00000055732
MIPEP ENSG00000027001.7 0.21517 0.094389 ENSG00000027001
GCFC2 ENSG00000005436.9 0.162635 0.079985 ENSG00000005436
