AssociatedGeneName EnsemblGeneID h2.NerveTibial se.NerveTibial ensid
MRI1 ENSG00000037757.9 0.12076 0.079435 ENSG00000037757
ZNF419 ENSG00000105136.15 0.166087 0.072867 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.101728 0.070404 ENSG00000198203
TEFM ENSG00000172171.6 0.110177 0.070315 ENSG00000172171
CHIT1 ENSG00000133063.11 0.111387 0.072003 ENSG00000133063
AMH ENSG00000104899.3 0.189308 0.09437 ENSG00000104899
ARHGEF7 ENSG00000102606.13 0.106392 0.072336 ENSG00000102606
STX2 ENSG00000111450.9 0.1845 0.089413 ENSG00000111450
RRP1B ENSG00000160208.11 0.13648 0.071821 ENSG00000160208
NUP54 ENSG00000138750.10 0.217287 0.075079 ENSG00000138750
RRP36 ENSG00000124541.6 0.107718 0.070593 ENSG00000124541
METTL9 ENSG00000197006.9 0.174364 0.076913 ENSG00000197006
FBLL1 ENSG00000188573.7 0.203548 0.091071 ENSG00000188573
NDNF ENSG00000173376.9 0.14345 0.062883 ENSG00000173376
PM20D2 ENSG00000146281.5 0.212107 0.088947 ENSG00000146281
MZT1 ENSG00000204899.5 0.125359 0.076007 ENSG00000204899
DNASE1L1 ENSG00000013563.8 0.118792 0.073798 ENSG00000013563
ALCAM ENSG00000170017.8 0.113897 0.069963 ENSG00000170017
NCOA1 ENSG00000084676.11 0.115597 0.078109 ENSG00000084676
ZNF83 ENSG00000167766.13 0.117073 0.078924 ENSG00000167766
ZNF69 ENSG00000198429.5 0.142946 0.075455 ENSG00000198429
FAM102B ENSG00000162636.11 0.135853 0.07636 ENSG00000162636
PGA5 ENSG00000256713.3 0.119245 0.076744 ENSG00000256713
DRAM1 ENSG00000136048.9 0.109057 0.088818 ENSG00000136048
CPSF1 ENSG00000071894.10 0.260449 0.087658 ENSG00000071894
RAB11FIP4 ENSG00000131242.11 0.275135 0.086065 ENSG00000131242
HP ENSG00000257017.4 0.207908 0.087532 ENSG00000257017
PRPH2 ENSG00000112619.6 0.10345 0.066527 ENSG00000112619
ALDH8A1 ENSG00000118514.9 0.230924 0.076236 ENSG00000118514
SLC45A4 ENSG00000022567.5 0.298356 0.096474 ENSG00000022567
SLC44A3 ENSG00000143036.12 0.325867 0.078957 ENSG00000143036
TLN2 ENSG00000171914.10 0.164663 0.085695 ENSG00000171914
TRMT44 ENSG00000155275.14 0.135077 0.073577 ENSG00000155275
UBE2S ENSG00000108106.9 0.100055 0.084779 ENSG00000108106
FPR1 ENSG00000171051.4 0.181747 0.091601 ENSG00000171051
RPL14 ENSG00000188846.9 0.146979 0.083997 ENSG00000188846
CCBL2 ENSG00000137944.12 0.227459 0.084761 ENSG00000137944
BEGAIN ENSG00000183092.11 0.117435 0.062362 ENSG00000183092
ASCL5 ENSG00000232237.2 0.206687 0.091688 ENSG00000232237
TMTC4 ENSG00000125247.11 0.121482 0.077694 ENSG00000125247
MCOLN1 ENSG00000090674.11 0.130871 0.09815 ENSG00000090674
FKBP15 ENSG00000119321.4 0.169437 0.096778 ENSG00000119321
RP3-402G11.5 ENSG00000073169.9 0.142313 0.088118 ENSG00000073169
OSGIN1 ENSG00000140961.8 0.188231 0.09733 ENSG00000140961
SEC23B ENSG00000101310.10 0.132019 0.071217 ENSG00000101310
C13orf45 ENSG00000178734.4 0.286394 0.081885 ENSG00000178734
LINGO2 ENSG00000174482.6 0.401921 0.085768 ENSG00000174482
ATP2C2 ENSG00000064270.8 0.197804 0.096625 ENSG00000064270
ZNF628 ENSG00000197483.8 0.212617 0.093339 ENSG00000197483
VSTM5 ENSG00000214376.5 0.163773 0.087853 ENSG00000214376
NIPSNAP1 ENSG00000184117.7 0.169333 0.080468 ENSG00000184117
LAMC2 ENSG00000058085.10 0.246348 0.078789 ENSG00000058085
UBAP2L ENSG00000143569.14 0.21631 0.094344 ENSG00000143569
TMEM165 ENSG00000134851.7 0.169908 0.077608 ENSG00000134851
UROD ENSG00000126088.8 0.116827 0.065175 ENSG00000126088
MAS1L ENSG00000204687.3 0.1165 0.079547 ENSG00000204687
FAM134B ENSG00000154153.9 0.109366 0.076455 ENSG00000154153
GLUD1 ENSG00000148672.7 0.109106 0.068013 ENSG00000148672
C5orf63 ENSG00000164241.9 0.231094 0.075223 ENSG00000164241
IQGAP3 ENSG00000183856.6 0.10614 0.072251 ENSG00000183856
CFHR3 ENSG00000116785.9 0.274452 0.088833 ENSG00000116785
AP3D1 ENSG00000065000.11 0.104656 0.067408 ENSG00000065000
GLG1 ENSG00000090863.7 0.124791 0.077268 ENSG00000090863
B3GALNT2 ENSG00000162885.7 0.166053 0.075595 ENSG00000162885
PPM1H ENSG00000111110.7 0.117089 0.066369 ENSG00000111110
GCNT3 ENSG00000140297.8 0.18235 0.081005 ENSG00000140297
DNAH7 ENSG00000118997.9 0.213177 0.068627 ENSG00000118997
TMOD2 ENSG00000128872.5 0.105087 0.068928 ENSG00000128872
KCNH2 ENSG00000055118.10 0.132845 0.079515 ENSG00000055118
AP000350.4 ENSG00000218537.1 0.142744 0.06893 ENSG00000218537
DDX3Y ENSG00000067048.12 0.111719 0.081774 ENSG00000067048
RALGAPA2 ENSG00000188559.8 0.112498 0.076839 ENSG00000188559
C10orf129 ENSG00000173124.10 0.333887 0.08367 ENSG00000173124
GTF2A2 ENSG00000140307.6 0.128519 0.069848 ENSG00000140307
ZNF530 ENSG00000183647.6 0.186468 0.092057 ENSG00000183647
SRXN1 ENSG00000271303.1 0.111538 0.076841 ENSG00000271303
FAM83G ENSG00000188522.10 0.183553 0.09847 ENSG00000188522
CCDC155 ENSG00000161609.5 0.115414 0.084694 ENSG00000161609
CYP4A22 ENSG00000162365.7 0.122866 0.066362 ENSG00000162365
TK1 ENSG00000167900.7 0.107437 0.094509 ENSG00000167900
RILPL1 ENSG00000188026.7 0.13207 0.076635 ENSG00000188026
MMRN1 ENSG00000138722.5 0.150856 0.075925 ENSG00000138722
GNL3 ENSG00000163938.12 0.2045 0.091256 ENSG00000163938
DBF4B ENSG00000161692.13 0.116744 0.05904 ENSG00000161692
PLCE1 ENSG00000138193.9 0.130333 0.070316 ENSG00000138193
AIM1 ENSG00000112297.10 0.124452 0.068976 ENSG00000112297
ERAP2 ENSG00000164308.12 0.126296 0.063346 ENSG00000164308
PLCH1 ENSG00000114805.12 0.104111 0.060328 ENSG00000114805
LIPC ENSG00000166035.6 0.128487 0.082873 ENSG00000166035
GIT1 ENSG00000108262.11 0.10004 0.077648 ENSG00000108262
SPAG1 ENSG00000104450.8 0.128771 0.069854 ENSG00000104450
VIL1 ENSG00000127831.6 0.146878 0.087023 ENSG00000127831
GLI1 ENSG00000111087.5 0.155288 0.089235 ENSG00000111087
MYO7B ENSG00000169994.14 0.116766 0.069758 ENSG00000169994
KCNB2 ENSG00000182674.5 0.177765 0.097146 ENSG00000182674
MASTL ENSG00000120539.10 0.12082 0.064417 ENSG00000120539
ECT2L ENSG00000203734.6 0.21233 0.081796 ENSG00000203734
NEFH ENSG00000100285.9 0.102664 0.068541 ENSG00000100285
RPSA ENSG00000168028.9 0.128208 0.075991 ENSG00000168028
THSD7B ENSG00000144229.7 0.110769 0.069602 ENSG00000144229
ACBD7 ENSG00000176244.6 0.175899 0.090124 ENSG00000176244
UBE2F ENSG00000184182.14 0.12473 0.083407 ENSG00000184182
POLE ENSG00000177084.12 0.225355 0.078625 ENSG00000177084
OR7C1 ENSG00000127530.2 0.226364 0.085314 ENSG00000127530
RBL2 ENSG00000103479.10 0.199903 0.078568 ENSG00000103479
MYO18B ENSG00000133454.11 0.100466 0.085958 ENSG00000133454
ATP13A4 ENSG00000127249.10 0.120141 0.082902 ENSG00000127249
DDO ENSG00000203797.4 0.282436 0.089523 ENSG00000203797
CCL26 ENSG00000006606.4 0.268078 0.089006 ENSG00000006606
NDUFAF1 ENSG00000137806.4 0.46917 0.0842 ENSG00000137806
MAFF ENSG00000185022.7 0.117839 0.071683 ENSG00000185022
RAB20 ENSG00000139832.3 0.108321 0.075803 ENSG00000139832
SULT1A2 ENSG00000197165.6 0.180154 0.087695 ENSG00000197165
PPAPDC1A ENSG00000203805.6 0.112951 0.06579 ENSG00000203805
SERHL2 ENSG00000183569.13 0.236173 0.084013 ENSG00000183569
NODAL ENSG00000156574.5 0.146072 0.08502 ENSG00000156574
HDAC9 ENSG00000048052.16 0.142194 0.091639 ENSG00000048052
POMP ENSG00000132963.7 0.15449 0.076382 ENSG00000132963
PSCA ENSG00000167653.4 0.108346 0.068681 ENSG00000167653
PLCG1 ENSG00000124181.9 0.176786 0.100057 ENSG00000124181
CKAP2 ENSG00000136108.10 0.160069 0.064576 ENSG00000136108
SFTPD ENSG00000133661.11 0.375364 0.095432 ENSG00000133661
LACTB ENSG00000103642.7 0.115435 0.079028 ENSG00000103642
ZNF623 ENSG00000183309.7 0.104797 0.06483 ENSG00000183309
PCNXL2 ENSG00000135749.13 0.113928 0.068871 ENSG00000135749
ARSJ ENSG00000180801.11 0.125812 0.075002 ENSG00000180801
NCAPG2 ENSG00000146918.15 0.128349 0.069159 ENSG00000146918
SNX11 ENSG00000002919.10 0.162048 0.071252 ENSG00000002919
UBA6 ENSG00000033178.7 0.130991 0.065485 ENSG00000033178
ZNF660 ENSG00000144792.5 0.1069 0.06215 ENSG00000144792
SHISA2 ENSG00000180730.4 0.137794 0.07389 ENSG00000180730
TRMT10B ENSG00000165275.5 0.124807 0.0795 ENSG00000165275
TSPYL1 ENSG00000189241.6 0.110733 0.060395 ENSG00000189241
GUCA1B ENSG00000112599.8 0.187075 0.077747 ENSG00000112599
ZNF707 ENSG00000181135.11 0.105615 0.068101 ENSG00000181135
XPA ENSG00000136936.6 0.116944 0.077288 ENSG00000136936
STMN1 ENSG00000117632.16 0.117358 0.094968 ENSG00000117632
BTBD17 ENSG00000204347.3 0.103164 0.07914 ENSG00000204347
RIMBP2 ENSG00000060709.9 0.201114 0.103423 ENSG00000060709
CDC25A ENSG00000164045.7 0.140527 0.071119 ENSG00000164045
ATG9B ENSG00000181652.13 0.126044 0.083438 ENSG00000181652
BRAP ENSG00000089234.11 0.177668 0.079416 ENSG00000089234
C1orf115 ENSG00000162817.6 0.269026 0.080409 ENSG00000162817
CCDC124 ENSG00000007080.6 0.121353 0.070345 ENSG00000007080
RFK ENSG00000135002.7 0.129323 0.084072 ENSG00000135002
PLCB1 ENSG00000182621.12 0.176642 0.088883 ENSG00000182621
TMEM55B ENSG00000165782.6 0.152033 0.085289 ENSG00000165782
SLC5A9 ENSG00000117834.8 0.213666 0.080975 ENSG00000117834
MIA3 ENSG00000154305.12 0.121102 0.067317 ENSG00000154305
CLEC18B ENSG00000140839.7 0.213569 0.094019 ENSG00000140839
PDE4A ENSG00000065989.11 0.126367 0.076644 ENSG00000065989
NEDD9 ENSG00000111859.12 0.135014 0.07454 ENSG00000111859
C2CD2 ENSG00000157617.12 0.102286 0.078677 ENSG00000157617
MX1 ENSG00000157601.9 0.112169 0.078459 ENSG00000157601
TAS2R5 ENSG00000127366.4 0.176683 0.079896 ENSG00000127366
YIF1B ENSG00000167645.12 0.136311 0.091545 ENSG00000167645
FRA10AC1 ENSG00000148690.10 0.125044 0.068237 ENSG00000148690
MAN2C1 ENSG00000140400.10 0.129945 0.063829 ENSG00000140400
PIGC ENSG00000135845.4 0.132128 0.060809 ENSG00000135845
C19orf47 ENSG00000160392.9 0.138332 0.086523 ENSG00000160392
PNKP ENSG00000039650.5 0.177921 0.081632 ENSG00000039650
ROBO2 ENSG00000185008.13 0.11285 0.077333 ENSG00000185008
NELL1 ENSG00000165973.13 0.11746 0.096034 ENSG00000165973
NMRK1 ENSG00000106733.16 0.202026 0.086866 ENSG00000106733
CHCHD2 ENSG00000106153.12 0.122824 0.071241 ENSG00000106153
PLCG2 ENSG00000197943.5 0.143465 0.090054 ENSG00000197943
PIAS2 ENSG00000078043.11 0.109327 0.09245 ENSG00000078043
TUBB4A ENSG00000104833.6 0.125489 0.083568 ENSG00000104833
MEOX2 ENSG00000106511.5 0.10991 0.074281 ENSG00000106511
ATG5 ENSG00000057663.8 0.129233 0.085045 ENSG00000057663
MRPS9 ENSG00000135972.4 0.273947 0.075446 ENSG00000135972
CYTH3 ENSG00000008256.11 0.118148 0.066711 ENSG00000008256
FAM19A1 ENSG00000183662.6 0.130261 0.073962 ENSG00000183662
RNF112 ENSG00000128482.11 0.113284 0.064353 ENSG00000128482
LRFN1 ENSG00000128011.4 0.169603 0.085474 ENSG00000128011
PRAM1 ENSG00000133246.7 0.274579 0.089832 ENSG00000133246
REEP3 ENSG00000165476.8 0.10692 0.071761 ENSG00000165476
METTL3 ENSG00000165819.7 0.103744 0.071106 ENSG00000165819
DNM3 ENSG00000197959.9 0.111882 0.072607 ENSG00000197959
TAGLN2 ENSG00000158710.10 0.239561 0.103095 ENSG00000158710
LRP5L ENSG00000100068.7 0.136529 0.079013 ENSG00000100068
CD109 ENSG00000156535.9 0.160917 0.086928 ENSG00000156535
ITGB6 ENSG00000115221.6 0.163953 0.073243 ENSG00000115221
CSNK1G2 ENSG00000133275.11 0.150953 0.082049 ENSG00000133275
SHANK1 ENSG00000161681.11 0.134884 0.098744 ENSG00000161681
SLC35F3 ENSG00000183780.8 0.251619 0.095115 ENSG00000183780
SLC23A2 ENSG00000089057.10 0.157192 0.092888 ENSG00000089057
ACKR3 ENSG00000144476.5 0.187096 0.093089 ENSG00000144476
CLPP ENSG00000125656.4 0.134636 0.075325 ENSG00000125656
AOC3 ENSG00000131471.2 0.107973 0.068498 ENSG00000131471
PCSK2 ENSG00000125851.5 0.625572 0.075681 ENSG00000125851
SYNRG ENSG00000006114.11 0.20825 0.086256 ENSG00000006114
IL33 ENSG00000137033.7 0.133089 0.081617 ENSG00000137033
TAF6 ENSG00000106290.10 0.157848 0.071848 ENSG00000106290
IZUMO1 ENSG00000182264.4 0.123633 0.070254 ENSG00000182264
A2M ENSG00000175899.10 0.128265 0.074159 ENSG00000175899
FAM219B ENSG00000178761.10 0.147469 0.084366 ENSG00000178761
LILRB3 ENSG00000204577.7 0.152372 0.090461 ENSG00000204577
PCDHGB6 ENSG00000253305.1 0.103071 0.071257 ENSG00000253305
ZDHHC12 ENSG00000160446.14 0.12402 0.090656 ENSG00000160446
GOLGA6L10 ENSG00000205281.6 0.118432 0.079609 ENSG00000205281
TGM2 ENSG00000198959.7 0.172423 0.087406 ENSG00000198959
CYBRD1 ENSG00000071967.7 0.107269 0.069498 ENSG00000071967
NT5C ENSG00000125458.2 0.147988 0.079648 ENSG00000125458
PRSS45 ENSG00000188086.8 0.105783 0.067745 ENSG00000188086
METTL2B ENSG00000165055.10 0.185379 0.076048 ENSG00000165055
RNF19A ENSG00000034677.7 0.136872 0.07406 ENSG00000034677
RAPGEF2 ENSG00000109756.4 0.108747 0.077999 ENSG00000109756
GIN1 ENSG00000145723.12 0.142831 0.072324 ENSG00000145723
CGNL1 ENSG00000128849.9 0.159982 0.081639 ENSG00000128849
ANKRD28 ENSG00000206560.6 0.112236 0.066033 ENSG00000206560
C17orf67 ENSG00000214226.4 0.133583 0.083292 ENSG00000214226
FAM131C ENSG00000185519.8 0.142881 0.079309 ENSG00000185519
C14orf37 ENSG00000139971.11 0.102273 0.077721 ENSG00000139971
SYNJ1 ENSG00000159082.13 0.111518 0.076996 ENSG00000159082
RALGPS2 ENSG00000116191.12 0.177576 0.068584 ENSG00000116191
CYP4F3 ENSG00000186529.9 0.163284 0.079876 ENSG00000186529
GUCY2C ENSG00000070019.3 0.11335 0.071145 ENSG00000070019
EFCAB10 ENSG00000185055.6 0.106924 0.079632 ENSG00000185055
BAI1 ENSG00000181790.6 0.157347 0.079932 ENSG00000181790
CD5 ENSG00000110448.6 0.109461 0.068773 ENSG00000110448
NLRP7 ENSG00000167634.8 0.119466 0.093138 ENSG00000167634
RGL4 ENSG00000159496.10 0.139328 0.079197 ENSG00000159496
AZIN1 ENSG00000155096.9 0.292462 0.090293 ENSG00000155096
CRLS1 ENSG00000088766.6 0.14098 0.083925 ENSG00000088766
NSUN6 ENSG00000241058.1 0.213528 0.077681 ENSG00000241058
DIRAS3 ENSG00000162595.4 0.130223 0.072372 ENSG00000162595
SFXN1 ENSG00000164466.8 0.16012 0.08552 ENSG00000164466
TMX4 ENSG00000125827.4 0.137952 0.079098 ENSG00000125827
ZC3HAV1L ENSG00000146858.7 0.124326 0.072389 ENSG00000146858
EVI5 ENSG00000067208.10 0.112236 0.060389 ENSG00000067208
HSD17B13 ENSG00000170509.7 0.124297 0.066397 ENSG00000170509
APOE ENSG00000130203.5 0.111537 0.07447 ENSG00000130203
RAB40B ENSG00000141542.6 0.198775 0.096816 ENSG00000141542
ZNF337 ENSG00000130684.9 0.105323 0.062779 ENSG00000130684
SLCO1B3 ENSG00000111700.8 0.2109 0.074903 ENSG00000111700
RANBP17 ENSG00000204764.7 0.245823 0.096018 ENSG00000204764
NPIPA2 ENSG00000254852.4 0.147761 0.084904 ENSG00000254852
SH3PXD2B ENSG00000174705.7 0.213315 0.097074 ENSG00000174705
DEPDC1 ENSG00000024526.12 0.101058 0.068498 ENSG00000024526
HHEX ENSG00000152804.6 0.114367 0.070052 ENSG00000152804
NARF ENSG00000141562.12 0.174385 0.101629 ENSG00000141562
SIRPB2 ENSG00000196209.7 0.141652 0.090845 ENSG00000196209
IRS2 ENSG00000185950.7 0.23548 0.10595 ENSG00000185950
HTATIP2 ENSG00000109854.9 0.198495 0.09334 ENSG00000109854
SNAPC2 ENSG00000104976.7 0.139002 0.085834 ENSG00000104976
ZNF468 ENSG00000204604.5 0.189426 0.095034 ENSG00000204604
ALKBH4 ENSG00000160993.3 0.100275 0.061964 ENSG00000160993
EFS ENSG00000100842.8 0.117151 0.083638 ENSG00000100842
CLEC18A ENSG00000157322.12 0.114751 0.063137 ENSG00000157322
GALNT3 ENSG00000115339.9 0.197514 0.076898 ENSG00000115339
CDPF1 ENSG00000205643.6 0.134726 0.080498 ENSG00000205643
PTPRCAP ENSG00000213402.2 0.100447 0.053241 ENSG00000213402
SDR42E1 ENSG00000184860.5 0.314482 0.111199 ENSG00000184860
MFSD6 ENSG00000151690.10 0.150247 0.071048 ENSG00000151690
TMEM60 ENSG00000135211.5 0.12813 0.072468 ENSG00000135211
PCYT2 ENSG00000185813.6 0.106026 0.0684 ENSG00000185813
BIRC7 ENSG00000101197.8 0.209946 0.088294 ENSG00000101197
CCL25 ENSG00000131142.9 0.184303 0.082189 ENSG00000131142
GNPDA1 ENSG00000113552.11 0.210634 0.090486 ENSG00000113552
GPD1L ENSG00000152642.6 0.100272 0.068934 ENSG00000152642
HOXD3 ENSG00000128652.7 0.163593 0.081252 ENSG00000128652
PRKG2 ENSG00000138669.5 0.172489 0.071558 ENSG00000138669
APOA5 ENSG00000110243.7 0.101936 0.067786 ENSG00000110243
FLJ27365 ENSG00000197182.8 0.175722 0.090361 ENSG00000197182
OSBPL6 ENSG00000079156.12 0.304186 0.095117 ENSG00000079156
CPEB1 ENSG00000214575.5 0.237767 0.110765 ENSG00000214575
MGP ENSG00000111341.5 0.136482 0.070569 ENSG00000111341
TXNL4B ENSG00000140830.4 0.191398 0.076292 ENSG00000140830
