AssociatedGeneName EnsemblGeneID h2.ArteryTibial se.ArteryTibial ensid
CNTNAP2 ENSG00000174469.13 0.134076 0.079989 ENSG00000174469
HAUS4 ENSG00000092036.12 0.192303 0.071625 ENSG00000092036
BAMBI ENSG00000095739.7 0.055253 0.056759 ENSG00000095739
KIAA1715 ENSG00000144320.9 0.127775 0.070068 ENSG00000144320
QRSL1 ENSG00000130348.7 0.02025 0.050837 ENSG00000130348
STOX1 ENSG00000165730.10 0.099838 0.060397 ENSG00000165730
PLA2G4C ENSG00000105499.9 0.018089 0.035195 ENSG00000105499
CYP2D6 ENSG00000100197.16 0.040314 0.044415 ENSG00000100197
DHFR ENSG00000228716.2 0.155431 0.069908 ENSG00000228716
CNGA1 ENSG00000198515.9 0.056765 0.048242 ENSG00000198515
NUP133 ENSG00000069248.8 0.057961 0.061612 ENSG00000069248
NUPR1 ENSG00000176046.7 0.169511 0.064664 ENSG00000176046
APIP ENSG00000149089.8 0.16673 0.068006 ENSG00000149089
LRRC37A2 ENSG00000238083.3 0.169367 0.072573 ENSG00000238083
ZNF641 ENSG00000167528.8 0.113049 0.05637 ENSG00000167528
TUFM ENSG00000178952.4 0.021144 0.033394 ENSG00000178952
KCNMA1 ENSG00000156113.16 0.026503 0.03866 ENSG00000156113
SOAT1 ENSG00000057252.8 0.075767 0.049596 ENSG00000057252
RRP7A ENSG00000189306.6 0.037622 0.052566 ENSG00000189306
IFITM3 ENSG00000142089.11 0.072479 0.065107 ENSG00000142089
ARHGAP22 ENSG00000128805.10 0.160129 0.078762 ENSG00000128805
WASH4P ENSG00000234769.4 0.025844 0.043942 ENSG00000234769
CCDC109B ENSG00000005059.11 0.026695 0.038996 ENSG00000005059
PCYOX1L ENSG00000145882.6 0.131999 0.075171 ENSG00000145882
CDS2 ENSG00000101290.9 0.094093 0.083285 ENSG00000101290
RBPMS2 ENSG00000166831.4 0.015373 0.025838 ENSG00000166831
SMIM20 ENSG00000250317.4 0.024809 0.050121 ENSG00000250317
AL359195.1 ENSG00000204038.3 0.044857 0.050276 ENSG00000204038
PKP4 ENSG00000144283.17 0.031861 0.047424 ENSG00000144283
TLR3 ENSG00000164342.7 0.027476 0.041814 ENSG00000164342
TACSTD2 ENSG00000184292.5 0.194723 0.070568 ENSG00000184292
PCDHB8 ENSG00000120322.2 0.142217 0.071674 ENSG00000120322
WARS ENSG00000140105.13 0.035173 0.041689 ENSG00000140105
APOL4 ENSG00000100336.13 0.226805 0.085407 ENSG00000100336
MCM5 ENSG00000100297.10 0.011061 0.031561 ENSG00000100297
PTK7 ENSG00000112655.11 0.048846 0.045359 ENSG00000112655
FAM84B ENSG00000168672.3 0.023413 0.040104 ENSG00000168672
ETV7 ENSG00000010030.9 0.058065 0.049563 ENSG00000010030
CAPN11 ENSG00000137225.8 0.113932 0.06669 ENSG00000137225
TEK ENSG00000120156.16 0.012548 0.039437 ENSG00000120156
POLR2J ENSG00000005075.11 0.076699 0.053121 ENSG00000005075
C12orf61 ENSG00000221949.2 0.011645 0.051177 ENSG00000221949
PAQR5 ENSG00000137819.9 0.06746 0.054288 ENSG00000137819
GBP3 ENSG00000117226.7 0.021413 0.042093 ENSG00000117226
CDHR3 ENSG00000128536.11 0.050316 0.052761 ENSG00000128536
C15orf57 ENSG00000128891.11 0.096034 0.054976 ENSG00000128891
IFT88 ENSG00000032742.13 0.06786 0.057597 ENSG00000032742
IREB2 ENSG00000136381.8 0.057748 0.059263 ENSG00000136381
ARL14EP ENSG00000152219.4 0.024334 0.033242 ENSG00000152219
VNN1 ENSG00000112299.7 0.03401 0.037693 ENSG00000112299
STXBP2 ENSG00000076944.10 0.037285 0.051326 ENSG00000076944
GSTM2 ENSG00000213366.8 0.027564 0.05201 ENSG00000213366
ZNF205 ENSG00000122386.6 0.062951 0.058009 ENSG00000122386
CCR7 ENSG00000126353.3 0.01382 0.035346 ENSG00000126353
FAM181A ENSG00000140067.6 0.069131 0.06978 ENSG00000140067
DARC ENSG00000213088.5 0.019794 0.035055 ENSG00000213088
CISD1 ENSG00000122873.7 0.01251 0.029564 ENSG00000122873
TNPO3 ENSG00000064419.9 0.05116 0.05107 ENSG00000064419
TMEM50B ENSG00000142188.12 0.157834 0.068 ENSG00000142188
SYF2 ENSG00000117614.5 0.018134 0.047194 ENSG00000117614
RAD51C ENSG00000108384.10 0.054195 0.04805 ENSG00000108384
CAST ENSG00000153113.19 0.05622 0.050402 ENSG00000153113
ARL17B ENSG00000228696.4 0.161853 0.078785 ENSG00000228696
CAMK1D ENSG00000183049.8 0.010347 0.048073 ENSG00000183049
ISL2 ENSG00000159556.5 0.02787 0.03964 ENSG00000159556
FAM83D ENSG00000101447.9 0.105966 0.081451 ENSG00000101447
ADAT1 ENSG00000065457.6 0.053102 0.049387 ENSG00000065457
HMGXB3 ENSG00000113716.8 0.098859 0.06794 ENSG00000113716
NME4 ENSG00000103202.8 0.292222 0.086932 ENSG00000103202
TNFAIP6 ENSG00000123610.3 0.050109 0.048876 ENSG00000123610
THADA ENSG00000115970.14 0.073358 0.062279 ENSG00000115970
PCDHB11 ENSG00000197479.4 0.02262 0.03783 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.062342 0.057593 ENSG00000171903
QDPR ENSG00000151552.7 0.021327 0.041684 ENSG00000151552
TDGF1 ENSG00000241186.3 0.027798 0.044532 ENSG00000241186
NSFL1C ENSG00000088833.12 0.089584 0.075211 ENSG00000088833
MAPK14 ENSG00000112062.6 0.010481 0.04777 ENSG00000112062
FANCA ENSG00000187741.10 0.194689 0.072611 ENSG00000187741
RSPO4 ENSG00000101282.4 0.113967 0.074865 ENSG00000101282
CDC42EP1 ENSG00000128283.6 0.049086 0.047726 ENSG00000128283
UBE2Z ENSG00000159202.13 0.033209 0.039881 ENSG00000159202
GSTM1 ENSG00000134184.8 0.252234 0.093519 ENSG00000134184
COG1 ENSG00000166685.7 0.076217 0.078391 ENSG00000166685
ZFP28 ENSG00000196867.3 0.146998 0.072156 ENSG00000196867
UBQLN1 ENSG00000135018.9 0.061317 0.055425 ENSG00000135018
CCDC102A ENSG00000135736.5 0.108458 0.071456 ENSG00000135736
FADS1 ENSG00000149485.12 0.020087 0.032083 ENSG00000149485
ZNF555 ENSG00000186300.7 0.023092 0.04632 ENSG00000186300
TRIM4 ENSG00000146833.11 0.083855 0.058774 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.029873 0.045998 ENSG00000100191
GIMAP5 ENSG00000196329.6 0.016761 0.039153 ENSG00000196329
SIRPB1 ENSG00000101307.11 0.173734 0.08801 ENSG00000101307
BSPRY ENSG00000119411.10 0.014615 0.039832 ENSG00000119411
FRRS1 ENSG00000156869.8 0.089878 0.063898 ENSG00000156869
COG5 ENSG00000164597.9 0.078719 0.055406 ENSG00000164597
MTHFS ENSG00000136371.5 0.134404 0.071711 ENSG00000136371
PLVAP ENSG00000130300.4 0.061811 0.060047 ENSG00000130300
PPIP5K2 ENSG00000145725.14 0.08596 0.051779 ENSG00000145725
VLDLR ENSG00000147852.10 0.46249 0.078027 ENSG00000147852
C10orf107 ENSG00000183346.6 0.069983 0.052911 ENSG00000183346
BCAT1 ENSG00000060982.10 0.032185 0.057098 ENSG00000060982
ASNSD1 ENSG00000138381.5 0.094124 0.05663 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.160685 0.068383 ENSG00000196963
TMEM45A ENSG00000181458.6 0.14923 0.067379 ENSG00000181458
FUT3 ENSG00000171124.8 0.031859 0.061248 ENSG00000171124
CDH23 ENSG00000107736.15 0.066347 0.055273 ENSG00000107736
ZNF586 ENSG00000083828.11 0.048139 0.053685 ENSG00000083828
ZNF282 ENSG00000170265.7 0.024964 0.042407 ENSG00000170265
TDRD6 ENSG00000180113.11 0.12041 0.068457 ENSG00000180113
CCDC74A ENSG00000163040.10 0.084223 0.054758 ENSG00000163040
RNASEH2C ENSG00000172922.4 0.010234 0.024101 ENSG00000172922
TRIM37 ENSG00000108395.9 0.018665 0.032687 ENSG00000108395
DSCC1 ENSG00000136982.5 0.234026 0.077755 ENSG00000136982
ANKDD1A ENSG00000166839.12 0.106475 0.062771 ENSG00000166839
COG6 ENSG00000133103.12 0.019676 0.041648 ENSG00000133103
PPP1R16A ENSG00000160972.5 0.06559 0.05743 ENSG00000160972
CELF3 ENSG00000159409.10 0.015316 0.03484 ENSG00000159409
SYTL2 ENSG00000137501.12 0.031643 0.050815 ENSG00000137501
SLC22A5 ENSG00000197375.8 0.052847 0.051437 ENSG00000197375
APOLD1 ENSG00000178878.7 0.036707 0.055762 ENSG00000178878
KL ENSG00000133116.6 0.030765 0.045692 ENSG00000133116
MRPL2 ENSG00000112651.7 0.042573 0.060266 ENSG00000112651
NIPAL1 ENSG00000163293.7 0.02044 0.033914 ENSG00000163293
ADRBK2 ENSG00000100077.9 0.169755 0.073302 ENSG00000100077
EPSTI1 ENSG00000133106.10 0.035805 0.048794 ENSG00000133106
DDX11 ENSG00000013573.12 0.04205 0.047031 ENSG00000013573
C22orf43 ENSG00000189269.7 0.086903 0.061747 ENSG00000189269
ZNF605 ENSG00000196458.6 0.082374 0.049681 ENSG00000196458
TMEM230 ENSG00000089063.10 0.044192 0.063965 ENSG00000089063
F11R ENSG00000270149.1 0.100188 0.081347 ENSG00000270149
C4BPA ENSG00000123838.6 0.044022 0.053287 ENSG00000123838
CMTM8 ENSG00000170293.4 0.026664 0.050876 ENSG00000170293
CFD ENSG00000197766.3 0.050832 0.053035 ENSG00000197766
SLC35D1 ENSG00000116704.6 0.055186 0.049173 ENSG00000116704
SLC25A51 ENSG00000122696.8 0.065707 0.053385 ENSG00000122696
RNF141 ENSG00000110315.2 0.111436 0.066011 ENSG00000110315
MYRF ENSG00000124920.9 0.023373 0.047624 ENSG00000124920
CYP4F12 ENSG00000186204.9 0.078085 0.063001 ENSG00000186204
BMP2 ENSG00000125845.6 0.013138 0.047937 ENSG00000125845
PLEC ENSG00000178209.10 0.015257 0.038111 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.038321 0.04229 ENSG00000108592
ZNF554 ENSG00000172006.7 0.032266 0.062398 ENSG00000172006
LMBR1 ENSG00000105983.14 0.067009 0.062965 ENSG00000105983
RPH3A ENSG00000089169.10 0.04506 0.050859 ENSG00000089169
MFNG ENSG00000100060.13 0.055882 0.067253 ENSG00000100060
STEAP1B ENSG00000105889.10 0.020939 0.053962 ENSG00000105889
ERO1LB ENSG00000086619.9 0.024829 0.038934 ENSG00000086619
PI16 ENSG00000164530.9 0.033361 0.057908 ENSG00000164530
RAVER2 ENSG00000162437.10 0.10525 0.069757 ENSG00000162437
CRYGN ENSG00000127377.4 0.016796 0.038178 ENSG00000127377
ZNF783 ENSG00000204946.5 0.073052 0.06515 ENSG00000204946
PDZRN3 ENSG00000121440.10 0.186866 0.081957 ENSG00000121440
PRF1 ENSG00000180644.6 0.06975 0.065801 ENSG00000180644
CCS ENSG00000173992.4 0.039901 0.062696 ENSG00000173992
KIAA1731 ENSG00000166004.10 0.044686 0.069052 ENSG00000166004
GSDMA ENSG00000167914.6 0.093068 0.055416 ENSG00000167914
HSD17B7 ENSG00000132196.8 0.037789 0.051936 ENSG00000132196
ANO10 ENSG00000160746.8 0.084372 0.055179 ENSG00000160746
SAYSD1 ENSG00000112167.5 0.052192 0.055013 ENSG00000112167
BNC2 ENSG00000173068.13 0.017532 0.037327 ENSG00000173068
SNX20 ENSG00000167208.10 0.18993 0.082381 ENSG00000167208
PI3 ENSG00000124102.4 0.141741 0.079135 ENSG00000124102
CHAF1A ENSG00000167670.11 0.187345 0.074104 ENSG00000167670
UBN2 ENSG00000157741.9 0.037636 0.052889 ENSG00000157741
TIMM21 ENSG00000075336.7 0.020381 0.04987 ENSG00000075336
NUTM2B ENSG00000188199.6 0.049529 0.057728 ENSG00000188199
PDXK ENSG00000160209.13 0.062557 0.057171 ENSG00000160209
IZUMO2 ENSG00000161652.8 0.076751 0.076502 ENSG00000161652
SACM1L ENSG00000211456.6 0.079216 0.063841 ENSG00000211456
KLHL10 ENSG00000161594.6 0.01865 0.038606 ENSG00000161594
FBN1 ENSG00000166147.9 0.021346 0.038625 ENSG00000166147
ZEB2 ENSG00000169554.12 0.05127 0.042608 ENSG00000169554
DDT ENSG00000099977.9 0.046971 0.048554 ENSG00000099977
SUPT4H1 ENSG00000213246.2 0.035596 0.045443 ENSG00000213246
SDHAF1 ENSG00000205138.2 0.110337 0.074797 ENSG00000205138
C1QTNF7 ENSG00000163145.8 0.137432 0.071901 ENSG00000163145
CCDC19 ENSG00000213085.5 0.070204 0.061765 ENSG00000213085
PPWD1 ENSG00000113593.7 0.109778 0.073027 ENSG00000113593
RPH3AL ENSG00000181031.11 0.063513 0.056169 ENSG00000181031
SPG20 ENSG00000133104.8 0.038216 0.053565 ENSG00000133104
PDGFC ENSG00000145431.6 0.030966 0.037227 ENSG00000145431
PODN ENSG00000174348.9 0.137168 0.068554 ENSG00000174348
MXD1 ENSG00000059728.6 0.0566 0.046471 ENSG00000059728
POLR2E ENSG00000099817.7 0.31508 0.094399 ENSG00000099817
EREG ENSG00000124882.3 0.015855 0.041011 ENSG00000124882
SLC28A2 ENSG00000137860.7 0.067706 0.057891 ENSG00000137860
ACOX3 ENSG00000087008.11 0.074661 0.067871 ENSG00000087008
ZNF296 ENSG00000170684.4 0.113189 0.079022 ENSG00000170684
OVCH1 ENSG00000187950.4 0.035063 0.042562 ENSG00000187950
CRTC1 ENSG00000105662.11 0.028924 0.041139 ENSG00000105662
KCNQ5 ENSG00000185760.11 0.083323 0.064051 ENSG00000185760
HTRA3 ENSG00000170801.5 0.037485 0.063736 ENSG00000170801
PTK6 ENSG00000101213.5 0.150717 0.071581 ENSG00000101213
RGS14 ENSG00000169220.13 0.077456 0.066009 ENSG00000169220
ADAMTS7 ENSG00000136378.10 0.05211 0.050656 ENSG00000136378
ZNF333 ENSG00000160961.7 0.010747 0.039892 ENSG00000160961
C19orf25 ENSG00000119559.11 0.187442 0.082072 ENSG00000119559
TACR2 ENSG00000075073.10 0.072274 0.07235 ENSG00000075073
SGIP1 ENSG00000118473.17 0.080234 0.056412 ENSG00000118473
FLVCR1 ENSG00000162769.8 0.045297 0.043938 ENSG00000162769
TAF1C ENSG00000103168.12 0.017378 0.065427 ENSG00000103168
FCRLB ENSG00000162746.10 0.067547 0.051375 ENSG00000162746
FAM227A ENSG00000184949.10 0.157125 0.068022 ENSG00000184949
PF4V1 ENSG00000109272.3 0.017712 0.034486 ENSG00000109272
H1F0 ENSG00000189060.4 0.022143 0.042165 ENSG00000189060
SDHC ENSG00000143252.9 0.049018 0.047563 ENSG00000143252
ZNF320 ENSG00000182986.8 0.021459 0.042833 ENSG00000182986
RASL11A ENSG00000122035.6 0.050052 0.061594 ENSG00000122035
LRRC43 ENSG00000158113.8 0.073405 0.050387 ENSG00000158113
FOLR3 ENSG00000110203.4 0.018544 0.042958 ENSG00000110203
CCDC79 ENSG00000249961.5 0.039734 0.047411 ENSG00000249961
IL21R ENSG00000103522.11 0.068547 0.059409 ENSG00000103522
AIP ENSG00000110711.4 0.033339 0.04036 ENSG00000110711
SEC23A ENSG00000100934.10 0.062218 0.056761 ENSG00000100934
SYNGR1 ENSG00000100321.10 0.017034 0.038796 ENSG00000100321
GNG7 ENSG00000176533.8 0.024023 0.042698 ENSG00000176533
NDFIP1 ENSG00000131507.9 0.030228 0.05378 ENSG00000131507
TANC2 ENSG00000170921.10 0.058504 0.055172 ENSG00000170921
SLC17A4 ENSG00000146039.6 0.021502 0.046293 ENSG00000146039
PAPD4 ENSG00000164329.9 0.037942 0.054922 ENSG00000164329
RSPRY1 ENSG00000159579.9 0.034948 0.050426 ENSG00000159579
SETD8 ENSG00000183955.8 0.020066 0.033285 ENSG00000183955
SDCCAG8 ENSG00000054282.11 0.053819 0.054274 ENSG00000054282
CDC42BPA ENSG00000143776.14 0.108378 0.055787 ENSG00000143776
SESTD1 ENSG00000187231.9 0.024917 0.04378 ENSG00000187231
TMEM200A ENSG00000164484.7 0.024341 0.042735 ENSG00000164484
GTF3A ENSG00000122034.8 0.032002 0.058521 ENSG00000122034
SLC24A3 ENSG00000185052.7 0.07628 0.065286 ENSG00000185052
COPS3 ENSG00000141030.8 0.107959 0.061344 ENSG00000141030
ATP8A1 ENSG00000124406.12 0.094835 0.052531 ENSG00000124406
FAAH ENSG00000117480.11 0.069565 0.050863 ENSG00000117480
KBTBD8 ENSG00000163376.7 0.026234 0.04011 ENSG00000163376
NPTXR ENSG00000221890.2 0.029072 0.048997 ENSG00000221890
TRIB3 ENSG00000101255.6 0.225428 0.088758 ENSG00000101255
CEP78 ENSG00000148019.8 0.028024 0.048368 ENSG00000148019
CPVL ENSG00000106066.9 0.031642 0.053276 ENSG00000106066
CD55 ENSG00000196352.9 0.116348 0.066697 ENSG00000196352
SNX31 ENSG00000174226.4 0.089073 0.058154 ENSG00000174226
GPR114 ENSG00000159618.11 0.026445 0.050428 ENSG00000159618
ARFGAP3 ENSG00000242247.6 0.111216 0.07249 ENSG00000242247
MYO1F ENSG00000142347.12 0.030547 0.052738 ENSG00000142347
MTL5 ENSG00000132749.6 0.028879 0.040272 ENSG00000132749
HS2ST1 ENSG00000153936.12 0.050804 0.052437 ENSG00000153936
KRTAP4-6 ENSG00000198090.3 0.021281 0.036354 ENSG00000198090
EFCAB13 ENSG00000178852.11 0.087745 0.054403 ENSG00000178852
CLEC18C ENSG00000157335.15 0.043946 0.040618 ENSG00000157335
PSAT1 ENSG00000135069.9 0.091484 0.062749 ENSG00000135069
GSAP ENSG00000186088.11 0.165142 0.075895 ENSG00000186088
WHAMM ENSG00000156232.6 0.057303 0.056795 ENSG00000156232
BTN2A1 ENSG00000112763.11 0.035504 0.037223 ENSG00000112763
NAA50 ENSG00000121579.7 0.087819 0.059746 ENSG00000121579
SCN9A ENSG00000169432.10 0.060542 0.052705 ENSG00000169432
ASB8 ENSG00000177981.6 0.077299 0.055509 ENSG00000177981
NUP43 ENSG00000120253.9 0.037327 0.055036 ENSG00000120253
LPCAT1 ENSG00000153395.5 0.066994 0.053759 ENSG00000153395
SEC22A ENSG00000121542.7 0.0772 0.056712 ENSG00000121542
ARPC1B ENSG00000130429.8 0.047547 0.043664 ENSG00000130429
XRCC6BP1 ENSG00000166896.3 0.05116 0.057795 ENSG00000166896
MCF2L ENSG00000126217.16 0.07871 0.063628 ENSG00000126217
LURAP1L ENSG00000153714.5 0.012753 0.036004 ENSG00000153714
PROK1 ENSG00000143125.5 0.07229 0.05585 ENSG00000143125
FARP1 ENSG00000152767.11 0.044021 0.048897 ENSG00000152767
ACTR3B ENSG00000133627.13 0.047027 0.067085 ENSG00000133627
CMTM5 ENSG00000166091.15 0.259333 0.093462 ENSG00000166091
TTC18 ENSG00000156042.13 0.041586 0.035506 ENSG00000156042
RLF ENSG00000117000.8 0.01549 0.048686 ENSG00000117000
CLN6 ENSG00000128973.7 0.025342 0.034361 ENSG00000128973
GRPEL1 ENSG00000109519.8 0.022472 0.063241 ENSG00000109519
ERP27 ENSG00000139055.2 0.055013 0.040822 ENSG00000139055
PKD2 ENSG00000118762.3 0.033267 0.046234 ENSG00000118762
GNMT ENSG00000124713.5 0.09849 0.065366 ENSG00000124713
FBXO43 ENSG00000156509.9 0.014341 0.030258 ENSG00000156509
C19orf40 ENSG00000131944.5 0.061761 0.06572 ENSG00000131944
PLD1 ENSG00000075651.11 0.022294 0.034128 ENSG00000075651
FAM109A ENSG00000198324.10 0.055041 0.059098 ENSG00000198324
AGFG2 ENSG00000106351.8 0.084977 0.059901 ENSG00000106351
USP10 ENSG00000103194.11 0.056655 0.077648 ENSG00000103194
P2RY13 ENSG00000181631.6 0.038648 0.053395 ENSG00000181631
HEBP1 ENSG00000013583.4 0.081505 0.06441 ENSG00000013583
MRI1 ENSG00000037757.9 0.022214 0.042793 ENSG00000037757
ZNF419 ENSG00000105136.15 0.075427 0.062465 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.094331 0.057322 ENSG00000198203
ATF2 ENSG00000115966.12 0.067085 0.057752 ENSG00000115966
BIRC2 ENSG00000110330.4 0.048618 0.05298 ENSG00000110330
TOP1MT ENSG00000184428.8 0.046297 0.048734 ENSG00000184428
ABHD3 ENSG00000158201.5 0.022809 0.041961 ENSG00000158201
CMTM7 ENSG00000153551.9 0.027921 0.044121 ENSG00000153551
AL627309.1 ENSG00000237683.5 0.118533 0.067004 ENSG00000237683
FBRSL1 ENSG00000112787.8 0.021065 0.032438 ENSG00000112787
LILRA5 ENSG00000187116.9 0.118448 0.085281 ENSG00000187116
ABTB2 ENSG00000166016.4 0.034043 0.055487 ENSG00000166016
EXD3 ENSG00000187609.11 0.024845 0.033461 ENSG00000187609
C9orf72 ENSG00000147894.10 0.063622 0.061241 ENSG00000147894
CCDC3 ENSG00000151468.9 0.018949 0.051305 ENSG00000151468
CTTNBP2 ENSG00000077063.6 0.035691 0.044382 ENSG00000077063
TK2 ENSG00000166548.11 0.016755 0.033534 ENSG00000166548
CHIT1 ENSG00000133063.11 0.086833 0.060603 ENSG00000133063
HSD17B12 ENSG00000149084.7 0.13445 0.073453 ENSG00000149084
SPC25 ENSG00000152253.4 0.019264 0.046863 ENSG00000152253
MILR1 ENSG00000271605.1 0.021785 0.032428 ENSG00000271605
SNX1 ENSG00000028528.10 0.034159 0.040729 ENSG00000028528
UBN1 ENSG00000118900.10 0.068137 0.057027 ENSG00000118900
CNPY4 ENSG00000166997.3 0.016896 0.033806 ENSG00000166997
ZCCHC7 ENSG00000147905.13 0.016707 0.043595 ENSG00000147905
ARHGEF7 ENSG00000102606.13 0.100896 0.075834 ENSG00000102606
ZNF132 ENSG00000131849.10 0.0291 0.038605 ENSG00000131849
TMEM45B ENSG00000151715.3 0.134162 0.078232 ENSG00000151715
STX2 ENSG00000111450.9 0.037813 0.057018 ENSG00000111450
FOXC1 ENSG00000054598.5 0.04377 0.055395 ENSG00000054598
ANTXRL ENSG00000198250.8 0.02254 0.031904 ENSG00000198250
ZNF766 ENSG00000196214.6 0.021832 0.047133 ENSG00000196214
PCDHGA6 ENSG00000253731.1 0.030903 0.047125 ENSG00000253731
OLIG2 ENSG00000205927.4 0.01027 0.03723 ENSG00000205927
RPS6KB1 ENSG00000108443.9 0.027908 0.0369 ENSG00000108443
MSX2 ENSG00000120149.7 0.067547 0.067408 ENSG00000120149
TRIM33 ENSG00000197323.6 0.047648 0.048728 ENSG00000197323
ZNF880 ENSG00000221923.4 0.156158 0.080694 ENSG00000221923
ST8SIA1 ENSG00000111728.6 0.075915 0.065661 ENSG00000111728
NUP54 ENSG00000138750.10 0.017086 0.040391 ENSG00000138750
SDK2 ENSG00000069188.12 0.33134 0.08754 ENSG00000069188
PPP2R5A ENSG00000066027.6 0.019762 0.042555 ENSG00000066027
DSEL ENSG00000171451.13 0.010928 0.050992 ENSG00000171451
ABCC3 ENSG00000108846.11 0.012446 0.05458 ENSG00000108846
LAP3 ENSG00000002549.8 0.075303 0.051655 ENSG00000002549
RRP36 ENSG00000124541.6 0.067818 0.072271 ENSG00000124541
POLR1A ENSG00000068654.11 0.081522 0.051717 ENSG00000068654
SLC22A14 ENSG00000144671.6 0.015076 0.04142 ENSG00000144671
METTL9 ENSG00000197006.9 0.066396 0.060721 ENSG00000197006
