AssociatedGeneName EnsemblGeneID h2.MuscleSkeletal se.MuscleSkeletal ensid
RPTN ENSG00000215853.3 0.090464 0.063445 ENSG00000215853
SMIM20 ENSG00000250317.4 0.074434 0.056787 ENSG00000250317
C8B ENSG00000021852.8 0.062319 0.053449 ENSG00000021852
AL359195.1 ENSG00000204038.3 0.222703 0.067129 ENSG00000204038
ZNF266 ENSG00000174652.13 0.299576 0.062658 ENSG00000174652
WARS ENSG00000140105.13 0.109107 0.061187 ENSG00000140105
APOL4 ENSG00000100336.13 0.133935 0.069162 ENSG00000100336
PTK7 ENSG00000112655.11 0.082439 0.061891 ENSG00000112655
PMM2 ENSG00000140650.7 0.0926 0.055627 ENSG00000140650
ATMIN ENSG00000166454.5 0.266119 0.072228 ENSG00000166454
AKR1C1 ENSG00000187134.8 0.094328 0.059316 ENSG00000187134
GBP3 ENSG00000117226.7 0.304198 0.070837 ENSG00000117226
ZNF205 ENSG00000122386.6 0.167423 0.066739 ENSG00000122386
DARC ENSG00000213088.5 0.080394 0.05137 ENSG00000213088
TMEM50B ENSG00000142188.12 0.18274 0.065449 ENSG00000142188
SYF2 ENSG00000117614.5 0.055215 0.054045 ENSG00000117614
TJP2 ENSG00000119139.12 0.198284 0.069174 ENSG00000119139
NME4 ENSG00000103202.8 0.144628 0.063154 ENSG00000103202
OPN4 ENSG00000122375.7 0.133771 0.056916 ENSG00000122375
CYP4F11 ENSG00000171903.11 0.176632 0.067375 ENSG00000171903
TDGF1 ENSG00000241186.3 0.421677 0.083051 ENSG00000241186
MAPK14 ENSG00000112062.6 0.050914 0.040598 ENSG00000112062
FANCA ENSG00000187741.10 0.286764 0.076009 ENSG00000187741
RSPO4 ENSG00000101282.4 0.070233 0.054901 ENSG00000101282
UBE2Z ENSG00000159202.13 0.050456 0.037943 ENSG00000159202
GSTM1 ENSG00000134184.8 0.157625 0.069042 ENSG00000134184
UBQLN1 ENSG00000135018.9 0.05748 0.044707 ENSG00000135018
YIPF5 ENSG00000145817.12 0.089493 0.054126 ENSG00000145817
ZNF555 ENSG00000186300.7 0.059073 0.051854 ENSG00000186300
SLC5A4 ENSG00000100191.4 0.211176 0.066049 ENSG00000100191
GIMAP5 ENSG00000196329.6 0.102682 0.066912 ENSG00000196329
IQCB1 ENSG00000173226.12 0.063442 0.049901 ENSG00000173226
COG5 ENSG00000164597.9 0.061186 0.044192 ENSG00000164597
MTHFS ENSG00000136371.5 0.16556 0.068067 ENSG00000136371
C15orf38 ENSG00000242498.3 0.146593 0.063875 ENSG00000242498
BCAT1 ENSG00000060982.10 0.092438 0.057096 ENSG00000060982
ASNSD1 ENSG00000138381.5 0.22331 0.067748 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.07265 0.053476 ENSG00000196963
ZFP90 ENSG00000184939.10 0.12983 0.053084 ENSG00000184939
CDH23 ENSG00000107736.15 0.070044 0.056543 ENSG00000107736
ZNF586 ENSG00000083828.11 0.139276 0.056185 ENSG00000083828
COG6 ENSG00000133103.12 0.380989 0.067252 ENSG00000133103
SLC22A5 ENSG00000197375.8 0.081625 0.046418 ENSG00000197375
ADRBK2 ENSG00000100077.9 0.162567 0.061124 ENSG00000100077
RCBTB1 ENSG00000136144.7 0.247676 0.069933 ENSG00000136144
NR2F6 ENSG00000160113.5 0.100881 0.06247 ENSG00000160113
ZNF589 ENSG00000164048.9 0.108601 0.05354 ENSG00000164048
ZNF605 ENSG00000196458.6 0.130899 0.052968 ENSG00000196458
TMEM230 ENSG00000089063.10 0.064728 0.06048 ENSG00000089063
BSG ENSG00000172270.14 0.052374 0.045555 ENSG00000172270
PTMS ENSG00000159335.11 0.060471 0.057173 ENSG00000159335
RNF141 ENSG00000110315.2 0.057547 0.047317 ENSG00000110315
CYP4F12 ENSG00000186204.9 0.052373 0.040624 ENSG00000186204
ZNF554 ENSG00000172006.7 0.067143 0.058819 ENSG00000172006
LMBR1 ENSG00000105983.14 0.148675 0.066678 ENSG00000105983
ERO1LB ENSG00000086619.9 0.104494 0.054654 ENSG00000086619
SLC25A26 ENSG00000144741.12 0.14915 0.06671 ENSG00000144741
COX6B2 ENSG00000160471.7 0.051997 0.063183 ENSG00000160471
ZNF783 ENSG00000204946.5 0.053836 0.052258 ENSG00000204946
PDZRN3 ENSG00000121440.10 0.051076 0.042881 ENSG00000121440
PITPNM1 ENSG00000110697.8 0.057252 0.038186 ENSG00000110697
TOB1 ENSG00000141232.4 0.072203 0.050435 ENSG00000141232
SAYSD1 ENSG00000112167.5 0.053864 0.0513 ENSG00000112167
BNC2 ENSG00000173068.13 0.146475 0.06335 ENSG00000173068
CHAF1A ENSG00000167670.11 0.064946 0.059892 ENSG00000167670
YTHDC2 ENSG00000047188.11 0.085691 0.052511 ENSG00000047188
TNNT1 ENSG00000105048.12 0.051923 0.043105 ENSG00000105048
POMZP3 ENSG00000146707.10 0.513048 0.065166 ENSG00000146707
ZEB2 ENSG00000169554.12 0.067643 0.043264 ENSG00000169554
DDT ENSG00000099977.9 0.218611 0.063624 ENSG00000099977
SEC16A ENSG00000148396.14 0.098395 0.0549 ENSG00000148396
RPH3AL ENSG00000181031.11 0.393383 0.077828 ENSG00000181031
C1QTNF6 ENSG00000133466.9 0.077083 0.061396 ENSG00000133466
CAT ENSG00000121691.4 0.070928 0.053231 ENSG00000121691
PODN ENSG00000174348.9 0.072583 0.051173 ENSG00000174348
KCNK17 ENSG00000124780.9 0.188579 0.068224 ENSG00000124780
POLR2E ENSG00000099817.7 0.105527 0.073719 ENSG00000099817
SLC28A2 ENSG00000137860.7 0.065513 0.045201 ENSG00000137860
TBC1D10C ENSG00000175463.7 0.067557 0.052295 ENSG00000175463
TAF1C ENSG00000103168.12 0.059983 0.059514 ENSG00000103168
MAPK8IP3 ENSG00000138834.8 0.068685 0.062607 ENSG00000138834
HDDC2 ENSG00000111906.12 0.125331 0.062292 ENSG00000111906
SDHC ENSG00000143252.9 0.067001 0.047381 ENSG00000143252
SCD5 ENSG00000145284.7 0.06727 0.057558 ENSG00000145284
SELL ENSG00000188404.4 0.069049 0.044984 ENSG00000188404
FOLR3 ENSG00000110203.4 0.057248 0.04436 ENSG00000110203
FAM196B ENSG00000204767.3 0.056751 0.054826 ENSG00000204767
NDFIP1 ENSG00000131507.9 0.209594 0.064459 ENSG00000131507
TANC2 ENSG00000170921.10 0.067119 0.04818 ENSG00000170921
GLDC ENSG00000178445.8 0.218441 0.072799 ENSG00000178445
SETD8 ENSG00000183955.8 0.074162 0.043694 ENSG00000183955
CNOT3 ENSG00000088038.13 0.076981 0.075346 ENSG00000088038
CDC42BPA ENSG00000143776.14 0.085535 0.047883 ENSG00000143776
SESTD1 ENSG00000187231.9 0.082625 0.052782 ENSG00000187231
AP3M1 ENSG00000185009.8 0.05173 0.039002 ENSG00000185009
ECHDC2 ENSG00000121310.12 0.123169 0.057165 ENSG00000121310
ATP8A1 ENSG00000124406.12 0.065356 0.047324 ENSG00000124406
KBTBD8 ENSG00000163376.7 0.059193 0.041993 ENSG00000163376
PDS5B ENSG00000083642.14 0.054528 0.05205 ENSG00000083642
CPVL ENSG00000106066.9 0.105077 0.062584 ENSG00000106066
CD55 ENSG00000196352.9 0.060576 0.049423 ENSG00000196352
SNX31 ENSG00000174226.4 0.057985 0.052749 ENSG00000174226
GPR114 ENSG00000159618.11 0.075219 0.062278 ENSG00000159618
ARFGAP3 ENSG00000242247.6 0.077571 0.04884 ENSG00000242247
FAS ENSG00000026103.15 0.161274 0.064014 ENSG00000026103
CCR3 ENSG00000183625.10 0.101923 0.054679 ENSG00000183625
CDCA7 ENSG00000144354.9 0.09915 0.055958 ENSG00000144354
BTN2A1 ENSG00000112763.11 0.079373 0.04653 ENSG00000112763
GIMAP7 ENSG00000179144.4 0.058618 0.051751 ENSG00000179144
ARHGEF35 ENSG00000213214.3 0.110818 0.049769 ENSG00000213214
MYO16 ENSG00000041515.11 0.13166 0.064803 ENSG00000041515
ITGA9 ENSG00000144668.7 0.080854 0.051731 ENSG00000144668
D2HGDH ENSG00000180902.12 0.087065 0.050846 ENSG00000180902
TMOD3 ENSG00000138594.8 0.15206 0.062288 ENSG00000138594
PKD2 ENSG00000118762.3 0.055278 0.041656 ENSG00000118762
GNMT ENSG00000124713.5 0.087389 0.057919 ENSG00000124713
TPM2 ENSG00000198467.9 0.131666 0.061446 ENSG00000198467
MRI1 ENSG00000037757.9 0.095792 0.061572 ENSG00000037757
ZNF419 ENSG00000105136.15 0.24081 0.063754 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.119306 0.06046 ENSG00000198203
PCDH1 ENSG00000156453.9 0.071009 0.050601 ENSG00000156453
SPRY2 ENSG00000136158.6 0.110981 0.054149 ENSG00000136158
TTC28 ENSG00000100154.10 0.153762 0.070214 ENSG00000100154
CTH ENSG00000116761.7 0.057392 0.043381 ENSG00000116761
LURAP1 ENSG00000171357.5 0.225706 0.077506 ENSG00000171357
AGPAT3 ENSG00000160216.14 0.084771 0.051072 ENSG00000160216
TK2 ENSG00000166548.11 0.102674 0.050873 ENSG00000166548
HSD17B12 ENSG00000149084.7 0.24955 0.067944 ENSG00000149084
TMEM204 ENSG00000131634.9 0.050407 0.049753 ENSG00000131634
TTC13 ENSG00000143643.8 0.054964 0.060973 ENSG00000143643
ZCCHC7 ENSG00000147905.13 0.066238 0.049832 ENSG00000147905
ARHGEF7 ENSG00000102606.13 0.051427 0.044336 ENSG00000102606
STX2 ENSG00000111450.9 0.078666 0.065612 ENSG00000111450
ANTXRL ENSG00000198250.8 0.249921 0.069851 ENSG00000198250
MSX2 ENSG00000120149.7 0.057606 0.059241 ENSG00000120149
ZNF880 ENSG00000221923.4 0.247017 0.077952 ENSG00000221923
SDK2 ENSG00000069188.12 0.151918 0.062676 ENSG00000069188
DSEL ENSG00000171451.13 0.065968 0.049636 ENSG00000171451
ABCC3 ENSG00000108846.11 0.112692 0.068137 ENSG00000108846
LAP3 ENSG00000002549.8 0.062189 0.043626 ENSG00000002549
SLC22A14 ENSG00000144671.6 0.08841 0.056332 ENSG00000144671
SHB ENSG00000107338.8 0.070906 0.053098 ENSG00000107338
DISC1 ENSG00000162946.16 0.196809 0.075577 ENSG00000162946
EMC2 ENSG00000104412.3 0.050517 0.03881 ENSG00000104412
FBLL1 ENSG00000188573.7 0.05271 0.048044 ENSG00000188573
HSPA12B ENSG00000132622.6 0.129257 0.065444 ENSG00000132622
DLD ENSG00000091140.8 0.053972 0.04831 ENSG00000091140
C12orf10 ENSG00000139637.9 0.059188 0.046431 ENSG00000139637
NDNF ENSG00000173376.9 0.055816 0.039794 ENSG00000173376
C2orf27A ENSG00000197927.8 0.190945 0.070025 ENSG00000197927
HSD3B7 ENSG00000099377.9 0.239872 0.070468 ENSG00000099377
PM20D2 ENSG00000146281.5 0.052669 0.049125 ENSG00000146281
GLRB ENSG00000109738.6 0.078773 0.064003 ENSG00000109738
KCNC4 ENSG00000116396.9 0.129108 0.055306 ENSG00000116396
CD164 ENSG00000135535.10 0.063599 0.039587 ENSG00000135535
MZT1 ENSG00000204899.5 0.069828 0.050297 ENSG00000204899
PSMB5 ENSG00000100804.14 0.050123 0.048332 ENSG00000100804
IRAK1BP1 ENSG00000146243.9 0.051337 0.041617 ENSG00000146243
DNASE1L1 ENSG00000013563.8 0.067727 0.053392 ENSG00000013563
UCKL1 ENSG00000198276.9 0.080233 0.05562 ENSG00000198276
SKA1 ENSG00000154839.5 0.055892 0.046675 ENSG00000154839
TRABD ENSG00000170638.5 0.115611 0.062977 ENSG00000170638
SLC18B1 ENSG00000146409.6 0.096882 0.058702 ENSG00000146409
NARFL ENSG00000103245.9 0.147174 0.066232 ENSG00000103245
TBC1D7 ENSG00000145979.13 0.05534 0.046719 ENSG00000145979
UTS2B ENSG00000188958.5 0.059851 0.044589 ENSG00000188958
ZNF83 ENSG00000167766.13 0.056494 0.053473 ENSG00000167766
SSBP4 ENSG00000130511.10 0.064117 0.044276 ENSG00000130511
PHOSPHO1 ENSG00000173868.7 0.058056 0.048781 ENSG00000173868
CEP112 ENSG00000154240.12 0.090525 0.055102 ENSG00000154240
LACTB2 ENSG00000147592.4 0.060453 0.048115 ENSG00000147592
PFKP ENSG00000067057.11 0.05827 0.060048 ENSG00000067057
TRAM1L1 ENSG00000174599.4 0.064181 0.050973 ENSG00000174599
NEB ENSG00000183091.15 0.068199 0.051895 ENSG00000183091
AL161915.1 ENSG00000212670.1 0.158232 0.061801 ENSG00000212670
AKT1 ENSG00000142208.11 0.074203 0.053003 ENSG00000142208
HPD ENSG00000158104.7 0.188914 0.061999 ENSG00000158104
FAM192A ENSG00000172775.12 0.072089 0.053684 ENSG00000172775
RBMXL2 ENSG00000170748.5 0.180368 0.071044 ENSG00000170748
CCDC82 ENSG00000149231.7 0.073912 0.052539 ENSG00000149231
CREB3L2 ENSG00000182158.10 0.218489 0.07393 ENSG00000182158
CACNB2 ENSG00000165995.14 0.178979 0.065701 ENSG00000165995
ARC ENSG00000198576.2 0.063438 0.045988 ENSG00000198576
CDADC1 ENSG00000102543.10 0.08516 0.051373 ENSG00000102543
CPSF1 ENSG00000071894.10 0.325872 0.076045 ENSG00000071894
CYB561D1 ENSG00000174151.10 0.064557 0.049233 ENSG00000174151
UBE4B ENSG00000130939.14 0.094584 0.052843 ENSG00000130939
AKAP7 ENSG00000118507.11 0.116673 0.0621 ENSG00000118507
MAPRE1 ENSG00000101367.8 0.060514 0.061591 ENSG00000101367
TNNC2 ENSG00000101470.5 0.173506 0.076657 ENSG00000101470
KCNRG ENSG00000198553.4 0.067949 0.044971 ENSG00000198553
MCM10 ENSG00000065328.12 0.050066 0.058221 ENSG00000065328
UBXN6 ENSG00000167671.7 0.123882 0.061065 ENSG00000167671
SLC45A4 ENSG00000022567.5 0.062748 0.052453 ENSG00000022567
SLC44A3 ENSG00000143036.12 0.077003 0.051596 ENSG00000143036
TLN2 ENSG00000171914.10 0.056106 0.046606 ENSG00000171914
MPZL1 ENSG00000197965.7 0.059967 0.048987 ENSG00000197965
TCP11L1 ENSG00000176148.11 0.143685 0.059138 ENSG00000176148
SLC12A3 ENSG00000070915.5 0.085615 0.054866 ENSG00000070915
UBE2S ENSG00000108106.9 0.10021 0.067423 ENSG00000108106
DAP3 ENSG00000132676.10 0.056275 0.041302 ENSG00000132676
NOL8 ENSG00000198000.7 0.068079 0.051797 ENSG00000198000
RNF186 ENSG00000178828.5 0.1243 0.064485 ENSG00000178828
HSD17B14 ENSG00000087076.4 0.057063 0.051724 ENSG00000087076
C1orf122 ENSG00000197982.11 0.060259 0.050552 ENSG00000197982
TMEM63A ENSG00000196187.7 0.104751 0.059844 ENSG00000196187
EGLN3 ENSG00000129521.9 0.055139 0.04817 ENSG00000129521
RPL14 ENSG00000188846.9 0.089782 0.054247 ENSG00000188846
CCBL2 ENSG00000137944.12 0.053659 0.03993 ENSG00000137944
C21orf2 ENSG00000160226.11 0.165527 0.080104 ENSG00000160226
SLC22A15 ENSG00000163393.8 0.08948 0.05113 ENSG00000163393
TBC1D4 ENSG00000136111.8 0.062201 0.047153 ENSG00000136111
SPON2 ENSG00000159674.7 0.055876 0.0618 ENSG00000159674
ASCL5 ENSG00000232237.2 0.089185 0.055879 ENSG00000232237
MCOLN1 ENSG00000090674.11 0.061673 0.052125 ENSG00000090674
FKBP15 ENSG00000119321.4 0.169792 0.06424 ENSG00000119321
DERA ENSG00000023697.8 0.092175 0.052331 ENSG00000023697
F5 ENSG00000198734.6 0.239814 0.075863 ENSG00000198734
RP3-402G11.5 ENSG00000073169.9 0.221262 0.069566 ENSG00000073169
HOXD13 ENSG00000128714.5 0.137564 0.061168 ENSG00000128714
KRI1 ENSG00000129347.15 0.051659 0.043313 ENSG00000129347
MT1X ENSG00000187193.8 0.073962 0.057884 ENSG00000187193
COMMD10 ENSG00000145781.4 0.216024 0.06364 ENSG00000145781
SLC7A11 ENSG00000151012.9 0.062902 0.048308 ENSG00000151012
TRO ENSG00000067445.15 0.05213 0.042419 ENSG00000067445
SEC23B ENSG00000101310.10 0.147127 0.061995 ENSG00000101310
CDK2AP1 ENSG00000111328.2 0.072282 0.046768 ENSG00000111328
RP11-542P2.1 ENSG00000205301.7 0.06319 0.049826 ENSG00000205301
PRPF31 ENSG00000105618.9 0.112692 0.07047 ENSG00000105618
KCTD2 ENSG00000180901.6 0.073786 0.05568 ENSG00000180901
ATP2C2 ENSG00000064270.8 0.103173 0.070331 ENSG00000064270
LENG8 ENSG00000167615.12 0.083442 0.068243 ENSG00000167615
LHFP ENSG00000183722.7 0.074461 0.051328 ENSG00000183722
SUPT20H ENSG00000102710.15 0.061866 0.050417 ENSG00000102710
LILRA3 ENSG00000170866.7 0.060806 0.062579 ENSG00000170866
MSH3 ENSG00000113318.9 0.107678 0.053594 ENSG00000113318
PTTG1IP ENSG00000183255.7 0.077446 0.046526 ENSG00000183255
GATM ENSG00000171766.11 0.123942 0.050014 ENSG00000171766
MRPL27 ENSG00000108826.11 0.052097 0.043835 ENSG00000108826
IGSF11 ENSG00000144847.8 0.073357 0.046992 ENSG00000144847
C5orf63 ENSG00000164241.9 0.1267 0.055643 ENSG00000164241
PEX6 ENSG00000124587.9 0.255319 0.067486 ENSG00000124587
LYRM5 ENSG00000205707.6 0.070295 0.047549 ENSG00000205707
PLXNB2 ENSG00000196576.10 0.118663 0.061768 ENSG00000196576
ZNF740 ENSG00000139651.9 0.058581 0.052271 ENSG00000139651
TMEM234 ENSG00000160055.15 0.132764 0.067073 ENSG00000160055
AP3D1 ENSG00000065000.11 0.064558 0.059697 ENSG00000065000
LIN7B ENSG00000104863.7 0.091758 0.056996 ENSG00000104863
FAM168A ENSG00000054965.6 0.074813 0.046196 ENSG00000054965
CAPN12 ENSG00000182472.4 0.127395 0.062825 ENSG00000182472
TNFSF9 ENSG00000125657.3 0.056 0.04609 ENSG00000125657
LRMP ENSG00000118308.10 0.05897 0.047235 ENSG00000118308
EFCAB14 ENSG00000159658.6 0.064421 0.050412 ENSG00000159658
KRT74 ENSG00000170484.5 0.058983 0.047361 ENSG00000170484
ALKBH5 ENSG00000091542.8 0.053392 0.056038 ENSG00000091542
UNC13C ENSG00000137766.12 0.097412 0.06205 ENSG00000137766
XAB2 ENSG00000076924.7 0.064181 0.060863 ENSG00000076924
RALGAPA2 ENSG00000188559.8 0.066069 0.044517 ENSG00000188559
TMC2 ENSG00000149488.11 0.109316 0.062471 ENSG00000149488
SPEG ENSG00000072195.10 0.106837 0.062548 ENSG00000072195
TOR1A ENSG00000136827.11 0.068557 0.048228 ENSG00000136827
CIZ1 ENSG00000148337.15 0.063515 0.046034 ENSG00000148337
C10orf129 ENSG00000173124.10 0.056111 0.041946 ENSG00000173124
GTF2A2 ENSG00000140307.6 0.203757 0.063137 ENSG00000140307
C1orf192 ENSG00000188931.3 0.070224 0.052059 ENSG00000188931
HOXB3 ENSG00000120093.7 0.125735 0.059091 ENSG00000120093
UBE2E3 ENSG00000170035.11 0.077953 0.0484 ENSG00000170035
CYB5R1 ENSG00000159348.8 0.076982 0.052485 ENSG00000159348
TSPYL5 ENSG00000180543.3 0.0738 0.049063 ENSG00000180543
DUSP14 ENSG00000161326.8 0.050014 0.044525 ENSG00000161326
C16orf95 ENSG00000260456.2 0.344878 0.085535 ENSG00000260456
SLC27A1 ENSG00000130304.12 0.057402 0.055197 ENSG00000130304
AASDH ENSG00000157426.9 0.129157 0.061214 ENSG00000157426
AC006946.15 ENSG00000235478.1 0.064149 0.045568 ENSG00000235478
LDHAL6B ENSG00000171989.4 0.050348 0.05225 ENSG00000171989
ASRGL1 ENSG00000162174.8 0.061313 0.047582 ENSG00000162174
SEC63 ENSG00000025796.9 0.066278 0.051634 ENSG00000025796
RARG ENSG00000172819.12 0.055465 0.046856 ENSG00000172819
TMCO3 ENSG00000150403.13 0.293139 0.067984 ENSG00000150403
PRDM5 ENSG00000138738.6 0.087903 0.053986 ENSG00000138738
ATF1 ENSG00000123268.4 0.122588 0.062361 ENSG00000123268
ARMC10 ENSG00000170632.9 0.078445 0.043531 ENSG00000170632
MBIP ENSG00000151332.14 0.096466 0.056542 ENSG00000151332
FNDC4 ENSG00000115226.5 0.056208 0.044806 ENSG00000115226
TEAD2 ENSG00000074219.9 0.068496 0.049174 ENSG00000074219
MCC ENSG00000171444.13 0.079979 0.049503 ENSG00000171444
JAM3 ENSG00000166086.8 0.087175 0.06331 ENSG00000166086
GSTM5 ENSG00000134201.6 0.080449 0.058471 ENSG00000134201
GLIS1 ENSG00000174332.3 0.05604 0.053473 ENSG00000174332
PDCD6IP ENSG00000170248.9 0.090699 0.044241 ENSG00000170248
ERAP2 ENSG00000164308.12 0.369814 0.071877 ENSG00000164308
HMGN2 ENSG00000198830.6 0.113587 0.057146 ENSG00000198830
ATP12A ENSG00000075673.7 0.070483 0.058009 ENSG00000075673
LIG3 ENSG00000005156.7 0.074747 0.057067 ENSG00000005156
C16orf46 ENSG00000166455.9 0.05219 0.048067 ENSG00000166455
UTP18 ENSG00000011260.9 0.220435 0.065275 ENSG00000011260
PLCH1 ENSG00000114805.12 0.050883 0.042333 ENSG00000114805
GIT1 ENSG00000108262.11 0.061735 0.048118 ENSG00000108262
NFASC ENSG00000163531.11 0.064021 0.044551 ENSG00000163531
SPAG1 ENSG00000104450.8 0.063008 0.046889 ENSG00000104450
GLI1 ENSG00000111087.5 0.059327 0.057217 ENSG00000111087
IGSF22 ENSG00000179057.9 0.055769 0.044025 ENSG00000179057
HS6ST1 ENSG00000136720.6 0.072993 0.052822 ENSG00000136720
COG4 ENSG00000103051.14 0.055484 0.037415 ENSG00000103051
KIAA1143 ENSG00000163807.4 0.054142 0.037248 ENSG00000163807
SPATA6 ENSG00000132122.7 0.071328 0.050963 ENSG00000132122
ECT2L ENSG00000203734.6 0.055637 0.049485 ENSG00000203734
BRPF3 ENSG00000096070.15 0.09522 0.059918 ENSG00000096070
CACNA1G ENSG00000006283.13 0.05387 0.045881 ENSG00000006283
CYP51A1 ENSG00000001630.11 0.167224 0.058832 ENSG00000001630
THSD7B ENSG00000144229.7 0.081945 0.051413 ENSG00000144229
STIL ENSG00000123473.11 0.059023 0.051985 ENSG00000123473
SMOC2 ENSG00000112562.14 0.064749 0.058186 ENSG00000112562
ALG1L ENSG00000189366.5 0.223712 0.067831 ENSG00000189366
POLE ENSG00000177084.12 0.164799 0.061752 ENSG00000177084
GTF3C4 ENSG00000125484.7 0.050567 0.04825 ENSG00000125484
SASH1 ENSG00000111961.12 0.050708 0.05019 ENSG00000111961
CNOT1 ENSG00000125107.12 0.088556 0.054672 ENSG00000125107
LRRFIP2 ENSG00000093167.13 0.060709 0.044484 ENSG00000093167
ZNF384 ENSG00000126746.13 0.052471 0.046753 ENSG00000126746
NANP ENSG00000170191.4 0.054134 0.053292 ENSG00000170191
RBL2 ENSG00000103479.10 0.152683 0.061176 ENSG00000103479
MYO18B ENSG00000133454.11 0.118058 0.070563 ENSG00000133454
PSEN2 ENSG00000143801.12 0.050207 0.041286 ENSG00000143801
TTC24 ENSG00000187862.6 0.052836 0.044756 ENSG00000187862
ZNF300 ENSG00000145908.8 0.057437 0.048761 ENSG00000145908
DDO ENSG00000203797.4 0.144304 0.069591 ENSG00000203797
GAR1 ENSG00000109534.12 0.106997 0.061526 ENSG00000109534
SLC35G1 ENSG00000176273.10 0.072517 0.052898 ENSG00000176273
SPG21 ENSG00000090487.6 0.081162 0.051388 ENSG00000090487
AP4E1 ENSG00000081014.6 0.105106 0.052402 ENSG00000081014
NDUFAF1 ENSG00000137806.4 0.508981 0.064308 ENSG00000137806
CNPY3 ENSG00000137161.12 0.057387 0.053041 ENSG00000137161
TRNP1 ENSG00000253368.3 0.050137 0.044661 ENSG00000253368
SULT1A2 ENSG00000197165.6 0.061357 0.043316 ENSG00000197165
MANF ENSG00000145050.11 0.05357 0.044841 ENSG00000145050
GRAMD1A ENSG00000089351.10 0.082018 0.054793 ENSG00000089351
