AssociatedGeneName EnsemblGeneID h2.NerveTibial se.NerveTibial ensid
CARKD ENSG00000213995.7 0.122355 0.083608 ENSG00000213995
RDH13 ENSG00000160439.10 0.464174 0.093362 ENSG00000160439
AGAP7 ENSG00000204169.6 0.444344 0.104745 ENSG00000204169
APOBEC3G ENSG00000239713.3 0.421349 0.090413 ENSG00000239713
NOD2 ENSG00000167207.7 0.169209 0.075338 ENSG00000167207
GSTM4 ENSG00000168765.11 0.166675 0.092223 ENSG00000168765
NUDT7 ENSG00000140876.7 0.121148 0.078105 ENSG00000140876
LRRC61 ENSG00000127399.10 0.417143 0.077628 ENSG00000127399
FADS2 ENSG00000134824.9 0.246045 0.086652 ENSG00000134824
LRRC37A ENSG00000176681.10 0.412421 0.090218 ENSG00000176681
SMTNL1 ENSG00000214872.4 0.469148 0.083074 ENSG00000214872
RFWD3 ENSG00000168411.9 0.187824 0.084732 ENSG00000168411
TMEM9 ENSG00000116857.11 0.433293 0.094399 ENSG00000116857
NT5C3B ENSG00000141698.12 0.637256 0.064448 ENSG00000141698
KNSTRN ENSG00000128944.8 0.674539 0.062661 ENSG00000128944
TNFAIP8L1 ENSG00000185361.4 0.111294 0.085494 ENSG00000185361
MYCBPAP ENSG00000136449.9 0.185566 0.082838 ENSG00000136449
CTSW ENSG00000172543.3 0.424272 0.079167 ENSG00000172543
ADAD2 ENSG00000140955.6 0.296659 0.110479 ENSG00000140955
ZNF436 ENSG00000125945.9 0.353558 0.091831 ENSG00000125945
HPR ENSG00000261701.2 0.430772 0.0874 ENSG00000261701
HAUS4 ENSG00000092036.12 0.410689 0.088388 ENSG00000092036
KIF16B ENSG00000089177.13 0.36913 0.100017 ENSG00000089177
H3F3A ENSG00000163041.5 0.468045 0.084478 ENSG00000163041
KIAA1715 ENSG00000144320.9 0.18496 0.073422 ENSG00000144320
QRSL1 ENSG00000130348.7 0.458115 0.07923 ENSG00000130348
STOX1 ENSG00000165730.10 0.319976 0.086219 ENSG00000165730
PLA2G4C ENSG00000105499.9 0.384648 0.086848 ENSG00000105499
CYP2D6 ENSG00000100197.16 0.393261 0.087508 ENSG00000100197
DHFR ENSG00000228716.2 0.339231 0.082476 ENSG00000228716
SLC1A7 ENSG00000162383.7 0.335226 0.085927 ENSG00000162383
CNGA1 ENSG00000198515.9 0.316247 0.074747 ENSG00000198515
G6PC2 ENSG00000152254.6 0.382778 0.083782 ENSG00000152254
APIP ENSG00000149089.8 0.624844 0.067975 ENSG00000149089
SAMD12 ENSG00000177570.9 0.101639 0.07771 ENSG00000177570
LRRC37A2 ENSG00000238083.3 0.544525 0.080899 ENSG00000238083
TUFM ENSG00000178952.4 0.262016 0.081185 ENSG00000178952
KCNMA1 ENSG00000156113.16 0.121115 0.08308 ENSG00000156113
RRP7A ENSG00000189306.6 0.418446 0.096608 ENSG00000189306
IFITM3 ENSG00000142089.11 0.185636 0.083777 ENSG00000142089
ARHGAP22 ENSG00000128805.10 0.111329 0.068296 ENSG00000128805
PCYOX1L ENSG00000145882.6 0.125365 0.086823 ENSG00000145882
AL359195.1 ENSG00000204038.3 0.449683 0.082126 ENSG00000204038
TACSTD2 ENSG00000184292.5 0.204029 0.093166 ENSG00000184292
PCDHB8 ENSG00000120322.2 0.350716 0.085717 ENSG00000120322
ZNF266 ENSG00000174652.13 0.663105 0.060274 ENSG00000174652
APOL4 ENSG00000100336.13 0.282781 0.09858 ENSG00000100336
LCK ENSG00000182866.12 0.10097 0.075826 ENSG00000182866
NTPCR ENSG00000135778.6 0.156567 0.084652 ENSG00000135778
ETV7 ENSG00000010030.9 0.204771 0.081849 ENSG00000010030
GBP3 ENSG00000117226.7 0.583954 0.073494 ENSG00000117226
CDHR3 ENSG00000128536.11 0.303906 0.096003 ENSG00000128536
PILRB ENSG00000121716.13 0.539254 0.078441 ENSG00000121716
C15orf57 ENSG00000128891.11 0.533549 0.073565 ENSG00000128891
IFT88 ENSG00000032742.13 0.191205 0.075794 ENSG00000032742
IREB2 ENSG00000136381.8 0.136799 0.077417 ENSG00000136381
ARL14EP ENSG00000152219.4 0.190678 0.070737 ENSG00000152219
ANXA8L2 ENSG00000186807.9 0.389122 0.082822 ENSG00000186807
GSTM2 ENSG00000213366.8 0.204281 0.101188 ENSG00000213366
CISD1 ENSG00000122873.7 0.247889 0.07815 ENSG00000122873
GAL ENSG00000069482.6 0.106465 0.061863 ENSG00000069482
TMEM50B ENSG00000142188.12 0.533674 0.075132 ENSG00000142188
RAD51C ENSG00000108384.10 0.152388 0.066392 ENSG00000108384
CAST ENSG00000153113.19 0.653877 0.069475 ENSG00000153113
C17orf97 ENSG00000187624.7 0.717063 0.066352 ENSG00000187624
ADAT1 ENSG00000065457.6 0.616963 0.068224 ENSG00000065457
HMGXB3 ENSG00000113716.8 0.262317 0.089059 ENSG00000113716
NME4 ENSG00000103202.8 0.250431 0.096818 ENSG00000103202
GCC2 ENSG00000135968.15 0.35872 0.081897 ENSG00000135968
OPN4 ENSG00000122375.7 0.346123 0.081406 ENSG00000122375
PCDHB11 ENSG00000197479.4 0.213223 0.082819 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.768615 0.051405 ENSG00000171903
QDPR ENSG00000151552.7 0.195416 0.083285 ENSG00000151552
TDGF1 ENSG00000241186.3 0.616905 0.072741 ENSG00000241186
FANCA ENSG00000187741.10 0.331909 0.085119 ENSG00000187741
RSPO4 ENSG00000101282.4 0.571377 0.081274 ENSG00000101282
CDC42EP1 ENSG00000128283.6 0.155974 0.083777 ENSG00000128283
GSTM1 ENSG00000134184.8 0.466704 0.101181 ENSG00000134184
ZFP28 ENSG00000196867.3 0.213445 0.086672 ENSG00000196867
YIPF5 ENSG00000145817.12 0.14069 0.07264 ENSG00000145817
CCDC102A ENSG00000135736.5 0.101994 0.084987 ENSG00000135736
KIAA2013 ENSG00000116685.11 0.176391 0.0816 ENSG00000116685
FADS1 ENSG00000149485.12 0.234878 0.088728 ENSG00000149485
TRIM4 ENSG00000146833.11 0.546446 0.077353 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.439311 0.085199 ENSG00000100191
DTD1 ENSG00000125821.7 0.170169 0.07427 ENSG00000125821
GIMAP5 ENSG00000196329.6 0.133454 0.0777 ENSG00000196329
IQCB1 ENSG00000173226.12 0.307605 0.074957 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.614157 0.080035 ENSG00000101307
BSPRY ENSG00000119411.10 0.130536 0.074236 ENSG00000119411
MTHFS ENSG00000136371.5 0.445988 0.082927 ENSG00000136371
PLVAP ENSG00000130300.4 0.335031 0.089587 ENSG00000130300
PPIP5K2 ENSG00000145725.14 0.205283 0.08121 ENSG00000145725
VLDLR ENSG00000147852.10 0.430797 0.091964 ENSG00000147852
C10orf107 ENSG00000183346.6 0.49416 0.073856 ENSG00000183346
BCAT1 ENSG00000060982.10 0.254923 0.098268 ENSG00000060982
ASNSD1 ENSG00000138381.5 0.419997 0.081982 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.506633 0.080498 ENSG00000196963
TMEM45A ENSG00000181458.6 0.106424 0.063854 ENSG00000181458
CDH23 ENSG00000107736.15 0.212859 0.09434 ENSG00000107736
CD40 ENSG00000101017.9 0.129101 0.074386 ENSG00000101017
ZNF586 ENSG00000083828.11 0.199691 0.081675 ENSG00000083828
TDRD6 ENSG00000180113.11 0.454595 0.086687 ENSG00000180113
CCDC74A ENSG00000163040.10 0.178892 0.084408 ENSG00000163040
RNASEH2C ENSG00000172922.4 0.100862 0.057856 ENSG00000172922
TRIM37 ENSG00000108395.9 0.210111 0.082478 ENSG00000108395
DSCC1 ENSG00000136982.5 0.516371 0.080354 ENSG00000136982
CHML ENSG00000203668.1 0.251263 0.105476 ENSG00000203668
ANKDD1A ENSG00000166839.12 0.201849 0.078968 ENSG00000166839
COG6 ENSG00000133103.12 0.16934 0.079555 ENSG00000133103
ANXA8L1 ENSG00000150165.13 0.185956 0.078416 ENSG00000150165
SLC22A5 ENSG00000197375.8 0.176133 0.076849 ENSG00000197375
MRPL2 ENSG00000112651.7 0.129271 0.087673 ENSG00000112651
NIPAL1 ENSG00000163293.7 0.135499 0.078048 ENSG00000163293
ADRBK2 ENSG00000100077.9 0.340063 0.096882 ENSG00000100077
DDX11 ENSG00000013573.12 0.832523 0.037638 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.216976 0.07559 ENSG00000136144
ZNF589 ENSG00000164048.9 0.483034 0.085079 ENSG00000164048
C22orf43 ENSG00000189269.7 0.661864 0.066738 ENSG00000189269
ZNF605 ENSG00000196458.6 0.185475 0.068684 ENSG00000196458
TMEM230 ENSG00000089063.10 0.175672 0.09175 ENSG00000089063
C4BPA ENSG00000123838.6 0.296743 0.09683 ENSG00000123838
SLC25A51 ENSG00000122696.8 0.28887 0.081189 ENSG00000122696
ATP6V0E2 ENSG00000171130.13 0.560859 0.078327 ENSG00000171130
CYP4F12 ENSG00000186204.9 0.191824 0.085876 ENSG00000186204
PLEC ENSG00000178209.10 0.322554 0.07522 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.345798 0.074744 ENSG00000108592
ZNF554 ENSG00000172006.7 0.11391 0.078386 ENSG00000172006
RNF17 ENSG00000132972.13 0.167928 0.082174 ENSG00000132972
LMBR1 ENSG00000105983.14 0.250244 0.09701 ENSG00000105983
ERO1LB ENSG00000086619.9 0.287839 0.093609 ENSG00000086619
PI16 ENSG00000164530.9 0.126945 0.076908 ENSG00000164530
LRRC8B ENSG00000197147.8 0.406565 0.078481 ENSG00000197147
SLC25A26 ENSG00000144741.12 0.224108 0.084558 ENSG00000144741
RAVER2 ENSG00000162437.10 0.128292 0.082786 ENSG00000162437
CRYGN ENSG00000127377.4 0.226032 0.08389 ENSG00000127377
ZNF783 ENSG00000204946.5 0.318728 0.088851 ENSG00000204946
VPS28 ENSG00000160948.9 0.642243 0.072865 ENSG00000160948
SERPINC1 ENSG00000117601.9 0.153897 0.073366 ENSG00000117601
GSDMA ENSG00000167914.6 0.417049 0.086078 ENSG00000167914
ANO10 ENSG00000160746.8 0.102287 0.060756 ENSG00000160746
CHAF1A ENSG00000167670.11 0.375489 0.085092 ENSG00000167670
NUTM2B ENSG00000188199.6 0.306725 0.083398 ENSG00000188199
SACM1L ENSG00000211456.6 0.119449 0.065304 ENSG00000211456
IRF6 ENSG00000117595.6 0.373575 0.082285 ENSG00000117595
KLHL10 ENSG00000161594.6 0.171989 0.065523 ENSG00000161594
POMZP3 ENSG00000146707.10 0.697109 0.060231 ENSG00000146707
DDT ENSG00000099977.9 0.313696 0.083605 ENSG00000099977
SEC16A ENSG00000148396.14 0.38641 0.088439 ENSG00000148396
TRIOBP ENSG00000100106.15 0.29181 0.083891 ENSG00000100106
RPH3AL ENSG00000181031.11 0.508117 0.090224 ENSG00000181031
SPG20 ENSG00000133104.8 0.144029 0.076908 ENSG00000133104
C1QTNF6 ENSG00000133466.9 0.389104 0.086859 ENSG00000133466
GIMAP4 ENSG00000133574.5 0.158449 0.068525 ENSG00000133574
CAT ENSG00000121691.4 0.214955 0.08261 ENSG00000121691
PODN ENSG00000174348.9 0.132115 0.073512 ENSG00000174348
KCNK17 ENSG00000124780.9 0.136156 0.076538 ENSG00000124780
POLR2E ENSG00000099817.7 0.106106 0.093747 ENSG00000099817
SLC28A2 ENSG00000137860.7 0.302809 0.076905 ENSG00000137860
ACOX3 ENSG00000087008.11 0.33694 0.093118 ENSG00000087008
OVCH1 ENSG00000187950.4 0.11614 0.070367 ENSG00000187950
CRTC1 ENSG00000105662.11 0.115179 0.071016 ENSG00000105662
CCDC14 ENSG00000175455.10 0.13077 0.069324 ENSG00000175455
ITIH2 ENSG00000151655.13 0.223295 0.089825 ENSG00000151655
ESYT2 ENSG00000117868.11 0.138334 0.065068 ENSG00000117868
SLC25A27 ENSG00000153291.11 0.377503 0.089869 ENSG00000153291
EMR1 ENSG00000174837.10 0.211998 0.092312 ENSG00000174837
NECAP1 ENSG00000089818.12 0.122459 0.076952 ENSG00000089818
RGS14 ENSG00000169220.13 0.268891 0.090629 ENSG00000169220
CCDC146 ENSG00000135205.10 0.242216 0.094434 ENSG00000135205
ZNF333 ENSG00000160961.7 0.269501 0.097114 ENSG00000160961
C19orf25 ENSG00000119559.11 0.128923 0.083157 ENSG00000119559
ABCC8 ENSG00000006071.7 0.176125 0.078897 ENSG00000006071
C19orf48 ENSG00000167747.9 0.193854 0.095167 ENSG00000167747
TAF1C ENSG00000103168.12 0.664106 0.084712 ENSG00000103168
FAM227A ENSG00000184949.10 0.288221 0.079289 ENSG00000184949
HDDC2 ENSG00000111906.12 0.131713 0.079507 ENSG00000111906
ZNF320 ENSG00000182986.8 0.358333 0.110598 ENSG00000182986
PM20D1 ENSG00000162877.8 0.606512 0.068522 ENSG00000162877
SELL ENSG00000188404.4 0.111164 0.06652 ENSG00000188404
LRRC43 ENSG00000158113.8 0.108146 0.061529 ENSG00000158113
L1TD1 ENSG00000240563.1 0.662765 0.076702 ENSG00000240563
IL21R ENSG00000103522.11 0.24955 0.088171 ENSG00000103522
CCDC66 ENSG00000180376.12 0.359205 0.087687 ENSG00000180376
SYNGR1 ENSG00000100321.10 0.364364 0.089299 ENSG00000100321
SETD8 ENSG00000183955.8 0.104245 0.066896 ENSG00000183955
SDCCAG8 ENSG00000054282.11 0.407285 0.085512 ENSG00000054282
CDC42BPA ENSG00000143776.14 0.126213 0.068359 ENSG00000143776
TMEM200A ENSG00000164484.7 0.175479 0.079321 ENSG00000164484
VPS13B ENSG00000132549.14 0.100393 0.069604 ENSG00000132549
FSD1 ENSG00000105255.6 0.312025 0.094935 ENSG00000105255
TRIB3 ENSG00000101255.6 0.123351 0.095327 ENSG00000101255
GSTK1 ENSG00000197448.9 0.127239 0.071513 ENSG00000197448
RNF166 ENSG00000158717.6 0.161689 0.094061 ENSG00000158717
SNX31 ENSG00000174226.4 0.703654 0.066018 ENSG00000174226
EFCAB13 ENSG00000178852.11 0.447108 0.082774 ENSG00000178852
CLEC18C ENSG00000157335.15 0.254832 0.080724 ENSG00000157335
FAS ENSG00000026103.15 0.281159 0.082315 ENSG00000026103
RHPN1 ENSG00000158106.8 0.106408 0.060958 ENSG00000158106
KLK8 ENSG00000129455.11 0.173214 0.098581 ENSG00000129455
GIMAP7 ENSG00000179144.4 0.133165 0.074394 ENSG00000179144
ASB8 ENSG00000177981.6 0.118635 0.062779 ENSG00000177981
SEC22A ENSG00000121542.7 0.438882 0.080028 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.321774 0.079235 ENSG00000213214
MCF2L ENSG00000126217.16 0.277289 0.104071 ENSG00000126217
SULT1A1 ENSG00000196502.7 0.252815 0.087577 ENSG00000196502
PROK1 ENSG00000143125.5 0.206945 0.079076 ENSG00000143125
FARP1 ENSG00000152767.11 0.177596 0.091715 ENSG00000152767
TTC18 ENSG00000156042.13 0.442959 0.095686 ENSG00000156042
CLN6 ENSG00000128973.7 0.19446 0.076647 ENSG00000128973
GRPEL1 ENSG00000109519.8 0.191713 0.100768 ENSG00000109519
ERP27 ENSG00000139055.2 0.174062 0.077496 ENSG00000139055
GNMT ENSG00000124713.5 0.29364 0.083163 ENSG00000124713
HEBP1 ENSG00000013583.4 0.11187 0.09084 ENSG00000013583
MRI1 ENSG00000037757.9 0.432076 0.09429 ENSG00000037757
ZNF419 ENSG00000105136.15 0.335754 0.077483 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.63257 0.074249 ENSG00000198203
TOP1MT ENSG00000184428.8 0.102986 0.070732 ENSG00000184428
CMTM7 ENSG00000153551.9 0.122226 0.079819 ENSG00000153551
PYROXD1 ENSG00000121350.11 0.250687 0.075487 ENSG00000121350
C9orf72 ENSG00000147894.10 0.369592 0.091204 ENSG00000147894
HSD17B12 ENSG00000149084.7 0.675768 0.060884 ENSG00000149084
SPC25 ENSG00000152253.4 0.217469 0.080941 ENSG00000152253
AMH ENSG00000104899.3 0.436077 0.092983 ENSG00000104899
CNPY4 ENSG00000166997.3 0.263865 0.095533 ENSG00000166997
ZCCHC7 ENSG00000147905.13 0.10742 0.069888 ENSG00000147905
ARHGEF7 ENSG00000102606.13 0.246238 0.087503 ENSG00000102606
ZNF132 ENSG00000131849.10 0.355781 0.077909 ENSG00000131849
STX2 ENSG00000111450.9 0.735207 0.064984 ENSG00000111450
ANTXRL ENSG00000198250.8 0.151051 0.070086 ENSG00000198250
ZNF880 ENSG00000221923.4 0.426997 0.095559 ENSG00000221923
ST8SIA1 ENSG00000111728.6 0.222215 0.08349 ENSG00000111728
NEK3 ENSG00000136098.12 0.110197 0.068992 ENSG00000136098
NUP54 ENSG00000138750.10 0.35763 0.080761 ENSG00000138750
SDK2 ENSG00000069188.12 0.22216 0.09315 ENSG00000069188
ABCC3 ENSG00000108846.11 0.20832 0.087432 ENSG00000108846
DISC1 ENSG00000162946.16 0.148223 0.086592 ENSG00000162946
FBLL1 ENSG00000188573.7 0.524945 0.080373 ENSG00000188573
CDAN1 ENSG00000140326.8 0.18123 0.080429 ENSG00000140326
DLD ENSG00000091140.8 0.217236 0.095266 ENSG00000091140
NDNF ENSG00000173376.9 0.139048 0.083806 ENSG00000173376
C2orf27A ENSG00000197927.8 0.323154 0.079245 ENSG00000197927
HSD3B7 ENSG00000099377.9 0.116258 0.061579 ENSG00000099377
PM20D2 ENSG00000146281.5 0.200576 0.097225 ENSG00000146281
SLC2A4 ENSG00000181856.10 0.100073 0.070875 ENSG00000181856
MON1B ENSG00000103111.10 0.153381 0.078561 ENSG00000103111
PROZ ENSG00000126231.9 0.187378 0.078216 ENSG00000126231
GPX7 ENSG00000116157.5 0.488105 0.083146 ENSG00000116157
MZT1 ENSG00000204899.5 0.10345 0.074967 ENSG00000204899
IRAK1BP1 ENSG00000146243.9 0.186372 0.067202 ENSG00000146243
TCTEX1D1 ENSG00000152760.5 0.148624 0.071401 ENSG00000152760
ALCAM ENSG00000170017.8 0.198564 0.087248 ENSG00000170017
TMEM183A ENSG00000163444.7 0.225481 0.09039 ENSG00000163444
TRABD ENSG00000170638.5 0.134856 0.076413 ENSG00000170638
SLC18B1 ENSG00000146409.6 0.365128 0.085092 ENSG00000146409
MAPK8 ENSG00000107643.11 0.214493 0.084245 ENSG00000107643
NARFL ENSG00000103245.9 0.361707 0.095514 ENSG00000103245
SUSD2 ENSG00000099994.10 0.176021 0.074805 ENSG00000099994
STRIP2 ENSG00000128578.5 0.13841 0.073521 ENSG00000128578
ZNF83 ENSG00000167766.13 0.597139 0.093375 ENSG00000167766
AP4M1 ENSG00000221838.5 0.250735 0.079861 ENSG00000221838
NFYA ENSG00000001167.10 0.299316 0.084717 ENSG00000001167
CC2D1B ENSG00000154222.10 0.219276 0.07775 ENSG00000154222
PLEKHO1 ENSG00000023902.9 0.105278 0.081531 ENSG00000023902
ZNF425 ENSG00000204947.4 0.136531 0.074371 ENSG00000204947
TTLL12 ENSG00000100304.12 0.382068 0.099745 ENSG00000100304
PTPN6 ENSG00000111679.12 0.114119 0.066537 ENSG00000111679
RFT1 ENSG00000163933.5 0.355419 0.084717 ENSG00000163933
LACTB2 ENSG00000147592.4 0.115705 0.059268 ENSG00000147592
TRDMT1 ENSG00000107614.17 0.422766 0.086087 ENSG00000107614
TST ENSG00000128311.9 0.137733 0.096399 ENSG00000128311
PCDHA10 ENSG00000250120.2 0.240511 0.091187 ENSG00000250120
NEB ENSG00000183091.15 0.149924 0.075654 ENSG00000183091
UFL1 ENSG00000014123.9 0.125632 0.061951 ENSG00000014123
AL161915.1 ENSG00000212670.1 0.270617 0.084756 ENSG00000212670
ADAMTS14 ENSG00000138316.6 0.146106 0.092652 ENSG00000138316
PRKRIP1 ENSG00000128563.9 0.124781 0.075991 ENSG00000128563
FAM192A ENSG00000172775.12 0.159961 0.083008 ENSG00000172775
CDC16 ENSG00000130177.10 0.27611 0.075143 ENSG00000130177
FOXRED2 ENSG00000100350.10 0.172282 0.093377 ENSG00000100350
TRIM69 ENSG00000185880.8 0.392571 0.081769 ENSG00000185880
CDADC1 ENSG00000102543.10 0.102872 0.065487 ENSG00000102543
CPSF1 ENSG00000071894.10 0.800271 0.04076 ENSG00000071894
PRSS37 ENSG00000165076.9 0.1528 0.064694 ENSG00000165076
HP ENSG00000257017.4 0.330355 0.09342 ENSG00000257017
MANEA ENSG00000172469.10 0.208465 0.083531 ENSG00000172469
AKAP7 ENSG00000118507.11 0.124785 0.077714 ENSG00000118507
PRPH2 ENSG00000112619.6 0.128635 0.065979 ENSG00000112619
ALDH8A1 ENSG00000118514.9 0.620769 0.066651 ENSG00000118514
FAM20A ENSG00000108950.7 0.126692 0.080003 ENSG00000108950
UBXN6 ENSG00000167671.7 0.235269 0.091531 ENSG00000167671
SLC45A4 ENSG00000022567.5 0.157613 0.078373 ENSG00000022567
SLC44A3 ENSG00000143036.12 0.337635 0.078833 ENSG00000143036
TLN2 ENSG00000171914.10 0.23078 0.097642 ENSG00000171914
EPHB6 ENSG00000106123.7 0.181658 0.088561 ENSG00000106123
NPRL3 ENSG00000103148.11 0.521718 0.081328 ENSG00000103148
LRRC9 ENSG00000131951.6 0.105473 0.091613 ENSG00000131951
TRMT44 ENSG00000155275.14 0.37545 0.081912 ENSG00000155275
UBE2S ENSG00000108106.9 0.126744 0.091228 ENSG00000108106
CHRAC1 ENSG00000104472.5 0.224347 0.094605 ENSG00000104472
HSD17B14 ENSG00000087076.4 0.329563 0.090558 ENSG00000087076
CENPM ENSG00000100162.10 0.116766 0.064375 ENSG00000100162
NUSAP1 ENSG00000137804.8 0.201984 0.075959 ENSG00000137804
FPR1 ENSG00000171051.4 0.195357 0.094619 ENSG00000171051
PIEZO1 ENSG00000103335.15 0.11097 0.080571 ENSG00000103335
CCBL2 ENSG00000137944.12 0.404092 0.083017 ENSG00000137944
AC093726.6 ENSG00000214106.3 0.151465 0.078833 ENSG00000214106
C21orf2 ENSG00000160226.11 0.325144 0.105092 ENSG00000160226
THBD ENSG00000178726.6 0.162457 0.077316 ENSG00000178726
TBC1D4 ENSG00000136111.8 0.443866 0.08991 ENSG00000136111
ASCL5 ENSG00000232237.2 0.464005 0.08509 ENSG00000232237
TMTC4 ENSG00000125247.11 0.35034 0.085999 ENSG00000125247
CAPS ENSG00000105519.8 0.456246 0.096138 ENSG00000105519
PCOLCE ENSG00000106333.8 0.10079 0.065415 ENSG00000106333
ITPA ENSG00000125877.7 0.295561 0.088877 ENSG00000125877
NAA11 ENSG00000156269.4 0.133423 0.07288 ENSG00000156269
RP3-402G11.5 ENSG00000073169.9 0.217549 0.094805 ENSG00000073169
SMIM17 ENSG00000268182.1 0.313865 0.105206 ENSG00000268182
MAP3K9 ENSG00000006432.11 0.10693 0.078049 ENSG00000006432
SLC25A39 ENSG00000013306.11 0.397885 0.086736 ENSG00000013306
KRI1 ENSG00000129347.15 0.410405 0.090671 ENSG00000129347
COMMD10 ENSG00000145781.4 0.127132 0.072279 ENSG00000145781
SEC23B ENSG00000101310.10 0.369884 0.084006 ENSG00000101310
REP15 ENSG00000174236.2 0.214537 0.097128 ENSG00000174236
CDK2AP1 ENSG00000111328.2 0.186648 0.074397 ENSG00000111328
C13orf45 ENSG00000178734.4 0.498908 0.079006 ENSG00000178734
LINGO2 ENSG00000174482.6 0.295834 0.081207 ENSG00000174482
LSMEM1 ENSG00000181016.5 0.258044 0.086943 ENSG00000181016
ATP2C2 ENSG00000064270.8 0.233957 0.096946 ENSG00000064270
ATF6 ENSG00000118217.5 0.201475 0.082188 ENSG00000118217
CD1E ENSG00000158488.11 0.148512 0.077177 ENSG00000158488
GTDC1 ENSG00000121964.9 0.105145 0.073649 ENSG00000121964
GNPAT ENSG00000116906.7 0.261076 0.088946 ENSG00000116906
SNX7 ENSG00000162627.12 0.158946 0.085351 ENSG00000162627
NIPSNAP1 ENSG00000184117.7 0.141004 0.074506 ENSG00000184117
LAMC2 ENSG00000058085.10 0.382232 0.084993 ENSG00000058085
PARP14 ENSG00000173193.9 0.285954 0.083665 ENSG00000173193
TMEM165 ENSG00000134851.7 0.386784 0.082248 ENSG00000134851
LILRA3 ENSG00000170866.7 0.195919 0.105701 ENSG00000170866
UROD ENSG00000126088.8 0.286789 0.088607 ENSG00000126088
MSH3 ENSG00000113318.9 0.347055 0.085041 ENSG00000113318
CENPJ ENSG00000151849.10 0.126722 0.078204 ENSG00000151849
MICALCL ENSG00000133808.4 0.156313 0.088028 ENSG00000133808
GATM ENSG00000171766.11 0.183847 0.078072 ENSG00000171766
ERMP1 ENSG00000099219.9 0.13769 0.068257 ENSG00000099219
BBS2 ENSG00000125124.7 0.223055 0.084452 ENSG00000125124
PPP2CA ENSG00000113575.5 0.158485 0.088022 ENSG00000113575
IGSF11 ENSG00000144847.8 0.104321 0.071432 ENSG00000144847
MS4A14 ENSG00000166928.6 0.3896 0.078619 ENSG00000166928
C5orf63 ENSG00000164241.9 0.355764 0.08411 ENSG00000164241
GGT1 ENSG00000100031.14 0.17595 0.09062 ENSG00000100031
PEX6 ENSG00000124587.9 0.569569 0.071267 ENSG00000124587
HIVEP2 ENSG00000010818.4 0.134514 0.080288 ENSG00000010818
GPR179 ENSG00000188888.7 0.111258 0.080075 ENSG00000188888
RFC3 ENSG00000133119.8 0.113873 0.080359 ENSG00000133119
TTC38 ENSG00000075234.12 0.52197 0.082036 ENSG00000075234
CCDC65 ENSG00000139537.6 0.238355 0.083001 ENSG00000139537
CAPRIN2 ENSG00000110888.13 0.129921 0.078665 ENSG00000110888
CFHR3 ENSG00000116785.9 0.356228 0.087489 ENSG00000116785
ARHGAP24 ENSG00000138639.13 0.281345 0.095384 ENSG00000138639
ZBTB5 ENSG00000168795.4 0.1277 0.077545 ENSG00000168795
