AssociatedGeneName EnsemblGeneID h2.ArteryTibial se.ArteryTibial ensid
KIAA1715 ENSG00000144320.9 0.270315 0.073302 ENSG00000144320
QRSL1 ENSG00000130348.7 0.349544 0.078793 ENSG00000130348
STOX1 ENSG00000165730.10 0.217136 0.074349 ENSG00000165730
PLA2G4C ENSG00000105499.9 0.323344 0.080805 ENSG00000105499
CYP2D6 ENSG00000100197.16 0.504055 0.07684 ENSG00000100197
DHFR ENSG00000228716.2 0.355637 0.084309 ENSG00000228716
SLC1A7 ENSG00000162383.7 0.129912 0.069725 ENSG00000162383
CNGA1 ENSG00000198515.9 0.241309 0.074754 ENSG00000198515
G6PC2 ENSG00000152254.6 0.146347 0.072586 ENSG00000152254
NUPR1 ENSG00000176046.7 0.163743 0.059849 ENSG00000176046
APIP ENSG00000149089.8 0.507251 0.070687 ENSG00000149089
LRRC37A2 ENSG00000238083.3 0.421351 0.080129 ENSG00000238083
ZNF641 ENSG00000167528.8 0.175412 0.063548 ENSG00000167528
TUFM ENSG00000178952.4 0.280571 0.07836 ENSG00000178952
RRP7A ENSG00000189306.6 0.371486 0.092533 ENSG00000189306
ARHGAP22 ENSG00000128805.10 0.380537 0.085236 ENSG00000128805
PCYOX1L ENSG00000145882.6 0.234502 0.087005 ENSG00000145882
AL359195.1 ENSG00000204038.3 0.472299 0.072186 ENSG00000204038
PKP4 ENSG00000144283.17 0.118377 0.067613 ENSG00000144283
TACSTD2 ENSG00000184292.5 0.249534 0.077221 ENSG00000184292
PCDHB8 ENSG00000120322.2 0.336999 0.079859 ENSG00000120322
ZNF266 ENSG00000174652.13 0.578474 0.062505 ENSG00000174652
APOL4 ENSG00000100336.13 0.422736 0.086902 ENSG00000100336
NTPCR ENSG00000135778.6 0.277666 0.079346 ENSG00000135778
POLR2J ENSG00000005075.11 0.29008 0.082626 ENSG00000005075
AKR1C1 ENSG00000187134.8 0.177127 0.084512 ENSG00000187134
GBP3 ENSG00000117226.7 0.708744 0.056512 ENSG00000117226
PILRB ENSG00000121716.13 0.353476 0.077871 ENSG00000121716
C15orf57 ENSG00000128891.11 0.497381 0.071958 ENSG00000128891
IFT88 ENSG00000032742.13 0.339704 0.078917 ENSG00000032742
CISD1 ENSG00000122873.7 0.217226 0.070088 ENSG00000122873
TMEM50B ENSG00000142188.12 0.505212 0.071071 ENSG00000142188
CAST ENSG00000153113.19 0.36992 0.089295 ENSG00000153113
C17orf97 ENSG00000187624.7 0.646927 0.075646 ENSG00000187624
ARL17B ENSG00000228696.4 0.176221 0.074986 ENSG00000228696
FAM83D ENSG00000101447.9 0.166903 0.089829 ENSG00000101447
ADAT1 ENSG00000065457.6 0.43812 0.073472 ENSG00000065457
HMGXB3 ENSG00000113716.8 0.222771 0.081393 ENSG00000113716
NME4 ENSG00000103202.8 0.324212 0.077021 ENSG00000103202
GCC2 ENSG00000135968.15 0.260532 0.074034 ENSG00000135968
OPN4 ENSG00000122375.7 0.171844 0.070039 ENSG00000122375
PCDHB11 ENSG00000197479.4 0.195919 0.075707 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.543569 0.072757 ENSG00000171903
QDPR ENSG00000151552.7 0.302907 0.088773 ENSG00000151552
TDGF1 ENSG00000241186.3 0.316894 0.089082 ENSG00000241186
NSFL1C ENSG00000088833.12 0.132607 0.070477 ENSG00000088833
FANCA ENSG00000187741.10 0.20911 0.07452 ENSG00000187741
RSPO4 ENSG00000101282.4 0.211492 0.091783 ENSG00000101282
GSTM1 ENSG00000134184.8 0.464572 0.093433 ENSG00000134184
YIPF5 ENSG00000145817.12 0.158459 0.070336 ENSG00000145817
FADS1 ENSG00000149485.12 0.122766 0.062707 ENSG00000149485
TRIM4 ENSG00000146833.11 0.449341 0.080578 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.220096 0.083101 ENSG00000100191
DTD1 ENSG00000125821.7 0.136827 0.066432 ENSG00000125821
IQCB1 ENSG00000173226.12 0.354082 0.077971 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.418996 0.088829 ENSG00000101307
FRRS1 ENSG00000156869.8 0.113486 0.070051 ENSG00000156869
MTHFS ENSG00000136371.5 0.331233 0.077211 ENSG00000136371
VLDLR ENSG00000147852.10 0.55126 0.072237 ENSG00000147852
C10orf107 ENSG00000183346.6 0.371356 0.074406 ENSG00000183346
ASNSD1 ENSG00000138381.5 0.406956 0.079214 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.482955 0.075928 ENSG00000196963
TMEM45A ENSG00000181458.6 0.132219 0.062643 ENSG00000181458
ZNF586 ENSG00000083828.11 0.282883 0.083384 ENSG00000083828
TDRD6 ENSG00000180113.11 0.442246 0.084751 ENSG00000180113
CCDC74A ENSG00000163040.10 0.133176 0.068067 ENSG00000163040
RNASEH2C ENSG00000172922.4 0.137281 0.064072 ENSG00000172922
TRIM37 ENSG00000108395.9 0.124283 0.0579 ENSG00000108395
DSCC1 ENSG00000136982.5 0.653207 0.059737 ENSG00000136982
CHML ENSG00000203668.1 0.173016 0.078498 ENSG00000203668
ANKDD1A ENSG00000166839.12 0.416286 0.086642 ENSG00000166839
COG6 ENSG00000133103.12 0.188081 0.071061 ENSG00000133103
SLC22A5 ENSG00000197375.8 0.180348 0.078361 ENSG00000197375
ADRBK2 ENSG00000100077.9 0.141234 0.080643 ENSG00000100077
DDX11 ENSG00000013573.12 0.792236 0.039086 ENSG00000013573
ZNF589 ENSG00000164048.9 0.28248 0.085107 ENSG00000164048
C22orf43 ENSG00000189269.7 0.589563 0.07236 ENSG00000189269
ZNF605 ENSG00000196458.6 0.207864 0.072071 ENSG00000196458
TMEM230 ENSG00000089063.10 0.290697 0.082288 ENSG00000089063
F11R ENSG00000270149.1 0.127967 0.082881 ENSG00000270149
SLC25A51 ENSG00000122696.8 0.226675 0.072642 ENSG00000122696
ATP6V0E2 ENSG00000171130.13 0.597299 0.079324 ENSG00000171130
SH3BP1 ENSG00000100092.16 0.110517 0.075163 ENSG00000100092
CYP4F12 ENSG00000186204.9 0.158648 0.068983 ENSG00000186204
PLEC ENSG00000178209.10 0.240715 0.07405 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.335725 0.071846 ENSG00000108592
ZNF554 ENSG00000172006.7 0.162608 0.079764 ENSG00000172006
RNF17 ENSG00000132972.13 0.127305 0.06643 ENSG00000132972
LMBR1 ENSG00000105983.14 0.158315 0.08222 ENSG00000105983
PGM1 ENSG00000079739.11 0.10177 0.070159 ENSG00000079739
ERO1LB ENSG00000086619.9 0.11457 0.067639 ENSG00000086619
SLC25A26 ENSG00000144741.12 0.271695 0.077979 ENSG00000144741
ZNF783 ENSG00000204946.5 0.302829 0.094014 ENSG00000204946
PDZRN3 ENSG00000121440.10 0.369463 0.087196 ENSG00000121440
VPS28 ENSG00000160948.9 0.471945 0.084459 ENSG00000160948
SERPINC1 ENSG00000117601.9 0.106239 0.061727 ENSG00000117601
GSDMA ENSG00000167914.6 0.332967 0.080569 ENSG00000167914
CHAF1A ENSG00000167670.11 0.450637 0.081111 ENSG00000167670
SRD5A3 ENSG00000128039.6 0.280288 0.084104 ENSG00000128039
NUTM2B ENSG00000188199.6 0.165859 0.07564 ENSG00000188199
PDXK ENSG00000160209.13 0.187933 0.075214 ENSG00000160209
SACM1L ENSG00000211456.6 0.118254 0.060306 ENSG00000211456
KLHL10 ENSG00000161594.6 0.109745 0.063742 ENSG00000161594
POMZP3 ENSG00000146707.10 0.771778 0.046861 ENSG00000146707
DDT ENSG00000099977.9 0.415755 0.080851 ENSG00000099977
SUPT4H1 ENSG00000213246.2 0.219658 0.084502 ENSG00000213246
C1QTNF7 ENSG00000163145.8 0.128858 0.069653 ENSG00000163145
SEC16A ENSG00000148396.14 0.155075 0.07119 ENSG00000148396
TRIOBP ENSG00000100106.15 0.369207 0.083439 ENSG00000100106
PPWD1 ENSG00000113593.7 0.109348 0.074648 ENSG00000113593
RPH3AL ENSG00000181031.11 0.332562 0.087162 ENSG00000181031
C1QTNF6 ENSG00000133466.9 0.294943 0.089315 ENSG00000133466
CAT ENSG00000121691.4 0.228045 0.079045 ENSG00000121691
POLR2E ENSG00000099817.7 0.492822 0.082201 ENSG00000099817
SLC28A2 ENSG00000137860.7 0.259873 0.081337 ENSG00000137860
ACOX3 ENSG00000087008.11 0.262612 0.082318 ENSG00000087008
SLC25A27 ENSG00000153291.11 0.384007 0.081459 ENSG00000153291
RGS14 ENSG00000169220.13 0.305939 0.081341 ENSG00000169220
ADAMTS7 ENSG00000136378.10 0.118348 0.06673 ENSG00000136378
ZNF333 ENSG00000160961.7 0.15757 0.075242 ENSG00000160961
C19orf25 ENSG00000119559.11 0.115394 0.083794 ENSG00000119559
TACR2 ENSG00000075073.10 0.142868 0.07601 ENSG00000075073
FLVCR1 ENSG00000162769.8 0.183673 0.073624 ENSG00000162769
TAF1C ENSG00000103168.12 0.313068 0.098651 ENSG00000103168
FCRLB ENSG00000162746.10 0.100848 0.057711 ENSG00000162746
FAM227A ENSG00000184949.10 0.192971 0.070787 ENSG00000184949
HDDC2 ENSG00000111906.12 0.231782 0.086626 ENSG00000111906
ZNF320 ENSG00000182986.8 0.323634 0.11036 ENSG00000182986
PM20D1 ENSG00000162877.8 0.340849 0.077363 ENSG00000162877
LRRC43 ENSG00000158113.8 0.106994 0.060884 ENSG00000158113
IL21R ENSG00000103522.11 0.108846 0.073576 ENSG00000103522
CCDC66 ENSG00000180376.12 0.393313 0.079812 ENSG00000180376
SYNGR1 ENSG00000100321.10 0.100753 0.069339 ENSG00000100321
PAPD4 ENSG00000164329.9 0.238824 0.085993 ENSG00000164329
SETD8 ENSG00000183955.8 0.171084 0.081708 ENSG00000183955
CDC42BPA ENSG00000143776.14 0.349914 0.080533 ENSG00000143776
SLC24A3 ENSG00000185052.7 0.216556 0.082819 ENSG00000185052
ATP8A1 ENSG00000124406.12 0.237708 0.088451 ENSG00000124406
FAAH ENSG00000117480.11 0.161744 0.072609 ENSG00000117480
VPS13B ENSG00000132549.14 0.159888 0.082101 ENSG00000132549
TRIB3 ENSG00000101255.6 0.297482 0.100339 ENSG00000101255
RNF166 ENSG00000158717.6 0.260564 0.086684 ENSG00000158717
CD55 ENSG00000196352.9 0.139469 0.071163 ENSG00000196352
SNX31 ENSG00000174226.4 0.324919 0.086818 ENSG00000174226
ARFGAP3 ENSG00000242247.6 0.117003 0.070004 ENSG00000242247
EFCAB13 ENSG00000178852.11 0.237924 0.074959 ENSG00000178852
CLEC18C ENSG00000157335.15 0.33691 0.093141 ENSG00000157335
RHPN1 ENSG00000158106.8 0.100313 0.067762 ENSG00000158106
GSAP ENSG00000186088.11 0.225623 0.083428 ENSG00000186088
ASB8 ENSG00000177981.6 0.131008 0.066837 ENSG00000177981
SEC22A ENSG00000121542.7 0.375455 0.073838 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.358894 0.080893 ENSG00000213214
MCF2L ENSG00000126217.16 0.151888 0.083381 ENSG00000126217
SULT1A1 ENSG00000196502.7 0.12931 0.064138 ENSG00000196502
PROK1 ENSG00000143125.5 0.106117 0.068906 ENSG00000143125
TTC18 ENSG00000156042.13 0.132697 0.064527 ENSG00000156042
CLN6 ENSG00000128973.7 0.165957 0.07186 ENSG00000128973
GRPEL1 ENSG00000109519.8 0.11552 0.081063 ENSG00000109519
ERP27 ENSG00000139055.2 0.208201 0.068452 ENSG00000139055
GNMT ENSG00000124713.5 0.236762 0.077221 ENSG00000124713
USP10 ENSG00000103194.11 0.107658 0.085779 ENSG00000103194
MRI1 ENSG00000037757.9 0.231477 0.090618 ENSG00000037757
ZNF419 ENSG00000105136.15 0.319593 0.078504 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.430278 0.083343 ENSG00000198203
PYROXD1 ENSG00000121350.11 0.27137 0.0702 ENSG00000121350
CCDC3 ENSG00000151468.9 0.117671 0.082748 ENSG00000151468
TK2 ENSG00000166548.11 0.11178 0.063104 ENSG00000166548
HSD17B12 ENSG00000149084.7 0.666351 0.058542 ENSG00000149084
MILR1 ENSG00000271605.1 0.122673 0.066354 ENSG00000271605
AMH ENSG00000104899.3 0.336023 0.091094 ENSG00000104899
CNPY4 ENSG00000166997.3 0.132971 0.071731 ENSG00000166997
ZNF132 ENSG00000131849.10 0.174428 0.064884 ENSG00000131849
TMEM45B ENSG00000151715.3 0.158713 0.08463 ENSG00000151715
STX2 ENSG00000111450.9 0.356961 0.084097 ENSG00000111450
PCDHGA6 ENSG00000253731.1 0.147696 0.068331 ENSG00000253731
ZNF880 ENSG00000221923.4 0.666728 0.067443 ENSG00000221923
ST8SIA1 ENSG00000111728.6 0.191715 0.079115 ENSG00000111728
NUP54 ENSG00000138750.10 0.106159 0.056079 ENSG00000138750
SDK2 ENSG00000069188.12 0.372615 0.094129 ENSG00000069188
ABCC3 ENSG00000108846.11 0.115782 0.076263 ENSG00000108846
INMT ENSG00000241644.2 0.262057 0.090969 ENSG00000241644
DISC1 ENSG00000162946.16 0.140668 0.067115 ENSG00000162946
FBLL1 ENSG00000188573.7 0.540438 0.075625 ENSG00000188573
C2orf27A ENSG00000197927.8 0.463332 0.076767 ENSG00000197927
HSD3B7 ENSG00000099377.9 0.18918 0.074096 ENSG00000099377
ANK3 ENSG00000151150.15 0.146077 0.075866 ENSG00000151150
GLRB ENSG00000109738.6 0.111668 0.087029 ENSG00000109738
PROZ ENSG00000126231.9 0.214062 0.075254 ENSG00000126231
GPX7 ENSG00000116157.5 0.605552 0.065731 ENSG00000116157
LAMC1 ENSG00000135862.5 0.139618 0.068423 ENSG00000135862
IRAK1BP1 ENSG00000146243.9 0.248908 0.070978 ENSG00000146243
THAP5 ENSG00000177683.9 0.17068 0.073575 ENSG00000177683
TCTEX1D1 ENSG00000152760.5 0.215483 0.076846 ENSG00000152760
FGL2 ENSG00000127951.5 0.112766 0.060455 ENSG00000127951
TENC1 ENSG00000111077.13 0.236878 0.087609 ENSG00000111077
TRABD ENSG00000170638.5 0.254492 0.083124 ENSG00000170638
NARFL ENSG00000103245.9 0.251056 0.094042 ENSG00000103245
TBC1D7 ENSG00000145979.13 0.103242 0.064929 ENSG00000145979
ZNF83 ENSG00000167766.13 0.525592 0.087119 ENSG00000167766
AP4M1 ENSG00000221838.5 0.244376 0.073124 ENSG00000221838
SSBP4 ENSG00000130511.10 0.162524 0.073294 ENSG00000130511
CC2D1B ENSG00000154222.10 0.228974 0.074382 ENSG00000154222
DHX37 ENSG00000150990.3 0.167714 0.088801 ENSG00000150990
TTLL12 ENSG00000100304.12 0.314244 0.093875 ENSG00000100304
RFT1 ENSG00000163933.5 0.427478 0.077946 ENSG00000163933
LACTB2 ENSG00000147592.4 0.147472 0.064587 ENSG00000147592
TRDMT1 ENSG00000107614.17 0.214613 0.070348 ENSG00000107614
UCHL3 ENSG00000118939.13 0.277407 0.082688 ENSG00000118939
AL161915.1 ENSG00000212670.1 0.142162 0.080267 ENSG00000212670
APBB1IP ENSG00000077420.11 0.317269 0.080396 ENSG00000077420
PRKRIP1 ENSG00000128563.9 0.230018 0.079791 ENSG00000128563
HPD ENSG00000158104.7 0.130443 0.067575 ENSG00000158104
FAM192A ENSG00000172775.12 0.316728 0.082044 ENSG00000172775
CDC16 ENSG00000130177.10 0.2749 0.073837 ENSG00000130177
SSX2IP ENSG00000117155.12 0.193671 0.080336 ENSG00000117155
NUCB1 ENSG00000104805.11 0.256677 0.093198 ENSG00000104805
TRIM69 ENSG00000185880.8 0.479186 0.075526 ENSG00000185880
CPSF1 ENSG00000071894.10 0.766359 0.045082 ENSG00000071894
HP ENSG00000257017.4 0.143151 0.064119 ENSG00000257017
MANEA ENSG00000172469.10 0.176829 0.073004 ENSG00000172469
GAD1 ENSG00000128683.9 0.267656 0.08352 ENSG00000128683
ALDH8A1 ENSG00000118514.9 0.408163 0.069766 ENSG00000118514
UBXN6 ENSG00000167671.7 0.168307 0.075292 ENSG00000167671
SLC45A4 ENSG00000022567.5 0.211236 0.082372 ENSG00000022567
SLC44A3 ENSG00000143036.12 0.117111 0.071519 ENSG00000143036
TLN2 ENSG00000171914.10 0.166881 0.074714 ENSG00000171914
NPRL3 ENSG00000103148.11 0.461763 0.087016 ENSG00000103148
TCP11L1 ENSG00000176148.11 0.22506 0.072502 ENSG00000176148
SLC12A3 ENSG00000070915.5 0.125442 0.08041 ENSG00000070915
TRMT44 ENSG00000155275.14 0.108884 0.068028 ENSG00000155275
RNF186 ENSG00000178828.5 0.100663 0.072423 ENSG00000178828
CHRAC1 ENSG00000104472.5 0.387197 0.090302 ENSG00000104472
HSD17B14 ENSG00000087076.4 0.346185 0.082315 ENSG00000087076
RYBP ENSG00000163602.8 0.195144 0.087839 ENSG00000163602
PIEZO1 ENSG00000103335.15 0.115726 0.072467 ENSG00000103335
CCBL2 ENSG00000137944.12 0.37999 0.079881 ENSG00000137944
AC093726.6 ENSG00000214106.3 0.161402 0.07729 ENSG00000214106
C21orf2 ENSG00000160226.11 0.242366 0.095348 ENSG00000160226
TBC1D4 ENSG00000136111.8 0.112251 0.074152 ENSG00000136111
ASCL5 ENSG00000232237.2 0.315653 0.081076 ENSG00000232237
TMTC4 ENSG00000125247.11 0.464735 0.076053 ENSG00000125247
CAPS ENSG00000105519.8 0.116777 0.072393 ENSG00000105519
TPPP2 ENSG00000179636.10 0.110204 0.074476 ENSG00000179636
ITPA ENSG00000125877.7 0.296881 0.084602 ENSG00000125877
SIRT1 ENSG00000096717.7 0.203487 0.079764 ENSG00000096717
SMIM17 ENSG00000268182.1 0.180326 0.09017 ENSG00000268182
OSGIN1 ENSG00000140961.8 0.161915 0.094228 ENSG00000140961
SLC25A39 ENSG00000013306.11 0.187507 0.075122 ENSG00000013306
KRI1 ENSG00000129347.15 0.186168 0.072209 ENSG00000129347
MT1X ENSG00000187193.8 0.276827 0.091523 ENSG00000187193
SEC23B ENSG00000101310.10 0.237144 0.079395 ENSG00000101310
REP15 ENSG00000174236.2 0.1128 0.079361 ENSG00000174236
CDK2AP1 ENSG00000111328.2 0.155571 0.064865 ENSG00000111328
C13orf45 ENSG00000178734.4 0.15837 0.070474 ENSG00000178734
RP13-996F3.5 ENSG00000215749.8 0.138991 0.101563 ENSG00000215749
SPPL2A ENSG00000138600.5 0.144939 0.063964 ENSG00000138600
LSMEM1 ENSG00000181016.5 0.258806 0.081442 ENSG00000181016
ATP2C2 ENSG00000064270.8 0.167027 0.09725 ENSG00000064270
GNPAT ENSG00000116906.7 0.211279 0.081525 ENSG00000116906
NIPSNAP1 ENSG00000184117.7 0.281097 0.081661 ENSG00000184117
PARP14 ENSG00000173193.9 0.332792 0.08123 ENSG00000173193
TMEM165 ENSG00000134851.7 0.269608 0.088898 ENSG00000134851
FAIM ENSG00000158234.8 0.136648 0.089015 ENSG00000158234
LILRA3 ENSG00000170866.7 0.251679 0.098403 ENSG00000170866
UROD ENSG00000126088.8 0.273292 0.082587 ENSG00000126088
MSH3 ENSG00000113318.9 0.33391 0.07869 ENSG00000113318
CENPJ ENSG00000151849.10 0.11504 0.072022 ENSG00000151849
BBS2 ENSG00000125124.7 0.361329 0.083173 ENSG00000125124
AIFM2 ENSG00000042286.10 0.141203 0.087519 ENSG00000042286
IGSF11 ENSG00000144847.8 0.161464 0.072829 ENSG00000144847
MS4A14 ENSG00000166928.6 0.304475 0.083326 ENSG00000166928
C5orf63 ENSG00000164241.9 0.241464 0.070112 ENSG00000164241
PEX6 ENSG00000124587.9 0.513331 0.073842 ENSG00000124587
LYRM5 ENSG00000205707.6 0.114136 0.067352 ENSG00000205707
RFC3 ENSG00000133119.8 0.208152 0.078294 ENSG00000133119
TTC38 ENSG00000075234.12 0.45581 0.08234 ENSG00000075234
CCDC65 ENSG00000139537.6 0.158355 0.064411 ENSG00000139537
CFHR3 ENSG00000116785.9 0.247858 0.084594 ENSG00000116785
ARHGAP24 ENSG00000138639.13 0.306506 0.091712 ENSG00000138639
SIMC1 ENSG00000170085.13 0.149934 0.068644 ENSG00000170085
AP3D1 ENSG00000065000.11 0.175577 0.077517 ENSG00000065000
BTBD9 ENSG00000183826.12 0.113223 0.067975 ENSG00000183826
LAMP5 ENSG00000125869.5 0.203629 0.086103 ENSG00000125869
MRC1 ENSG00000120586.4 0.121124 0.073802 ENSG00000120586
B3GALNT2 ENSG00000162885.7 0.338384 0.08898 ENSG00000162885
DNAH7 ENSG00000118997.9 0.102466 0.05283 ENSG00000118997
CCDC158 ENSG00000163749.13 0.315122 0.083728 ENSG00000163749
UNC13C ENSG00000137766.12 0.185483 0.077786 ENSG00000137766
ZNF302 ENSG00000089335.16 0.358655 0.077328 ENSG00000089335
XAB2 ENSG00000076924.7 0.110335 0.07966 ENSG00000076924
KCNH2 ENSG00000055118.10 0.184005 0.077424 ENSG00000055118
AP000350.4 ENSG00000218537.1 0.614781 0.061579 ENSG00000218537
TMC2 ENSG00000149488.11 0.138036 0.076247 ENSG00000149488
ATP6AP1L ENSG00000205464.7 0.323964 0.076614 ENSG00000205464
ZNF530 ENSG00000183647.6 0.109844 0.063999 ENSG00000183647
ENPP4 ENSG00000001561.6 0.204045 0.088462 ENSG00000001561
KANK2 ENSG00000197256.6 0.115454 0.070588 ENSG00000197256
DUSP14 ENSG00000161326.8 0.152853 0.066595 ENSG00000161326
CYP4A22 ENSG00000162365.7 0.128806 0.062302 ENSG00000162365
TMCO3 ENSG00000150403.13 0.124081 0.072211 ENSG00000150403
CCDC168 ENSG00000175820.2 0.102897 0.079218 ENSG00000175820
DIEXF ENSG00000117597.13 0.191335 0.082759 ENSG00000117597
ATF1 ENSG00000123268.4 0.176217 0.064784 ENSG00000123268
ARMC10 ENSG00000170632.9 0.195702 0.078966 ENSG00000170632
FANCG ENSG00000221829.5 0.205037 0.072974 ENSG00000221829
GNL3 ENSG00000163938.12 0.110114 0.057564 ENSG00000163938
DBF4B ENSG00000161692.13 0.446557 0.080149 ENSG00000161692
JAM3 ENSG00000166086.8 0.109809 0.076077 ENSG00000166086
BBS7 ENSG00000138686.5 0.136122 0.069175 ENSG00000138686
GSTM5 ENSG00000134201.6 0.313342 0.096094 ENSG00000134201
PDCD6IP ENSG00000170248.9 0.119144 0.059268 ENSG00000170248
ERAP2 ENSG00000164308.12 0.687438 0.054001 ENSG00000164308
ATP12A ENSG00000075673.7 0.431662 0.079627 ENSG00000075673
GREM2 ENSG00000180875.4 0.127485 0.082257 ENSG00000180875
MBTPS1 ENSG00000140943.12 0.118482 0.095867 ENSG00000140943
KIAA1467 ENSG00000084444.9 0.140327 0.074779 ENSG00000084444
GIT1 ENSG00000108262.11 0.113442 0.069511 ENSG00000108262
PRR13 ENSG00000205352.6 0.338885 0.074408 ENSG00000205352
NFASC ENSG00000163531.11 0.150783 0.069199 ENSG00000163531
MYO7B ENSG00000169994.14 0.146911 0.076039 ENSG00000169994
MASTL ENSG00000120539.10 0.401581 0.07573 ENSG00000120539
KIAA1143 ENSG00000163807.4 0.146452 0.06667 ENSG00000163807
MC1R ENSG00000258839.2 0.160775 0.077635 ENSG00000258839
ECT2L ENSG00000203734.6 0.215284 0.089651 ENSG00000203734
PCP4L1 ENSG00000248485.1 0.136281 0.076579 ENSG00000248485
RPSA ENSG00000168028.9 0.295195 0.077585 ENSG00000168028
UPK3B ENSG00000243566.2 0.260138 0.081985 ENSG00000243566
WDR60 ENSG00000126870.11 0.208434 0.074133 ENSG00000126870
HAS1 ENSG00000105509.6 0.148631 0.084792 ENSG00000105509
C6orf164 ENSG00000203871.3 0.166263 0.064088 ENSG00000203871
ALG1L ENSG00000189366.5 0.46234 0.073337 ENSG00000189366
QRFPR ENSG00000186867.6 0.129534 0.066659 ENSG00000186867
CAPN3 ENSG00000092529.18 0.163916 0.067331 ENSG00000092529
MFSD10 ENSG00000109736.10 0.139604 0.073999 ENSG00000109736
CUBN ENSG00000107611.10 0.175531 0.073517 ENSG00000107611
FBXO40 ENSG00000163833.6 0.103536 0.061693 ENSG00000163833
NBPF20 ENSG00000203832.6 0.255435 0.096149 ENSG00000203832
