AssociatedGeneName EnsemblGeneID h2.ArteryTibial se.ArteryTibial ensid
MYO1F ENSG00000142347.12 0.046786 0.054587 ENSG00000142347
NSMAF ENSG00000035681.3 0.031986 0.060981 ENSG00000035681
KRTAP4-6 ENSG00000198090.3 0.010968 0.038376 ENSG00000198090
EFCAB13 ENSG00000178852.11 0.237924 0.074959 ENSG00000178852
CLEC18C ENSG00000157335.15 0.33691 0.093141 ENSG00000157335
FAS ENSG00000026103.15 0.018579 0.04333 ENSG00000026103
RHPN1 ENSG00000158106.8 0.100313 0.067762 ENSG00000158106
CCR3 ENSG00000183625.10 0.040079 0.050583 ENSG00000183625
GSAP ENSG00000186088.11 0.225623 0.083428 ENSG00000186088
CDCA7 ENSG00000144354.9 0.029821 0.048753 ENSG00000144354
WHAMM ENSG00000156232.6 0.077903 0.073467 ENSG00000156232
BTN2A1 ENSG00000112763.11 0.013676 0.027281 ENSG00000112763
GIMAP7 ENSG00000179144.4 0.018539 0.041687 ENSG00000179144
ASB8 ENSG00000177981.6 0.131008 0.066837 ENSG00000177981
NUP43 ENSG00000120253.9 0.015903 0.047344 ENSG00000120253
SHC1 ENSG00000160691.14 0.064863 0.056552 ENSG00000160691
LPCAT1 ENSG00000153395.5 0.010718 0.037284 ENSG00000153395
SEC22A ENSG00000121542.7 0.375455 0.073838 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.358894 0.080893 ENSG00000213214
MCF2L ENSG00000126217.16 0.151888 0.083381 ENSG00000126217
SULT1A1 ENSG00000196502.7 0.12931 0.064138 ENSG00000196502
PROK1 ENSG00000143125.5 0.106117 0.068906 ENSG00000143125
FARP1 ENSG00000152767.11 0.060301 0.059978 ENSG00000152767
ACTR3B ENSG00000133627.13 0.020028 0.065108 ENSG00000133627
TTC18 ENSG00000156042.13 0.132697 0.064527 ENSG00000156042
RLF ENSG00000117000.8 0.046646 0.060037 ENSG00000117000
CLN6 ENSG00000128973.7 0.165957 0.07186 ENSG00000128973
GRPEL1 ENSG00000109519.8 0.11552 0.081063 ENSG00000109519
ERP27 ENSG00000139055.2 0.208201 0.068452 ENSG00000139055
PKD2 ENSG00000118762.3 0.037506 0.04629 ENSG00000118762
ATP5G1 ENSG00000159199.9 0.015184 0.033798 ENSG00000159199
GNMT ENSG00000124713.5 0.236762 0.077221 ENSG00000124713
PLD1 ENSG00000075651.11 0.049556 0.057229 ENSG00000075651
USP10 ENSG00000103194.11 0.107658 0.085779 ENSG00000103194
SIGMAR1 ENSG00000147955.12 0.033825 0.039421 ENSG00000147955
HEBP1 ENSG00000013583.4 0.066364 0.070694 ENSG00000013583
MRI1 ENSG00000037757.9 0.231477 0.090618 ENSG00000037757
ZNF419 ENSG00000105136.15 0.319593 0.078504 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.430278 0.083343 ENSG00000198203
ATF2 ENSG00000115966.12 0.025009 0.043712 ENSG00000115966
TOP1MT ENSG00000184428.8 0.093357 0.057246 ENSG00000184428
ABHD3 ENSG00000158201.5 0.043004 0.065807 ENSG00000158201
TTC28 ENSG00000100154.10 0.083083 0.070249 ENSG00000100154
FBRSL1 ENSG00000112787.8 0.024667 0.040877 ENSG00000112787
EAF2 ENSG00000145088.4 0.026593 0.037922 ENSG00000145088
LILRA5 ENSG00000187116.9 0.043104 0.078149 ENSG00000187116
PYROXD1 ENSG00000121350.11 0.27137 0.0702 ENSG00000121350
KRT72 ENSG00000170486.6 0.041577 0.048626 ENSG00000170486
PANX2 ENSG00000073150.9 0.015454 0.048623 ENSG00000073150
C9orf72 ENSG00000147894.10 0.070213 0.066366 ENSG00000147894
CCDC3 ENSG00000151468.9 0.117671 0.082748 ENSG00000151468
TK2 ENSG00000166548.11 0.11178 0.063104 ENSG00000166548
HSD17B12 ENSG00000149084.7 0.666351 0.058542 ENSG00000149084
SPC25 ENSG00000152253.4 0.069345 0.061118 ENSG00000152253
MILR1 ENSG00000271605.1 0.122673 0.066354 ENSG00000271605
HDLBP ENSG00000115677.12 0.064973 0.063359 ENSG00000115677
AMH ENSG00000104899.3 0.336023 0.091094 ENSG00000104899
SNX1 ENSG00000028528.10 0.035212 0.047544 ENSG00000028528
CNPY4 ENSG00000166997.3 0.132971 0.071731 ENSG00000166997
TTC13 ENSG00000143643.8 0.025844 0.058967 ENSG00000143643
ZCCHC7 ENSG00000147905.13 0.012979 0.048886 ENSG00000147905
ZNF132 ENSG00000131849.10 0.174428 0.064884 ENSG00000131849
TMEM45B ENSG00000151715.3 0.158713 0.08463 ENSG00000151715
STX2 ENSG00000111450.9 0.356961 0.084097 ENSG00000111450
ANTXRL ENSG00000198250.8 0.083307 0.054744 ENSG00000198250
ZNF766 ENSG00000196214.6 0.015534 0.064872 ENSG00000196214
PCDHGA6 ENSG00000253731.1 0.147696 0.068331 ENSG00000253731
RPS6KB1 ENSG00000108443.9 0.0231 0.033013 ENSG00000108443
MSX2 ENSG00000120149.7 0.031223 0.070761 ENSG00000120149
TRIM33 ENSG00000197323.6 0.012317 0.03599 ENSG00000197323
ZNF880 ENSG00000221923.4 0.666728 0.067443 ENSG00000221923
RRP1B ENSG00000160208.11 0.036095 0.049585 ENSG00000160208
