AssociatedGeneName EnsemblGeneID h2.ArteryTibial se.ArteryTibial ensid
TACSTD2 ENSG00000184292.5 0.194723 0.070568 ENSG00000184292
PCDHB8 ENSG00000120322.2 0.142217 0.071674 ENSG00000120322
APOL4 ENSG00000100336.13 0.226805 0.085407 ENSG00000100336
ETV7 ENSG00000010030.9 0.058065 0.049563 ENSG00000010030
CAPN11 ENSG00000137225.8 0.113932 0.06669 ENSG00000137225
POLR2J ENSG00000005075.11 0.076699 0.053121 ENSG00000005075
PAQR5 ENSG00000137819.9 0.06746 0.054288 ENSG00000137819
CDHR3 ENSG00000128536.11 0.050316 0.052761 ENSG00000128536
C15orf57 ENSG00000128891.11 0.096034 0.054976 ENSG00000128891
IFT88 ENSG00000032742.13 0.06786 0.057597 ENSG00000032742
IREB2 ENSG00000136381.8 0.057748 0.059263 ENSG00000136381
ZNF205 ENSG00000122386.6 0.062951 0.058009 ENSG00000122386
FAM181A ENSG00000140067.6 0.069131 0.06978 ENSG00000140067
TNPO3 ENSG00000064419.9 0.05116 0.05107 ENSG00000064419
TMEM50B ENSG00000142188.12 0.157834 0.068 ENSG00000142188
RAD51C ENSG00000108384.10 0.054195 0.04805 ENSG00000108384
CAST ENSG00000153113.19 0.05622 0.050402 ENSG00000153113
ARL17B ENSG00000228696.4 0.161853 0.078785 ENSG00000228696
FAM83D ENSG00000101447.9 0.105966 0.081451 ENSG00000101447
ADAT1 ENSG00000065457.6 0.053102 0.049387 ENSG00000065457
HMGXB3 ENSG00000113716.8 0.098859 0.06794 ENSG00000113716
NME4 ENSG00000103202.8 0.292222 0.086932 ENSG00000103202
TNFAIP6 ENSG00000123610.3 0.050109 0.048876 ENSG00000123610
THADA ENSG00000115970.14 0.073358 0.062279 ENSG00000115970
CYP4F11 ENSG00000171903.11 0.062342 0.057593 ENSG00000171903
NSFL1C ENSG00000088833.12 0.089584 0.075211 ENSG00000088833
FANCA ENSG00000187741.10 0.194689 0.072611 ENSG00000187741
RSPO4 ENSG00000101282.4 0.113967 0.074865 ENSG00000101282
GSTM1 ENSG00000134184.8 0.252234 0.093519 ENSG00000134184
COG1 ENSG00000166685.7 0.076217 0.078391 ENSG00000166685
ZFP28 ENSG00000196867.3 0.146998 0.072156 ENSG00000196867
UBQLN1 ENSG00000135018.9 0.061317 0.055425 ENSG00000135018
CCDC102A ENSG00000135736.5 0.108458 0.071456 ENSG00000135736
TRIM4 ENSG00000146833.11 0.083855 0.058774 ENSG00000146833
SIRPB1 ENSG00000101307.11 0.173734 0.08801 ENSG00000101307
FRRS1 ENSG00000156869.8 0.089878 0.063898 ENSG00000156869
COG5 ENSG00000164597.9 0.078719 0.055406 ENSG00000164597
MTHFS ENSG00000136371.5 0.134404 0.071711 ENSG00000136371
PLVAP ENSG00000130300.4 0.061811 0.060047 ENSG00000130300
PPIP5K2 ENSG00000145725.14 0.08596 0.051779 ENSG00000145725
VLDLR ENSG00000147852.10 0.46249 0.078027 ENSG00000147852
C10orf107 ENSG00000183346.6 0.069983 0.052911 ENSG00000183346
ASNSD1 ENSG00000138381.5 0.094124 0.05663 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.160685 0.068383 ENSG00000196963
TMEM45A ENSG00000181458.6 0.14923 0.067379 ENSG00000181458
CDH23 ENSG00000107736.15 0.066347 0.055273 ENSG00000107736
TDRD6 ENSG00000180113.11 0.12041 0.068457 ENSG00000180113
CCDC74A ENSG00000163040.10 0.084223 0.054758 ENSG00000163040
DSCC1 ENSG00000136982.5 0.234026 0.077755 ENSG00000136982
ANKDD1A ENSG00000166839.12 0.106475 0.062771 ENSG00000166839
PPP1R16A ENSG00000160972.5 0.06559 0.05743 ENSG00000160972
SLC22A5 ENSG00000197375.8 0.052847 0.051437 ENSG00000197375
ADRBK2 ENSG00000100077.9 0.169755 0.073302 ENSG00000100077
C22orf43 ENSG00000189269.7 0.086903 0.061747 ENSG00000189269
ZNF605 ENSG00000196458.6 0.082374 0.049681 ENSG00000196458
F11R ENSG00000270149.1 0.100188 0.081347 ENSG00000270149
CFD ENSG00000197766.3 0.050832 0.053035 ENSG00000197766
SLC35D1 ENSG00000116704.6 0.055186 0.049173 ENSG00000116704
SLC25A51 ENSG00000122696.8 0.065707 0.053385 ENSG00000122696
RNF141 ENSG00000110315.2 0.111436 0.066011 ENSG00000110315
CYP4F12 ENSG00000186204.9 0.078085 0.063001 ENSG00000186204
LMBR1 ENSG00000105983.14 0.067009 0.062965 ENSG00000105983
MFNG ENSG00000100060.13 0.055882 0.067253 ENSG00000100060
RAVER2 ENSG00000162437.10 0.10525 0.069757 ENSG00000162437
ZNF783 ENSG00000204946.5 0.073052 0.06515 ENSG00000204946
PDZRN3 ENSG00000121440.10 0.186866 0.081957 ENSG00000121440
PRF1 ENSG00000180644.6 0.06975 0.065801 ENSG00000180644
GSDMA ENSG00000167914.6 0.093068 0.055416 ENSG00000167914
ANO10 ENSG00000160746.8 0.084372 0.055179 ENSG00000160746
SAYSD1 ENSG00000112167.5 0.052192 0.055013 ENSG00000112167
SNX20 ENSG00000167208.10 0.18993 0.082381 ENSG00000167208
PI3 ENSG00000124102.4 0.141741 0.079135 ENSG00000124102
CHAF1A ENSG00000167670.11 0.187345 0.074104 ENSG00000167670
PDXK ENSG00000160209.13 0.062557 0.057171 ENSG00000160209
IZUMO2 ENSG00000161652.8 0.076751 0.076502 ENSG00000161652
SACM1L ENSG00000211456.6 0.079216 0.063841 ENSG00000211456
ZEB2 ENSG00000169554.12 0.05127 0.042608 ENSG00000169554
SDHAF1 ENSG00000205138.2 0.110337 0.074797 ENSG00000205138
C1QTNF7 ENSG00000163145.8 0.137432 0.071901 ENSG00000163145
CCDC19 ENSG00000213085.5 0.070204 0.061765 ENSG00000213085
PPWD1 ENSG00000113593.7 0.109778 0.073027 ENSG00000113593
RPH3AL ENSG00000181031.11 0.063513 0.056169 ENSG00000181031
PODN ENSG00000174348.9 0.137168 0.068554 ENSG00000174348
MXD1 ENSG00000059728.6 0.0566 0.046471 ENSG00000059728
POLR2E ENSG00000099817.7 0.31508 0.094399 ENSG00000099817
SLC28A2 ENSG00000137860.7 0.067706 0.057891 ENSG00000137860
ACOX3 ENSG00000087008.11 0.074661 0.067871 ENSG00000087008
ZNF296 ENSG00000170684.4 0.113189 0.079022 ENSG00000170684
KCNQ5 ENSG00000185760.11 0.083323 0.064051 ENSG00000185760
PTK6 ENSG00000101213.5 0.150717 0.071581 ENSG00000101213
RGS14 ENSG00000169220.13 0.077456 0.066009 ENSG00000169220
ADAMTS7 ENSG00000136378.10 0.05211 0.050656 ENSG00000136378
C19orf25 ENSG00000119559.11 0.187442 0.082072 ENSG00000119559
TACR2 ENSG00000075073.10 0.072274 0.07235 ENSG00000075073
SGIP1 ENSG00000118473.17 0.080234 0.056412 ENSG00000118473
FCRLB ENSG00000162746.10 0.067547 0.051375 ENSG00000162746
FAM227A ENSG00000184949.10 0.157125 0.068022 ENSG00000184949
RASL11A ENSG00000122035.6 0.050052 0.061594 ENSG00000122035
LRRC43 ENSG00000158113.8 0.073405 0.050387 ENSG00000158113
IL21R ENSG00000103522.11 0.068547 0.059409 ENSG00000103522
SEC23A ENSG00000100934.10 0.062218 0.056761 ENSG00000100934
TANC2 ENSG00000170921.10 0.058504 0.055172 ENSG00000170921
SDCCAG8 ENSG00000054282.11 0.053819 0.054274 ENSG00000054282
CDC42BPA ENSG00000143776.14 0.108378 0.055787 ENSG00000143776
SLC24A3 ENSG00000185052.7 0.07628 0.065286 ENSG00000185052
COPS3 ENSG00000141030.8 0.107959 0.061344 ENSG00000141030
ATP8A1 ENSG00000124406.12 0.094835 0.052531 ENSG00000124406
FAAH ENSG00000117480.11 0.069565 0.050863 ENSG00000117480
TRIB3 ENSG00000101255.6 0.225428 0.088758 ENSG00000101255
CD55 ENSG00000196352.9 0.116348 0.066697 ENSG00000196352
SNX31 ENSG00000174226.4 0.089073 0.058154 ENSG00000174226
ARFGAP3 ENSG00000242247.6 0.111216 0.07249 ENSG00000242247
HS2ST1 ENSG00000153936.12 0.050804 0.052437 ENSG00000153936
EFCAB13 ENSG00000178852.11 0.087745 0.054403 ENSG00000178852
PSAT1 ENSG00000135069.9 0.091484 0.062749 ENSG00000135069
GSAP ENSG00000186088.11 0.165142 0.075895 ENSG00000186088
WHAMM ENSG00000156232.6 0.057303 0.056795 ENSG00000156232
NAA50 ENSG00000121579.7 0.087819 0.059746 ENSG00000121579
SCN9A ENSG00000169432.10 0.060542 0.052705 ENSG00000169432
ASB8 ENSG00000177981.6 0.077299 0.055509 ENSG00000177981
LPCAT1 ENSG00000153395.5 0.066994 0.053759 ENSG00000153395
SEC22A ENSG00000121542.7 0.0772 0.056712 ENSG00000121542
XRCC6BP1 ENSG00000166896.3 0.05116 0.057795 ENSG00000166896
MCF2L ENSG00000126217.16 0.07871 0.063628 ENSG00000126217
PROK1 ENSG00000143125.5 0.07229 0.05585 ENSG00000143125
CMTM5 ENSG00000166091.15 0.259333 0.093462 ENSG00000166091
ERP27 ENSG00000139055.2 0.055013 0.040822 ENSG00000139055
GNMT ENSG00000124713.5 0.09849 0.065366 ENSG00000124713
C19orf40 ENSG00000131944.5 0.061761 0.06572 ENSG00000131944
FAM109A ENSG00000198324.10 0.055041 0.059098 ENSG00000198324
AGFG2 ENSG00000106351.8 0.084977 0.059901 ENSG00000106351
USP10 ENSG00000103194.11 0.056655 0.077648 ENSG00000103194
HEBP1 ENSG00000013583.4 0.081505 0.06441 ENSG00000013583
ZNF419 ENSG00000105136.15 0.075427 0.062465 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.094331 0.057322 ENSG00000198203
ATF2 ENSG00000115966.12 0.067085 0.057752 ENSG00000115966
AL627309.1 ENSG00000237683.5 0.118533 0.067004 ENSG00000237683
LILRA5 ENSG00000187116.9 0.118448 0.085281 ENSG00000187116
C9orf72 ENSG00000147894.10 0.063622 0.061241 ENSG00000147894
CHIT1 ENSG00000133063.11 0.086833 0.060603 ENSG00000133063
HSD17B12 ENSG00000149084.7 0.13445 0.073453 ENSG00000149084
UBN1 ENSG00000118900.10 0.068137 0.057027 ENSG00000118900
ARHGEF7 ENSG00000102606.13 0.100896 0.075834 ENSG00000102606
TMEM45B ENSG00000151715.3 0.134162 0.078232 ENSG00000151715
MSX2 ENSG00000120149.7 0.067547 0.067408 ENSG00000120149
ZNF880 ENSG00000221923.4 0.156158 0.080694 ENSG00000221923
ST8SIA1 ENSG00000111728.6 0.075915 0.065661 ENSG00000111728
SDK2 ENSG00000069188.12 0.33134 0.08754 ENSG00000069188
LAP3 ENSG00000002549.8 0.075303 0.051655 ENSG00000002549
RRP36 ENSG00000124541.6 0.067818 0.072271 ENSG00000124541
POLR1A ENSG00000068654.11 0.081522 0.051717 ENSG00000068654
METTL9 ENSG00000197006.9 0.066396 0.060721 ENSG00000197006
TSKU ENSG00000182704.6 0.060869 0.056972 ENSG00000182704
SHB ENSG00000107338.8 0.100316 0.058891 ENSG00000107338
INMT ENSG00000241644.2 0.084769 0.069034 ENSG00000241644
DISC1 ENSG00000162946.16 0.121108 0.064859 ENSG00000162946
FBLL1 ENSG00000188573.7 0.271009 0.084105 ENSG00000188573
TTBK1 ENSG00000146216.7 0.092346 0.068942 ENSG00000146216
NDNF ENSG00000173376.9 0.059767 0.052233 ENSG00000173376
WAC ENSG00000095787.16 0.092045 0.055711 ENSG00000095787
C11orf21 ENSG00000110665.7 0.056771 0.053057 ENSG00000110665
C2orf27A ENSG00000197927.8 0.062393 0.051978 ENSG00000197927
ZNF626 ENSG00000188171.10 0.122435 0.078537 ENSG00000188171
ANK3 ENSG00000151150.15 0.132546 0.071502 ENSG00000151150
GLRB ENSG00000109738.6 0.124006 0.079795 ENSG00000109738
PROZ ENSG00000126231.9 0.091248 0.059607 ENSG00000126231
GPX7 ENSG00000116157.5 0.139152 0.069396 ENSG00000116157
JAG2 ENSG00000184916.4 0.206787 0.086834 ENSG00000184916
ALCAM ENSG00000170017.8 0.053085 0.048038 ENSG00000170017
TENC1 ENSG00000111077.13 0.061177 0.054466 ENSG00000111077
ACTA2 ENSG00000107796.8 0.078063 0.057526 ENSG00000107796
EPCAM ENSG00000119888.6 0.07682 0.066697 ENSG00000119888
NCOA1 ENSG00000084676.11 0.088667 0.076775 ENSG00000084676
SUSD2 ENSG00000099994.10 0.053928 0.047661 ENSG00000099994
STRIP2 ENSG00000128578.5 0.071749 0.054185 ENSG00000128578
ZNF83 ENSG00000167766.13 0.072882 0.064951 ENSG00000167766
DHX37 ENSG00000150990.3 0.0875 0.079584 ENSG00000150990
TOM1L2 ENSG00000175662.13 0.052147 0.045523 ENSG00000175662
RFT1 ENSG00000163933.5 0.105892 0.059318 ENSG00000163933
CEP112 ENSG00000154240.12 0.078464 0.062777 ENSG00000154240
LACTB2 ENSG00000147592.4 0.1211 0.063704 ENSG00000147592
TRDMT1 ENSG00000107614.17 0.137081 0.073674 ENSG00000107614
UCHL3 ENSG00000118939.13 0.18148 0.072926 ENSG00000118939
APBB1IP ENSG00000077420.11 0.200368 0.077001 ENSG00000077420
FAM192A ENSG00000172775.12 0.25286 0.079008 ENSG00000172775
SSX2IP ENSG00000117155.12 0.14877 0.070687 ENSG00000117155
CCDC82 ENSG00000149231.7 0.090931 0.068267 ENSG00000149231
DRAM1 ENSG00000136048.9 0.07185 0.075245 ENSG00000136048
NUCB1 ENSG00000104805.11 0.194618 0.086874 ENSG00000104805
TRIM69 ENSG00000185880.8 0.098399 0.063796 ENSG00000185880
RPL39L ENSG00000163923.5 0.070716 0.061211 ENSG00000163923
HP ENSG00000257017.4 0.106497 0.052823 ENSG00000257017
MANEA ENSG00000172469.10 0.055962 0.054199 ENSG00000172469
C17orf53 ENSG00000125319.10 0.065812 0.055331 ENSG00000125319
PRPH2 ENSG00000112619.6 0.054376 0.048409 ENSG00000112619
FAM20A ENSG00000108950.7 0.068589 0.059814 ENSG00000108950
MMP17 ENSG00000198598.2 0.117236 0.077152 ENSG00000198598
NUDT5 ENSG00000165609.8 0.056162 0.058647 ENSG00000165609
RNF186 ENSG00000178828.5 0.116636 0.074467 ENSG00000178828
RYBP ENSG00000163602.8 0.052595 0.0632 ENSG00000163602
FPR1 ENSG00000171051.4 0.092994 0.076964 ENSG00000171051
GAS1 ENSG00000180447.5 0.050743 0.047838 ENSG00000180447
CCDC28A ENSG00000024862.12 0.058438 0.059623 ENSG00000024862
PIEZO1 ENSG00000103335.15 0.050975 0.055182 ENSG00000103335
AC093726.6 ENSG00000214106.3 0.083554 0.07917 ENSG00000214106
C21orf2 ENSG00000160226.11 0.059852 0.058212 ENSG00000160226
TBC1D4 ENSG00000136111.8 0.083962 0.066803 ENSG00000136111
SPON2 ENSG00000159674.7 0.064143 0.066757 ENSG00000159674
BEGAIN ENSG00000183092.11 0.081626 0.056375 ENSG00000183092
ASCL5 ENSG00000232237.2 0.139281 0.070094 ENSG00000232237
TMTC4 ENSG00000125247.11 0.129155 0.070501 ENSG00000125247
TPPP2 ENSG00000179636.10 0.133577 0.076035 ENSG00000179636
ITPA ENSG00000125877.7 0.183189 0.083641 ENSG00000125877
NAA11 ENSG00000156269.4 0.138888 0.073409 ENSG00000156269
RP3-402G11.5 ENSG00000073169.9 0.051499 0.063116 ENSG00000073169
SMIM17 ENSG00000268182.1 0.104923 0.078796 ENSG00000268182
OSGIN1 ENSG00000140961.8 0.198184 0.092294 ENSG00000140961
HMOX2 ENSG00000103415.7 0.059218 0.055799 ENSG00000103415
RBCK1 ENSG00000125826.15 0.090043 0.071732 ENSG00000125826
C13orf45 ENSG00000178734.4 0.086806 0.062466 ENSG00000178734
PYY ENSG00000131096.6 0.065256 0.05287 ENSG00000131096
ZDHHC13 ENSG00000177054.9 0.13079 0.079633 ENSG00000177054
RP13-996F3.5 ENSG00000215749.8 0.089889 0.089109 ENSG00000215749
LINGO2 ENSG00000174482.6 0.064979 0.062479 ENSG00000174482
SPPL2A ENSG00000138600.5 0.072338 0.051677 ENSG00000138600
ATP2C2 ENSG00000064270.8 0.079343 0.088307 ENSG00000064270
CDKN2B ENSG00000147883.9 0.083453 0.056081 ENSG00000147883
MRPL50 ENSG00000136897.6 0.066316 0.052684 ENSG00000136897
CPZ ENSG00000109625.14 0.072815 0.055801 ENSG00000109625
GTDC1 ENSG00000121964.9 0.083155 0.059528 ENSG00000121964
GNPAT ENSG00000116906.7 0.122858 0.078167 ENSG00000116906
NIPSNAP1 ENSG00000184117.7 0.081664 0.055814 ENSG00000184117
LHFP ENSG00000183722.7 0.061525 0.056542 ENSG00000183722
FAIM ENSG00000158234.8 0.14264 0.080026 ENSG00000158234
TMEM140 ENSG00000146859.5 0.058312 0.053464 ENSG00000146859
CDCA5 ENSG00000146670.5 0.057355 0.048525 ENSG00000146670
CENPJ ENSG00000151849.10 0.05339 0.070919 ENSG00000151849
MICALCL ENSG00000133808.4 0.157021 0.094931 ENSG00000133808
TCAIM ENSG00000179152.14 0.080695 0.04947 ENSG00000179152
GATM ENSG00000171766.11 0.104711 0.060705 ENSG00000171766
FZD1 ENSG00000157240.2 0.055813 0.055106 ENSG00000157240
NPIPB6 ENSG00000198156.6 0.091133 0.06339 ENSG00000198156
MRPL27 ENSG00000108826.11 0.058479 0.061062 ENSG00000108826
AIFM2 ENSG00000042286.10 0.117963 0.078277 ENSG00000042286
IGSF11 ENSG00000144847.8 0.066953 0.053597 ENSG00000144847
C5orf63 ENSG00000164241.9 0.12793 0.057922 ENSG00000164241
GGT1 ENSG00000100031.14 0.057575 0.055014 ENSG00000100031
PEX6 ENSG00000124587.9 0.083516 0.061789 ENSG00000124587
PLXDC2 ENSG00000120594.11 0.073374 0.057191 ENSG00000120594
IQGAP3 ENSG00000183856.6 0.078999 0.060228 ENSG00000183856
CACNA1C ENSG00000151067.16 0.064898 0.058811 ENSG00000151067
EPN2 ENSG00000072134.11 0.132437 0.063824 ENSG00000072134
CFHR3 ENSG00000116785.9 0.195636 0.074115 ENSG00000116785
SIMC1 ENSG00000170085.13 0.107346 0.075586 ENSG00000170085
MMP15 ENSG00000102996.4 0.117966 0.07379 ENSG00000102996
DNAJB5 ENSG00000137094.10 0.060661 0.055022 ENSG00000137094
BTBD9 ENSG00000183826.12 0.086293 0.054095 ENSG00000183826
AC006126.3 ENSG00000266958.1 0.090042 0.064476 ENSG00000266958
LAMP5 ENSG00000125869.5 0.061047 0.071708 ENSG00000125869
F10 ENSG00000126218.7 0.098227 0.071571 ENSG00000126218
B3GALNT2 ENSG00000162885.7 0.108606 0.069096 ENSG00000162885
PCNXL3 ENSG00000197136.4 0.057536 0.047409 ENSG00000197136
CCDC158 ENSG00000163749.13 0.051976 0.05651 ENSG00000163749
UNC13C ENSG00000137766.12 0.222356 0.083485 ENSG00000137766
TMOD2 ENSG00000128872.5 0.093697 0.062987 ENSG00000128872
KCNH2 ENSG00000055118.10 0.093894 0.063457 ENSG00000055118
NAPB ENSG00000125814.13 0.075004 0.058646 ENSG00000125814
CIZ1 ENSG00000148337.15 0.069726 0.055132 ENSG00000148337
WDR11 ENSG00000120008.11 0.068231 0.066408 ENSG00000120008
ATP6AP1L ENSG00000205464.7 0.090112 0.064029 ENSG00000205464
ENPP4 ENSG00000001561.6 0.050936 0.050964 ENSG00000001561
DUSP14 ENSG00000161326.8 0.085649 0.064953 ENSG00000161326
C1orf141 ENSG00000203963.7 0.160543 0.07981 ENSG00000203963
STAM ENSG00000136738.10 0.072206 0.053741 ENSG00000136738
PLEKHA7 ENSG00000166689.10 0.077481 0.058095 ENSG00000166689
CYP4A22 ENSG00000162365.7 0.052978 0.047274 ENSG00000162365
ADAMTS17 ENSG00000140470.9 0.174418 0.085055 ENSG00000140470
ASRGL1 ENSG00000162174.8 0.051354 0.050143 ENSG00000162174
GLTSCR1L ENSG00000112624.8 0.056613 0.052354 ENSG00000112624
DIEXF ENSG00000117597.13 0.078278 0.057542 ENSG00000117597
ZNF814 ENSG00000204514.5 0.076546 0.053389 ENSG00000204514
ARMC10 ENSG00000170632.9 0.083216 0.057339 ENSG00000170632
CYLD ENSG00000083799.13 0.050642 0.073133 ENSG00000083799
PTK2 ENSG00000169398.15 0.100043 0.069102 ENSG00000169398
MBIP ENSG00000151332.14 0.060175 0.049322 ENSG00000151332
MAL ENSG00000172005.6 0.071744 0.059219 ENSG00000172005
MOCS1 ENSG00000124615.13 0.070266 0.053922 ENSG00000124615
RP11-59H1.3 ENSG00000255661.2 0.065449 0.069066 ENSG00000255661
PPARA ENSG00000186951.12 0.077366 0.05192 ENSG00000186951
ARL5B ENSG00000165997.4 0.097044 0.065787 ENSG00000165997
PLCE1 ENSG00000138193.9 0.062417 0.047778 ENSG00000138193
GSTM5 ENSG00000134201.6 0.081701 0.063799 ENSG00000134201
PDCD6IP ENSG00000170248.9 0.10184 0.052872 ENSG00000170248
CTNNA1 ENSG00000044115.15 0.057195 0.050163 ENSG00000044115
ATP12A ENSG00000075673.7 0.416348 0.082334 ENSG00000075673
HS3ST3A1 ENSG00000153976.2 0.104887 0.059631 ENSG00000153976
GREM2 ENSG00000180875.4 0.189572 0.079523 ENSG00000180875
MBTPS1 ENSG00000140943.12 0.076737 0.083033 ENSG00000140943
GIT1 ENSG00000108262.11 0.118426 0.072325 ENSG00000108262
TMEM74B ENSG00000125895.5 0.079941 0.077701 ENSG00000125895
PRR13 ENSG00000205352.6 0.127072 0.063914 ENSG00000205352
NFASC ENSG00000163531.11 0.151235 0.069149 ENSG00000163531
ZNF474 ENSG00000164185.4 0.068575 0.057022 ENSG00000164185
PLA2G5 ENSG00000127472.6 0.13606 0.073442 ENSG00000127472
MYO7B ENSG00000169994.14 0.081709 0.060549 ENSG00000169994
ANXA2 ENSG00000182718.12 0.09245 0.05966 ENSG00000182718
ZNF319 ENSG00000166188.2 0.105722 0.070385 ENSG00000166188
LRRC16A ENSG00000079691.15 0.176474 0.083579 ENSG00000079691
LPA ENSG00000198670.6 0.07842 0.069987 ENSG00000198670
ECT2L ENSG00000203734.6 0.070893 0.076261 ENSG00000203734
NEFH ENSG00000100285.9 0.060654 0.051192 ENSG00000100285
USP40 ENSG00000085982.9 0.054391 0.047118 ENSG00000085982
PCP4L1 ENSG00000248485.1 0.083648 0.067113 ENSG00000248485
MIIP ENSG00000116691.6 0.115485 0.065417 ENSG00000116691
ACBD7 ENSG00000176244.6 0.054082 0.064284 ENSG00000176244
HAS1 ENSG00000105509.6 0.08716 0.075655 ENSG00000105509
ALG1L ENSG00000189366.5 0.122815 0.064348 ENSG00000189366
QRFPR ENSG00000186867.6 0.159513 0.070402 ENSG00000186867
POLE ENSG00000177084.12 0.148746 0.07784 ENSG00000177084
RAB15 ENSG00000139998.10 0.139097 0.07179 ENSG00000139998
SASH1 ENSG00000111961.12 0.05381 0.06389 ENSG00000111961
SLC4A1AP ENSG00000163798.9 0.107136 0.063504 ENSG00000163798
CUBN ENSG00000107611.10 0.056933 0.058129 ENSG00000107611
LENG1 ENSG00000105617.3 0.062239 0.070023 ENSG00000105617
FBXO40 ENSG00000163833.6 0.084795 0.05362 ENSG00000163833
NBPF20 ENSG00000203832.6 0.110425 0.075759 ENSG00000203832
MYO18B ENSG00000133454.11 0.077224 0.060804 ENSG00000133454
SCML1 ENSG00000047634.10 0.077239 0.059999 ENSG00000047634
TTC24 ENSG00000187862.6 0.050709 0.052368 ENSG00000187862
OLFM2 ENSG00000105088.4 0.079263 0.061785 ENSG00000105088
PPP2R2B ENSG00000156475.14 0.056935 0.052869 ENSG00000156475
DNTTIP2 ENSG00000067334.9 0.080663 0.057081 ENSG00000067334
PCED1B ENSG00000179715.8 0.076021 0.051965 ENSG00000179715
SLC35G1 ENSG00000176273.10 0.106889 0.061815 ENSG00000176273
LAMP1 ENSG00000185896.9 0.053193 0.049443 ENSG00000185896
SEMA4D ENSG00000187764.7 0.080832 0.063978 ENSG00000187764
TMEM158 ENSG00000249992.1 0.084922 0.05808 ENSG00000249992
