AssociatedGeneName EnsemblGeneID h2.AdiposeSubcutaneous se.AdiposeSubcutaneous ensid
QRFPR ENSG00000186867.6 0.162475 0.072731 ENSG00000186867
PTGES ENSG00000148344.10 0.25849 0.087773 ENSG00000148344
PASK ENSG00000115687.9 0.178988 0.076365 ENSG00000115687
WDR86 ENSG00000187260.11 0.165916 0.071101 ENSG00000187260
BMPR1A ENSG00000107779.6 0.139665 0.067818 ENSG00000107779
RAB20 ENSG00000139832.3 0.184399 0.085574 ENSG00000139832
PYGL ENSG00000100504.12 0.17474 0.073815 ENSG00000100504
SFTPD ENSG00000133661.11 0.289783 0.078724 ENSG00000133661
MAP3K7CL ENSG00000156265.11 0.176733 0.08668 ENSG00000156265
MRPS9 ENSG00000135972.4 0.138129 0.063239 ENSG00000135972
LRP5L ENSG00000100068.7 0.215947 0.085949 ENSG00000100068
ITGB6 ENSG00000115221.6 0.220623 0.068918 ENSG00000115221
FBN2 ENSG00000138829.6 0.269199 0.07016 ENSG00000138829
RBM4B ENSG00000173914.7 0.272906 0.091943 ENSG00000173914
DNAJC15 ENSG00000120675.4 0.249425 0.075916 ENSG00000120675
NUP85 ENSG00000125450.6 0.203203 0.078644 ENSG00000125450
RALGPS2 ENSG00000116191.12 0.161416 0.065613 ENSG00000116191
CD79B ENSG00000007312.8 0.106481 0.053074 ENSG00000007312
GXYLT2 ENSG00000172986.8 0.183582 0.076797 ENSG00000172986
HSD17B13 ENSG00000170509.7 0.184981 0.077075 ENSG00000170509
RORB ENSG00000198963.5 0.158948 0.074709 ENSG00000198963
RPS9 ENSG00000170889.9 0.195232 0.094431 ENSG00000170889
MYO3B ENSG00000071909.14 0.211863 0.087117 ENSG00000071909
SLC25A41 ENSG00000181240.9 0.201165 0.08766 ENSG00000181240
HTATIP2 ENSG00000109854.9 0.350574 0.083856 ENSG00000109854
FOCAD ENSG00000188352.8 0.184597 0.086042 ENSG00000188352
CLEC18A ENSG00000157322.12 0.129669 0.05712 ENSG00000157322
KCNK1 ENSG00000135750.10 0.171005 0.079323 ENSG00000135750
APCDD1L ENSG00000198768.6 0.163683 0.072338 ENSG00000198768
TPCN1 ENSG00000186815.8 0.16128 0.07995 ENSG00000186815
RABGAP1L ENSG00000152061.17 0.13738 0.068295 ENSG00000152061
EPN3 ENSG00000049283.13 0.166608 0.07367 ENSG00000049283
SMDT1 ENSG00000183172.7 0.159425 0.064085 ENSG00000183172
EVI5L ENSG00000142459.4 0.170703 0.078976 ENSG00000142459
CFHR1 ENSG00000244414.1 0.126403 0.060642 ENSG00000244414
CACNA2D3 ENSG00000157445.10 0.182913 0.082766 ENSG00000157445
TSPO ENSG00000100300.13 0.351723 0.083554 ENSG00000100300
APOL1 ENSG00000100342.16 0.170893 0.08217 ENSG00000100342
USP6 ENSG00000129204.12 0.147025 0.06864 ENSG00000129204
GRAMD4 ENSG00000075240.12 0.164529 0.075395 ENSG00000075240
XPO1 ENSG00000082898.12 0.168894 0.074873 ENSG00000082898
CDKN2D ENSG00000129355.6 0.160574 0.076967 ENSG00000129355
RNF24 ENSG00000101236.11 0.178578 0.081671 ENSG00000101236
C10orf112 ENSG00000204740.5 0.160398 0.076213 ENSG00000204740
RASA3 ENSG00000185989.9 0.170364 0.064785 ENSG00000185989
ZNF738 ENSG00000172687.9 0.169265 0.07706 ENSG00000172687
MCTP2 ENSG00000140563.10 0.200271 0.078003 ENSG00000140563
CLDN15 ENSG00000106404.9 0.151094 0.061304 ENSG00000106404
MAL2 ENSG00000147676.9 0.278913 0.088378 ENSG00000147676
TRIM24 ENSG00000122779.12 0.216691 0.080426 ENSG00000122779
SMAGP ENSG00000170545.12 0.205743 0.080098 ENSG00000170545
GCOM1 ENSG00000137878.12 0.190264 0.085369 ENSG00000137878
ZNF90 ENSG00000213988.5 0.151007 0.075436 ENSG00000213988
KIAA1324L ENSG00000164659.10 0.155653 0.065827 ENSG00000164659
LYNX1 ENSG00000180155.14 0.23853 0.077801 ENSG00000180155
LDB3 ENSG00000122367.15 0.176186 0.069669 ENSG00000122367
MRPS26 ENSG00000125901.5 0.153563 0.07479 ENSG00000125901
SLC35A5 ENSG00000138459.4 0.171466 0.071595 ENSG00000138459
PTCD3 ENSG00000132300.14 0.186465 0.079215 ENSG00000132300
APP ENSG00000142192.16 0.170963 0.075151 ENSG00000142192
INTS1 ENSG00000164880.11 0.148137 0.071645 ENSG00000164880
PRMT2 ENSG00000160310.12 0.143152 0.068617 ENSG00000160310
SPPL3 ENSG00000157837.11 0.124338 0.058251 ENSG00000157837
RNF6 ENSG00000127870.12 0.18097 0.078405 ENSG00000127870
AXDND1 ENSG00000162779.16 0.142249 0.065153 ENSG00000162779
BRD1 ENSG00000100425.14 0.184082 0.083426 ENSG00000100425
GPC5 ENSG00000179399.9 0.167932 0.080415 ENSG00000179399
PLA2G7 ENSG00000146070.12 0.184848 0.079284 ENSG00000146070
DHRS2 ENSG00000100867.10 0.136094 0.067125 ENSG00000100867
CRYZ ENSG00000116791.9 0.267997 0.072062 ENSG00000116791
SYCE1L ENSG00000205078.5 0.20781 0.071629 ENSG00000205078
BMP5 ENSG00000112175.6 0.170691 0.075093 ENSG00000112175
SIRT3 ENSG00000142082.10 0.171314 0.067039 ENSG00000142082
OMA1 ENSG00000162600.7 0.129057 0.062431 ENSG00000162600
NT5C2 ENSG00000076685.14 0.200304 0.070833 ENSG00000076685
MED24 ENSG00000008838.13 0.115141 0.05504 ENSG00000008838
KIAA1211 ENSG00000109265.8 0.180039 0.073821 ENSG00000109265
MARCO ENSG00000019169.9 0.265615 0.086418 ENSG00000019169
CASP8 ENSG00000064012.17 0.230149 0.078985 ENSG00000064012
SPTBN5 ENSG00000137877.8 0.166477 0.07392 ENSG00000137877
FOPNL ENSG00000133393.8 0.16151 0.0784 ENSG00000133393
NELL2 ENSG00000184613.6 0.321473 0.077006 ENSG00000184613
CTD-2368P22.1 ENSG00000176593.3 0.147337 0.068409 ENSG00000176593
SIGLEC12 ENSG00000254521.2 0.181087 0.076981 ENSG00000254521
COTL1 ENSG00000103187.6 0.256463 0.102492 ENSG00000103187
KIF21A ENSG00000139116.13 0.163901 0.067136 ENSG00000139116
TSLP ENSG00000145777.10 0.162574 0.069984 ENSG00000145777
DISP2 ENSG00000140323.4 0.352498 0.086362 ENSG00000140323
ATP8A2 ENSG00000132932.12 0.200872 0.077099 ENSG00000132932
ZC3H3 ENSG00000014164.6 0.371866 0.073878 ENSG00000014164
LINS ENSG00000140471.12 0.164729 0.079055 ENSG00000140471
SMLR1 ENSG00000256162.2 0.172789 0.072953 ENSG00000256162
DUSP10 ENSG00000143507.13 0.124859 0.060005 ENSG00000143507
ADCYAP1 ENSG00000141433.8 0.153294 0.07634 ENSG00000141433
CCDC122 ENSG00000151773.8 0.136864 0.066132 ENSG00000151773
URAD ENSG00000183463.4 0.299538 0.088473 ENSG00000183463
DDX18 ENSG00000088205.8 0.146952 0.065094 ENSG00000088205
SPATA13 ENSG00000182957.10 0.1405 0.065859 ENSG00000182957
CLEC12A ENSG00000172322.9 0.178827 0.075355 ENSG00000172322
FAM26E ENSG00000178033.5 0.178723 0.07138 ENSG00000178033
CENPQ ENSG00000031691.6 0.133152 0.060309 ENSG00000031691
FAM71D ENSG00000172717.11 0.138491 0.068565 ENSG00000172717
MAP2K5 ENSG00000137764.15 0.170603 0.072973 ENSG00000137764
PGGT1B ENSG00000164219.5 0.214682 0.08234 ENSG00000164219
NIPAL4 ENSG00000172548.10 0.356977 0.073981 ENSG00000172548
INSL3 ENSG00000248099.3 0.193286 0.079649 ENSG00000248099
C19orf38 ENSG00000214212.4 0.131173 0.063266 ENSG00000214212
GBP7 ENSG00000213512.1 0.41577 0.07929 ENSG00000213512
GNB2L1 ENSG00000204628.7 0.17458 0.074692 ENSG00000204628
GIGYF2 ENSG00000204120.10 0.201643 0.075666 ENSG00000204120
EFCAB2 ENSG00000203666.8 0.234341 0.07822 ENSG00000203666
DHRS4-AS1 ENSG00000197775.1 0.176806 0.067694 ENSG00000197775
HAPLN4 ENSG00000187664.8 0.11706 0.053506 ENSG00000187664
LSAMP ENSG00000185565.6 0.227426 0.07524 ENSG00000185565
KCTD8 ENSG00000183783.6 0.214929 0.075288 ENSG00000183783
PTCHD3 ENSG00000182077.6 0.232183 0.07026 ENSG00000182077
RPRML ENSG00000179673.3 0.172968 0.07485 ENSG00000179673
LACC1 ENSG00000179630.6 0.118689 0.057878 ENSG00000179630
SEPW1 ENSG00000178980.10 0.353357 0.082956 ENSG00000178980
WDR6 ENSG00000178252.12 0.204039 0.078225 ENSG00000178252
RPS27 ENSG00000177954.7 0.146625 0.072203 ENSG00000177954
SAMD9L ENSG00000177409.7 0.178728 0.078567 ENSG00000177409
RIMS2 ENSG00000176406.16 0.232672 0.071713 ENSG00000176406
RNASEH1 ENSG00000171865.5 0.207625 0.084716 ENSG00000171865
COL24A1 ENSG00000171502.10 0.160351 0.069112 ENSG00000171502
CHRNA5 ENSG00000169684.9 0.169459 0.064233 ENSG00000169684
UPF3A ENSG00000169062.10 0.139594 0.063321 ENSG00000169062
SCN11A ENSG00000168356.7 0.111301 0.055074 ENSG00000168356
NYAP1 ENSG00000166924.4 0.174609 0.070699 ENSG00000166924
PRTG ENSG00000166450.8 0.256796 0.080128 ENSG00000166450
TBATA ENSG00000166220.8 0.221753 0.084931 ENSG00000166220
LRRIQ3 ENSG00000162620.11 0.164844 0.064619 ENSG00000162620
FAM207A ENSG00000160256.8 0.182933 0.078836 ENSG00000160256
PABPC3 ENSG00000151846.7 0.16861 0.075086 ENSG00000151846
RASGEF1C ENSG00000146090.11 0.160147 0.070788 ENSG00000146090
AGT ENSG00000135744.7 0.182178 0.076185 ENSG00000135744
HTR1B ENSG00000135312.4 0.152857 0.074374 ENSG00000135312
SPINK5 ENSG00000133710.11 0.257354 0.0716 ENSG00000133710
PODNL1 ENSG00000132000.7 0.179793 0.07962 ENSG00000132000
DPP6 ENSG00000130226.12 0.306303 0.084746 ENSG00000130226
GFER ENSG00000127554.12 0.149557 0.072807 ENSG00000127554
MEA1 ENSG00000124733.3 0.189635 0.082007 ENSG00000124733
KCNJ5 ENSG00000120457.7 0.171693 0.074733 ENSG00000120457
CRHR1 ENSG00000120088.10 0.237705 0.070386 ENSG00000120088
RPL22 ENSG00000116251.5 0.169487 0.083719 ENSG00000116251
HGD ENSG00000113924.7 0.149649 0.071779 ENSG00000113924
CHORDC1 ENSG00000110172.7 0.176548 0.075084 ENSG00000110172
TMEM59L ENSG00000105696.4 0.171756 0.075122 ENSG00000105696
THOC5 ENSG00000100296.9 0.277389 0.077523 ENSG00000100296
ACHE ENSG00000087085.9 0.175634 0.072933 ENSG00000087085
POLD3 ENSG00000077514.4 0.170372 0.075653 ENSG00000077514
