AssociatedGeneName EnsemblGeneID h2.Lung se.Lung ensid
USP53 ENSG00000145390.7 0.231782 0.076235 ENSG00000145390
CAST ENSG00000153113.19 0.308875 0.082589 ENSG00000153113
C17orf97 ENSG00000187624.7 0.458301 0.092692 ENSG00000187624
ARL17B ENSG00000228696.4 0.314715 0.094664 ENSG00000228696
CAMK1D ENSG00000183049.8 0.288353 0.103672 ENSG00000183049
ADAT1 ENSG00000065457.6 0.463463 0.074427 ENSG00000065457
GCC2 ENSG00000135968.15 0.37597 0.078206 ENSG00000135968
PCDHB11 ENSG00000197479.4 0.216765 0.072197 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.606608 0.06894 ENSG00000171903
TDGF1 ENSG00000241186.3 0.548478 0.079803 ENSG00000241186
FANCA ENSG00000187741.10 0.298801 0.090799 ENSG00000187741
RSPO4 ENSG00000101282.4 0.215099 0.09587 ENSG00000101282
GSTM1 ENSG00000134184.8 0.519527 0.088303 ENSG00000134184
YIPF5 ENSG00000145817.12 0.18934 0.071853 ENSG00000145817
TRIM4 ENSG00000146833.11 0.295531 0.076096 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.320424 0.087045 ENSG00000100191
IQCB1 ENSG00000173226.12 0.257955 0.073946 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.559711 0.083278 ENSG00000101307
MTHFS ENSG00000136371.5 0.301071 0.078909 ENSG00000136371
C10orf107 ENSG00000183346.6 0.286396 0.076648 ENSG00000183346
PCDHB16 ENSG00000196963.2 0.305745 0.079159 ENSG00000196963
ZFP90 ENSG00000184939.10 0.169176 0.069035 ENSG00000184939
CD40 ENSG00000101017.9 0.187959 0.080418 ENSG00000101017
TDRD6 ENSG00000180113.11 0.218047 0.079524 ENSG00000180113
DSCC1 ENSG00000136982.5 0.200127 0.069341 ENSG00000136982
ANXA8L1 ENSG00000150165.13 0.21804 0.081606 ENSG00000150165
SLC22A5 ENSG00000197375.8 0.166192 0.0676 ENSG00000197375
NIPAL1 ENSG00000163293.7 0.273306 0.076315 ENSG00000163293
DDX11 ENSG00000013573.12 0.779863 0.042581 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.165657 0.072435 ENSG00000136144
ZNF589 ENSG00000164048.9 0.2071 0.083842 ENSG00000164048
C22orf43 ENSG00000189269.7 0.632647 0.067086 ENSG00000189269
C4BPA ENSG00000123838.6 0.708134 0.067312 ENSG00000123838
SLC25A51 ENSG00000122696.8 0.177673 0.072404 ENSG00000122696
SH3BP1 ENSG00000100092.16 0.206226 0.0917 ENSG00000100092
CYP4F12 ENSG00000186204.9 0.175498 0.075887 ENSG00000186204
PLEC ENSG00000178209.10 0.24396 0.068603 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.309998 0.078985 ENSG00000108592
VPS28 ENSG00000160948.9 0.455158 0.085942 ENSG00000160948
SERPINC1 ENSG00000117601.9 0.174087 0.075929 ENSG00000117601
GSDMA ENSG00000167914.6 0.39689 0.080438 ENSG00000167914
CHAF1A ENSG00000167670.11 0.326493 0.087864 ENSG00000167670
SRD5A3 ENSG00000128039.6 0.348099 0.086847 ENSG00000128039
YTHDC2 ENSG00000047188.11 0.16315 0.067111 ENSG00000047188
NUTM2B ENSG00000188199.6 0.390639 0.083804 ENSG00000188199
POMZP3 ENSG00000146707.10 0.648552 0.063839 ENSG00000146707
SEC16A ENSG00000148396.14 0.260798 0.07925 ENSG00000148396
LGALS2 ENSG00000100079.5 0.221346 0.087579 ENSG00000100079
CAT ENSG00000121691.4 0.23787 0.079105 ENSG00000121691
PTPRN2 ENSG00000155093.13 0.182148 0.082158 ENSG00000155093
KCNK17 ENSG00000124780.9 0.234744 0.084455 ENSG00000124780
POLR2E ENSG00000099817.7 0.416821 0.095301 ENSG00000099817
SLC28A2 ENSG00000137860.7 0.13862 0.065339 ENSG00000137860
ITIH2 ENSG00000151655.13 0.182886 0.08461 ENSG00000151655
SLC25A27 ENSG00000153291.11 0.171481 0.077056 ENSG00000153291
EMR1 ENSG00000174837.10 0.298498 0.097914 ENSG00000174837
ZNF333 ENSG00000160961.7 0.354144 0.09077 ENSG00000160961
TAF1C ENSG00000103168.12 0.519507 0.091791 ENSG00000103168
HDDC2 ENSG00000111906.12 0.280575 0.079016 ENSG00000111906
ZNF320 ENSG00000182986.8 0.699819 0.070325 ENSG00000182986
PM20D1 ENSG00000162877.8 0.404556 0.077516 ENSG00000162877
CCDC66 ENSG00000180376.12 0.181737 0.071135 ENSG00000180376
GLDC ENSG00000178445.8 0.394014 0.09355 ENSG00000178445
SNX31 ENSG00000174226.4 0.186593 0.080882 ENSG00000174226
PCP2 ENSG00000174788.5 0.28771 0.087664 ENSG00000174788
EFCAB13 ENSG00000178852.11 0.175943 0.070422 ENSG00000178852
CLEC18C ENSG00000157335.15 0.417919 0.083849 ENSG00000157335
RHPN1 ENSG00000158106.8 0.162769 0.08084 ENSG00000158106
SEC22A ENSG00000121542.7 0.258019 0.071686 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.416731 0.080929 ENSG00000213214
TTC18 ENSG00000156042.13 0.310323 0.095775 ENSG00000156042
ERP27 ENSG00000139055.2 0.361838 0.07549 ENSG00000139055
GNMT ENSG00000124713.5 0.231133 0.082798 ENSG00000124713
MRI1 ENSG00000037757.9 0.418469 0.095137 ENSG00000037757
ZNF419 ENSG00000105136.15 0.211151 0.078927 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.242753 0.088366 ENSG00000198203
LURAP1 ENSG00000171357.5 0.339902 0.08915 ENSG00000171357
PYROXD1 ENSG00000121350.11 0.248159 0.069829 ENSG00000121350
KRT72 ENSG00000170486.6 0.367531 0.079774 ENSG00000170486
HSD17B12 ENSG00000149084.7 0.696595 0.055759 ENSG00000149084
MILR1 ENSG00000271605.1 0.205675 0.077934 ENSG00000271605
AMH ENSG00000104899.3 0.275529 0.092839 ENSG00000104899
CNPY4 ENSG00000166997.3 0.205282 0.078614 ENSG00000166997
TTC13 ENSG00000143643.8 0.19653 0.08362 ENSG00000143643
ARHGEF7 ENSG00000102606.13 0.359133 0.092405 ENSG00000102606
ZNF132 ENSG00000131849.10 0.159472 0.064753 ENSG00000131849
STX2 ENSG00000111450.9 0.554901 0.073984 ENSG00000111450
ZNF880 ENSG00000221923.4 0.170479 0.081416 ENSG00000221923
NUP54 ENSG00000138750.10 0.23969 0.073784 ENSG00000138750
PPP2R5A ENSG00000066027.6 0.156092 0.072419 ENSG00000066027
FBLL1 ENSG00000188573.7 0.419397 0.075197 ENSG00000188573
INTS12 ENSG00000138785.10 0.127038 0.060167 ENSG00000138785
C2orf27A ENSG00000197927.8 0.533443 0.076007 ENSG00000197927
HSD3B7 ENSG00000099377.9 0.180793 0.082939 ENSG00000099377
PROZ ENSG00000126231.9 0.226624 0.076238 ENSG00000126231
GPX7 ENSG00000116157.5 0.592426 0.06846 ENSG00000116157
MZT1 ENSG00000204899.5 0.19777 0.085558 ENSG00000204899
LAMC1 ENSG00000135862.5 0.226897 0.07315 ENSG00000135862
IRAK1BP1 ENSG00000146243.9 0.175327 0.06553 ENSG00000146243
TCTEX1D1 ENSG00000152760.5 0.326623 0.082399 ENSG00000152760
NARFL ENSG00000103245.9 0.395534 0.086023 ENSG00000103245
ZNF83 ENSG00000167766.13 0.510283 0.084636 ENSG00000167766
AP4M1 ENSG00000221838.5 0.195014 0.072175 ENSG00000221838
NFYA ENSG00000001167.10 0.151866 0.074462 ENSG00000001167
CC2D1B ENSG00000154222.10 0.141223 0.066207 ENSG00000154222
RFT1 ENSG00000163933.5 0.137656 0.066886 ENSG00000163933
PCDHA10 ENSG00000250120.2 0.221553 0.079315 ENSG00000250120
CDC16 ENSG00000130177.10 0.412656 0.081819 ENSG00000130177
TRIM69 ENSG00000185880.8 0.210691 0.076014 ENSG00000185880
CPSF1 ENSG00000071894.10 0.778216 0.041681 ENSG00000071894
MYL4 ENSG00000198336.5 0.379138 0.087712 ENSG00000198336
HP ENSG00000257017.4 0.184022 0.080077 ENSG00000257017
MANEA ENSG00000172469.10 0.283979 0.08306 ENSG00000172469
GAD1 ENSG00000128683.9 0.220653 0.080025 ENSG00000128683
ALDH8A1 ENSG00000118514.9 0.356155 0.075672 ENSG00000118514
FAM86C1 ENSG00000158483.11 0.220767 0.100508 ENSG00000158483
SLC44A3 ENSG00000143036.12 0.289385 0.08586 ENSG00000143036
NPRL3 ENSG00000103148.11 0.369463 0.087096 ENSG00000103148
TRMT44 ENSG00000155275.14 0.206357 0.082046 ENSG00000155275
AC093726.6 ENSG00000214106.3 0.188137 0.087169 ENSG00000214106
ASCL5 ENSG00000232237.2 0.425455 0.083136 ENSG00000232237
TMTC4 ENSG00000125247.11 0.357101 0.082476 ENSG00000125247
ITPA ENSG00000125877.7 0.307742 0.077939 ENSG00000125877
KRI1 ENSG00000129347.15 0.274621 0.084261 ENSG00000129347
ATP2C2 ENSG00000064270.8 0.318276 0.108772 ENSG00000064270
LHFP ENSG00000183722.7 0.202049 0.076996 ENSG00000183722
PARP14 ENSG00000173193.9 0.218123 0.080495 ENSG00000173193
SUPT20H ENSG00000102710.15 0.179737 0.074135 ENSG00000102710
LILRA3 ENSG00000170866.7 0.468752 0.091116 ENSG00000170866
UROD ENSG00000126088.8 0.126402 0.061064 ENSG00000126088
MSH3 ENSG00000113318.9 0.154726 0.065514 ENSG00000113318
BBS2 ENSG00000125124.7 0.614655 0.068762 ENSG00000125124
IGSF11 ENSG00000144847.8 0.366315 0.084762 ENSG00000144847
MS4A14 ENSG00000166928.6 0.380331 0.077057 ENSG00000166928
PEX6 ENSG00000124587.9 0.565396 0.066865 ENSG00000124587
LYRM5 ENSG00000205707.6 0.20536 0.078206 ENSG00000205707
CPT1B ENSG00000205560.8 0.23714 0.080638 ENSG00000205560
TTC38 ENSG00000075234.12 0.327991 0.088399 ENSG00000075234
CCDC65 ENSG00000139537.6 0.1749 0.072308 ENSG00000139537
CFHR3 ENSG00000116785.9 0.381332 0.084852 ENSG00000116785
AP3D1 ENSG00000065000.11 0.285383 0.090873 ENSG00000065000
MMP15 ENSG00000102996.4 0.185307 0.083092 ENSG00000102996
MRC1 ENSG00000120586.4 0.44346 0.081761 ENSG00000120586
B3GALNT2 ENSG00000162885.7 0.179909 0.07882 ENSG00000162885
CCDC158 ENSG00000163749.13 0.150242 0.071213 ENSG00000163749
ZNF302 ENSG00000089335.16 0.344113 0.077135 ENSG00000089335
AP000350.4 ENSG00000218537.1 0.638975 0.059307 ENSG00000218537
TMC2 ENSG00000149488.11 0.156991 0.071971 ENSG00000149488
C10orf129 ENSG00000173124.10 0.173101 0.07085 ENSG00000173124
ISLR2 ENSG00000167178.11 0.146631 0.066543 ENSG00000167178
ATP6AP1L ENSG00000205464.7 0.373477 0.073304 ENSG00000205464
C1orf141 ENSG00000203963.7 0.237924 0.093517 ENSG00000203963
STAM ENSG00000136738.10 0.150688 0.064472 ENSG00000136738
RFX7 ENSG00000181827.10 0.184933 0.072047 ENSG00000181827
AASDH ENSG00000157426.9 0.284213 0.083283 ENSG00000157426
CCDC155 ENSG00000161609.5 0.499701 0.074949 ENSG00000161609
DIEXF ENSG00000117597.13 0.170389 0.075228 ENSG00000117597
ARMC10 ENSG00000170632.9 0.177085 0.076698 ENSG00000170632
SMIM14 ENSG00000163683.6 0.237336 0.082387 ENSG00000163683
MMRN1 ENSG00000138722.5 0.162188 0.069058 ENSG00000138722
DBF4B ENSG00000161692.13 0.293434 0.07811 ENSG00000161692
MCC ENSG00000171444.13 0.273515 0.07974 ENSG00000171444
PDCD6IP ENSG00000170248.9 0.23059 0.077554 ENSG00000170248
ERAP2 ENSG00000164308.12 0.626352 0.059085 ENSG00000164308
SLC39A12 ENSG00000148482.7 0.200668 0.077164 ENSG00000148482
KIAA1467 ENSG00000084444.9 0.231237 0.088735 ENSG00000084444
PRR13 ENSG00000205352.6 0.205448 0.075729 ENSG00000205352
SPAG1 ENSG00000104450.8 0.226637 0.073611 ENSG00000104450
SNUPN ENSG00000169371.9 0.190543 0.076115 ENSG00000169371
MYO7B ENSG00000169994.14 0.163338 0.072421 ENSG00000169994
MASTL ENSG00000120539.10 0.413785 0.074543 ENSG00000120539
KIAA1143 ENSG00000163807.4 0.141427 0.067835 ENSG00000163807
RPSA ENSG00000168028.9 0.283867 0.07947 ENSG00000168028
UPK3B ENSG00000243566.2 0.447761 0.076308 ENSG00000243566
THSD7B ENSG00000144229.7 0.203168 0.083529 ENSG00000144229
C6orf164 ENSG00000203871.3 0.251146 0.072865 ENSG00000203871
ALG1L ENSG00000189366.5 0.307622 0.080665 ENSG00000189366
CUBN ENSG00000107611.10 0.237463 0.083481 ENSG00000107611
NCF4 ENSG00000100365.10 0.216233 0.087842 ENSG00000100365
ORMDL3 ENSG00000172057.5 0.165922 0.074491 ENSG00000172057
DEPTOR ENSG00000155792.5 0.20244 0.072812 ENSG00000155792
RBL2 ENSG00000103479.10 0.36038 0.076255 ENSG00000103479
OLFM2 ENSG00000105088.4 0.182182 0.081288 ENSG00000105088
LILRA1 ENSG00000104974.6 0.289363 0.101762 ENSG00000104974
DDO ENSG00000203797.4 0.207589 0.081255 ENSG00000203797
SLC35G1 ENSG00000176273.10 0.202775 0.073953 ENSG00000176273
SPG21 ENSG00000090487.6 0.337537 0.084148 ENSG00000090487
NDUFAF1 ENSG00000137806.4 0.346897 0.087159 ENSG00000137806
SULT1A2 ENSG00000197165.6 0.175618 0.078753 ENSG00000197165
MCM8 ENSG00000125885.9 0.478236 0.086765 ENSG00000125885
SERHL2 ENSG00000183569.13 0.286852 0.086044 ENSG00000183569
CTNS ENSG00000040531.10 0.366401 0.088904 ENSG00000040531
LDOC1L ENSG00000188636.3 0.19185 0.085508 ENSG00000188636
POGLUT1 ENSG00000163389.6 0.407525 0.079611 ENSG00000163389
CCDC114 ENSG00000105479.10 0.328423 0.085721 ENSG00000105479
CKAP2 ENSG00000136108.10 0.156907 0.065945 ENSG00000136108
BANF1 ENSG00000175334.3 0.114189 0.054184 ENSG00000175334
RRP12 ENSG00000052749.9 0.179039 0.07427 ENSG00000052749
SFTPD ENSG00000133661.11 0.15907 0.07571 ENSG00000133661
GAS2L3 ENSG00000139354.6 0.158335 0.074108 ENSG00000139354
TSNARE1 ENSG00000171045.10 0.312982 0.089407 ENSG00000171045
CCSAP ENSG00000154429.6 0.182133 0.076341 ENSG00000154429
BDH2 ENSG00000164039.10 0.432009 0.086135 ENSG00000164039
SNX11 ENSG00000002919.10 0.182892 0.070194 ENSG00000002919
ZNF660 ENSG00000144792.5 0.148184 0.064415 ENSG00000144792
LMX1A ENSG00000162761.10 0.199736 0.093121 ENSG00000162761
OSGEP ENSG00000092094.6 0.405728 0.088003 ENSG00000092094
C1QTNF4 ENSG00000172247.3 0.213125 0.07202 ENSG00000172247
ADAT2 ENSG00000189007.11 0.24618 0.087697 ENSG00000189007
PCDHB10 ENSG00000120324.4 0.152932 0.073659 ENSG00000120324
ECHDC3 ENSG00000134463.10 0.260875 0.093087 ENSG00000134463
TRIAP1 ENSG00000170855.3 0.153368 0.066355 ENSG00000170855
RASA4B ENSG00000170667.9 0.165905 0.074619 ENSG00000170667
IPO8 ENSG00000133704.5 0.129037 0.062304 ENSG00000133704
SLC5A9 ENSG00000117834.8 0.425114 0.083324 ENSG00000117834
SRCRB4D ENSG00000146700.8 0.229874 0.075997 ENSG00000146700
C2CD2 ENSG00000157617.12 0.261491 0.092561 ENSG00000157617
RBBP5 ENSG00000117222.9 0.161465 0.073404 ENSG00000117222
NUTM2A ENSG00000184923.8 0.25328 0.083206 ENSG00000184923
ABCB5 ENSG00000004846.12 0.162476 0.078792 ENSG00000004846
FRA10AC1 ENSG00000148690.10 0.34219 0.083426 ENSG00000148690
FBN3 ENSG00000142449.8 0.532613 0.084546 ENSG00000142449
MAN2C1 ENSG00000140400.10 0.526716 0.073705 ENSG00000140400
ALAD ENSG00000148218.11 0.223713 0.092081 ENSG00000148218
SENP7 ENSG00000138468.11 0.124205 0.061199 ENSG00000138468
ZER1 ENSG00000160445.6 0.196734 0.088933 ENSG00000160445
HSF2 ENSG00000025156.7 0.141727 0.069287 ENSG00000025156
SNTB2 ENSG00000168807.12 0.135785 0.062232 ENSG00000168807
NMRK1 ENSG00000106733.16 0.564789 0.069933 ENSG00000106733
TMEM99 ENSG00000167920.4 0.310404 0.08432 ENSG00000167920
TIPIN ENSG00000075131.5 0.279401 0.07478 ENSG00000075131
GTF2H1 ENSG00000110768.7 0.161706 0.071578 ENSG00000110768
RAB7L1 ENSG00000117280.8 0.393607 0.082441 ENSG00000117280
USP24 ENSG00000162402.8 0.187212 0.076694 ENSG00000162402
LDHC ENSG00000166796.7 0.647528 0.063686 ENSG00000166796
ZNF417 ENSG00000173480.6 0.189996 0.076488 ENSG00000173480
AP001816.1 ENSG00000254531.1 0.264443 0.088781 ENSG00000254531
LRRC19 ENSG00000184434.7 0.184298 0.076224 ENSG00000184434
AHI1 ENSG00000135541.16 0.240339 0.083729 ENSG00000135541
STEAP2 ENSG00000157214.9 0.130357 0.064175 ENSG00000157214
MRPS9 ENSG00000135972.4 0.304973 0.079603 ENSG00000135972
XYLT2 ENSG00000015532.5 0.226464 0.088455 ENSG00000015532
ENPEP ENSG00000138792.5 0.702515 0.053723 ENSG00000138792
GPR108 ENSG00000125734.9 0.351426 0.096486 ENSG00000125734
SGCE ENSG00000127990.11 0.223827 0.078466 ENSG00000127990
ATG10 ENSG00000152348.11 0.430875 0.078939 ENSG00000152348
FBN2 ENSG00000138829.6 0.281061 0.072535 ENSG00000138829
GALNS ENSG00000141012.8 0.286223 0.085965 ENSG00000141012
FTSJD1 ENSG00000180917.12 0.129915 0.064456 ENSG00000180917
ZNF160 ENSG00000170949.13 0.387331 0.09868 ENSG00000170949
SYNRG ENSG00000006114.11 0.362318 0.077865 ENSG00000006114
GPR180 ENSG00000152749.7 0.416105 0.078006 ENSG00000152749
MAEL ENSG00000143194.8 0.197736 0.080928 ENSG00000143194
IZUMO1 ENSG00000182264.4 0.484152 0.082252 ENSG00000182264
P2RX2 ENSG00000187848.8 0.169916 0.064966 ENSG00000187848
DNAJC15 ENSG00000120675.4 0.530276 0.071515 ENSG00000120675
STX1B ENSG00000099365.5 0.175743 0.07317 ENSG00000099365
DOPEY1 ENSG00000083097.10 0.219064 0.07992 ENSG00000083097
METTL2B ENSG00000165055.10 0.37404 0.089738 ENSG00000165055
KANSL2 ENSG00000139620.8 0.456339 0.076232 ENSG00000139620
IFRD1 ENSG00000006652.9 0.171109 0.073564 ENSG00000006652
NUP85 ENSG00000125450.6 0.313135 0.081213 ENSG00000125450
GOT2 ENSG00000125166.8 0.177543 0.074321 ENSG00000125166
COPG2 ENSG00000158623.10 0.339839 0.08381 ENSG00000158623
INO80E ENSG00000169592.10 0.162007 0.069347 ENSG00000169592
EBPL ENSG00000123179.9 0.236541 0.073152 ENSG00000123179
DARS ENSG00000115866.6 0.140051 0.067204 ENSG00000115866
FASTKD1 ENSG00000138399.13 0.153312 0.075359 ENSG00000138399
THBS4 ENSG00000113296.10 0.189766 0.067158 ENSG00000113296
CYP4B1 ENSG00000142973.8 0.404532 0.082693 ENSG00000142973
LY75 ENSG00000054219.9 0.33546 0.078689 ENSG00000054219
IL1RN ENSG00000136689.14 0.193063 0.081208 ENSG00000136689
NOXA1 ENSG00000188747.4 0.199045 0.084752 ENSG00000188747
GXYLT2 ENSG00000172986.8 0.165013 0.078617 ENSG00000172986
DLG5 ENSG00000151208.12 0.451132 0.076712 ENSG00000151208
PACRGL ENSG00000163138.14 0.287958 0.087752 ENSG00000163138
GNPDA2 ENSG00000163281.6 0.298791 0.078817 ENSG00000163281
VPS13A ENSG00000197969.7 0.192257 0.071646 ENSG00000197969
NSUN6 ENSG00000241058.1 0.295056 0.080588 ENSG00000241058
IL1RL1 ENSG00000115602.12 0.288721 0.070898 ENSG00000115602
RNF14 ENSG00000013561.13 0.184896 0.0756 ENSG00000013561
MAATS1 ENSG00000183833.12 0.191683 0.069208 ENSG00000183833
SPATA5L1 ENSG00000171763.13 0.170711 0.06798 ENSG00000171763
EVI5 ENSG00000067208.10 0.134648 0.062273 ENSG00000067208
ROM1 ENSG00000149489.4 0.221728 0.076074 ENSG00000149489
HSD17B13 ENSG00000170509.7 0.159706 0.069718 ENSG00000170509
H1FNT ENSG00000187166.1 0.129846 0.062631 ENSG00000187166
ASB13 ENSG00000196372.8 0.238871 0.091947 ENSG00000196372
DBNDD1 ENSG00000003249.9 0.190356 0.081532 ENSG00000003249
ATP8B3 ENSG00000130270.11 0.194714 0.082709 ENSG00000130270
RPS9 ENSG00000170889.9 0.316938 0.095952 ENSG00000170889
THEM6 ENSG00000130193.7 0.401511 0.088487 ENSG00000130193
ANKLE2 ENSG00000176915.10 0.1846 0.072818 ENSG00000176915
SLC25A41 ENSG00000181240.9 0.600485 0.069429 ENSG00000181240
SIRPB2 ENSG00000196209.7 0.388614 0.09811 ENSG00000196209
POU3F2 ENSG00000184486.7 0.188092 0.081998 ENSG00000184486
AGAP8 ENSG00000174194.11 0.649028 0.077178 ENSG00000174194
L3MBTL3 ENSG00000198945.3 0.408943 0.080575 ENSG00000198945
WDR38 ENSG00000136918.3 0.231573 0.093264 ENSG00000136918
AGAP9 ENSG00000198035.9 0.202266 0.076855 ENSG00000198035
FAM21A ENSG00000099290.11 0.477808 0.081701 ENSG00000099290
HSD17B4 ENSG00000133835.10 0.159826 0.07858 ENSG00000133835
BANP ENSG00000172530.15 0.196449 0.086953 ENSG00000172530
TASP1 ENSG00000089123.11 0.306792 0.081196 ENSG00000089123
