AssociatedGeneName EnsemblGeneID h2.MuscleSkeletal se.MuscleSkeletal ensid
DTD1 ENSG00000125821.7 0.126167 0.064112 ENSG00000125821
IQCB1 ENSG00000173226.12 0.334413 0.074627 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.145053 0.074194 ENSG00000101307
MTHFS ENSG00000136371.5 0.430696 0.070393 ENSG00000136371
PLVAP ENSG00000130300.4 0.173139 0.06774 ENSG00000130300
C10orf107 ENSG00000183346.6 0.133222 0.056054 ENSG00000183346
BCAT1 ENSG00000060982.10 0.189998 0.073073 ENSG00000060982
PCDHB16 ENSG00000196963.2 0.254514 0.068005 ENSG00000196963
ZFP90 ENSG00000184939.10 0.115313 0.052163 ENSG00000184939
ZNF586 ENSG00000083828.11 0.185152 0.063641 ENSG00000083828
TRIM37 ENSG00000108395.9 0.129773 0.051543 ENSG00000108395
DSCC1 ENSG00000136982.5 0.385971 0.07251 ENSG00000136982
COG6 ENSG00000133103.12 0.443779 0.064063 ENSG00000133103
ADRBK2 ENSG00000100077.9 0.173873 0.065491 ENSG00000100077
DDX11 ENSG00000013573.12 0.69741 0.046775 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.29259 0.070318 ENSG00000136144
C22orf43 ENSG00000189269.7 0.292449 0.071825 ENSG00000189269
TMEM230 ENSG00000089063.10 0.101516 0.066871 ENSG00000089063
SLC25A51 ENSG00000122696.8 0.246167 0.066969 ENSG00000122696
RNF141 ENSG00000110315.2 0.139605 0.063415 ENSG00000110315
CYP4F12 ENSG00000186204.9 0.123168 0.055174 ENSG00000186204
FTSJ3 ENSG00000108592.12 0.30282 0.064761 ENSG00000108592
RNF17 ENSG00000132972.13 0.102744 0.057766 ENSG00000132972
ERO1LB ENSG00000086619.9 0.274638 0.071885 ENSG00000086619
SLC25A26 ENSG00000144741.12 0.278354 0.067378 ENSG00000144741
ZNF783 ENSG00000204946.5 0.213499 0.072965 ENSG00000204946
VPS28 ENSG00000160948.9 0.42263 0.082999 ENSG00000160948
GSDMA ENSG00000167914.6 0.174293 0.061424 ENSG00000167914
CHAF1A ENSG00000167670.11 0.330984 0.070377 ENSG00000167670
SRD5A3 ENSG00000128039.6 0.239327 0.076338 ENSG00000128039
NUTM2B ENSG00000188199.6 0.133473 0.056777 ENSG00000188199
POMZP3 ENSG00000146707.10 0.77061 0.039406 ENSG00000146707
DDT ENSG00000099977.9 0.445673 0.063728 ENSG00000099977
SUPT4H1 ENSG00000213246.2 0.119566 0.058234 ENSG00000213246
TRIOBP ENSG00000100106.15 0.16152 0.06225 ENSG00000100106
RPH3AL ENSG00000181031.11 0.68632 0.054421 ENSG00000181031
C1QTNF6 ENSG00000133466.9 0.1697 0.071032 ENSG00000133466
CAT ENSG00000121691.4 0.241211 0.068015 ENSG00000121691
KCNK17 ENSG00000124780.9 0.178088 0.067317 ENSG00000124780
POLR2E ENSG00000099817.7 0.120455 0.073154 ENSG00000099817
SLC28A2 ENSG00000137860.7 0.159755 0.058556 ENSG00000137860
ITIH2 ENSG00000151655.13 0.177639 0.067252 ENSG00000151655
SLC25A27 ENSG00000153291.11 0.315059 0.071324 ENSG00000153291
RGS14 ENSG00000169220.13 0.264612 0.075103 ENSG00000169220
ZNF333 ENSG00000160961.7 0.217854 0.066742 ENSG00000160961
ABCC8 ENSG00000006071.7 0.37356 0.078813 ENSG00000006071
SGIP1 ENSG00000118473.17 0.106002 0.04736 ENSG00000118473
TAF1C ENSG00000103168.12 0.29513 0.086117 ENSG00000103168
HDDC2 ENSG00000111906.12 0.414247 0.072704 ENSG00000111906
ZNF320 ENSG00000182986.8 0.394371 0.082224 ENSG00000182986
CCDC66 ENSG00000180376.12 0.217247 0.068725 ENSG00000180376
NDFIP1 ENSG00000131507.9 0.263423 0.067498 ENSG00000131507
GLDC ENSG00000178445.8 0.155233 0.06621 ENSG00000178445
SETD8 ENSG00000183955.8 0.162773 0.064192 ENSG00000183955
CDC42BPA ENSG00000143776.14 0.118839 0.047186 ENSG00000143776
AP3M1 ENSG00000185009.8 0.126377 0.057549 ENSG00000185009
ECHDC2 ENSG00000121310.12 0.124118 0.055547 ENSG00000121310
ATP8A1 ENSG00000124406.12 0.427814 0.073997 ENSG00000124406
TRIB3 ENSG00000101255.6 0.114848 0.068218 ENSG00000101255
RNF166 ENSG00000158717.6 0.256734 0.070578 ENSG00000158717
SNX31 ENSG00000174226.4 0.351465 0.076343 ENSG00000174226
ARFGAP3 ENSG00000242247.6 0.137975 0.055984 ENSG00000242247
CLEC18C ENSG00000157335.15 0.148051 0.064469 ENSG00000157335
FAS ENSG00000026103.15 0.279963 0.071047 ENSG00000026103
RHPN1 ENSG00000158106.8 0.190175 0.073749 ENSG00000158106
GSAP ENSG00000186088.11 0.186038 0.068121 ENSG00000186088
SEC22A ENSG00000121542.7 0.187505 0.06309 ENSG00000121542
MCF2L ENSG00000126217.16 0.158539 0.071724 ENSG00000126217
SULT1A1 ENSG00000196502.7 0.111966 0.050497 ENSG00000196502
GRPEL1 ENSG00000109519.8 0.151134 0.068377 ENSG00000109519
TMOD3 ENSG00000138594.8 0.151292 0.063584 ENSG00000138594
ATP5G1 ENSG00000159199.9 0.131489 0.058468 ENSG00000159199
GNMT ENSG00000124713.5 0.239989 0.067218 ENSG00000124713
USP10 ENSG00000103194.11 0.112737 0.075705 ENSG00000103194
MRI1 ENSG00000037757.9 0.279452 0.074695 ENSG00000037757
ZNF419 ENSG00000105136.15 0.451869 0.066755 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.531816 0.070885 ENSG00000198203
TTC28 ENSG00000100154.10 0.188809 0.072448 ENSG00000100154
LURAP1 ENSG00000171357.5 0.108986 0.057702 ENSG00000171357
ABTB2 ENSG00000166016.4 0.122524 0.057576 ENSG00000166016
PYROXD1 ENSG00000121350.11 0.100111 0.054272 ENSG00000121350
C9orf72 ENSG00000147894.10 0.12903 0.064823 ENSG00000147894
CCDC3 ENSG00000151468.9 0.112306 0.063214 ENSG00000151468
HSD17B12 ENSG00000149084.7 0.458346 0.067728 ENSG00000149084
AMH ENSG00000104899.3 0.389327 0.073107 ENSG00000104899
ZNF132 ENSG00000131849.10 0.106449 0.047495 ENSG00000131849
STX2 ENSG00000111450.9 0.29946 0.069437 ENSG00000111450
ANTXRL ENSG00000198250.8 0.427383 0.07114 ENSG00000198250
NEK3 ENSG00000136098.12 0.143287 0.05723 ENSG00000136098
NUP54 ENSG00000138750.10 0.100908 0.049996 ENSG00000138750
SDK2 ENSG00000069188.12 0.169402 0.064158 ENSG00000069188
ABCC3 ENSG00000108846.11 0.387373 0.081129 ENSG00000108846
DISC1 ENSG00000162946.16 0.118585 0.070761 ENSG00000162946
FBLL1 ENSG00000188573.7 0.341584 0.070007 ENSG00000188573
C2orf27A ENSG00000197927.8 0.329113 0.073906 ENSG00000197927
HSD3B7 ENSG00000099377.9 0.259981 0.070868 ENSG00000099377
GLRB ENSG00000109738.6 0.202047 0.082669 ENSG00000109738
CD164 ENSG00000135535.10 0.190034 0.0625 ENSG00000135535
MZT1 ENSG00000204899.5 0.102732 0.055622 ENSG00000204899
IRAK1BP1 ENSG00000146243.9 0.198301 0.061152 ENSG00000146243
THAP5 ENSG00000177683.9 0.200229 0.062222 ENSG00000177683
TCTEX1D1 ENSG00000152760.5 0.140753 0.059486 ENSG00000152760
TMEM183A ENSG00000163444.7 0.105573 0.065538 ENSG00000163444
TRABD ENSG00000170638.5 0.178895 0.069278 ENSG00000170638
SLC18B1 ENSG00000146409.6 0.107713 0.061423 ENSG00000146409
SUSD2 ENSG00000099994.10 0.111765 0.052773 ENSG00000099994
STRIP2 ENSG00000128578.5 0.118693 0.061853 ENSG00000128578
ZNF83 ENSG00000167766.13 0.334238 0.083421 ENSG00000167766
SSBP4 ENSG00000130511.10 0.139335 0.059639 ENSG00000130511
ZNF425 ENSG00000204947.4 0.11693 0.05929 ENSG00000204947
TTLL12 ENSG00000100304.12 0.131896 0.070655 ENSG00000100304
PHOSPHO1 ENSG00000173868.7 0.175807 0.070567 ENSG00000173868
RFT1 ENSG00000163933.5 0.180332 0.059462 ENSG00000163933
CEP112 ENSG00000154240.12 0.148899 0.063744 ENSG00000154240
LACTB2 ENSG00000147592.4 0.131522 0.050333 ENSG00000147592
TRDMT1 ENSG00000107614.17 0.171446 0.064258 ENSG00000107614
HPD ENSG00000158104.7 0.242254 0.06514 ENSG00000158104
FAM192A ENSG00000172775.12 0.118659 0.061255 ENSG00000172775
CDC16 ENSG00000130177.10 0.118592 0.053751 ENSG00000130177
RBMXL2 ENSG00000170748.5 0.14451 0.071837 ENSG00000170748
CREB3L2 ENSG00000182158.10 0.206332 0.076313 ENSG00000182158
CACNB2 ENSG00000165995.14 0.280703 0.076036 ENSG00000165995
ARC ENSG00000198576.2 0.101722 0.055902 ENSG00000198576
TRIM69 ENSG00000185880.8 0.413276 0.072065 ENSG00000185880
CPSF1 ENSG00000071894.10 0.649311 0.052829 ENSG00000071894
CYB561D1 ENSG00000174151.10 0.114879 0.059749 ENSG00000174151
AKAP7 ENSG00000118507.11 0.227925 0.072038 ENSG00000118507
GGACT ENSG00000134864.6 0.117504 0.062448 ENSG00000134864
PRPH2 ENSG00000112619.6 0.18786 0.06088 ENSG00000112619
ALDH8A1 ENSG00000118514.9 0.309982 0.063392 ENSG00000118514
MMP17 ENSG00000198598.2 0.161554 0.06921 ENSG00000198598
MCM10 ENSG00000065328.12 0.193471 0.074116 ENSG00000065328
UBXN6 ENSG00000167671.7 0.271107 0.071332 ENSG00000167671
NPRL3 ENSG00000103148.11 0.30344 0.078161 ENSG00000103148
ARHGAP12 ENSG00000165322.13 0.114168 0.05743 ENSG00000165322
TCP11L1 ENSG00000176148.11 0.255935 0.066816 ENSG00000176148
TRMT44 ENSG00000155275.14 0.108934 0.061042 ENSG00000155275
CHRAC1 ENSG00000104472.5 0.181537 0.074318 ENSG00000104472
HSD17B14 ENSG00000087076.4 0.177155 0.069404 ENSG00000087076
CCBL2 ENSG00000137944.12 0.219707 0.064005 ENSG00000137944
AC093726.6 ENSG00000214106.3 0.146203 0.067854 ENSG00000214106
VPREB3 ENSG00000128218.7 0.193165 0.067087 ENSG00000128218
ASCL5 ENSG00000232237.2 0.178869 0.070088 ENSG00000232237
FKBP15 ENSG00000119321.4 0.218671 0.067873 ENSG00000119321
DERA ENSG00000023697.8 0.108605 0.05866 ENSG00000023697
ITPA ENSG00000125877.7 0.271217 0.071479 ENSG00000125877
NAA11 ENSG00000156269.4 0.181399 0.063675 ENSG00000156269
RP3-402G11.5 ENSG00000073169.9 0.336311 0.072056 ENSG00000073169
HOXD13 ENSG00000128714.5 0.150659 0.060714 ENSG00000128714
KRI1 ENSG00000129347.15 0.127547 0.059256 ENSG00000129347
COMMD10 ENSG00000145781.4 0.345368 0.070752 ENSG00000145781
SEC23B ENSG00000101310.10 0.197457 0.06515 ENSG00000101310
REP15 ENSG00000174236.2 0.216807 0.074249 ENSG00000174236
ATP2C2 ENSG00000064270.8 0.102841 0.072532 ENSG00000064270
PARP14 ENSG00000173193.9 0.160618 0.067174 ENSG00000173193
TMEM165 ENSG00000134851.7 0.115819 0.054965 ENSG00000134851
LILRA3 ENSG00000170866.7 0.190907 0.083312 ENSG00000170866
MSH3 ENSG00000113318.9 0.212115 0.065045 ENSG00000113318
ERP44 ENSG00000023318.7 0.188775 0.071455 ENSG00000023318
GATM ENSG00000171766.11 0.149699 0.054232 ENSG00000171766
CNN2 ENSG00000064666.10 0.174323 0.072424 ENSG00000064666
BBS2 ENSG00000125124.7 0.347553 0.074778 ENSG00000125124
MS4A14 ENSG00000166928.6 0.160519 0.056558 ENSG00000166928
PEX6 ENSG00000124587.9 0.726075 0.043126 ENSG00000124587
GPR179 ENSG00000188888.7 0.158382 0.06558 ENSG00000188888
CPT1B ENSG00000205560.8 0.237875 0.072424 ENSG00000205560
TTC38 ENSG00000075234.12 0.264033 0.07488 ENSG00000075234
AP3D1 ENSG00000065000.11 0.134607 0.064292 ENSG00000065000
EID3 ENSG00000255150.1 0.107477 0.069127 ENSG00000255150
ACP5 ENSG00000102575.6 0.101979 0.051365 ENSG00000102575
UNC13C ENSG00000137766.12 0.168623 0.068702 ENSG00000137766
ZNF302 ENSG00000089335.16 0.287716 0.066602 ENSG00000089335
XAB2 ENSG00000076924.7 0.30063 0.073319 ENSG00000076924
AP000350.4 ENSG00000218537.1 0.447275 0.064498 ENSG00000218537
TMC2 ENSG00000149488.11 0.224979 0.072366 ENSG00000149488
C10orf129 ENSG00000173124.10 0.204925 0.067491 ENSG00000173124
AKIRIN2 ENSG00000135334.7 0.103521 0.056364 ENSG00000135334
GTF2A2 ENSG00000140307.6 0.223794 0.065563 ENSG00000140307
ISLR2 ENSG00000167178.11 0.12201 0.05937 ENSG00000167178
ATP6AP1L ENSG00000205464.7 0.396517 0.069872 ENSG00000205464
C1orf192 ENSG00000188931.3 0.150123 0.060744 ENSG00000188931
HOXB3 ENSG00000120093.7 0.148531 0.062793 ENSG00000120093
RWDD2A ENSG00000013392.6 0.14666 0.059651 ENSG00000013392
DUSP14 ENSG00000161326.8 0.26268 0.066643 ENSG00000161326
C16orf95 ENSG00000260456.2 0.133229 0.069234 ENSG00000260456
IGF1R ENSG00000140443.9 0.10479 0.070321 ENSG00000140443
CYP4A22 ENSG00000162365.7 0.116469 0.054857 ENSG00000162365
KIF24 ENSG00000186638.11 0.157499 0.061443 ENSG00000186638
ASRGL1 ENSG00000162174.8 0.403082 0.071706 ENSG00000162174
ZNF197 ENSG00000186448.10 0.192861 0.065429 ENSG00000186448
TMCO3 ENSG00000150403.13 0.391704 0.073414 ENSG00000150403
PRDM5 ENSG00000138738.6 0.12932 0.065894 ENSG00000138738
LMBR1L ENSG00000139636.11 0.103674 0.057583 ENSG00000139636
ZNF814 ENSG00000204514.5 0.120123 0.054303 ENSG00000204514
ATF1 ENSG00000123268.4 0.179112 0.069249 ENSG00000123268
MMRN1 ENSG00000138722.5 0.119073 0.059565 ENSG00000138722
GALNT18 ENSG00000110328.5 0.266532 0.080683 ENSG00000110328
DBF4B ENSG00000161692.13 0.307627 0.072748 ENSG00000161692
TEAD2 ENSG00000074219.9 0.182152 0.066634 ENSG00000074219
MCC ENSG00000171444.13 0.123923 0.05736 ENSG00000171444
GSTM5 ENSG00000134201.6 0.199544 0.074815 ENSG00000134201
PDCD6IP ENSG00000170248.9 0.226316 0.064018 ENSG00000170248
ERAP2 ENSG00000164308.12 0.592087 0.056037 ENSG00000164308
UTP18 ENSG00000011260.9 0.323894 0.065638 ENSG00000011260
SPAG1 ENSG00000104450.8 0.175102 0.06267 ENSG00000104450
BZRAP1 ENSG00000005379.11 0.208388 0.068975 ENSG00000005379
HMGN1 ENSG00000205581.6 0.132506 0.068734 ENSG00000205581
MASTL ENSG00000120539.10 0.390071 0.065114 ENSG00000120539
RPSA ENSG00000168028.9 0.272925 0.07182 ENSG00000168028
CYP51A1 ENSG00000001630.11 0.16998 0.059181 ENSG00000001630
UPK3B ENSG00000243566.2 0.334668 0.077904 ENSG00000243566
THSD7B ENSG00000144229.7 0.108832 0.055419 ENSG00000144229
C6orf164 ENSG00000203871.3 0.122703 0.049122 ENSG00000203871
ALG1L ENSG00000189366.5 0.546721 0.065434 ENSG00000189366
QRFPR ENSG00000186867.6 0.113125 0.064418 ENSG00000186867
POLE ENSG00000177084.12 0.173543 0.057913 ENSG00000177084
CUBN ENSG00000107611.10 0.116059 0.059999 ENSG00000107611
LRRFIP2 ENSG00000093167.13 0.132222 0.051821 ENSG00000093167
RBL2 ENSG00000103479.10 0.107764 0.057803 ENSG00000103479
DDO ENSG00000203797.4 0.161388 0.071145 ENSG00000203797
SLC35G1 ENSG00000176273.10 0.216663 0.067001 ENSG00000176273
SPG21 ENSG00000090487.6 0.233856 0.071711 ENSG00000090487
AP4E1 ENSG00000081014.6 0.225566 0.068668 ENSG00000081014
NDUFAF1 ENSG00000137806.4 0.638126 0.055124 ENSG00000137806
SULT1A2 ENSG00000197165.6 0.261429 0.073098 ENSG00000197165
SLC9A7 ENSG00000065923.5 0.119079 0.065538 ENSG00000065923
RCN1 ENSG00000049449.4 0.351516 0.075486 ENSG00000049449
PFDN1 ENSG00000113068.5 0.517116 0.064748 ENSG00000113068
MCM8 ENSG00000125885.9 0.137926 0.071853 ENSG00000125885
GINM1 ENSG00000055211.8 0.12849 0.052457 ENSG00000055211
RMDN3 ENSG00000137824.11 0.209361 0.062811 ENSG00000137824
POGLUT1 ENSG00000163389.6 0.200722 0.06504 ENSG00000163389
CCDC114 ENSG00000105479.10 0.101304 0.053871 ENSG00000105479
CKAP2 ENSG00000136108.10 0.215937 0.064762 ENSG00000136108
RRP12 ENSG00000052749.9 0.343023 0.070848 ENSG00000052749
PPA2 ENSG00000138777.15 0.186841 0.065796 ENSG00000138777
LACTB ENSG00000103642.7 0.14643 0.065297 ENSG00000103642
BDH2 ENSG00000164039.10 0.339947 0.073445 ENSG00000164039
CCL7 ENSG00000108688.7 0.128971 0.068619 ENSG00000108688
SPATA25 ENSG00000149634.4 0.114096 0.062689 ENSG00000149634
TRMT10B ENSG00000165275.5 0.146181 0.06286 ENSG00000165275
TSPYL1 ENSG00000189241.6 0.102483 0.055501 ENSG00000189241
UBE2I ENSG00000103275.14 0.115551 0.062928 ENSG00000103275
GUCA1B ENSG00000112599.8 0.127031 0.061237 ENSG00000112599
OSGEP ENSG00000092094.6 0.40924 0.074244 ENSG00000092094
SAG ENSG00000130561.12 0.104267 0.069479 ENSG00000130561
C1QTNF4 ENSG00000172247.3 0.169988 0.059376 ENSG00000172247
RAD21 ENSG00000164754.8 0.122528 0.063803 ENSG00000164754
PBX3 ENSG00000167081.12 0.103378 0.059495 ENSG00000167081
TFG ENSG00000114354.8 0.121522 0.055266 ENSG00000114354
ADAT2 ENSG00000189007.11 0.144692 0.063287 ENSG00000189007
CDC25A ENSG00000164045.7 0.329384 0.085105 ENSG00000164045
PCDHB10 ENSG00000120324.4 0.126966 0.059922 ENSG00000120324
ZFP1 ENSG00000184517.7 0.250599 0.073968 ENSG00000184517
SLC9A2 ENSG00000115616.2 0.17726 0.062515 ENSG00000115616
ELK4 ENSG00000158711.9 0.170868 0.069999 ENSG00000158711
WBP1L ENSG00000166272.12 0.103592 0.059566 ENSG00000166272
AKAP12 ENSG00000131016.12 0.103768 0.070136 ENSG00000131016
ECHDC3 ENSG00000134463.10 0.242853 0.077171 ENSG00000134463
SACS ENSG00000151835.9 0.164298 0.071191 ENSG00000151835
ZDHHC20 ENSG00000180776.11 0.163135 0.063815 ENSG00000180776
BPI ENSG00000101425.8 0.120677 0.072414 ENSG00000101425
RASA4B ENSG00000170667.9 0.119247 0.062382 ENSG00000170667
SLC5A9 ENSG00000117834.8 0.269099 0.071798 ENSG00000117834
VRK3 ENSG00000105053.6 0.166405 0.066757 ENSG00000105053
RNF215 ENSG00000099999.10 0.14377 0.05841 ENSG00000099999
MX1 ENSG00000157601.9 0.14957 0.070613 ENSG00000157601
EPAS1 ENSG00000116016.9 0.115026 0.061621 ENSG00000116016
NUTM2A ENSG00000184923.8 0.110509 0.063072 ENSG00000184923
ZNF611 ENSG00000213020.4 0.173031 0.072633 ENSG00000213020
MRC1L1 ENSG00000183748.4 0.114915 0.066005 ENSG00000183748
FRA10AC1 ENSG00000148690.10 0.324804 0.069041 ENSG00000148690
GSDMD ENSG00000104518.6 0.308496 0.077831 ENSG00000104518
FBN3 ENSG00000142449.8 0.299651 0.077433 ENSG00000142449
MED20 ENSG00000124641.10 0.230548 0.067417 ENSG00000124641
SENP7 ENSG00000138468.11 0.127625 0.057009 ENSG00000138468
PNKP ENSG00000039650.5 0.123492 0.070825 ENSG00000039650
NMRK1 ENSG00000106733.16 0.437933 0.06953 ENSG00000106733
SFI1 ENSG00000198089.10 0.216005 0.06605 ENSG00000198089
TMEM99 ENSG00000167920.4 0.104093 0.056675 ENSG00000167920
PROSER2 ENSG00000148426.8 0.248592 0.072201 ENSG00000148426
MYOF ENSG00000138119.12 0.20478 0.067766 ENSG00000138119
JAK3 ENSG00000105639.14 0.111316 0.063823 ENSG00000105639
TIPIN ENSG00000075131.5 0.229461 0.063468 ENSG00000075131
RAB7L1 ENSG00000117280.8 0.229952 0.067701 ENSG00000117280
USP24 ENSG00000162402.8 0.11842 0.059016 ENSG00000162402
GPR111 ENSG00000164393.4 0.284181 0.066807 ENSG00000164393
LDHC ENSG00000166796.7 0.569541 0.062487 ENSG00000166796
CD80 ENSG00000121594.7 0.376195 0.076096 ENSG00000121594
RNASEH2B ENSG00000136104.13 0.612494 0.058168 ENSG00000136104
PARVB ENSG00000188677.9 0.217137 0.083061 ENSG00000188677
MRPS9 ENSG00000135972.4 0.138737 0.057464 ENSG00000135972
