AssociatedGeneName EnsemblGeneID h2.WholeBlood se.WholeBlood ensid
DUT ENSG00000128951.9 0.369636 0.070361 ENSG00000128951
POLR2J3 ENSG00000168255.13 0.363635 0.073456 ENSG00000168255
NFXL1 ENSG00000170448.7 0.362649 0.071457 ENSG00000170448
RPL9 ENSG00000163682.11 0.361256 0.073314 ENSG00000163682
TRMT12 ENSG00000183665.4 0.359901 0.07074 ENSG00000183665
ST20 ENSG00000180953.7 0.35689 0.072306 ENSG00000180953
ITGB3BP ENSG00000142856.12 0.353851 0.070307 ENSG00000142856
CPA5 ENSG00000158525.11 0.353686 0.07036 ENSG00000158525
NDST1 ENSG00000070614.10 0.351825 0.077613 ENSG00000070614
ADK ENSG00000156110.9 0.349252 0.078574 ENSG00000156110
UNC5B ENSG00000107731.8 0.346816 0.077445 ENSG00000107731
FABP2 ENSG00000145384.3 0.342526 0.072997 ENSG00000145384
ABCA7 ENSG00000064687.8 0.339981 0.084281 ENSG00000064687
ACCS ENSG00000110455.9 0.338235 0.074083 ENSG00000110455
GSTT2 ENSG00000099984.6 0.337507 0.070089 ENSG00000099984
UBE2U ENSG00000177414.8 0.334077 0.075696 ENSG00000177414
NAV1 ENSG00000134369.11 0.332904 0.070842 ENSG00000134369
GSTT2B ENSG00000133433.6 0.332015 0.070606 ENSG00000133433
A4GALT ENSG00000128274.11 0.329024 0.084683 ENSG00000128274
CCDC135 ENSG00000159625.10 0.322544 0.080224 ENSG00000159625
MFN2 ENSG00000116688.12 0.321027 0.074131 ENSG00000116688
MYEF2 ENSG00000104177.13 0.317368 0.068775 ENSG00000104177
PGM5 ENSG00000154330.8 0.315153 0.076325 ENSG00000154330
MCOLN2 ENSG00000153898.8 0.314503 0.070199 ENSG00000153898
SPATA20 ENSG00000006282.15 0.312264 0.072021 ENSG00000006282
OPRL1 ENSG00000125510.11 0.310082 0.078913 ENSG00000125510
SEZ6 ENSG00000063015.15 0.308892 0.089615 ENSG00000063015
SLC26A8 ENSG00000112053.9 0.308023 0.069451 ENSG00000112053
C8orf31 ENSG00000177335.6 0.306379 0.074162 ENSG00000177335
LEPROT ENSG00000213625.4 0.304997 0.087566 ENSG00000213625
SLC28A3 ENSG00000197506.6 0.303641 0.07734 ENSG00000197506
PTF1A ENSG00000168267.5 0.300097 0.086913 ENSG00000168267
PSD4 ENSG00000125637.10 0.29968 0.075271 ENSG00000125637
DCBLD1 ENSG00000164465.14 0.297629 0.070578 ENSG00000164465
CNTNAP3B ENSG00000154529.10 0.294063 0.136497 ENSG00000154529
CDKN3 ENSG00000100526.15 0.293057 0.085492 ENSG00000100526
RNASET2 ENSG00000026297.11 0.291693 0.07898 ENSG00000026297
CARKD ENSG00000213995.7 0.290291 0.074495 ENSG00000213995
KRT38 ENSG00000171360.3 0.29018 0.071263 ENSG00000171360
RDH13 ENSG00000160439.10 0.290119 0.080897 ENSG00000160439
AGAP7 ENSG00000204169.6 0.28664 0.085801 ENSG00000204169
NSUN4 ENSG00000117481.5 0.285453 0.069898 ENSG00000117481
APOBEC3G ENSG00000239713.3 0.284526 0.071973 ENSG00000239713
NOD2 ENSG00000167207.7 0.283428 0.074915 ENSG00000167207
GSTM4 ENSG00000168765.11 0.282149 0.073567 ENSG00000168765
HOXB2 ENSG00000173917.9 0.280619 0.076875 ENSG00000173917
KRT23 ENSG00000108244.12 0.279591 0.076699 ENSG00000108244
NUDT7 ENSG00000140876.7 0.277747 0.079135 ENSG00000140876
LRRC61 ENSG00000127399.10 0.275486 0.077504 ENSG00000127399
FADS2 ENSG00000134824.9 0.274654 0.070571 ENSG00000134824
TKTL1 ENSG00000007350.12 0.273092 0.090079 ENSG00000007350
LRRC37A ENSG00000176681.10 0.271031 0.075192 ENSG00000176681
SMTNL1 ENSG00000214872.4 0.270507 0.075158 ENSG00000214872
RFWD3 ENSG00000168411.9 0.270466 0.066601 ENSG00000168411
TFIP11 ENSG00000100109.12 0.270305 0.085748 ENSG00000100109
C10orf128 ENSG00000204161.9 0.269392 0.070202 ENSG00000204161
CORIN ENSG00000145244.7 0.268237 0.067047 ENSG00000145244
TMEM9 ENSG00000116857.11 0.266601 0.075767 ENSG00000116857
CCDC15 ENSG00000149548.10 0.266493 0.078018 ENSG00000149548
CTXN2 ENSG00000233932.3 0.26395 0.068451 ENSG00000233932
NT5C3B ENSG00000141698.12 0.263878 0.071542 ENSG00000141698
ADCK3 ENSG00000163050.11 0.263172 0.069899 ENSG00000163050
KNSTRN ENSG00000128944.8 0.260414 0.079584 ENSG00000128944
FCGR2B ENSG00000072694.14 0.259435 0.077591 ENSG00000072694
LILRB5 ENSG00000105609.12 0.258118 0.080021 ENSG00000105609
TNFAIP8L1 ENSG00000185361.4 0.257221 0.083127 ENSG00000185361
MYCBPAP ENSG00000136449.9 0.254843 0.077954 ENSG00000136449
CTSW ENSG00000172543.3 0.252049 0.068668 ENSG00000172543
GCAT ENSG00000100116.12 0.251773 0.076086 ENSG00000100116
NT5E ENSG00000135318.7 0.251754 0.072096 ENSG00000135318
ADAD2 ENSG00000140955.6 0.250815 0.0858 ENSG00000140955
CES1 ENSG00000198848.8 0.250346 0.074725 ENSG00000198848
ZNF436 ENSG00000125945.9 0.249442 0.079445 ENSG00000125945
HPR ENSG00000261701.2 0.249431 0.077801 ENSG00000261701
CNTNAP2 ENSG00000174469.13 0.249007 0.084973 ENSG00000174469
CCDC94 ENSG00000105248.11 0.247913 0.073087 ENSG00000105248
CTB-133G6.1 ENSG00000263264.1 0.247098 0.082629 ENSG00000263264
HAUS4 ENSG00000092036.12 0.245683 0.068722 ENSG00000092036
EHMT1 ENSG00000181090.13 0.244867 0.072733 ENSG00000181090
GRHPR ENSG00000137106.13 0.243224 0.075834 ENSG00000137106
KIF16B ENSG00000089177.13 0.23717 0.071977 ENSG00000089177
BAMBI ENSG00000095739.7 0.236316 0.078072 ENSG00000095739
LILRA4 ENSG00000239961.2 0.235943 0.080011 ENSG00000239961
H3F3A ENSG00000163041.5 0.235219 0.065833 ENSG00000163041
KIAA1715 ENSG00000144320.9 0.233641 0.074702 ENSG00000144320
DNAAF1 ENSG00000154099.13 0.233231 0.085333 ENSG00000154099
QRSL1 ENSG00000130348.7 0.231436 0.07269 ENSG00000130348
STOX1 ENSG00000165730.10 0.229688 0.066185 ENSG00000165730
PLA2G4C ENSG00000105499.9 0.228006 0.067605 ENSG00000105499
CYP2D6 ENSG00000100197.16 0.227824 0.072504 ENSG00000100197
DHFR ENSG00000228716.2 0.226631 0.075288 ENSG00000228716
SLC1A7 ENSG00000162383.7 0.22499 0.074684 ENSG00000162383
NEBL ENSG00000078114.14 0.224754 0.07293 ENSG00000078114
CNGA1 ENSG00000198515.9 0.223479 0.065242 ENSG00000198515
NUP133 ENSG00000069248.8 0.223118 0.078426 ENSG00000069248
G6PC2 ENSG00000152254.6 0.220506 0.068912 ENSG00000152254
NUPR1 ENSG00000176046.7 0.21884 0.074664 ENSG00000176046
APIP ENSG00000149089.8 0.218194 0.064173 ENSG00000149089
SAMD12 ENSG00000177570.9 0.216787 0.077561 ENSG00000177570
LRRC37A2 ENSG00000238083.3 0.216615 0.07039 ENSG00000238083
RAB3IL1 ENSG00000167994.7 0.2166 0.078309 ENSG00000167994
ZNF641 ENSG00000167528.8 0.215936 0.061387 ENSG00000167528
TUFM ENSG00000178952.4 0.215417 0.062437 ENSG00000178952
KCNMA1 ENSG00000156113.16 0.21473 0.073894 ENSG00000156113
HIF1A ENSG00000100644.12 0.212364 0.07415 ENSG00000100644
PRSS46 ENSG00000261603.1 0.212061 0.068909 ENSG00000261603
SOAT1 ENSG00000057252.8 0.211913 0.064959 ENSG00000057252
FAM151B ENSG00000152380.5 0.211686 0.080121 ENSG00000152380
COL5A3 ENSG00000080573.6 0.211224 0.085453 ENSG00000080573
RRP7A ENSG00000189306.6 0.210485 0.075947 ENSG00000189306
RPTN ENSG00000215853.3 0.209529 0.079054 ENSG00000215853
IFITM3 ENSG00000142089.11 0.209225 0.078043 ENSG00000142089
ARHGAP22 ENSG00000128805.10 0.209041 0.074627 ENSG00000128805
LIMS2 ENSG00000072163.14 0.20836 0.075189 ENSG00000072163
WASH4P ENSG00000234769.4 0.208036 0.082102 ENSG00000234769
SLC24A5 ENSG00000188467.6 0.207739 0.070037 ENSG00000188467
ANKRD34B ENSG00000189127.3 0.207667 0.065512 ENSG00000189127
ORC6 ENSG00000091651.4 0.206457 0.094798 ENSG00000091651
CCDC109B ENSG00000005059.11 0.206398 0.073064 ENSG00000005059
PCYOX1L ENSG00000145882.6 0.20578 0.071729 ENSG00000145882
CDS2 ENSG00000101290.9 0.204259 0.067649 ENSG00000101290
KCNJ4 ENSG00000168135.4 0.204152 0.073277 ENSG00000168135
RBPMS2 ENSG00000166831.4 0.203173 0.062188 ENSG00000166831
SMIM20 ENSG00000250317.4 0.202502 0.076395 ENSG00000250317
C8B ENSG00000021852.8 0.202168 0.065628 ENSG00000021852
AL359195.1 ENSG00000204038.3 0.201914 0.06318 ENSG00000204038
PKP4 ENSG00000144283.17 0.201626 0.066852 ENSG00000144283
TLR3 ENSG00000164342.7 0.200973 0.073538 ENSG00000164342
TACSTD2 ENSG00000184292.5 0.200677 0.063882 ENSG00000184292
GM2A ENSG00000196743.4 0.200237 0.07875 ENSG00000196743
LIPN ENSG00000204020.5 0.199876 0.063324 ENSG00000204020
COLGALT2 ENSG00000198756.6 0.198748 0.074537 ENSG00000198756
PCDHB8 ENSG00000120322.2 0.198559 0.065781 ENSG00000120322
ZNF266 ENSG00000174652.13 0.198377 0.060397 ENSG00000174652
MCMDC2 ENSG00000178460.13 0.197933 0.080246 ENSG00000178460
CYP4F31P ENSG00000178206.3 0.196647 0.077208 ENSG00000178206
WARS ENSG00000140105.13 0.196507 0.064733 ENSG00000140105
APOL4 ENSG00000100336.13 0.195419 0.071656 ENSG00000100336
MCM5 ENSG00000100297.10 0.195156 0.07097 ENSG00000100297
LCK ENSG00000182866.12 0.194763 0.080797 ENSG00000182866
NTPCR ENSG00000135778.6 0.194489 0.068718 ENSG00000135778
PTK7 ENSG00000112655.11 0.194477 0.073924 ENSG00000112655
FAM84B ENSG00000168672.3 0.193777 0.078139 ENSG00000168672
ABHD4 ENSG00000100439.6 0.193316 0.069895 ENSG00000100439
ETV7 ENSG00000010030.9 0.192947 0.063827 ENSG00000010030
CAPN11 ENSG00000137225.8 0.19271 0.078607 ENSG00000137225
TEK ENSG00000120156.16 0.192586 0.070339 ENSG00000120156
POLR2J ENSG00000005075.11 0.191787 0.072082 ENSG00000005075
C12orf61 ENSG00000221949.2 0.191648 0.084522 ENSG00000221949
MOSPD3 ENSG00000106330.7 0.191629 0.066927 ENSG00000106330
PAQR5 ENSG00000137819.9 0.191295 0.071012 ENSG00000137819
PMM2 ENSG00000140650.7 0.190162 0.076856 ENSG00000140650
ATMIN ENSG00000166454.5 0.188454 0.075364 ENSG00000166454
AKR1C1 ENSG00000187134.8 0.187476 0.07323 ENSG00000187134
GBP3 ENSG00000117226.7 0.187356 0.067984 ENSG00000117226
CDHR3 ENSG00000128536.11 0.186642 0.074301 ENSG00000128536
PILRB ENSG00000121716.13 0.186329 0.069357 ENSG00000121716
C15orf57 ENSG00000128891.11 0.185667 0.060216 ENSG00000128891
IFT88 ENSG00000032742.13 0.185622 0.064029 ENSG00000032742
IREB2 ENSG00000136381.8 0.184342 0.068373 ENSG00000136381
ARL14EP ENSG00000152219.4 0.183659 0.059529 ENSG00000152219
VNN1 ENSG00000112299.7 0.183145 0.068201 ENSG00000112299
STXBP2 ENSG00000076944.10 0.18282 0.075058 ENSG00000076944
ANXA8L2 ENSG00000186807.9 0.182675 0.068361 ENSG00000186807
GSTM2 ENSG00000213366.8 0.182239 0.072969 ENSG00000213366
ZNF205 ENSG00000122386.6 0.18201 0.06198 ENSG00000122386
CCR7 ENSG00000126353.3 0.181644 0.071434 ENSG00000126353
FAM181A ENSG00000140067.6 0.18133 0.073911 ENSG00000140067
RBM43 ENSG00000184898.6 0.181183 0.064745 ENSG00000184898
DARC ENSG00000213088.5 0.180921 0.061472 ENSG00000213088
CISD1 ENSG00000122873.7 0.18081 0.060638 ENSG00000122873
GAL ENSG00000069482.6 0.180171 0.063901 ENSG00000069482
TNPO3 ENSG00000064419.9 0.179431 0.067289 ENSG00000064419
TMEM50B ENSG00000142188.12 0.179198 0.068135 ENSG00000142188
SCO2 ENSG00000130489.8 0.179131 0.071778 ENSG00000130489
SYF2 ENSG00000117614.5 0.178979 0.077776 ENSG00000117614
RAD51C ENSG00000108384.10 0.178936 0.056759 ENSG00000108384
PCSK5 ENSG00000099139.9 0.178737 0.079573 ENSG00000099139
RBMS2 ENSG00000076067.7 0.178653 0.06372 ENSG00000076067
BRD7 ENSG00000166164.11 0.178544 0.069574 ENSG00000166164
USP53 ENSG00000145390.7 0.17766 0.068414 ENSG00000145390
CAST ENSG00000153113.19 0.177556 0.071958 ENSG00000153113
C17orf97 ENSG00000187624.7 0.177508 0.069353 ENSG00000187624
ARL17B ENSG00000228696.4 0.177247 0.07314 ENSG00000228696
LFNG ENSG00000106003.8 0.176778 0.064668 ENSG00000106003
CAMK1D ENSG00000183049.8 0.175985 0.082862 ENSG00000183049
GLIS3 ENSG00000107249.17 0.175319 0.077989 ENSG00000107249
ISL2 ENSG00000159556.5 0.175289 0.061999 ENSG00000159556
FAM83D ENSG00000101447.9 0.174649 0.08037 ENSG00000101447
ADAT1 ENSG00000065457.6 0.173967 0.062212 ENSG00000065457
HMGXB3 ENSG00000113716.8 0.173096 0.068416 ENSG00000113716
TJP2 ENSG00000119139.12 0.172822 0.060921 ENSG00000119139
NME4 ENSG00000103202.8 0.172815 0.066865 ENSG00000103202
GCC2 ENSG00000135968.15 0.172305 0.060252 ENSG00000135968
TNFAIP6 ENSG00000123610.3 0.172071 0.063907 ENSG00000123610
OPN4 ENSG00000122375.7 0.171826 0.068021 ENSG00000122375
THADA ENSG00000115970.14 0.171759 0.074826 ENSG00000115970
PCDHB11 ENSG00000197479.4 0.171262 0.068654 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.171197 0.061983 ENSG00000171903
QDPR ENSG00000151552.7 0.170541 0.070015 ENSG00000151552
TDGF1 ENSG00000241186.3 0.170135 0.077526 ENSG00000241186
NSFL1C ENSG00000088833.12 0.170096 0.07921 ENSG00000088833
MAPK14 ENSG00000112062.6 0.169914 0.073602 ENSG00000112062
KLK15 ENSG00000174562.9 0.169664 0.084387 ENSG00000174562
FANCA ENSG00000187741.10 0.169269 0.064277 ENSG00000187741
RSPO4 ENSG00000101282.4 0.168874 0.076028 ENSG00000101282
MAML3 ENSG00000196782.8 0.168544 0.065614 ENSG00000196782
PARP16 ENSG00000138617.10 0.168352 0.064844 ENSG00000138617
CDC42EP1 ENSG00000128283.6 0.167984 0.074674 ENSG00000128283
UBE2Z ENSG00000159202.13 0.16797 0.059385 ENSG00000159202
GSTM1 ENSG00000134184.8 0.167665 0.072779 ENSG00000134184
COG1 ENSG00000166685.7 0.166647 0.073048 ENSG00000166685
ZFP28 ENSG00000196867.3 0.166631 0.071226 ENSG00000196867
TMEM50A ENSG00000183726.6 0.166568 0.064587 ENSG00000183726
UBQLN1 ENSG00000135018.9 0.166358 0.066113 ENSG00000135018
YIPF5 ENSG00000145817.12 0.165593 0.06493 ENSG00000145817
CCDC102A ENSG00000135736.5 0.165555 0.075429 ENSG00000135736
KIAA2013 ENSG00000116685.11 0.165438 0.063059 ENSG00000116685
FADS1 ENSG00000149485.12 0.165097 0.066649 ENSG00000149485
ZNF555 ENSG00000186300.7 0.163921 0.07931 ENSG00000186300
TRIM4 ENSG00000146833.11 0.163735 0.065298 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.163387 0.070865 ENSG00000100191
DTD1 ENSG00000125821.7 0.163343 0.05873 ENSG00000125821
GIMAP5 ENSG00000196329.6 0.162983 0.07242 ENSG00000196329
IQCB1 ENSG00000173226.12 0.162854 0.069652 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.162811 0.078618 ENSG00000101307
BSPRY ENSG00000119411.10 0.162735 0.066321 ENSG00000119411
PDSS1 ENSG00000148459.11 0.16262 0.064725 ENSG00000148459
PPARGC1A ENSG00000109819.4 0.162613 0.069879 ENSG00000109819
FRRS1 ENSG00000156869.8 0.161984 0.060651 ENSG00000156869
COG5 ENSG00000164597.9 0.161948 0.062015 ENSG00000164597
MTHFS ENSG00000136371.5 0.161912 0.065196 ENSG00000136371
ASB3 ENSG00000270898.1 0.160448 0.067772 ENSG00000270898
PLVAP ENSG00000130300.4 0.160387 0.067391 ENSG00000130300
PPIP5K2 ENSG00000145725.14 0.160354 0.061773 ENSG00000145725
VLDLR ENSG00000147852.10 0.160157 0.074483 ENSG00000147852
C15orf38 ENSG00000242498.3 0.16009 0.060819 ENSG00000242498
C10orf107 ENSG00000183346.6 0.159507 0.061949 ENSG00000183346
BCAT1 ENSG00000060982.10 0.15897 0.062879 ENSG00000060982
USP37 ENSG00000135913.6 0.158916 0.069252 ENSG00000135913
ASNSD1 ENSG00000138381.5 0.158776 0.059148 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.158649 0.063147 ENSG00000196963
TMEM45A ENSG00000181458.6 0.158641 0.057286 ENSG00000181458
FUT3 ENSG00000171124.8 0.158337 0.07571 ENSG00000171124
ZFP90 ENSG00000184939.10 0.158075 0.057036 ENSG00000184939
TXNDC2 ENSG00000168454.9 0.157972 0.077474 ENSG00000168454
CDH23 ENSG00000107736.15 0.157494 0.069645 ENSG00000107736
CD40 ENSG00000101017.9 0.15731 0.068244 ENSG00000101017
ZNF586 ENSG00000083828.11 0.156858 0.063132 ENSG00000083828
ZNF282 ENSG00000170265.7 0.156697 0.058171 ENSG00000170265
TDRD6 ENSG00000180113.11 0.156529 0.062492 ENSG00000180113
CYB5D2 ENSG00000167740.5 0.155936 0.068083 ENSG00000167740
RASGRP4 ENSG00000171777.11 0.155846 0.073532 ENSG00000171777
CCDC74A ENSG00000163040.10 0.155561 0.064974 ENSG00000163040
TNFRSF25 ENSG00000215788.5 0.155474 0.07506 ENSG00000215788
GSDMB ENSG00000073605.14 0.15463 0.061814 ENSG00000073605
CD3D ENSG00000167286.5 0.154568 0.069306 ENSG00000167286
RNASEH2C ENSG00000172922.4 0.15431 0.072161 ENSG00000172922
TRIM37 ENSG00000108395.9 0.154296 0.057538 ENSG00000108395
DSCC1 ENSG00000136982.5 0.154126 0.06529 ENSG00000136982
VPS36 ENSG00000136100.8 0.153807 0.067785 ENSG00000136100
CHML ENSG00000203668.1 0.153737 0.075329 ENSG00000203668
ANKDD1A ENSG00000166839.12 0.153535 0.063598 ENSG00000166839
COG6 ENSG00000133103.12 0.153502 0.067944 ENSG00000133103
PPP1R16A ENSG00000160972.5 0.153482 0.05668 ENSG00000160972
CELF3 ENSG00000159409.10 0.152377 0.070542 ENSG00000159409
SSTR3 ENSG00000183473.5 0.152312 0.072343 ENSG00000183473
ORAI2 ENSG00000160991.10 0.151899 0.06335 ENSG00000160991
SYTL2 ENSG00000137501.12 0.151601 0.072042 ENSG00000137501
ANXA8L1 ENSG00000150165.13 0.151289 0.05653 ENSG00000150165
SLC22A5 ENSG00000197375.8 0.151148 0.06815 ENSG00000197375
APOLD1 ENSG00000178878.7 0.151101 0.06891 ENSG00000178878
KL ENSG00000133116.6 0.1506 0.069939 ENSG00000133116
MRPL2 ENSG00000112651.7 0.150141 0.071409 ENSG00000112651
NIPAL1 ENSG00000163293.7 0.149712 0.058373 ENSG00000163293
ADRBK2 ENSG00000100077.9 0.149474 0.06825 ENSG00000100077
EPSTI1 ENSG00000133106.10 0.148921 0.061327 ENSG00000133106
UBBP4 ENSG00000263563.1 0.148169 0.077263 ENSG00000263563
DDX11 ENSG00000013573.12 0.147931 0.063264 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.147725 0.055439 ENSG00000136144
NR2F6 ENSG00000160113.5 0.147515 0.068009 ENSG00000160113
ZNF589 ENSG00000164048.9 0.147445 0.061594 ENSG00000164048
C22orf43 ENSG00000189269.7 0.147377 0.065832 ENSG00000189269
ZNF605 ENSG00000196458.6 0.14711 0.059945 ENSG00000196458
TMEM230 ENSG00000089063.10 0.146105 0.075364 ENSG00000089063
F11R ENSG00000270149.1 0.145683 0.064902 ENSG00000270149
BSG ENSG00000172270.14 0.145609 0.072395 ENSG00000172270
C1orf87 ENSG00000162598.9 0.145589 0.060428 ENSG00000162598
ANKRD49 ENSG00000168876.4 0.145577 0.072254 ENSG00000168876
ADORA1 ENSG00000163485.11 0.145443 0.06536 ENSG00000163485
C4BPA ENSG00000123838.6 0.145145 0.080896 ENSG00000123838
CMTM8 ENSG00000170293.4 0.144957 0.072214 ENSG00000170293
CFD ENSG00000197766.3 0.144936 0.067368 ENSG00000197766
SLC35D1 ENSG00000116704.6 0.144778 0.063712 ENSG00000116704
SLC25A51 ENSG00000122696.8 0.144237 0.062105 ENSG00000122696
PTMS ENSG00000159335.11 0.144163 0.063329 ENSG00000159335
ATP6V0E2 ENSG00000171130.13 0.143846 0.066825 ENSG00000171130
RNF141 ENSG00000110315.2 0.143755 0.061828 ENSG00000110315
SH3BP1 ENSG00000100092.16 0.143485 0.062352 ENSG00000100092
MYRF ENSG00000124920.9 0.14334 0.063797 ENSG00000124920
CYP4F12 ENSG00000186204.9 0.143104 0.058539 ENSG00000186204
BMP2 ENSG00000125845.6 0.142959 0.066379 ENSG00000125845
PLEC ENSG00000178209.10 0.142839 0.058667 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.142534 0.050894 ENSG00000108592
CLEC4A ENSG00000111729.8 0.142396 0.073742 ENSG00000111729
ZNF554 ENSG00000172006.7 0.142386 0.065141 ENSG00000172006
RNF17 ENSG00000132972.13 0.142246 0.064146 ENSG00000132972
LMBR1 ENSG00000105983.14 0.142118 0.06351 ENSG00000105983
BICD2 ENSG00000185963.9 0.14207 0.072594 ENSG00000185963
PGM1 ENSG00000079739.11 0.141724 0.06268 ENSG00000079739
RPH3A ENSG00000089169.10 0.141393 0.071592 ENSG00000089169
MFNG ENSG00000100060.13 0.141222 0.067155 ENSG00000100060
EPHB4 ENSG00000196411.5 0.140806 0.067463 ENSG00000196411
CRISP2 ENSG00000124490.9 0.140802 0.060643 ENSG00000124490
STEAP1B ENSG00000105889.10 0.140688 0.067934 ENSG00000105889
ERO1LB ENSG00000086619.9 0.140665 0.068066 ENSG00000086619
PI16 ENSG00000164530.9 0.140408 0.065497 ENSG00000164530
LRRC8B ENSG00000197147.8 0.140054 0.057607 ENSG00000197147
SLC25A26 ENSG00000144741.12 0.140016 0.069251 ENSG00000144741
PANK3 ENSG00000120137.6 0.139796 0.067485 ENSG00000120137
RAVER2 ENSG00000162437.10 0.13977 0.06363 ENSG00000162437
CRYGN ENSG00000127377.4 0.139432 0.064305 ENSG00000127377
COX6B2 ENSG00000160471.7 0.139318 0.080468 ENSG00000160471
ZNF783 ENSG00000204946.5 0.138991 0.066949 ENSG00000204946
PDZRN3 ENSG00000121440.10 0.138824 0.070708 ENSG00000121440
VPS28 ENSG00000160948.9 0.137852 0.062062 ENSG00000160948
PITPNM1 ENSG00000110697.8 0.137783 0.059336 ENSG00000110697
PRF1 ENSG00000180644.6 0.137299 0.087378 ENSG00000180644
CCS ENSG00000173992.4 0.137158 0.061423 ENSG00000173992
SERPINC1 ENSG00000117601.9 0.137038 0.065986 ENSG00000117601
KIAA1731 ENSG00000166004.10 0.136533 0.065136 ENSG00000166004
GSDMA ENSG00000167914.6 0.136467 0.055706 ENSG00000167914
HSD17B7 ENSG00000132196.8 0.136448 0.059901 ENSG00000132196
CCR1 ENSG00000163823.3 0.136369 0.056213 ENSG00000163823
EIF4G3 ENSG00000075151.15 0.13612 0.062659 ENSG00000075151
TOB1 ENSG00000141232.4 0.136094 0.065986 ENSG00000141232
ANO10 ENSG00000160746.8 0.136092 0.066229 ENSG00000160746
SAYSD1 ENSG00000112167.5 0.136065 0.065685 ENSG00000112167
BNC2 ENSG00000173068.13 0.136025 0.068097 ENSG00000173068
SNX20 ENSG00000167208.10 0.135526 0.068926 ENSG00000167208
PI3 ENSG00000124102.4 0.135444 0.074533 ENSG00000124102
CHAF1A ENSG00000167670.11 0.135377 0.056784 ENSG00000167670
UBN2 ENSG00000157741.9 0.135267 0.064707 ENSG00000157741
SERPINA12 ENSG00000165953.5 0.135258 0.073927 ENSG00000165953
SUPT16H ENSG00000092201.5 0.135194 0.07424 ENSG00000092201
SRD5A3 ENSG00000128039.6 0.135132 0.056995 ENSG00000128039
ITPR1 ENSG00000150995.13 0.13509 0.065341 ENSG00000150995
YTHDC2 ENSG00000047188.11 0.134776 0.059967 ENSG00000047188
ZNF763 ENSG00000197054.7 0.134661 0.057067 ENSG00000197054
TIMM21 ENSG00000075336.7 0.134629 0.06863 ENSG00000075336
PCSK9 ENSG00000169174.9 0.134595 0.063322 ENSG00000169174
NUTM2B ENSG00000188199.6 0.134497 0.0711 ENSG00000188199
PDXK ENSG00000160209.13 0.134454 0.064949 ENSG00000160209
IZUMO2 ENSG00000161652.8 0.134453 0.079306 ENSG00000161652
SACM1L ENSG00000211456.6 0.134401 0.061105 ENSG00000211456
TARBP1 ENSG00000059588.5 0.134305 0.070833 ENSG00000059588
IRF6 ENSG00000117595.6 0.134265 0.063424 ENSG00000117595
KLHL10 ENSG00000161594.6 0.13414 0.058914 ENSG00000161594
C15orf27 ENSG00000169758.8 0.13413 0.061722 ENSG00000169758
