AssociatedGeneName EnsemblGeneID h2.HeartLeftVentricle se.HeartLeftVentricle ensid
NUPR1 ENSG00000176046.7 0.099011 0.079697 ENSG00000176046
SAMD12 ENSG00000177570.9 0.079207 0.073316 ENSG00000177570
LRRC37A2 ENSG00000238083.3 0.015815 0.046825 ENSG00000238083
ZNF641 ENSG00000167528.8 0.021764 0.048498 ENSG00000167528
TUFM ENSG00000178952.4 0.040053 0.046933 ENSG00000178952
KCNMA1 ENSG00000156113.16 0.062582 0.074518 ENSG00000156113
HIF1A ENSG00000100644.12 0.025316 0.046445 ENSG00000100644
PRSS46 ENSG00000261603.1 0.255246 0.099204 ENSG00000261603
RRP7A ENSG00000189306.6 0.29679 0.101097 ENSG00000189306
IFITM3 ENSG00000142089.11 0.096115 0.093108 ENSG00000142089
LIMS2 ENSG00000072163.14 0.045761 0.0639 ENSG00000072163
ANKRD34B ENSG00000189127.3 0.133532 0.097433 ENSG00000189127
ORC6 ENSG00000091651.4 0.055169 0.053809 ENSG00000091651
CCDC109B ENSG00000005059.11 0.040108 0.064176 ENSG00000005059
PCYOX1L ENSG00000145882.6 0.104217 0.08937 ENSG00000145882
CDS2 ENSG00000101290.9 0.297888 0.107215 ENSG00000101290
KCNJ4 ENSG00000168135.4 0.055056 0.068725 ENSG00000168135
SMIM20 ENSG00000250317.4 0.22627 0.106687 ENSG00000250317
AL359195.1 ENSG00000204038.3 0.180795 0.088995 ENSG00000204038
PKP4 ENSG00000144283.17 0.021775 0.062529 ENSG00000144283
TLR3 ENSG00000164342.7 0.098902 0.084458 ENSG00000164342
TACSTD2 ENSG00000184292.5 0.070245 0.076991 ENSG00000184292
COLGALT2 ENSG00000198756.6 0.020601 0.050211 ENSG00000198756
PCDHB8 ENSG00000120322.2 0.194029 0.105137 ENSG00000120322
ZNF266 ENSG00000174652.13 0.123803 0.072542 ENSG00000174652
CYP4F31P ENSG00000178206.3 0.032575 0.058488 ENSG00000178206
WARS ENSG00000140105.13 0.17661 0.109169 ENSG00000140105
APOL4 ENSG00000100336.13 0.242541 0.106971 ENSG00000100336
NTPCR ENSG00000135778.6 0.05787 0.076876 ENSG00000135778
ABHD4 ENSG00000100439.6 0.099475 0.104411 ENSG00000100439
CAPN11 ENSG00000137225.8 0.087453 0.088576 ENSG00000137225
TEK ENSG00000120156.16 0.099415 0.08496 ENSG00000120156
MOSPD3 ENSG00000106330.7 0.015179 0.056875 ENSG00000106330
PAQR5 ENSG00000137819.9 0.077904 0.092968 ENSG00000137819
PMM2 ENSG00000140650.7 0.125175 0.099585 ENSG00000140650
ATMIN ENSG00000166454.5 0.031214 0.074597 ENSG00000166454
AKR1C1 ENSG00000187134.8 0.074225 0.078882 ENSG00000187134
GBP3 ENSG00000117226.7 0.090508 0.076893 ENSG00000117226
PILRB ENSG00000121716.13 0.182106 0.084954 ENSG00000121716
C15orf57 ENSG00000128891.11 0.33403 0.104196 ENSG00000128891
IFT88 ENSG00000032742.13 0.214662 0.097764 ENSG00000032742
GSTM2 ENSG00000213366.8 0.020854 0.062908 ENSG00000213366
ZNF205 ENSG00000122386.6 0.043206 0.06791 ENSG00000122386
FAM181A ENSG00000140067.6 0.209884 0.10843 ENSG00000140067
DARC ENSG00000213088.5 0.078365 0.088596 ENSG00000213088
CISD1 ENSG00000122873.7 0.131122 0.080285 ENSG00000122873
SYF2 ENSG00000117614.5 0.057605 0.092949 ENSG00000117614
RAD51C ENSG00000108384.10 0.125859 0.082668 ENSG00000108384
USP53 ENSG00000145390.7 0.030116 0.051369 ENSG00000145390
C17orf97 ENSG00000187624.7 0.092013 0.07471 ENSG00000187624
ARL17B ENSG00000228696.4 0.010865 0.041766 ENSG00000228696
LFNG ENSG00000106003.8 0.02621 0.070128 ENSG00000106003
CAMK1D ENSG00000183049.8 0.311755 0.130594 ENSG00000183049
GLIS3 ENSG00000107249.17 0.02301 0.069032 ENSG00000107249
TJP2 ENSG00000119139.12 0.096936 0.077302 ENSG00000119139
NME4 ENSG00000103202.8 0.508117 0.123332 ENSG00000103202
GCC2 ENSG00000135968.15 0.073176 0.068929 ENSG00000135968
TNFAIP6 ENSG00000123610.3 0.03013 0.055713 ENSG00000123610
OPN4 ENSG00000122375.7 0.138962 0.088461 ENSG00000122375
PCDHB11 ENSG00000197479.4 0.029806 0.053717 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.168254 0.093233 ENSG00000171903
QDPR ENSG00000151552.7 0.036799 0.076812 ENSG00000151552
TDGF1 ENSG00000241186.3 0.31066 0.120638 ENSG00000241186
NSFL1C ENSG00000088833.12 0.017907 0.081406 ENSG00000088833
MAPK14 ENSG00000112062.6 0.066403 0.069196 ENSG00000112062
FANCA ENSG00000187741.10 0.078387 0.065387 ENSG00000187741
RSPO4 ENSG00000101282.4 0.26435 0.131761 ENSG00000101282
MAML3 ENSG00000196782.8 0.037916 0.06505 ENSG00000196782
PARP16 ENSG00000138617.10 0.041812 0.056025 ENSG00000138617
GSTM1 ENSG00000134184.8 0.337445 0.123132 ENSG00000134184
COG1 ENSG00000166685.7 0.11375 0.103233 ENSG00000166685
ZFP28 ENSG00000196867.3 0.092247 0.090532 ENSG00000196867
TMEM50A ENSG00000183726.6 0.024193 0.064459 ENSG00000183726
UBQLN1 ENSG00000135018.9 0.062855 0.078022 ENSG00000135018
YIPF5 ENSG00000145817.12 0.01999 0.048111 ENSG00000145817
CCDC102A ENSG00000135736.5 0.040021 0.094293 ENSG00000135736
TRIM4 ENSG00000146833.11 0.063424 0.057893 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.129762 0.091343 ENSG00000100191
DTD1 ENSG00000125821.7 0.099998 0.083982 ENSG00000125821
GIMAP5 ENSG00000196329.6 0.070718 0.079344 ENSG00000196329
IQCB1 ENSG00000173226.12 0.13957 0.093823 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.03598 0.074794 ENSG00000101307
FRRS1 ENSG00000156869.8 0.01618 0.051101 ENSG00000156869
COG5 ENSG00000164597.9 0.179141 0.087794 ENSG00000164597
MTHFS ENSG00000136371.5 0.098055 0.10102 ENSG00000136371
PLVAP ENSG00000130300.4 0.068525 0.08494 ENSG00000130300
VLDLR ENSG00000147852.10 0.080406 0.099166 ENSG00000147852
USP37 ENSG00000135913.6 0.11546 0.095169 ENSG00000135913
FUT3 ENSG00000171124.8 0.050448 0.091776 ENSG00000171124
CD40 ENSG00000101017.9 0.032652 0.07362 ENSG00000101017
ZNF586 ENSG00000083828.11 0.053564 0.065822 ENSG00000083828
TDRD6 ENSG00000180113.11 0.127214 0.082532 ENSG00000180113
RASGRP4 ENSG00000171777.11 0.011882 0.070758 ENSG00000171777
CCDC74A ENSG00000163040.10 0.105927 0.078026 ENSG00000163040
TRIM37 ENSG00000108395.9 0.046128 0.062963 ENSG00000108395
DSCC1 ENSG00000136982.5 0.097458 0.077796 ENSG00000136982
VPS36 ENSG00000136100.8 0.024723 0.055754 ENSG00000136100
COG6 ENSG00000133103.12 0.143153 0.086497 ENSG00000133103
PPP1R16A ENSG00000160972.5 0.023242 0.047818 ENSG00000160972
CELF3 ENSG00000159409.10 0.047837 0.056326 ENSG00000159409
SLC22A5 ENSG00000197375.8 0.120934 0.080788 ENSG00000197375
KL ENSG00000133116.6 0.032175 0.050061 ENSG00000133116
MRPL2 ENSG00000112651.7 0.066254 0.08663 ENSG00000112651
NIPAL1 ENSG00000163293.7 0.266866 0.099844 ENSG00000163293
ADRBK2 ENSG00000100077.9 0.014102 0.086026 ENSG00000100077
EPSTI1 ENSG00000133106.10 0.049518 0.088604 ENSG00000133106
RCBTB1 ENSG00000136144.7 0.069709 0.071411 ENSG00000136144
ZNF605 ENSG00000196458.6 0.027359 0.054282 ENSG00000196458
TMEM230 ENSG00000089063.10 0.018362 0.086774 ENSG00000089063
F11R ENSG00000270149.1 0.131681 0.1104 ENSG00000270149
ANKRD49 ENSG00000168876.4 0.037632 0.070759 ENSG00000168876
CFD ENSG00000197766.3 0.045226 0.069148 ENSG00000197766
SLC35D1 ENSG00000116704.6 0.114169 0.084028 ENSG00000116704
SLC25A51 ENSG00000122696.8 0.016231 0.0768 ENSG00000122696
PTMS ENSG00000159335.11 0.05077 0.103997 ENSG00000159335
ATP6V0E2 ENSG00000171130.13 0.122894 0.080999 ENSG00000171130
MYRF ENSG00000124920.9 0.070074 0.082287 ENSG00000124920
CYP4F12 ENSG00000186204.9 0.269937 0.107021 ENSG00000186204
BMP2 ENSG00000125845.6 0.152795 0.102723 ENSG00000125845
PLEC ENSG00000178209.10 0.144618 0.082731 ENSG00000178209
CLEC4A ENSG00000111729.8 0.069231 0.083468 ENSG00000111729
ZNF554 ENSG00000172006.7 0.064207 0.089006 ENSG00000172006
RNF17 ENSG00000132972.13 0.125544 0.107268 ENSG00000132972
PGM1 ENSG00000079739.11 0.152962 0.099863 ENSG00000079739
STEAP1B ENSG00000105889.10 0.046614 0.075962 ENSG00000105889
PI16 ENSG00000164530.9 0.019177 0.075806 ENSG00000164530
SLC25A26 ENSG00000144741.12 0.280685 0.116663 ENSG00000144741
CRYGN ENSG00000127377.4 0.057729 0.0759 ENSG00000127377
COX6B2 ENSG00000160471.7 0.076721 0.104124 ENSG00000160471
PDZRN3 ENSG00000121440.10 0.213208 0.100164 ENSG00000121440
VPS28 ENSG00000160948.9 0.102571 0.0846 ENSG00000160948
PITPNM1 ENSG00000110697.8 0.023349 0.064853 ENSG00000110697
CCS ENSG00000173992.4 0.029041 0.076253 ENSG00000173992
SERPINC1 ENSG00000117601.9 0.025117 0.041567 ENSG00000117601
HSD17B7 ENSG00000132196.8 0.061233 0.072162 ENSG00000132196
EIF4G3 ENSG00000075151.15 0.025383 0.062855 ENSG00000075151
ANO10 ENSG00000160746.8 0.050297 0.059529 ENSG00000160746
SAYSD1 ENSG00000112167.5 0.054057 0.071634 ENSG00000112167
BNC2 ENSG00000173068.13 0.019997 0.059566 ENSG00000173068
PI3 ENSG00000124102.4 0.023724 0.050761 ENSG00000124102
CHAF1A ENSG00000167670.11 0.080175 0.079885 ENSG00000167670
SRD5A3 ENSG00000128039.6 0.031423 0.058473 ENSG00000128039
YTHDC2 ENSG00000047188.11 0.056087 0.074595 ENSG00000047188
TIMM21 ENSG00000075336.7 0.148826 0.103535 ENSG00000075336
NUTM2B ENSG00000188199.6 0.047614 0.081419 ENSG00000188199
PDXK ENSG00000160209.13 0.224473 0.108351 ENSG00000160209
SACM1L ENSG00000211456.6 0.084909 0.083106 ENSG00000211456
TARBP1 ENSG00000059588.5 0.122876 0.10243 ENSG00000059588
IRF6 ENSG00000117595.6 0.064502 0.080251 ENSG00000117595
TNNT1 ENSG00000105048.12 0.134907 0.111353 ENSG00000105048
POMZP3 ENSG00000146707.10 0.506714 0.094808 ENSG00000146707
SIN3B ENSG00000127511.5 0.014219 0.074403 ENSG00000127511
ZEB2 ENSG00000169554.12 0.135001 0.088693 ENSG00000169554
SDHAF1 ENSG00000205138.2 0.026498 0.071957 ENSG00000205138
IQCE ENSG00000106012.13 0.029719 0.065177 ENSG00000106012
CBS ENSG00000160200.13 0.048981 0.056538 ENSG00000160200
CCDC19 ENSG00000213085.5 0.152449 0.101333 ENSG00000213085
TRIOBP ENSG00000100106.15 0.062944 0.089037 ENSG00000100106
LGALS2 ENSG00000100079.5 0.157404 0.110694 ENSG00000100079
PPWD1 ENSG00000113593.7 0.035077 0.080341 ENSG00000113593
RPH3AL ENSG00000181031.11 0.168297 0.106382 ENSG00000181031
SPG20 ENSG00000133104.8 0.039805 0.060075 ENSG00000133104
PDGFC ENSG00000145431.6 0.014325 0.056283 ENSG00000145431
GFM2 ENSG00000164347.13 0.03827 0.052094 ENSG00000164347
CAT ENSG00000121691.4 0.06507 0.079435 ENSG00000121691
PTPRN2 ENSG00000155093.13 0.016458 0.063433 ENSG00000155093
PODN ENSG00000174348.9 0.044482 0.069911 ENSG00000174348
KCNK17 ENSG00000124780.9 0.062143 0.082452 ENSG00000124780
POLR2E ENSG00000099817.7 0.039214 0.090496 ENSG00000099817
FKBP8 ENSG00000105701.10 0.075706 0.084221 ENSG00000105701
SLC25A25 ENSG00000148339.8 0.100484 0.095462 ENSG00000148339
SLC28A2 ENSG00000137860.7 0.056651 0.061759 ENSG00000137860
ZNF296 ENSG00000170684.4 0.026567 0.067319 ENSG00000170684
CRTC1 ENSG00000105662.11 0.059826 0.073743 ENSG00000105662
PSMB8 ENSG00000204264.4 0.044992 0.069942 ENSG00000204264
CPSF3 ENSG00000119203.9 0.038478 0.062188 ENSG00000119203
PCGF5 ENSG00000180628.10 0.100977 0.074182 ENSG00000180628
ITIH2 ENSG00000151655.13 0.019257 0.071677 ENSG00000151655
TBC1D10C ENSG00000175463.7 0.030823 0.066584 ENSG00000175463
ESYT2 ENSG00000117868.11 0.056155 0.064234 ENSG00000117868
SLC25A27 ENSG00000153291.11 0.053941 0.062893 ENSG00000153291
EMR1 ENSG00000174837.10 0.078399 0.085276 ENSG00000174837
ZNF121 ENSG00000197961.7 0.058221 0.067026 ENSG00000197961
FAM19A2 ENSG00000198673.6 0.056994 0.079269 ENSG00000198673
RGS14 ENSG00000169220.13 0.010566 0.060409 ENSG00000169220
CCDC146 ENSG00000135205.10 0.045342 0.069087 ENSG00000135205
ADAMTS7 ENSG00000136378.10 0.081754 0.085809 ENSG00000136378
ZNF333 ENSG00000160961.7 0.020053 0.058418 ENSG00000160961
C19orf25 ENSG00000119559.11 0.066603 0.093664 ENSG00000119559
TACR2 ENSG00000075073.10 0.018881 0.086084 ENSG00000075073
ABCC8 ENSG00000006071.7 0.011067 0.052415 ENSG00000006071
C19orf48 ENSG00000167747.9 0.13781 0.119796 ENSG00000167747
SGIP1 ENSG00000118473.17 0.383544 0.106011 ENSG00000118473
TMEM132D ENSG00000151952.10 0.034059 0.109454 ENSG00000151952
FLVCR1 ENSG00000162769.8 0.061175 0.072223 ENSG00000162769
FCRLB ENSG00000162746.10 0.038907 0.059417 ENSG00000162746
H1F0 ENSG00000189060.4 0.046988 0.083614 ENSG00000189060
SAMD4A ENSG00000020577.9 0.033145 0.055272 ENSG00000020577
PM20D1 ENSG00000162877.8 0.088243 0.074313 ENSG00000162877
CARD11 ENSG00000198286.5 0.114863 0.088494 ENSG00000198286
SCD5 ENSG00000145284.7 0.037755 0.070261 ENSG00000145284
DCTN4 ENSG00000132912.8 0.100207 0.086602 ENSG00000132912
FOLR3 ENSG00000110203.4 0.019244 0.071662 ENSG00000110203
G0S2 ENSG00000123689.5 0.105352 0.090195 ENSG00000123689
L1TD1 ENSG00000240563.1 0.178371 0.101124 ENSG00000240563
FAM196B ENSG00000204767.3 0.012073 0.059154 ENSG00000204767
AIP ENSG00000110711.4 0.010063 0.056974 ENSG00000110711
MAP2K7 ENSG00000076984.13 0.047021 0.085963 ENSG00000076984
SEC23A ENSG00000100934.10 0.022391 0.05353 ENSG00000100934
CCDC66 ENSG00000180376.12 0.0179 0.049403 ENSG00000180376
POU6F1 ENSG00000184271.11 0.083072 0.07586 ENSG00000184271
GNG7 ENSG00000176533.8 0.028698 0.06541 ENSG00000176533
IL11 ENSG00000095752.2 0.040107 0.088546 ENSG00000095752
NDFIP1 ENSG00000131507.9 0.124903 0.094208 ENSG00000131507
SLC17A4 ENSG00000146039.6 0.111921 0.081149 ENSG00000146039
PAPD4 ENSG00000164329.9 0.100773 0.087674 ENSG00000164329
RSPRY1 ENSG00000159579.9 0.037802 0.080925 ENSG00000159579
TMEM223 ENSG00000168569.7 0.040087 0.059734 ENSG00000168569
SETD8 ENSG00000183955.8 0.011878 0.043676 ENSG00000183955
CDC42BPA ENSG00000143776.14 0.015476 0.046798 ENSG00000143776
GTF3A ENSG00000122034.8 0.129603 0.100979 ENSG00000122034
FGD5 ENSG00000154783.6 0.273765 0.112657 ENSG00000154783
SLC24A3 ENSG00000185052.7 0.068269 0.079989 ENSG00000185052
AP3M1 ENSG00000185009.8 0.059133 0.054473 ENSG00000185009
TUBA3C ENSG00000198033.7 0.047943 0.063809 ENSG00000198033
ECHDC2 ENSG00000121310.12 0.095207 0.070488 ENSG00000121310
ATP8A1 ENSG00000124406.12 0.059168 0.078095 ENSG00000124406
FAAH ENSG00000117480.11 0.14005 0.087647 ENSG00000117480
FSD1 ENSG00000105255.6 0.011221 0.069284 ENSG00000105255
TRIB3 ENSG00000101255.6 0.122211 0.111795 ENSG00000101255
PDS5B ENSG00000083642.14 0.017276 0.054079 ENSG00000083642
GSTK1 ENSG00000197448.9 0.023335 0.050413 ENSG00000197448
ART5 ENSG00000167311.9 0.080425 0.086226 ENSG00000167311
CPVL ENSG00000106066.9 0.032611 0.087635 ENSG00000106066
HIST1H4H ENSG00000158406.2 0.014922 0.045086 ENSG00000158406
SNX31 ENSG00000174226.4 0.040349 0.087536 ENSG00000174226
PCP2 ENSG00000174788.5 0.036904 0.085934 ENSG00000174788
ARFGAP3 ENSG00000242247.6 0.025648 0.066281 ENSG00000242247
MYO1F ENSG00000142347.12 0.073352 0.087477 ENSG00000142347
MTL5 ENSG00000132749.6 0.12036 0.099102 ENSG00000132749
HS2ST1 ENSG00000153936.12 0.132198 0.083 ENSG00000153936
CLEC18C ENSG00000157335.15 0.086336 0.063058 ENSG00000157335
FAS ENSG00000026103.15 0.033254 0.067017 ENSG00000026103
RHPN1 ENSG00000158106.8 0.036479 0.053424 ENSG00000158106
CCR3 ENSG00000183625.10 0.028439 0.054595 ENSG00000183625
THRSP ENSG00000151365.2 0.06227 0.078098 ENSG00000151365
CDCA7 ENSG00000144354.9 0.054572 0.090131 ENSG00000144354
KLK8 ENSG00000129455.11 0.014114 0.088744 ENSG00000129455
RP11-552I14.1 ENSG00000257860.1 0.060011 0.0763 ENSG00000257860
GIMAP7 ENSG00000179144.4 0.035004 0.064433 ENSG00000179144
ASB8 ENSG00000177981.6 0.016856 0.052963 ENSG00000177981
NUP43 ENSG00000120253.9 0.094013 0.082113 ENSG00000120253
ARPC1B ENSG00000130429.8 0.088372 0.06291 ENSG00000130429
ARHGEF35 ENSG00000213214.3 0.180216 0.084735 ENSG00000213214
MCF2L ENSG00000126217.16 0.14796 0.112105 ENSG00000126217
PSMB10 ENSG00000205220.7 0.013479 0.038628 ENSG00000205220
MYO16 ENSG00000041515.11 0.159921 0.110835 ENSG00000041515
SULT1A1 ENSG00000196502.7 0.062162 0.061503 ENSG00000196502
LURAP1L ENSG00000153714.5 0.070642 0.066768 ENSG00000153714
PROK1 ENSG00000143125.5 0.208498 0.094258 ENSG00000143125
FARP1 ENSG00000152767.11 0.094764 0.089665 ENSG00000152767
ACTR3B ENSG00000133627.13 0.026096 0.063692 ENSG00000133627
CMTM5 ENSG00000166091.15 0.021333 0.063503 ENSG00000166091
TTC18 ENSG00000156042.13 0.052964 0.05562 ENSG00000156042
CLN6 ENSG00000128973.7 0.015376 0.052474 ENSG00000128973
PCDH15 ENSG00000150275.13 0.1049 0.098772 ENSG00000150275
TMOD3 ENSG00000138594.8 0.11971 0.074761 ENSG00000138594
FBXW2 ENSG00000119402.11 0.080251 0.087491 ENSG00000119402
CFB ENSG00000243649.4 0.06926 0.078979 ENSG00000243649
ERP27 ENSG00000139055.2 0.061035 0.068209 ENSG00000139055
PKD2 ENSG00000118762.3 0.083515 0.078759 ENSG00000118762
ATP5G1 ENSG00000159199.9 0.200931 0.089307 ENSG00000159199
GNMT ENSG00000124713.5 0.059738 0.09061 ENSG00000124713
FANCC ENSG00000158169.7 0.014812 0.071645 ENSG00000158169
FAM109A ENSG00000198324.10 0.032609 0.078341 ENSG00000198324
AGFG2 ENSG00000106351.8 0.013123 0.047405 ENSG00000106351
USP10 ENSG00000103194.11 0.195837 0.130429 ENSG00000103194
C7 ENSG00000112936.14 0.058873 0.085591 ENSG00000112936
TPM2 ENSG00000198467.9 0.025186 0.071546 ENSG00000198467
P2RY13 ENSG00000181631.6 0.114967 0.083156 ENSG00000181631
SIGMAR1 ENSG00000147955.12 0.040072 0.057223 ENSG00000147955
MANSC4 ENSG00000205693.3 0.020206 0.046613 ENSG00000205693
HEBP1 ENSG00000013583.4 0.072244 0.092692 ENSG00000013583
CCAR1 ENSG00000060339.9 0.084037 0.077211 ENSG00000060339
ZNF419 ENSG00000105136.15 0.242926 0.093619 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.325719 0.108943 ENSG00000198203
PCDH1 ENSG00000156453.9 0.028468 0.077713 ENSG00000156453
TOP1MT ENSG00000184428.8 0.119299 0.081894 ENSG00000184428
BIK ENSG00000100290.2 0.066264 0.064835 ENSG00000100290
TTC28 ENSG00000100154.10 0.08256 0.092509 ENSG00000100154
CMTM7 ENSG00000153551.9 0.099581 0.090394 ENSG00000153551
AL627309.1 ENSG00000237683.5 0.024914 0.057114 ENSG00000237683
SCN5A ENSG00000183873.11 0.13843 0.095819 ENSG00000183873
SAV1 ENSG00000151748.10 0.021659 0.048454 ENSG00000151748
TEFM ENSG00000172171.6 0.022653 0.054227 ENSG00000172171
KRT72 ENSG00000170486.6 0.27167 0.119747 ENSG00000170486
AGPAT3 ENSG00000160216.14 0.013452 0.04914 ENSG00000160216
CHIT1 ENSG00000133063.11 0.048314 0.078518 ENSG00000133063
HSD17B12 ENSG00000149084.7 0.129412 0.088534 ENSG00000149084
SPC25 ENSG00000152253.4 0.080396 0.072525 ENSG00000152253
MILR1 ENSG00000271605.1 0.021204 0.047402 ENSG00000271605
AMH ENSG00000104899.3 0.074144 0.071273 ENSG00000104899
SNX1 ENSG00000028528.10 0.037383 0.067833 ENSG00000028528
ARHGEF7 ENSG00000102606.13 0.18115 0.113533 ENSG00000102606
ZNF132 ENSG00000131849.10 0.099732 0.071417 ENSG00000131849
STX2 ENSG00000111450.9 0.070387 0.100848 ENSG00000111450
SLC47A2 ENSG00000180638.13 0.084433 0.070475 ENSG00000180638
SCHIP1 ENSG00000151967.14 0.042549 0.062288 ENSG00000151967
