AssociatedGeneName EnsemblGeneID h2.Thyroid se.Thyroid ensid
TNFSF4 ENSG00000117586.6 0.117537 0.058676 ENSG00000117586
LRP8 ENSG00000157193.10 0.434113 0.08247 ENSG00000157193
ZC3H3 ENSG00000014164.6 0.218788 0.077522 ENSG00000014164
DUOX1 ENSG00000137857.13 0.236533 0.084835 ENSG00000137857
NTN5 ENSG00000142233.7 0.190031 0.076362 ENSG00000142233
PEAK1 ENSG00000173517.6 0.154185 0.070054 ENSG00000173517
ZC3H8 ENSG00000144161.7 0.148705 0.065759 ENSG00000144161
CHST12 ENSG00000136213.7 0.157343 0.077066 ENSG00000136213
POPDC2 ENSG00000121577.9 0.220969 0.074034 ENSG00000121577
RAD21L1 ENSG00000244588.1 0.240718 0.092658 ENSG00000244588
FMO2 ENSG00000094963.9 0.190242 0.075832 ENSG00000094963
CA12 ENSG00000074410.9 0.441669 0.077881 ENSG00000074410
NUDT14 ENSG00000183828.10 0.235675 0.084831 ENSG00000183828
SNX32 ENSG00000172803.13 0.144206 0.071457 ENSG00000172803
EYA4 ENSG00000112319.13 0.222412 0.089839 ENSG00000112319
KRT83 ENSG00000170523.3 0.150927 0.069308 ENSG00000170523
MRPS10 ENSG00000048544.5 0.204988 0.076772 ENSG00000048544
ZNF221 ENSG00000159905.10 0.163393 0.076968 ENSG00000159905
MAPKAPK3 ENSG00000114738.6 0.230994 0.092417 ENSG00000114738
CARD10 ENSG00000100065.10 0.193031 0.089361 ENSG00000100065
FAM76B ENSG00000077458.8 0.207272 0.087717 ENSG00000077458
SERF1B ENSG00000205572.5 0.161197 0.078128 ENSG00000205572
CELSR2 ENSG00000143126.7 0.154305 0.076321 ENSG00000143126
PRR12 ENSG00000126464.9 0.29549 0.094131 ENSG00000126464
MYO15B ENSG00000266714.2 0.211179 0.083573 ENSG00000266714
TMEM150C ENSG00000249242.2 0.148934 0.068402 ENSG00000249242
MUSTN1 ENSG00000243696.3 0.169382 0.073394 ENSG00000243696
C2orf61 ENSG00000239605.3 0.173585 0.077561 ENSG00000239605
KLHL41 ENSG00000239474.2 0.276292 0.094967 ENSG00000239474
ARHGEF38 ENSG00000236699.4 0.136493 0.065351 ENSG00000236699
CRYBG3 ENSG00000233280.2 0.260847 0.085494 ENSG00000233280
PLIN5 ENSG00000214456.4 0.156852 0.076742 ENSG00000214456
TM6SF2 ENSG00000213996.7 0.113193 0.055671 ENSG00000213996
C1QTNF9B ENSG00000205863.5 0.199262 0.080089 ENSG00000205863
FAM229B ENSG00000203778.3 0.193527 0.073131 ENSG00000203778
EFCAB2 ENSG00000203666.8 0.154575 0.069198 ENSG00000203666
RASGEF1A ENSG00000198915.7 0.142835 0.067794 ENSG00000198915
SHISA4 ENSG00000198892.6 0.206701 0.084661 ENSG00000198892
ZNF544 ENSG00000198131.9 0.168889 0.07035 ENSG00000198131
KLHL14 ENSG00000197705.5 0.156979 0.078378 ENSG00000197705
PALM3 ENSG00000187867.4 0.300198 0.096807 ENSG00000187867
HAPLN4 ENSG00000187664.8 0.11982 0.057082 ENSG00000187664
GCNT1 ENSG00000187210.8 0.193533 0.082938 ENSG00000187210
LRRC16B ENSG00000186648.10 0.165634 0.078818 ENSG00000186648
WWOX ENSG00000186153.12 0.196115 0.09506 ENSG00000186153
GRK1 ENSG00000185974.6 0.284863 0.085848 ENSG00000185974
ROR1 ENSG00000185483.7 0.170341 0.077614 ENSG00000185483
PARK2 ENSG00000185345.14 0.173024 0.077548 ENSG00000185345
ST6GALNAC3 ENSG00000184005.9 0.145358 0.06996 ENSG00000184005
ZNF443 ENSG00000180855.11 0.168439 0.076312 ENSG00000180855
STAP2 ENSG00000178078.7 0.316251 0.092267 ENSG00000178078
FOXL1 ENSG00000176678.4 0.252653 0.099853 ENSG00000176678
RIMS2 ENSG00000176406.16 0.313112 0.075136 ENSG00000176406
MCTP1 ENSG00000175471.15 0.154221 0.073062 ENSG00000175471
SCUBE2 ENSG00000175356.8 0.190812 0.084582 ENSG00000175356
UGT8 ENSG00000174607.6 0.346647 0.083221 ENSG00000174607
KRT86 ENSG00000170442.7 0.149321 0.068517 ENSG00000170442
LRRN2 ENSG00000170382.7 0.174885 0.076495 ENSG00000170382
SLC38A11 ENSG00000169507.5 0.331528 0.084415 ENSG00000169507
UPF3A ENSG00000169062.10 0.215641 0.080275 ENSG00000169062
FSTL5 ENSG00000168843.9 0.157535 0.073072 ENSG00000168843
KLK1 ENSG00000167748.6 0.318709 0.091934 ENSG00000167748
TMC4 ENSG00000167608.7 0.280578 0.100338 ENSG00000167608
CERCAM ENSG00000167123.14 0.16265 0.065395 ENSG00000167123
PRTG ENSG00000166450.8 0.208461 0.080158 ENSG00000166450
DPCD ENSG00000166171.8 0.183158 0.081013 ENSG00000166171
AMN ENSG00000166126.6 0.225853 0.09239 ENSG00000166126
FYCO1 ENSG00000163820.10 0.124681 0.061814 ENSG00000163820
SLC6A20 ENSG00000163817.11 0.169895 0.076021 ENSG00000163817
SLC9C2 ENSG00000162753.9 0.137287 0.065363 ENSG00000162753
AGL ENSG00000162688.11 0.17565 0.076212 ENSG00000162688
MPP3 ENSG00000161647.14 0.199331 0.072591 ENSG00000161647
LAD1 ENSG00000159166.9 0.145895 0.072484 ENSG00000159166
SLC37A3 ENSG00000157800.13 0.214758 0.088009 ENSG00000157800
FAM81A ENSG00000157470.7 0.256298 0.085626 ENSG00000157470
ELMO1 ENSG00000155849.11 0.159908 0.075482 ENSG00000155849
DBI ENSG00000155368.12 0.237727 0.080428 ENSG00000155368
PRKCA ENSG00000154229.7 0.21522 0.080427 ENSG00000154229
C7orf31 ENSG00000153790.7 0.127821 0.06204 ENSG00000153790
PRDM8 ENSG00000152784.11 0.244885 0.089229 ENSG00000152784
BICD1 ENSG00000151746.9 0.429333 0.074898 ENSG00000151746
CSNK1G3 ENSG00000151292.13 0.172771 0.079331 ENSG00000151292
PIP4K2A ENSG00000150867.9 0.266265 0.089653 ENSG00000150867
INPP5E ENSG00000148384.11 0.278416 0.082877 ENSG00000148384
SLC39A4 ENSG00000147804.5 0.208854 0.075704 ENSG00000147804
TIFA ENSG00000145365.9 0.175112 0.077752 ENSG00000145365
EPHA5 ENSG00000145242.9 0.146062 0.066883 ENSG00000145242
HHIPL2 ENSG00000143512.8 0.320054 0.085661 ENSG00000143512
HMCN1 ENSG00000143341.7 0.111024 0.05526 ENSG00000143341
PRKACB ENSG00000142875.15 0.144671 0.071734 ENSG00000142875
hsa-mir-1199 ENSG00000141854.3 0.165755 0.07647 ENSG00000141854
TP53 ENSG00000141510.11 0.185822 0.083697 ENSG00000141510
SCRN2 ENSG00000141295.9 0.186922 0.0788 ENSG00000141295
SKAP1 ENSG00000141293.11 0.246315 0.074771 ENSG00000141293
KIFC3 ENSG00000140859.11 0.21304 0.082021 ENSG00000140859
DUOXA1 ENSG00000140254.8 0.167128 0.074473 ENSG00000140254
SLC12A6 ENSG00000140199.7 0.126857 0.063387 ENSG00000140199
TMEM117 ENSG00000139173.5 0.234199 0.081421 ENSG00000139173
SECISBP2L ENSG00000138593.4 0.143429 0.059824 ENSG00000138593
