AssociatedGeneName EnsemblGeneID h2.HeartLeftVentricle se.HeartLeftVentricle ensid
HPR ENSG00000261701.2 0.42724 0.106082 ENSG00000261701
HAUS4 ENSG00000092036.12 0.307383 0.108324 ENSG00000092036
GRHPR ENSG00000137106.13 0.246056 0.109828 ENSG00000137106
H3F3A ENSG00000163041.5 0.2239 0.085497 ENSG00000163041
QRSL1 ENSG00000130348.7 0.514785 0.093302 ENSG00000130348
DHFR ENSG00000228716.2 0.445614 0.088267 ENSG00000228716
CNGA1 ENSG00000198515.9 0.586268 0.085242 ENSG00000198515
G6PC2 ENSG00000152254.6 0.402968 0.104681 ENSG00000152254
NUPR1 ENSG00000176046.7 0.245712 0.100794 ENSG00000176046
APIP ENSG00000149089.8 0.660947 0.076383 ENSG00000149089
LRRC37A2 ENSG00000238083.3 0.329701 0.092186 ENSG00000238083
PRSS46 ENSG00000261603.1 0.585835 0.091865 ENSG00000261603
RRP7A ENSG00000189306.6 0.455373 0.119427 ENSG00000189306
GM2A ENSG00000196743.4 0.370179 0.131907 ENSG00000196743
PCDHB8 ENSG00000120322.2 0.549018 0.089125 ENSG00000120322
ZNF266 ENSG00000174652.13 0.508504 0.086059 ENSG00000174652
APOL4 ENSG00000100336.13 0.474605 0.101543 ENSG00000100336
POLR2J ENSG00000005075.11 0.223048 0.101996 ENSG00000005075
GBP3 ENSG00000117226.7 0.472033 0.098172 ENSG00000117226
PILRB ENSG00000121716.13 0.534979 0.090791 ENSG00000121716
C15orf57 ENSG00000128891.11 0.516892 0.087161 ENSG00000128891
IFT88 ENSG00000032742.13 0.426195 0.100689 ENSG00000032742
C17orf97 ENSG00000187624.7 0.623023 0.096247 ENSG00000187624
ADAT1 ENSG00000065457.6 0.368101 0.101434 ENSG00000065457
NME4 ENSG00000103202.8 0.530221 0.112712 ENSG00000103202
PCDHB11 ENSG00000197479.4 0.270447 0.10011 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.588938 0.084603 ENSG00000171903
TDGF1 ENSG00000241186.3 0.686739 0.078892 ENSG00000241186
FANCA ENSG00000187741.10 0.24766 0.10221 ENSG00000187741
RSPO4 ENSG00000101282.4 0.397335 0.119463 ENSG00000101282
GSTM1 ENSG00000134184.8 0.338825 0.128787 ENSG00000134184
TRIM4 ENSG00000146833.11 0.229383 0.092231 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.387084 0.109737 ENSG00000100191
DTD1 ENSG00000125821.7 0.326035 0.105371 ENSG00000125821
IQCB1 ENSG00000173226.12 0.374898 0.095531 ENSG00000173226
MTHFS ENSG00000136371.5 0.412657 0.097354 ENSG00000136371
C10orf107 ENSG00000183346.6 0.224632 0.098724 ENSG00000183346
ASNSD1 ENSG00000138381.5 0.291739 0.100842 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.219329 0.095224 ENSG00000196963
TDRD6 ENSG00000180113.11 0.289541 0.103334 ENSG00000180113
CCDC74A ENSG00000163040.10 0.198654 0.096951 ENSG00000163040
TRIM37 ENSG00000108395.9 0.180491 0.089989 ENSG00000108395
DSCC1 ENSG00000136982.5 0.509215 0.095754 ENSG00000136982
COG6 ENSG00000133103.12 0.417556 0.098962 ENSG00000133103
NIPAL1 ENSG00000163293.7 0.230169 0.092339 ENSG00000163293
DDX11 ENSG00000013573.12 0.859462 0.045553 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.261064 0.095619 ENSG00000136144
ZNF589 ENSG00000164048.9 0.244213 0.105638 ENSG00000164048
C22orf43 ENSG00000189269.7 0.364508 0.102179 ENSG00000189269
SLC25A51 ENSG00000122696.8 0.367044 0.105914 ENSG00000122696
ATP6V0E2 ENSG00000171130.13 0.343693 0.111389 ENSG00000171130
CYP4F12 ENSG00000186204.9 0.512227 0.104563 ENSG00000186204
FTSJ3 ENSG00000108592.12 0.408425 0.095527 ENSG00000108592
ERO1LB ENSG00000086619.9 0.240364 0.102621 ENSG00000086619
SLC25A26 ENSG00000144741.12 0.398831 0.114624 ENSG00000144741
PDZRN3 ENSG00000121440.10 0.45459 0.110614 ENSG00000121440
VPS28 ENSG00000160948.9 0.250899 0.11572 ENSG00000160948
SERPINC1 ENSG00000117601.9 0.220036 0.095067 ENSG00000117601
GSDMA ENSG00000167914.6 0.300187 0.103836 ENSG00000167914
SAYSD1 ENSG00000112167.5 0.347274 0.113901 ENSG00000112167
CHAF1A ENSG00000167670.11 0.409579 0.116224 ENSG00000167670
SRD5A3 ENSG00000128039.6 0.397893 0.115427 ENSG00000128039
YTHDC2 ENSG00000047188.11 0.266577 0.106694 ENSG00000047188
PDXK ENSG00000160209.13 0.330558 0.109545 ENSG00000160209
POMZP3 ENSG00000146707.10 0.749077 0.063264 ENSG00000146707
DDT ENSG00000099977.9 0.229727 0.097802 ENSG00000099977
TRIOBP ENSG00000100106.15 0.373082 0.114794 ENSG00000100106
RPH3AL ENSG00000181031.11 0.522041 0.107325 ENSG00000181031
SLC28A2 ENSG00000137860.7 0.207228 0.087947 ENSG00000137860
SLC25A27 ENSG00000153291.11 0.497699 0.099372 ENSG00000153291
RGS14 ENSG00000169220.13 0.323151 0.106384 ENSG00000169220
ZNF333 ENSG00000160961.7 0.260999 0.117963 ENSG00000160961
ABCC8 ENSG00000006071.7 0.333544 0.112406 ENSG00000006071
SGIP1 ENSG00000118473.17 0.412902 0.099727 ENSG00000118473
FLVCR1 ENSG00000162769.8 0.221354 0.096899 ENSG00000162769
HDDC2 ENSG00000111906.12 0.449503 0.100811 ENSG00000111906
PM20D1 ENSG00000162877.8 0.52534 0.087734 ENSG00000162877
CCDC66 ENSG00000180376.12 0.198892 0.091329 ENSG00000180376
FAAH ENSG00000117480.11 0.198345 0.092539 ENSG00000117480
SNX31 ENSG00000174226.4 0.466321 0.10796 ENSG00000174226
PCP2 ENSG00000174788.5 0.334394 0.124042 ENSG00000174788
RP11-552I14.1 ENSG00000257860.1 0.322565 0.135376 ENSG00000257860
ARHGEF35 ENSG00000213214.3 0.205315 0.089892 ENSG00000213214
PROK1 ENSG00000143125.5 0.322922 0.101058 ENSG00000143125
TTC18 ENSG00000156042.13 0.316485 0.11003 ENSG00000156042
ATP5G1 ENSG00000159199.9 0.311723 0.091153 ENSG00000159199
GNMT ENSG00000124713.5 0.461919 0.105366 ENSG00000124713
ZNF419 ENSG00000105136.15 0.43136 0.09406 ENSG00000105136
PYROXD1 ENSG00000121350.11 0.300754 0.094728 ENSG00000121350
KRT72 ENSG00000170486.6 0.415679 0.119276 ENSG00000170486
HSD17B12 ENSG00000149084.7 0.685286 0.076785 ENSG00000149084
ARHGEF7 ENSG00000102606.13 0.306998 0.124139 ENSG00000102606
STX2 ENSG00000111450.9 0.449064 0.114727 ENSG00000111450
ANTXRL ENSG00000198250.8 0.583429 0.082789 ENSG00000198250
ZNF880 ENSG00000221923.4 0.498049 0.112529 ENSG00000221923
SHB ENSG00000107338.8 0.252894 0.124756 ENSG00000107338
FBLL1 ENSG00000188573.7 0.541851 0.093513 ENSG00000188573
HSD3B7 ENSG00000099377.9 0.229045 0.100556 ENSG00000099377
GPX7 ENSG00000116157.5 0.581248 0.092598 ENSG00000116157
IRAK1BP1 ENSG00000146243.9 0.20716 0.07654 ENSG00000146243
THAP5 ENSG00000177683.9 0.185299 0.081563 ENSG00000177683
TCTEX1D1 ENSG00000152760.5 0.303985 0.103629 ENSG00000152760
MAPK8 ENSG00000107643.11 0.23598 0.09593 ENSG00000107643
SUSD2 ENSG00000099994.10 0.311791 0.096121 ENSG00000099994
ZNF83 ENSG00000167766.13 0.573701 0.116306 ENSG00000167766
LACTB2 ENSG00000147592.4 0.226191 0.090054 ENSG00000147592
TRDMT1 ENSG00000107614.17 0.219704 0.096841 ENSG00000107614
HPD ENSG00000158104.7 0.341669 0.103212 ENSG00000158104
NUCB1 ENSG00000104805.11 0.264183 0.106002 ENSG00000104805
FOXRED2 ENSG00000100350.10 0.461947 0.12691 ENSG00000100350
TRIM69 ENSG00000185880.8 0.430714 0.101279 ENSG00000185880
CPSF1 ENSG00000071894.10 0.737384 0.062206 ENSG00000071894
HP ENSG00000257017.4 0.311404 0.107118 ENSG00000257017
PRPH2 ENSG00000112619.6 0.263506 0.090752 ENSG00000112619
ALDH8A1 ENSG00000118514.9 0.411632 0.09567 ENSG00000118514
UBXN6 ENSG00000167671.7 0.251019 0.099822 ENSG00000167671
SLC44A3 ENSG00000143036.12 0.394105 0.099418 ENSG00000143036
NPRL3 ENSG00000103148.11 0.355434 0.112341 ENSG00000103148
TCP11L1 ENSG00000176148.11 0.254688 0.098659 ENSG00000176148
RPL3 ENSG00000100316.11 0.203865 0.092549 ENSG00000100316
TMEM63A ENSG00000196187.7 0.241558 0.109828 ENSG00000196187
CCBL2 ENSG00000137944.12 0.217538 0.100347 ENSG00000137944
VPREB3 ENSG00000128218.7 0.223913 0.096678 ENSG00000128218
ITPA ENSG00000125877.7 0.438357 0.1024 ENSG00000125877
SMIM17 ENSG00000268182.1 0.275104 0.125352 ENSG00000268182
KRI1 ENSG00000129347.15 0.256714 0.109604 ENSG00000129347
COMMD10 ENSG00000145781.4 0.393982 0.110363 ENSG00000145781
HIGD2A ENSG00000146066.2 0.443984 0.103457 ENSG00000146066
TMEM165 ENSG00000134851.7 0.212803 0.09636 ENSG00000134851
MSH3 ENSG00000113318.9 0.36851 0.099415 ENSG00000113318
BBS2 ENSG00000125124.7 0.291102 0.119363 ENSG00000125124
MS4A14 ENSG00000166928.6 0.25376 0.093927 ENSG00000166928
PEX6 ENSG00000124587.9 0.653444 0.078677 ENSG00000124587
TTC38 ENSG00000075234.12 0.398405 0.118105 ENSG00000075234
TNFSF9 ENSG00000125657.3 0.255639 0.124918 ENSG00000125657
BTBD9 ENSG00000183826.12 0.263687 0.107355 ENSG00000183826
F10 ENSG00000126218.7 0.227216 0.09697 ENSG00000126218
B3GALNT2 ENSG00000162885.7 0.306845 0.103135 ENSG00000162885
ZNF302 ENSG00000089335.16 0.367195 0.102668 ENSG00000089335
XAB2 ENSG00000076924.7 0.432082 0.115776 ENSG00000076924
AP000350.4 ENSG00000218537.1 0.583252 0.086587 ENSG00000218537
PRELP ENSG00000188783.5 0.293749 0.117794 ENSG00000188783
C10orf129 ENSG00000173124.10 0.387756 0.095943 ENSG00000173124
ATP6AP1L ENSG00000205464.7 0.475731 0.09026 ENSG00000205464
TMCO3 ENSG00000150403.13 0.255767 0.115312 ENSG00000150403
PRDM5 ENSG00000138738.6 0.186201 0.090415 ENSG00000138738
ZNF814 ENSG00000204514.5 0.251327 0.095816 ENSG00000204514
DBF4B ENSG00000161692.13 0.423197 0.097217 ENSG00000161692
ERAP2 ENSG00000164308.12 0.711796 0.06332 ENSG00000164308
KIAA1467 ENSG00000084444.9 0.595978 0.100458 ENSG00000084444
PRR13 ENSG00000205352.6 0.218256 0.088937 ENSG00000205352
MASTL ENSG00000120539.10 0.363708 0.091531 ENSG00000120539
MC1R ENSG00000258839.2 0.181553 0.090099 ENSG00000258839
MIIP ENSG00000116691.6 0.269694 0.109409 ENSG00000116691
RPSA ENSG00000168028.9 0.407277 0.104498 ENSG00000168028
UPK3B ENSG00000243566.2 0.369927 0.104914 ENSG00000243566
THSD7B ENSG00000144229.7 0.248606 0.097699 ENSG00000144229
WDR60 ENSG00000126870.11 0.174177 0.084991 ENSG00000126870
C6orf164 ENSG00000203871.3 0.26427 0.099545 ENSG00000203871
ALG1L ENSG00000189366.5 0.356328 0.098062 ENSG00000189366
RBL2 ENSG00000103479.10 0.321432 0.10385 ENSG00000103479
SPG21 ENSG00000090487.6 0.403179 0.103461 ENSG00000090487
NDUFAF1 ENSG00000137806.4 0.633398 0.072439 ENSG00000137806
SULT1A2 ENSG00000197165.6 0.401686 0.098319 ENSG00000197165
RCN1 ENSG00000049449.4 0.210392 0.101199 ENSG00000049449
PFDN1 ENSG00000113068.5 0.413256 0.091199 ENSG00000113068
RMDN3 ENSG00000137824.11 0.1987 0.087518 ENSG00000137824
TUBB1 ENSG00000101162.3 0.198358 0.098088 ENSG00000101162
CKAP2 ENSG00000136108.10 0.313282 0.104169 ENSG00000136108
RRP12 ENSG00000052749.9 0.565015 0.083159 ENSG00000052749
KREMEN1 ENSG00000183762.8 0.532609 0.088596 ENSG00000183762
PCDHB7 ENSG00000113212.4 0.21779 0.108177 ENSG00000113212
SFTPD ENSG00000133661.11 0.446936 0.101372 ENSG00000133661
LACTB ENSG00000103642.7 0.2012 0.093302 ENSG00000103642
BDH2 ENSG00000164039.10 0.322202 0.10498 ENSG00000164039
GUCA1B ENSG00000112599.8 0.526713 0.101413 ENSG00000112599
OSGEP ENSG00000092094.6 0.298126 0.118086 ENSG00000092094
NECAB2 ENSG00000103154.5 0.313427 0.134447 ENSG00000103154
CDC25A ENSG00000164045.7 0.27311 0.100408 ENSG00000164045
PCDHB10 ENSG00000120324.4 0.209515 0.100971 ENSG00000120324
ZFP1 ENSG00000184517.7 0.230073 0.102293 ENSG00000184517
DNAH10 ENSG00000197653.10 0.215398 0.100186 ENSG00000197653
PRDX5 ENSG00000126432.9 0.158945 0.078189 ENSG00000126432
CDH24 ENSG00000139880.15 0.391646 0.121791 ENSG00000139880
OGDHL ENSG00000197444.5 0.307573 0.108907 ENSG00000197444
C1orf115 ENSG00000162817.6 0.320172 0.106356 ENSG00000162817
IPO8 ENSG00000133704.5 0.20377 0.095327 ENSG00000133704
SLC5A9 ENSG00000117834.8 0.336172 0.094161 ENSG00000117834
TICAM1 ENSG00000127666.8 0.325953 0.111605 ENSG00000127666
GNAQ ENSG00000156052.6 0.183558 0.090022 ENSG00000156052
RNF215 ENSG00000099999.10 0.504217 0.089317 ENSG00000099999
HSPBP1 ENSG00000133265.6 0.273111 0.130011 ENSG00000133265
KHDC1 ENSG00000135314.8 0.223752 0.111019 ENSG00000135314
ACP2 ENSG00000134575.5 0.190253 0.091744 ENSG00000134575
FRA10AC1 ENSG00000148690.10 0.224384 0.095133 ENSG00000148690
GSDMD ENSG00000104518.6 0.221424 0.094515 ENSG00000104518
FBN3 ENSG00000142449.8 0.380339 0.114898 ENSG00000142449
MAN2C1 ENSG00000140400.10 0.483196 0.091109 ENSG00000140400
MED20 ENSG00000124641.10 0.330995 0.09544 ENSG00000124641
PNKP ENSG00000039650.5 0.273279 0.130617 ENSG00000039650
TRPM4 ENSG00000130529.11 0.247042 0.117343 ENSG00000130529
NMRK1 ENSG00000106733.16 0.805867 0.060439 ENSG00000106733
FGD4 ENSG00000139132.10 0.219338 0.098884 ENSG00000139132
ARL6IP5 ENSG00000144746.6 0.229854 0.10125 ENSG00000144746
SFI1 ENSG00000198089.10 0.25175 0.098413 ENSG00000198089
MYOF ENSG00000138119.12 0.446546 0.106082 ENSG00000138119
TIPIN ENSG00000075131.5 0.497753 0.086103 ENSG00000075131
RAB7L1 ENSG00000117280.8 0.293262 0.100564 ENSG00000117280
GPR111 ENSG00000164393.4 0.323832 0.091023 ENSG00000164393
LDHC ENSG00000166796.7 0.69586 0.081782 ENSG00000166796
RNASEH2B ENSG00000136104.13 0.261884 0.111885 ENSG00000136104
ICAM5 ENSG00000105376.4 0.249613 0.109144 ENSG00000105376
MRPS9 ENSG00000135972.4 0.207751 0.093266 ENSG00000135972
BIN1 ENSG00000136717.10 0.359322 0.119294 ENSG00000136717
GPR108 ENSG00000125734.9 0.409325 0.122635 ENSG00000125734
SDCBP2 ENSG00000125775.10 0.315773 0.126624 ENSG00000125775
ATG10 ENSG00000152348.11 0.586213 0.086431 ENSG00000152348
FBN2 ENSG00000138829.6 0.209213 0.083385 ENSG00000138829
SLC15A2 ENSG00000163406.6 0.30953 0.092867 ENSG00000163406
BAI3 ENSG00000135298.9 0.29383 0.105891 ENSG00000135298
SYNRG ENSG00000006114.11 0.351309 0.103878 ENSG00000006114
MAEL ENSG00000143194.8 0.340045 0.103078 ENSG00000143194
IZUMO1 ENSG00000182264.4 0.343627 0.117262 ENSG00000182264
AKR1B1 ENSG00000085662.9 0.447465 0.097433 ENSG00000085662
OTX2 ENSG00000165588.12 0.235108 0.1134 ENSG00000165588
TMEFF2 ENSG00000144339.7 0.302609 0.106965 ENSG00000144339
CYBRD1 ENSG00000071967.7 0.515556 0.099655 ENSG00000071967
DNAJC15 ENSG00000120675.4 0.467922 0.093487 ENSG00000120675
MRPS7 ENSG00000125445.6 0.26197 0.097888 ENSG00000125445
METTL2B ENSG00000165055.10 0.314268 0.104053 ENSG00000165055
DNAJC18 ENSG00000170464.5 0.227335 0.091596 ENSG00000170464
NUP85 ENSG00000125450.6 0.414745 0.097192 ENSG00000125450
PPM1M ENSG00000164088.13 0.223419 0.0954 ENSG00000164088
EBPL ENSG00000123179.9 0.286193 0.0938 ENSG00000123179
ARHGEF10L ENSG00000074964.12 0.337582 0.120737 ENSG00000074964
CYP4B1 ENSG00000142973.8 0.360397 0.107431 ENSG00000142973
CD79B ENSG00000007312.8 0.259682 0.109669 ENSG00000007312
NOXA1 ENSG00000188747.4 0.342404 0.108609 ENSG00000188747
GXYLT2 ENSG00000172986.8 0.58904 0.090299 ENSG00000172986
FMO4 ENSG00000076258.5 0.287936 0.098826 ENSG00000076258
DLG5 ENSG00000151208.12 0.325208 0.103688 ENSG00000151208
AZIN1 ENSG00000155096.9 0.206597 0.101943 ENSG00000155096
GNPDA2 ENSG00000163281.6 0.355227 0.100216 ENSG00000163281
VPS13A ENSG00000197969.7 0.243765 0.105242 ENSG00000197969
CHST10 ENSG00000115526.6 0.179844 0.085694 ENSG00000115526
CSRP1 ENSG00000159176.9 0.288042 0.119058 ENSG00000159176
TMX4 ENSG00000125827.4 0.263201 0.099295 ENSG00000125827
SUSD4 ENSG00000143502.9 0.403775 0.095276 ENSG00000143502
DBNDD1 ENSG00000003249.9 0.230882 0.101325 ENSG00000003249
MPND ENSG00000008382.11 0.305366 0.117044 ENSG00000008382
ARL2BP ENSG00000102931.3 0.265539 0.127381 ENSG00000102931
RPS9 ENSG00000170889.9 0.322206 0.118144 ENSG00000170889
CNRIP1 ENSG00000119865.4 0.254277 0.114567 ENSG00000119865
THEM6 ENSG00000130193.7 0.203099 0.095359 ENSG00000130193
SLC25A41 ENSG00000181240.9 0.265978 0.12094 ENSG00000181240
RNASEL ENSG00000135828.7 0.279513 0.111683 ENSG00000135828
FAM21A ENSG00000099290.11 0.658793 0.081081 ENSG00000099290
HSD17B4 ENSG00000133835.10 0.195226 0.092799 ENSG00000133835
VEGFB ENSG00000173511.5 0.258494 0.111404 ENSG00000173511
RPS27L ENSG00000185088.8 0.293264 0.102546 ENSG00000185088
TRPT1 ENSG00000149743.9 0.458682 0.088556 ENSG00000149743
TSPAN15 ENSG00000099282.5 0.583576 0.099309 ENSG00000099282
GPIHBP1 ENSG00000182851.2 0.294272 0.11032 ENSG00000182851
DCUN1D2 ENSG00000150401.10 0.22012 0.100421 ENSG00000150401
MCM6 ENSG00000076003.4 0.236133 0.095034 ENSG00000076003
EP400NL ENSG00000185684.8 0.329593 0.108415 ENSG00000185684
CLEC18A ENSG00000157322.12 0.225141 0.087542 ENSG00000157322
ACTR8 ENSG00000113812.9 0.415063 0.102369 ENSG00000113812
GALNT3 ENSG00000115339.9 0.203603 0.089036 ENSG00000115339
CEP85L ENSG00000111860.9 0.194497 0.097206 ENSG00000111860
ULK4 ENSG00000168038.6 0.241168 0.096239 ENSG00000168038
CREG1 ENSG00000143162.7 0.266998 0.120674 ENSG00000143162
ZNF304 ENSG00000131845.10 0.302044 0.103298 ENSG00000131845
LIN7C ENSG00000148943.7 0.207901 0.091866 ENSG00000148943
HOXD3 ENSG00000128652.7 0.24977 0.108682 ENSG00000128652
UBA52 ENSG00000221983.3 0.319575 0.103297 ENSG00000221983
SERGEF ENSG00000129158.6 0.361507 0.109748 ENSG00000129158
TYW3 ENSG00000162623.10 0.244949 0.088035 ENSG00000162623
PTGDR2 ENSG00000183134.4 0.211982 0.094512 ENSG00000183134
AKR1C2 ENSG00000151632.12 0.267142 0.116205 ENSG00000151632
HAUS6 ENSG00000147874.6 0.245224 0.10509 ENSG00000147874
EPN3 ENSG00000049283.13 0.272766 0.112157 ENSG00000049283
SMIM2 ENSG00000139656.5 0.590782 0.088865 ENSG00000139656
FSIP2 ENSG00000188738.9 0.195145 0.087502 ENSG00000188738
ANAPC4 ENSG00000053900.6 0.364618 0.107877 ENSG00000053900
BRK1 ENSG00000254999.2 0.211308 0.104591 ENSG00000254999
GJC1 ENSG00000182963.5 0.171653 0.081313 ENSG00000182963
KIAA1683 ENSG00000130518.11 0.359661 0.103256 ENSG00000130518
ALS2CL ENSG00000178038.12 0.227208 0.104422 ENSG00000178038
FAM153B ENSG00000182230.7 0.376378 0.115272 ENSG00000182230
MPPED2 ENSG00000066382.12 0.2469 0.097774 ENSG00000066382
DDX59 ENSG00000118197.9 0.284625 0.110876 ENSG00000118197
TNFAIP2 ENSG00000185215.4 0.215337 0.103797 ENSG00000185215
TRMT112 ENSG00000173113.2 0.274974 0.096962 ENSG00000173113
AK9 ENSG00000155085.11 0.191161 0.087478 ENSG00000155085
EDARADD ENSG00000186197.8 0.285466 0.108736 ENSG00000186197
TIMM10 ENSG00000134809.4 0.486495 0.095771 ENSG00000134809
VSTM4 ENSG00000165633.7 0.225961 0.096734 ENSG00000165633
DMRTA1 ENSG00000176399.2 0.313916 0.11526 ENSG00000176399
DHODH ENSG00000102967.7 0.382303 0.107566 ENSG00000102967
MAST2 ENSG00000086015.15 0.289007 0.10152 ENSG00000086015
COQ5 ENSG00000110871.10 0.585244 0.082608 ENSG00000110871
SYPL2 ENSG00000143028.7 0.282923 0.100289 ENSG00000143028
AGAP6 ENSG00000204149.5 0.193157 0.09618 ENSG00000204149
GALT ENSG00000213930.7 0.315579 0.112282 ENSG00000213930
PXK ENSG00000168297.11 0.173586 0.082213 ENSG00000168297
KIAA0930 ENSG00000100364.13 0.270707 0.126355 ENSG00000100364
PRMT7 ENSG00000132600.12 0.16344 0.07455 ENSG00000132600
PDHB ENSG00000168291.8 0.250206 0.102176 ENSG00000168291
TMA7 ENSG00000232112.3 0.251745 0.105699 ENSG00000232112
DOC2B ENSG00000262359.1 0.230181 0.106805 ENSG00000262359
GPRC5D ENSG00000111291.4 0.318411 0.124739 ENSG00000111291
GPR17 ENSG00000144230.12 0.351839 0.107915 ENSG00000144230
ALDH16A1 ENSG00000161618.5 0.222964 0.104107 ENSG00000161618
LRP10 ENSG00000197324.4 0.264379 0.124009 ENSG00000197324
NUDT12 ENSG00000112874.5 0.211846 0.10175 ENSG00000112874
BEND6 ENSG00000151917.13 0.200652 0.08007 ENSG00000151917
DNA2 ENSG00000138346.10 0.353554 0.102399 ENSG00000138346
CABIN1 ENSG00000099991.12 0.220013 0.109719 ENSG00000099991
TMEM155 ENSG00000164112.8 0.324841 0.095915 ENSG00000164112
MED28 ENSG00000118579.6 0.206193 0.101617 ENSG00000118579
ANKRD26 ENSG00000107890.12 0.261242 0.107548 ENSG00000107890
ACOT2 ENSG00000119673.10 0.247258 0.103575 ENSG00000119673
UGT2B4 ENSG00000156096.8 0.51371 0.08365 ENSG00000156096
PPA1 ENSG00000180817.6 0.379625 0.115505 ENSG00000180817
CCDC169 ENSG00000242715.3 0.371112 0.097505 ENSG00000242715
TRIP4 ENSG00000103671.5 0.170743 0.083189 ENSG00000103671
C3 ENSG00000125730.12 0.308733 0.131191 ENSG00000125730
EPB41L4A ENSG00000129595.8 0.231426 0.102064 ENSG00000129595
MXD3 ENSG00000213347.6 0.229436 0.098292 ENSG00000213347
COLEC10 ENSG00000184374.2 0.32694 0.101161 ENSG00000184374
ERCC3 ENSG00000163161.8 0.327363 0.102773 ENSG00000163161
IVD ENSG00000128928.4 0.427281 0.104695 ENSG00000128928
TRIM66 ENSG00000166436.11 0.600488 0.095391 ENSG00000166436
C10orf112 ENSG00000204740.5 0.359684 0.114569 ENSG00000204740
RASA3 ENSG00000185989.9 0.207313 0.097425 ENSG00000185989
LRCH1 ENSG00000136141.10 0.253305 0.093082 ENSG00000136141
ACVR2A ENSG00000121989.10 0.18268 0.087552 ENSG00000121989
DR1 ENSG00000117505.7 0.237025 0.093222 ENSG00000117505
SMIM8 ENSG00000111850.5 0.256951 0.099916 ENSG00000111850
ZNF577 ENSG00000161551.8 0.308181 0.104878 ENSG00000161551
CNOT8 ENSG00000155508.9 0.228108 0.095448 ENSG00000155508
LEPR ENSG00000116678.14 0.215075 0.104188 ENSG00000116678
NOC3L ENSG00000173145.7 0.208544 0.089781 ENSG00000173145
ADAL ENSG00000168803.10 0.188805 0.093243 ENSG00000168803
CTD-2210P24.4 ENSG00000205106.2 0.365523 0.111421 ENSG00000205106
TPD52L1 ENSG00000111907.16 0.342207 0.113033 ENSG00000111907
TUBGCP3 ENSG00000126216.8 0.248832 0.120239 ENSG00000126216
ENOX1 ENSG00000120658.8 0.207242 0.101387 ENSG00000120658
SRA1 ENSG00000213523.5 0.203766 0.097595 ENSG00000213523
PDHX ENSG00000110435.7 0.259162 0.099819 ENSG00000110435
PCDHB12 ENSG00000120328.4 0.296298 0.102568 ENSG00000120328
ROPN1 ENSG00000065371.13 0.262255 0.109177 ENSG00000065371
ZNF211 ENSG00000121417.9 0.336296 0.099187 ENSG00000121417
FAH ENSG00000103876.7 0.525221 0.102574 ENSG00000103876
DIS3L ENSG00000166938.8 0.276741 0.101212 ENSG00000166938
POLR2H ENSG00000163882.5 0.361568 0.125563 ENSG00000163882
PAPSS2 ENSG00000198682.8 0.244901 0.097688 ENSG00000198682
