AssociatedGeneName EnsemblGeneID h2.NerveTibial se.NerveTibial ensid
IFITM3 ENSG00000142089.11 0.252003 0.09064 ENSG00000142089
ARHGAP22 ENSG00000128805.10 0.07954 0.063884 ENSG00000128805
LIMS2 ENSG00000072163.14 0.015505 0.050209 ENSG00000072163
SLC24A5 ENSG00000188467.6 0.040738 0.046144 ENSG00000188467
ANKRD34B ENSG00000189127.3 0.019136 0.043444 ENSG00000189127
PCYOX1L ENSG00000145882.6 0.093374 0.062769 ENSG00000145882
AL359195.1 ENSG00000204038.3 0.225101 0.084418 ENSG00000204038
PKP4 ENSG00000144283.17 0.063409 0.071555 ENSG00000144283
TLR3 ENSG00000164342.7 0.021204 0.044895 ENSG00000164342
TACSTD2 ENSG00000184292.5 0.10548 0.078099 ENSG00000184292
GM2A ENSG00000196743.4 0.070578 0.068729 ENSG00000196743
LIPN ENSG00000204020.5 0.032585 0.052066 ENSG00000204020
COLGALT2 ENSG00000198756.6 0.025352 0.038052 ENSG00000198756
PCDHB8 ENSG00000120322.2 0.12569 0.072287 ENSG00000120322
ZNF266 ENSG00000174652.13 0.096699 0.059171 ENSG00000174652
MCMDC2 ENSG00000178460.13 0.154867 0.087872 ENSG00000178460
CYP4F31P ENSG00000178206.3 0.071247 0.058466 ENSG00000178206
WARS ENSG00000140105.13 0.081812 0.068461 ENSG00000140105
APOL4 ENSG00000100336.13 0.167641 0.093502 ENSG00000100336
LCK ENSG00000182866.12 0.071832 0.061758 ENSG00000182866
PTK7 ENSG00000112655.11 0.04648 0.069348 ENSG00000112655
ABHD4 ENSG00000100439.6 0.021122 0.054206 ENSG00000100439
ETV7 ENSG00000010030.9 0.067613 0.056421 ENSG00000010030
C12orf61 ENSG00000221949.2 0.101656 0.090636 ENSG00000221949
PAQR5 ENSG00000137819.9 0.076579 0.055705 ENSG00000137819
PMM2 ENSG00000140650.7 0.041446 0.046417 ENSG00000140650
ATMIN ENSG00000166454.5 0.203491 0.091744 ENSG00000166454
GBP3 ENSG00000117226.7 0.042917 0.046711 ENSG00000117226
CDHR3 ENSG00000128536.11 0.159824 0.083088 ENSG00000128536
C15orf57 ENSG00000128891.11 0.104236 0.0601 ENSG00000128891
IREB2 ENSG00000136381.8 0.013709 0.046119 ENSG00000136381
ARL14EP ENSG00000152219.4 0.116248 0.066944 ENSG00000152219
VNN1 ENSG00000112299.7 0.039917 0.044092 ENSG00000112299
STXBP2 ENSG00000076944.10 0.062964 0.063925 ENSG00000076944
ANXA8L2 ENSG00000186807.9 0.319716 0.083083 ENSG00000186807
GSTM2 ENSG00000213366.8 0.020844 0.043928 ENSG00000213366
RBM43 ENSG00000184898.6 0.048105 0.050386 ENSG00000184898
DARC ENSG00000213088.5 0.129104 0.089312 ENSG00000213088
CISD1 ENSG00000122873.7 0.120824 0.062912 ENSG00000122873
GAL ENSG00000069482.6 0.156779 0.072666 ENSG00000069482
TMEM50B ENSG00000142188.12 0.08228 0.062258 ENSG00000142188
SCO2 ENSG00000130489.8 0.026833 0.04113 ENSG00000130489
RAD51C ENSG00000108384.10 0.012024 0.030053 ENSG00000108384
PCSK5 ENSG00000099139.9 0.070651 0.077559 ENSG00000099139
CAST ENSG00000153113.19 0.111416 0.067453 ENSG00000153113
FAM83D ENSG00000101447.9 0.060872 0.065109 ENSG00000101447
ADAT1 ENSG00000065457.6 0.165687 0.078166 ENSG00000065457
HMGXB3 ENSG00000113716.8 0.040851 0.053468 ENSG00000113716
NME4 ENSG00000103202.8 0.090078 0.076792 ENSG00000103202
GCC2 ENSG00000135968.15 0.158209 0.080187 ENSG00000135968
TNFAIP6 ENSG00000123610.3 0.03205 0.048114 ENSG00000123610
OPN4 ENSG00000122375.7 0.182604 0.082269 ENSG00000122375
CYP4F11 ENSG00000171903.11 0.306669 0.077987 ENSG00000171903
QDPR ENSG00000151552.7 0.031058 0.041735 ENSG00000151552
NSFL1C ENSG00000088833.12 0.133891 0.082993 ENSG00000088833
FANCA ENSG00000187741.10 0.224793 0.079759 ENSG00000187741
RSPO4 ENSG00000101282.4 0.296092 0.098255 ENSG00000101282
MAML3 ENSG00000196782.8 0.040781 0.053992 ENSG00000196782
PARP16 ENSG00000138617.10 0.05783 0.051627 ENSG00000138617
CDC42EP1 ENSG00000128283.6 0.015872 0.039635 ENSG00000128283
COG1 ENSG00000166685.7 0.013189 0.04584 ENSG00000166685
ZFP28 ENSG00000196867.3 0.092137 0.083158 ENSG00000196867
TMEM50A ENSG00000183726.6 0.025441 0.042392 ENSG00000183726
YIPF5 ENSG00000145817.12 0.023657 0.039462 ENSG00000145817
CCDC102A ENSG00000135736.5 0.031699 0.050507 ENSG00000135736
KIAA2013 ENSG00000116685.11 0.059353 0.060692 ENSG00000116685
FADS1 ENSG00000149485.12 0.065929 0.063243 ENSG00000149485
ZNF555 ENSG00000186300.7 0.093432 0.064485 ENSG00000186300
TRIM4 ENSG00000146833.11 0.10315 0.0603 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.106212 0.082096 ENSG00000100191
DTD1 ENSG00000125821.7 0.130271 0.070956 ENSG00000125821
GIMAP5 ENSG00000196329.6 0.011322 0.054835 ENSG00000196329
SIRPB1 ENSG00000101307.11 0.356357 0.097061 ENSG00000101307
BSPRY ENSG00000119411.10 0.190994 0.082993 ENSG00000119411
PDSS1 ENSG00000148459.11 0.04555 0.052281 ENSG00000148459
COG5 ENSG00000164597.9 0.086992 0.062088 ENSG00000164597
MTHFS ENSG00000136371.5 0.242036 0.086856 ENSG00000136371
PLVAP ENSG00000130300.4 0.042579 0.064623 ENSG00000130300
PPIP5K2 ENSG00000145725.14 0.243041 0.084426 ENSG00000145725
VLDLR ENSG00000147852.10 0.254222 0.09224 ENSG00000147852
C15orf38 ENSG00000242498.3 0.086838 0.077724 ENSG00000242498
C10orf107 ENSG00000183346.6 0.170901 0.073619 ENSG00000183346
BCAT1 ENSG00000060982.10 0.22824 0.096968 ENSG00000060982
ASNSD1 ENSG00000138381.5 0.045061 0.044074 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.210619 0.086421 ENSG00000196963
CDH23 ENSG00000107736.15 0.172818 0.083534 ENSG00000107736
CD40 ENSG00000101017.9 0.079286 0.064016 ENSG00000101017
ZNF282 ENSG00000170265.7 0.03499 0.048311 ENSG00000170265
TDRD6 ENSG00000180113.11 0.098667 0.073141 ENSG00000180113
RASGRP4 ENSG00000171777.11 0.168808 0.088865 ENSG00000171777
CCDC74A ENSG00000163040.10 0.030478 0.042859 ENSG00000163040
CD3D ENSG00000167286.5 0.026761 0.060236 ENSG00000167286
TRIM37 ENSG00000108395.9 0.101996 0.064384 ENSG00000108395
DSCC1 ENSG00000136982.5 0.128564 0.071667 ENSG00000136982
CHML ENSG00000203668.1 0.034705 0.064054 ENSG00000203668
ANKDD1A ENSG00000166839.12 0.101862 0.066713 ENSG00000166839
COG6 ENSG00000133103.12 0.116266 0.072634 ENSG00000133103
SYTL2 ENSG00000137501.12 0.05562 0.065792 ENSG00000137501
ANXA8L1 ENSG00000150165.13 0.090795 0.061013 ENSG00000150165
SLC22A5 ENSG00000197375.8 0.048336 0.050865 ENSG00000197375
MRPL2 ENSG00000112651.7 0.093141 0.078444 ENSG00000112651
ADRBK2 ENSG00000100077.9 0.087715 0.064257 ENSG00000100077
DDX11 ENSG00000013573.12 0.487443 0.078569 ENSG00000013573
ZNF589 ENSG00000164048.9 0.221276 0.086888 ENSG00000164048
ZNF605 ENSG00000196458.6 0.052735 0.048389 ENSG00000196458
TMEM230 ENSG00000089063.10 0.204726 0.099279 ENSG00000089063
F11R ENSG00000270149.1 0.028002 0.056871 ENSG00000270149
BSG ENSG00000172270.14 0.12032 0.081916 ENSG00000172270
C1orf87 ENSG00000162598.9 0.041066 0.062764 ENSG00000162598
ANKRD49 ENSG00000168876.4 0.025127 0.051584 ENSG00000168876
C4BPA ENSG00000123838.6 0.215989 0.076534 ENSG00000123838
CFD ENSG00000197766.3 0.075094 0.064054 ENSG00000197766
SLC25A51 ENSG00000122696.8 0.082524 0.077801 ENSG00000122696
PTMS ENSG00000159335.11 0.012144 0.057289 ENSG00000159335
ATP6V0E2 ENSG00000171130.13 0.05721 0.047895 ENSG00000171130
SH3BP1 ENSG00000100092.16 0.047665 0.062722 ENSG00000100092
MYRF ENSG00000124920.9 0.029053 0.040039 ENSG00000124920
CYP4F12 ENSG00000186204.9 0.063409 0.064258 ENSG00000186204
BMP2 ENSG00000125845.6 0.056773 0.050535 ENSG00000125845
PLEC ENSG00000178209.10 0.073246 0.057829 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.035773 0.035552 ENSG00000108592
ZNF554 ENSG00000172006.7 0.123171 0.083296 ENSG00000172006
RNF17 ENSG00000132972.13 0.044753 0.059087 ENSG00000132972
LMBR1 ENSG00000105983.14 0.074684 0.079323 ENSG00000105983
BICD2 ENSG00000185963.9 0.113672 0.081765 ENSG00000185963
PGM1 ENSG00000079739.11 0.054786 0.049552 ENSG00000079739
MFNG ENSG00000100060.13 0.073085 0.072507 ENSG00000100060
ERO1LB ENSG00000086619.9 0.043537 0.061585 ENSG00000086619
PI16 ENSG00000164530.9 0.081739 0.068283 ENSG00000164530
LRRC8B ENSG00000197147.8 0.243891 0.080026 ENSG00000197147
RAVER2 ENSG00000162437.10 0.071929 0.068049 ENSG00000162437
CRYGN ENSG00000127377.4 0.1224 0.076944 ENSG00000127377
PDZRN3 ENSG00000121440.10 0.030253 0.064837 ENSG00000121440
VPS28 ENSG00000160948.9 0.264649 0.096546 ENSG00000160948
CCS ENSG00000173992.4 0.035998 0.056755 ENSG00000173992
SERPINC1 ENSG00000117601.9 0.02388 0.029676 ENSG00000117601
KIAA1731 ENSG00000166004.10 0.080519 0.076312 ENSG00000166004
GSDMA ENSG00000167914.6 0.166078 0.070452 ENSG00000167914
HSD17B7 ENSG00000132196.8 0.070056 0.065066 ENSG00000132196
TOB1 ENSG00000141232.4 0.020537 0.046468 ENSG00000141232
ANO10 ENSG00000160746.8 0.072533 0.053778 ENSG00000160746
SAYSD1 ENSG00000112167.5 0.097698 0.072528 ENSG00000112167
BNC2 ENSG00000173068.13 0.01019 0.036772 ENSG00000173068
CHAF1A ENSG00000167670.11 0.084519 0.066994 ENSG00000167670
SRD5A3 ENSG00000128039.6 0.161415 0.067992 ENSG00000128039
ZNF763 ENSG00000197054.7 0.033724 0.045523 ENSG00000197054
TIMM21 ENSG00000075336.7 0.135085 0.075599 ENSG00000075336
PCSK9 ENSG00000169174.9 0.156152 0.08907 ENSG00000169174
IZUMO2 ENSG00000161652.8 0.170932 0.094637 ENSG00000161652
TARBP1 ENSG00000059588.5 0.095242 0.072532 ENSG00000059588
IRF6 ENSG00000117595.6 0.183458 0.073315 ENSG00000117595
KLHL10 ENSG00000161594.6 0.118068 0.058247 ENSG00000161594
FBN1 ENSG00000166147.9 0.012676 0.038592 ENSG00000166147
POMZP3 ENSG00000146707.10 0.100029 0.058057 ENSG00000146707
SIN3B ENSG00000127511.5 0.021321 0.043623 ENSG00000127511
ZEB2 ENSG00000169554.12 0.023526 0.050071 ENSG00000169554
DDT ENSG00000099977.9 0.13143 0.074041 ENSG00000099977
SEC16A ENSG00000148396.14 0.122324 0.086017 ENSG00000148396
CBS ENSG00000160200.13 0.118908 0.083106 ENSG00000160200
CCDC19 ENSG00000213085.5 0.054072 0.05515 ENSG00000213085
TRIOBP ENSG00000100106.15 0.058538 0.056478 ENSG00000100106
SPG20 ENSG00000133104.8 0.045604 0.052439 ENSG00000133104
PDGFC ENSG00000145431.6 0.055226 0.061155 ENSG00000145431
GIMAP4 ENSG00000133574.5 0.071751 0.05635 ENSG00000133574
CAT ENSG00000121691.4 0.010784 0.053539 ENSG00000121691
PTPRN2 ENSG00000155093.13 0.128991 0.077357 ENSG00000155093
ARHGEF25 ENSG00000240771.2 0.037211 0.074495 ENSG00000240771
PODN ENSG00000174348.9 0.159921 0.07522 ENSG00000174348
KCNK17 ENSG00000124780.9 0.052256 0.059659 ENSG00000124780
MXD1 ENSG00000059728.6 0.019955 0.030428 ENSG00000059728
LHFPL3 ENSG00000187416.7 0.042124 0.05599 ENSG00000187416
POLR2E ENSG00000099817.7 0.083711 0.084037 ENSG00000099817
GPR56 ENSG00000205336.7 0.049947 0.074212 ENSG00000205336
INSIG1 ENSG00000186480.8 0.036469 0.057421 ENSG00000186480
EREG ENSG00000124882.3 0.05956 0.0462 ENSG00000124882
FKBP8 ENSG00000105701.10 0.068244 0.064335 ENSG00000105701
SLC28A2 ENSG00000137860.7 0.132441 0.06276 ENSG00000137860
ACOX3 ENSG00000087008.11 0.109141 0.079498 ENSG00000087008
OVCH1 ENSG00000187950.4 0.05679 0.058061 ENSG00000187950
CRTC1 ENSG00000105662.11 0.111615 0.069369 ENSG00000105662
PSMB8 ENSG00000204264.4 0.138808 0.071234 ENSG00000204264
KCNQ5 ENSG00000185760.11 0.037336 0.04585 ENSG00000185760
SON ENSG00000159140.13 0.050411 0.077842 ENSG00000159140
CCDC14 ENSG00000175455.10 0.159205 0.071113 ENSG00000175455
ITIH2 ENSG00000151655.13 0.025372 0.056826 ENSG00000151655
SEPHS1 ENSG00000086475.10 0.070143 0.059013 ENSG00000086475
TBC1D10C ENSG00000175463.7 0.024644 0.047719 ENSG00000175463
ESYT2 ENSG00000117868.11 0.146098 0.073547 ENSG00000117868
PTK6 ENSG00000101213.5 0.119382 0.062651 ENSG00000101213
ZNF121 ENSG00000197961.7 0.083231 0.06044 ENSG00000197961
FAM19A2 ENSG00000198673.6 0.049187 0.062227 ENSG00000198673
NECAP1 ENSG00000089818.12 0.076222 0.061795 ENSG00000089818
CCDC146 ENSG00000135205.10 0.086078 0.070577 ENSG00000135205
ADAMTS7 ENSG00000136378.10 0.052913 0.06644 ENSG00000136378
ZNF333 ENSG00000160961.7 0.142949 0.082894 ENSG00000160961
C19orf25 ENSG00000119559.11 0.084501 0.082925 ENSG00000119559
TACR2 ENSG00000075073.10 0.014253 0.047866 ENSG00000075073
ABCC8 ENSG00000006071.7 0.110635 0.066933 ENSG00000006071
SGIP1 ENSG00000118473.17 0.036145 0.057734 ENSG00000118473
TMEM132D ENSG00000151952.10 0.08507 0.09922 ENSG00000151952
WDR19 ENSG00000157796.13 0.073613 0.058142 ENSG00000157796
FLVCR1 ENSG00000162769.8 0.042678 0.059213 ENSG00000162769
TAF1C ENSG00000103168.12 0.109825 0.081352 ENSG00000103168
FAM227A ENSG00000184949.10 0.096917 0.062196 ENSG00000184949
MAPK8IP3 ENSG00000138834.8 0.068252 0.0669 ENSG00000138834
SDHC ENSG00000143252.9 0.018973 0.036332 ENSG00000143252
ZNF320 ENSG00000182986.8 0.061502 0.069451 ENSG00000182986
PM20D1 ENSG00000162877.8 0.336808 0.08526 ENSG00000162877
CARD11 ENSG00000198286.5 0.130455 0.081535 ENSG00000198286
SELL ENSG00000188404.4 0.048721 0.059425 ENSG00000188404
LRRC43 ENSG00000158113.8 0.054702 0.053437 ENSG00000158113
DCTN4 ENSG00000132912.8 0.070543 0.061636 ENSG00000132912
G0S2 ENSG00000123689.5 0.049189 0.056417 ENSG00000123689
L1TD1 ENSG00000240563.1 0.049348 0.060389 ENSG00000240563
FAM196B ENSG00000204767.3 0.045818 0.06481 ENSG00000204767
IL21R ENSG00000103522.11 0.290612 0.093676 ENSG00000103522
AIP ENSG00000110711.4 0.020509 0.039369 ENSG00000110711
NAIF1 ENSG00000171169.8 0.037585 0.044721 ENSG00000171169
MAP2K7 ENSG00000076984.13 0.04565 0.045037 ENSG00000076984
SEC23A ENSG00000100934.10 0.02315 0.036321 ENSG00000100934
CCDC66 ENSG00000180376.12 0.049535 0.050528 ENSG00000180376
SYNGR1 ENSG00000100321.10 0.281406 0.076617 ENSG00000100321
GNG7 ENSG00000176533.8 0.060778 0.077702 ENSG00000176533
NDFIP1 ENSG00000131507.9 0.099693 0.072233 ENSG00000131507
FAM170B ENSG00000172538.6 0.039558 0.048013 ENSG00000172538
GLDC ENSG00000178445.8 0.20411 0.087402 ENSG00000178445
SETD8 ENSG00000183955.8 0.079198 0.058386 ENSG00000183955
SDCCAG8 ENSG00000054282.11 0.159346 0.07265 ENSG00000054282
ZC3HAV1 ENSG00000105939.8 0.166761 0.087936 ENSG00000105939
CNOT3 ENSG00000088038.13 0.055535 0.07608 ENSG00000088038
TMEM200A ENSG00000164484.7 0.094953 0.068643 ENSG00000164484
GTF3A ENSG00000122034.8 0.049885 0.060751 ENSG00000122034
FGD5 ENSG00000154783.6 0.010851 0.036771 ENSG00000154783
AP3M1 ENSG00000185009.8 0.143145 0.079601 ENSG00000185009
ECHDC2 ENSG00000121310.12 0.080946 0.071774 ENSG00000121310
COPS3 ENSG00000141030.8 0.035276 0.054776 ENSG00000141030
FAM193A ENSG00000125386.10 0.067841 0.054855 ENSG00000125386
ATP8A1 ENSG00000124406.12 0.110597 0.079351 ENSG00000124406
NPTXR ENSG00000221890.2 0.072396 0.067782 ENSG00000221890
VPS13B ENSG00000132549.14 0.017398 0.035662 ENSG00000132549
FSD1 ENSG00000105255.6 0.238007 0.101754 ENSG00000105255
TRIB3 ENSG00000101255.6 0.097739 0.085118 ENSG00000101255
UBE2C ENSG00000175063.12 0.018033 0.038336 ENSG00000175063
TMED1 ENSG00000099203.2 0.065242 0.065115 ENSG00000099203
FAM160A1 ENSG00000164142.11 0.019978 0.044132 ENSG00000164142
CPVL ENSG00000106066.9 0.014602 0.053309 ENSG00000106066
HIST1H4H ENSG00000158406.2 0.067853 0.058326 ENSG00000158406
CD55 ENSG00000196352.9 0.108405 0.068795 ENSG00000196352
SNX31 ENSG00000174226.4 0.304795 0.093924 ENSG00000174226
WFDC1 ENSG00000103175.6 0.08194 0.091228 ENSG00000103175
MYO1F ENSG00000142347.12 0.018083 0.048541 ENSG00000142347
NSMAF ENSG00000035681.3 0.074853 0.071182 ENSG00000035681
MTL5 ENSG00000132749.6 0.036225 0.045596 ENSG00000132749
EFCAB13 ENSG00000178852.11 0.101688 0.063019 ENSG00000178852
CLEC18C ENSG00000157335.15 0.343779 0.084437 ENSG00000157335
SSB ENSG00000138385.11 0.042592 0.059792 ENSG00000138385
FAS ENSG00000026103.15 0.120097 0.071321 ENSG00000026103
SYTL1 ENSG00000142765.13 0.049695 0.066573 ENSG00000142765
PSAT1 ENSG00000135069.9 0.017783 0.041756 ENSG00000135069
CDCA7 ENSG00000144354.9 0.019667 0.040785 ENSG00000144354
GNS ENSG00000135677.6 0.11032 0.067446 ENSG00000135677
NAA50 ENSG00000121579.7 0.0345 0.052005 ENSG00000121579
SCN9A ENSG00000169432.10 0.027465 0.040922 ENSG00000169432
GIMAP7 ENSG00000179144.4 0.011065 0.043842 ENSG00000179144
ASB8 ENSG00000177981.6 0.065168 0.057458 ENSG00000177981
NUP43 ENSG00000120253.9 0.089904 0.06578 ENSG00000120253
SHC1 ENSG00000160691.14 0.018511 0.043975 ENSG00000160691
ARHGEF35 ENSG00000213214.3 0.034497 0.046721 ENSG00000213214
SULT1A1 ENSG00000196502.7 0.040747 0.045755 ENSG00000196502
NCBP1 ENSG00000136937.8 0.047535 0.048274 ENSG00000136937
PROK1 ENSG00000143125.5 0.093428 0.070071 ENSG00000143125
FARP1 ENSG00000152767.11 0.071829 0.070328 ENSG00000152767
TTC18 ENSG00000156042.13 0.133357 0.079586 ENSG00000156042
ERP27 ENSG00000139055.2 0.010468 0.038145 ENSG00000139055
PKD2 ENSG00000118762.3 0.083588 0.059135 ENSG00000118762
ATP5G1 ENSG00000159199.9 0.022448 0.03828 ENSG00000159199
GNMT ENSG00000124713.5 0.067852 0.052824 ENSG00000124713
FANCC ENSG00000158169.7 0.037527 0.079092 ENSG00000158169
PLD1 ENSG00000075651.11 0.055496 0.058474 ENSG00000075651
FAM109A ENSG00000198324.10 0.11998 0.075338 ENSG00000198324
AGFG2 ENSG00000106351.8 0.010977 0.036037 ENSG00000106351
P2RY13 ENSG00000181631.6 0.079575 0.05901 ENSG00000181631
SIGMAR1 ENSG00000147955.12 0.01768 0.044538 ENSG00000147955
MRI1 ENSG00000037757.9 0.12076 0.079435 ENSG00000037757
KIAA0101 ENSG00000166803.5 0.035683 0.036599 ENSG00000166803
ZNF419 ENSG00000105136.15 0.166087 0.072867 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.101728 0.070404 ENSG00000198203
ATF2 ENSG00000115966.12 0.075127 0.065047 ENSG00000115966
ABHD3 ENSG00000158201.5 0.02168 0.05242 ENSG00000158201
SPRY2 ENSG00000136158.6 0.029688 0.049626 ENSG00000136158
TTC28 ENSG00000100154.10 0.010284 0.048524 ENSG00000100154
CTH ENSG00000116761.7 0.01462 0.0416 ENSG00000116761
LURAP1 ENSG00000171357.5 0.025783 0.038326 ENSG00000171357
CMTM7 ENSG00000153551.9 0.020726 0.047622 ENSG00000153551
GDPD5 ENSG00000158555.10 0.050064 0.068544 ENSG00000158555
TEFM ENSG00000172171.6 0.110177 0.070315 ENSG00000172171
