AssociatedGeneName EnsemblGeneID h2.SkinSunExposedLowerleg se.SkinSunExposedLowerleg ensid
SMIM20 ENSG00000250317.4 0.112072 0.071253 ENSG00000250317
C8B ENSG00000021852.8 0.033109 0.045728 ENSG00000021852
PKP4 ENSG00000144283.17 0.072739 0.058825 ENSG00000144283
TLR3 ENSG00000164342.7 0.103141 0.065262 ENSG00000164342
GM2A ENSG00000196743.4 0.127887 0.068601 ENSG00000196743
COLGALT2 ENSG00000198756.6 0.021076 0.037627 ENSG00000198756
PCDHB8 ENSG00000120322.2 0.190175 0.079054 ENSG00000120322
ZNF266 ENSG00000174652.13 0.013912 0.04089 ENSG00000174652
WARS ENSG00000140105.13 0.071993 0.061938 ENSG00000140105
APOL4 ENSG00000100336.13 0.265617 0.085054 ENSG00000100336
MCM5 ENSG00000100297.10 0.051095 0.052502 ENSG00000100297
NTPCR ENSG00000135778.6 0.075763 0.057613 ENSG00000135778
ABHD4 ENSG00000100439.6 0.041348 0.053865 ENSG00000100439
ETV7 ENSG00000010030.9 0.054053 0.050208 ENSG00000010030
MOSPD3 ENSG00000106330.7 0.092266 0.057844 ENSG00000106330
PAQR5 ENSG00000137819.9 0.109374 0.060369 ENSG00000137819
AKR1C1 ENSG00000187134.8 0.0435 0.055613 ENSG00000187134
GBP3 ENSG00000117226.7 0.22558 0.072781 ENSG00000117226
CDHR3 ENSG00000128536.11 0.100839 0.074495 ENSG00000128536
PILRB ENSG00000121716.13 0.036996 0.035393 ENSG00000121716
IREB2 ENSG00000136381.8 0.117455 0.057401 ENSG00000136381
ANXA8L2 ENSG00000186807.9 0.110805 0.061912 ENSG00000186807
GSTM2 ENSG00000213366.8 0.07611 0.058113 ENSG00000213366
RBM43 ENSG00000184898.6 0.018629 0.033031 ENSG00000184898
DARC ENSG00000213088.5 0.034086 0.054088 ENSG00000213088
CISD1 ENSG00000122873.7 0.018316 0.046562 ENSG00000122873
GAL ENSG00000069482.6 0.033011 0.039355 ENSG00000069482
TNPO3 ENSG00000064419.9 0.020948 0.040328 ENSG00000064419
TMEM50B ENSG00000142188.12 0.048059 0.053447 ENSG00000142188
SCO2 ENSG00000130489.8 0.023263 0.032593 ENSG00000130489
SYF2 ENSG00000117614.5 0.038414 0.043352 ENSG00000117614
RAD51C ENSG00000108384.10 0.074553 0.050627 ENSG00000108384
PCSK5 ENSG00000099139.9 0.078103 0.05814 ENSG00000099139
BRD7 ENSG00000166164.11 0.023705 0.038869 ENSG00000166164
CAST ENSG00000153113.19 0.069892 0.059254 ENSG00000153113
C17orf97 ENSG00000187624.7 0.054489 0.041943 ENSG00000187624
ARL17B ENSG00000228696.4 0.116774 0.061636 ENSG00000228696
GLIS3 ENSG00000107249.17 0.016861 0.048032 ENSG00000107249
ADAT1 ENSG00000065457.6 0.039165 0.046036 ENSG00000065457
HMGXB3 ENSG00000113716.8 0.126522 0.070527 ENSG00000113716
TJP2 ENSG00000119139.12 0.046919 0.043498 ENSG00000119139
NME4 ENSG00000103202.8 0.116288 0.069808 ENSG00000103202
GCC2 ENSG00000135968.15 0.110412 0.055531 ENSG00000135968
OPN4 ENSG00000122375.7 0.180232 0.070543 ENSG00000122375
PCDHB11 ENSG00000197479.4 0.011656 0.034698 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.294526 0.073296 ENSG00000171903
QDPR ENSG00000151552.7 0.016535 0.033797 ENSG00000151552
TDGF1 ENSG00000241186.3 0.025884 0.032286 ENSG00000241186
KLK15 ENSG00000174562.9 0.204319 0.091022 ENSG00000174562
FANCA ENSG00000187741.10 0.018672 0.034984 ENSG00000187741
RSPO4 ENSG00000101282.4 0.187487 0.085962 ENSG00000101282
MAML3 ENSG00000196782.8 0.022119 0.04491 ENSG00000196782
CDC42EP1 ENSG00000128283.6 0.048417 0.058212 ENSG00000128283
UBE2Z ENSG00000159202.13 0.048536 0.038984 ENSG00000159202
GSTM1 ENSG00000134184.8 0.108967 0.062707 ENSG00000134184
COG1 ENSG00000166685.7 0.031622 0.061936 ENSG00000166685
ZFP28 ENSG00000196867.3 0.046827 0.061346 ENSG00000196867
TMEM50A ENSG00000183726.6 0.081269 0.051898 ENSG00000183726
YIPF5 ENSG00000145817.12 0.103989 0.057667 ENSG00000145817
CCDC102A ENSG00000135736.5 0.013666 0.039866 ENSG00000135736
FADS1 ENSG00000149485.12 0.016415 0.030545 ENSG00000149485
ZNF555 ENSG00000186300.7 0.057109 0.055317 ENSG00000186300
SLC5A4 ENSG00000100191.4 0.05456 0.047441 ENSG00000100191
DTD1 ENSG00000125821.7 0.066389 0.056889 ENSG00000125821
GIMAP5 ENSG00000196329.6 0.0592 0.052871 ENSG00000196329
IQCB1 ENSG00000173226.12 0.05079 0.041348 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.061869 0.063441 ENSG00000101307
COG5 ENSG00000164597.9 0.020566 0.037135 ENSG00000164597
PPIP5K2 ENSG00000145725.14 0.023621 0.036006 ENSG00000145725
VLDLR ENSG00000147852.10 0.063525 0.053227 ENSG00000147852
C15orf38 ENSG00000242498.3 0.178012 0.072452 ENSG00000242498
C10orf107 ENSG00000183346.6 0.044439 0.054352 ENSG00000183346
BCAT1 ENSG00000060982.10 0.037125 0.054109 ENSG00000060982
PCDHB16 ENSG00000196963.2 0.04646 0.058442 ENSG00000196963
TMEM45A ENSG00000181458.6 0.049968 0.03992 ENSG00000181458
FUT3 ENSG00000171124.8 0.048405 0.067397 ENSG00000171124
CDH23 ENSG00000107736.15 0.225634 0.088166 ENSG00000107736
CD40 ENSG00000101017.9 0.031686 0.038972 ENSG00000101017
ZNF586 ENSG00000083828.11 0.093788 0.05145 ENSG00000083828
CCDC74A ENSG00000163040.10 0.035731 0.038875 ENSG00000163040
TNFRSF25 ENSG00000215788.5 0.03168 0.045523 ENSG00000215788
GSDMB ENSG00000073605.14 0.011944 0.02952 ENSG00000073605
CD3D ENSG00000167286.5 0.101095 0.06508 ENSG00000167286
RNASEH2C ENSG00000172922.4 0.034076 0.03826 ENSG00000172922
CHML ENSG00000203668.1 0.049117 0.049829 ENSG00000203668
COG6 ENSG00000133103.12 0.126715 0.057479 ENSG00000133103
CELF3 ENSG00000159409.10 0.034851 0.046678 ENSG00000159409
ANXA8L1 ENSG00000150165.13 0.242399 0.076701 ENSG00000150165
SLC22A5 ENSG00000197375.8 0.104634 0.05618 ENSG00000197375
NIPAL1 ENSG00000163293.7 0.011703 0.030544 ENSG00000163293
EPSTI1 ENSG00000133106.10 0.01231 0.039595 ENSG00000133106
DDX11 ENSG00000013573.12 0.136204 0.066433 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.134349 0.062165 ENSG00000136144
NR2F6 ENSG00000160113.5 0.160303 0.077884 ENSG00000160113
C22orf43 ENSG00000189269.7 0.015606 0.042236 ENSG00000189269
TMEM230 ENSG00000089063.10 0.090881 0.063588 ENSG00000089063
F11R ENSG00000270149.1 0.037571 0.05458 ENSG00000270149
BSG ENSG00000172270.14 0.07881 0.066766 ENSG00000172270
C1orf87 ENSG00000162598.9 0.149211 0.072464 ENSG00000162598
ANKRD49 ENSG00000168876.4 0.071219 0.06791 ENSG00000168876
ADORA1 ENSG00000163485.11 0.057182 0.057492 ENSG00000163485
CMTM8 ENSG00000170293.4 0.047673 0.064286 ENSG00000170293
SLC35D1 ENSG00000116704.6 0.064862 0.056501 ENSG00000116704
SLC25A51 ENSG00000122696.8 0.016801 0.038602 ENSG00000122696
ATP6V0E2 ENSG00000171130.13 0.066848 0.047731 ENSG00000171130
MYRF ENSG00000124920.9 0.017817 0.030036 ENSG00000124920
CYP4F12 ENSG00000186204.9 0.186382 0.066547 ENSG00000186204
ZNF554 ENSG00000172006.7 0.114913 0.069424 ENSG00000172006
RNF17 ENSG00000132972.13 0.010862 0.052215 ENSG00000132972
PGM1 ENSG00000079739.11 0.059745 0.057001 ENSG00000079739
MFNG ENSG00000100060.13 0.072655 0.059105 ENSG00000100060
ERO1LB ENSG00000086619.9 0.04086 0.047053 ENSG00000086619
SLC25A26 ENSG00000144741.12 0.061815 0.044354 ENSG00000144741
PANK3 ENSG00000120137.6 0.071639 0.067405 ENSG00000120137
RAVER2 ENSG00000162437.10 0.03131 0.039216 ENSG00000162437
COX6B2 ENSG00000160471.7 0.08265 0.067853 ENSG00000160471
ZNF783 ENSG00000204946.5 0.053004 0.048041 ENSG00000204946
PDZRN3 ENSG00000121440.10 0.111886 0.070935 ENSG00000121440
VPS28 ENSG00000160948.9 0.054749 0.053814 ENSG00000160948
PRF1 ENSG00000180644.6 0.04531 0.056595 ENSG00000180644
CCS ENSG00000173992.4 0.066763 0.064361 ENSG00000173992
SERPINC1 ENSG00000117601.9 0.055728 0.04936 ENSG00000117601
GSDMA ENSG00000167914.6 0.189842 0.06966 ENSG00000167914
HSD17B7 ENSG00000132196.8 0.019052 0.03776 ENSG00000132196
EIF4G3 ENSG00000075151.15 0.06008 0.067759 ENSG00000075151
TOB1 ENSG00000141232.4 0.057615 0.05864 ENSG00000141232
ANO10 ENSG00000160746.8 0.031382 0.037276 ENSG00000160746
PI3 ENSG00000124102.4 0.036222 0.061315 ENSG00000124102
CHAF1A ENSG00000167670.11 0.037243 0.045521 ENSG00000167670
SERPINA12 ENSG00000165953.5 0.054156 0.066438 ENSG00000165953
SRD5A3 ENSG00000128039.6 0.070206 0.052061 ENSG00000128039
ITPR1 ENSG00000150995.13 0.091313 0.06927 ENSG00000150995
PCSK9 ENSG00000169174.9 0.054902 0.050825 ENSG00000169174
PDXK ENSG00000160209.13 0.062726 0.055476 ENSG00000160209
IZUMO2 ENSG00000161652.8 0.0513 0.050847 ENSG00000161652
SACM1L ENSG00000211456.6 0.096824 0.051369 ENSG00000211456
KLHL10 ENSG00000161594.6 0.017749 0.034655 ENSG00000161594
C15orf27 ENSG00000169758.8 0.045662 0.035431 ENSG00000169758
TNNT1 ENSG00000105048.12 0.093806 0.069711 ENSG00000105048
POMZP3 ENSG00000146707.10 0.024888 0.047092 ENSG00000146707
ZEB2 ENSG00000169554.12 0.097504 0.057312 ENSG00000169554
DDT ENSG00000099977.9 0.04689 0.044425 ENSG00000099977
SUPT4H1 ENSG00000213246.2 0.046076 0.04145 ENSG00000213246
C1QTNF7 ENSG00000163145.8 0.079122 0.061533 ENSG00000163145
SEC16A ENSG00000148396.14 0.072511 0.054904 ENSG00000148396
CBS ENSG00000160200.13 0.173456 0.075087 ENSG00000160200
TRIOBP ENSG00000100106.15 0.069792 0.057279 ENSG00000100106
PPWD1 ENSG00000113593.7 0.103355 0.063444 ENSG00000113593
RPH3AL ENSG00000181031.11 0.081462 0.064388 ENSG00000181031
SPG20 ENSG00000133104.8 0.093431 0.059838 ENSG00000133104
C1QTNF6 ENSG00000133466.9 0.097413 0.06457 ENSG00000133466
GIMAP4 ENSG00000133574.5 0.017216 0.039542 ENSG00000133574
GFM2 ENSG00000164347.13 0.013782 0.034674 ENSG00000164347
CAT ENSG00000121691.4 0.019864 0.042594 ENSG00000121691
UGT2B15 ENSG00000196620.4 0.018834 0.032019 ENSG00000196620
PTPRN2 ENSG00000155093.13 0.121183 0.06469 ENSG00000155093
GPR56 ENSG00000205336.7 0.073692 0.063534 ENSG00000205336
CLCN1 ENSG00000188037.6 0.046286 0.038359 ENSG00000188037
PSMB8 ENSG00000204264.4 0.052825 0.055002 ENSG00000204264
KCNQ5 ENSG00000185760.11 0.051163 0.041086 ENSG00000185760
SON ENSG00000159140.13 0.030681 0.049174 ENSG00000159140
CCDC14 ENSG00000175455.10 0.110986 0.064152 ENSG00000175455
PCGF5 ENSG00000180628.10 0.049187 0.045346 ENSG00000180628
ITIH2 ENSG00000151655.13 0.211608 0.077316 ENSG00000151655
CHMP1B ENSG00000255112.2 0.045401 0.057673 ENSG00000255112
TRIB2 ENSG00000071575.7 0.039977 0.038428 ENSG00000071575
SEPHS1 ENSG00000086475.10 0.052612 0.047507 ENSG00000086475
TBC1D10C ENSG00000175463.7 0.022968 0.038792 ENSG00000175463
ESYT2 ENSG00000117868.11 0.053039 0.043038 ENSG00000117868
CCDC146 ENSG00000135205.10 0.052913 0.046488 ENSG00000135205
ADAMTS7 ENSG00000136378.10 0.12136 0.061419 ENSG00000136378
TACR2 ENSG00000075073.10 0.01685 0.046418 ENSG00000075073
ABCC8 ENSG00000006071.7 0.038335 0.05321 ENSG00000006071
SGIP1 ENSG00000118473.17 0.06268 0.047331 ENSG00000118473
TMEM132D ENSG00000151952.10 0.086031 0.065747 ENSG00000151952
FLVCR1 ENSG00000162769.8 0.095602 0.054482 ENSG00000162769
TAF1C ENSG00000103168.12 0.060695 0.077473 ENSG00000103168
FCRLB ENSG00000162746.10 0.055722 0.058281 ENSG00000162746
FAM227A ENSG00000184949.10 0.316127 0.075407 ENSG00000184949
MAPK8IP3 ENSG00000138834.8 0.036607 0.039685 ENSG00000138834
ST14 ENSG00000149418.6 0.025565 0.043053 ENSG00000149418
HDDC2 ENSG00000111906.12 0.033886 0.038368 ENSG00000111906
H1F0 ENSG00000189060.4 0.035884 0.050398 ENSG00000189060
SAMD4A ENSG00000020577.9 0.030039 0.047201 ENSG00000020577
ZNF320 ENSG00000182986.8 0.126777 0.072729 ENSG00000182986
CARD11 ENSG00000198286.5 0.071427 0.062966 ENSG00000198286
SCD5 ENSG00000145284.7 0.033653 0.040521 ENSG00000145284
SIGLEC10 ENSG00000142512.10 0.034888 0.054843 ENSG00000142512
SELL ENSG00000188404.4 0.013792 0.038365 ENSG00000188404
LRRC43 ENSG00000158113.8 0.089372 0.054354 ENSG00000158113
DCTN4 ENSG00000132912.8 0.088528 0.072016 ENSG00000132912
L1TD1 ENSG00000240563.1 0.06137 0.05024 ENSG00000240563
FAM196B ENSG00000204767.3 0.065931 0.05855 ENSG00000204767
IL21R ENSG00000103522.11 0.102748 0.073655 ENSG00000103522
CCDC66 ENSG00000180376.12 0.013873 0.034024 ENSG00000180376
SLC17A4 ENSG00000146039.6 0.016661 0.042018 ENSG00000146039
PAPD4 ENSG00000164329.9 0.049583 0.050766 ENSG00000164329
TMEM223 ENSG00000168569.7 0.042453 0.048657 ENSG00000168569
SDCCAG8 ENSG00000054282.11 0.039504 0.040865 ENSG00000054282
CNOT3 ENSG00000088038.13 0.025261 0.055534 ENSG00000088038
CDC42BPA ENSG00000143776.14 0.076088 0.050804 ENSG00000143776
TMEM200A ENSG00000164484.7 0.020866 0.04659 ENSG00000164484
GTF3A ENSG00000122034.8 0.05187 0.0609 ENSG00000122034
FGD5 ENSG00000154783.6 0.034473 0.040665 ENSG00000154783
TMEM64 ENSG00000180694.9 0.035303 0.042092 ENSG00000180694
SLC24A3 ENSG00000185052.7 0.049535 0.057207 ENSG00000185052
AP3M1 ENSG00000185009.8 0.088714 0.05737 ENSG00000185009
ECHDC2 ENSG00000121310.12 0.113691 0.066237 ENSG00000121310
COPS3 ENSG00000141030.8 0.063593 0.060209 ENSG00000141030
ATP8A1 ENSG00000124406.12 0.136515 0.064448 ENSG00000124406
FAAH ENSG00000117480.11 0.033501 0.042265 ENSG00000117480
C14orf28 ENSG00000179476.3 0.014178 0.033674 ENSG00000179476
TRIB3 ENSG00000101255.6 0.076452 0.071504 ENSG00000101255
UBE2C ENSG00000175063.12 0.116385 0.077552 ENSG00000175063
TMED1 ENSG00000099203.2 0.012175 0.039719 ENSG00000099203
FAM160A1 ENSG00000164142.11 0.035397 0.038375 ENSG00000164142
CPVL ENSG00000106066.9 0.061902 0.057506 ENSG00000106066
SNX31 ENSG00000174226.4 0.01495 0.042215 ENSG00000174226
GPR114 ENSG00000159618.11 0.058239 0.065345 ENSG00000159618
ARFGAP3 ENSG00000242247.6 0.056579 0.050476 ENSG00000242247
SIRPD ENSG00000125900.8 0.045865 0.054882 ENSG00000125900
NSMAF ENSG00000035681.3 0.021511 0.044907 ENSG00000035681
MTL5 ENSG00000132749.6 0.074743 0.057169 ENSG00000132749
HS2ST1 ENSG00000153936.12 0.06418 0.053693 ENSG00000153936
CLEC18C ENSG00000157335.15 0.057042 0.045969 ENSG00000157335
SCAP ENSG00000114650.14 0.05339 0.038004 ENSG00000114650
SSB ENSG00000138385.11 0.032059 0.046729 ENSG00000138385
FAS ENSG00000026103.15 0.120749 0.067578 ENSG00000026103
SYTL1 ENSG00000142765.13 0.080322 0.055212 ENSG00000142765
PSAT1 ENSG00000135069.9 0.142741 0.070251 ENSG00000135069
RHPN1 ENSG00000158106.8 0.14041 0.068597 ENSG00000158106
CCR3 ENSG00000183625.10 0.015653 0.02546 ENSG00000183625
EPO ENSG00000130427.2 0.067483 0.045404 ENSG00000130427
WHAMM ENSG00000156232.6 0.062196 0.057047 ENSG00000156232
BTN2A1 ENSG00000112763.11 0.126833 0.073028 ENSG00000112763
GNS ENSG00000135677.6 0.025705 0.035293 ENSG00000135677
NAA50 ENSG00000121579.7 0.080768 0.056618 ENSG00000121579
KLK8 ENSG00000129455.11 0.139201 0.086185 ENSG00000129455
GIMAP7 ENSG00000179144.4 0.037555 0.046633 ENSG00000179144
ASB8 ENSG00000177981.6 0.0801 0.052281 ENSG00000177981
NUP43 ENSG00000120253.9 0.110719 0.062651 ENSG00000120253
SHC1 ENSG00000160691.14 0.068883 0.050963 ENSG00000160691
LPCAT1 ENSG00000153395.5 0.019129 0.035985 ENSG00000153395
SEC22A ENSG00000121542.7 0.052218 0.041955 ENSG00000121542
ARPC1B ENSG00000130429.8 0.2195 0.082753 ENSG00000130429
ARHGEF35 ENSG00000213214.3 0.359982 0.074369 ENSG00000213214
XRCC6BP1 ENSG00000166896.3 0.010274 0.043487 ENSG00000166896
MYO16 ENSG00000041515.11 0.264194 0.087892 ENSG00000041515
LURAP1L ENSG00000153714.5 0.012181 0.030658 ENSG00000153714
PROK1 ENSG00000143125.5 0.083053 0.062399 ENSG00000143125
FARP1 ENSG00000152767.11 0.08529 0.060636 ENSG00000152767
ACTR3B ENSG00000133627.13 0.029237 0.048391 ENSG00000133627
ITGA9 ENSG00000144668.7 0.040524 0.042592 ENSG00000144668
CMTM5 ENSG00000166091.15 0.064197 0.066944 ENSG00000166091
TTC18 ENSG00000156042.13 0.026605 0.028717 ENSG00000156042
RLF ENSG00000117000.8 0.015787 0.042759 ENSG00000117000
CLN6 ENSG00000128973.7 0.093619 0.059671 ENSG00000128973
TMOD3 ENSG00000138594.8 0.109928 0.058938 ENSG00000138594
FBXW2 ENSG00000119402.11 0.011739 0.049507 ENSG00000119402
ERP27 ENSG00000139055.2 0.4249 0.076939 ENSG00000139055
PKD2 ENSG00000118762.3 0.052255 0.04405 ENSG00000118762
GNMT ENSG00000124713.5 0.076113 0.057778 ENSG00000124713
FANCC ENSG00000158169.7 0.072126 0.061483 ENSG00000158169
C19orf40 ENSG00000131944.5 0.125486 0.070798 ENSG00000131944
PLD1 ENSG00000075651.11 0.047866 0.04776 ENSG00000075651
FAM109A ENSG00000198324.10 0.014141 0.031176 ENSG00000198324
USP10 ENSG00000103194.11 0.067933 0.055289 ENSG00000103194
C7 ENSG00000112936.14 0.049711 0.060987 ENSG00000112936
SIGMAR1 ENSG00000147955.12 0.037348 0.042489 ENSG00000147955
HEBP1 ENSG00000013583.4 0.100654 0.071487 ENSG00000013583
MRI1 ENSG00000037757.9 0.11712 0.071902 ENSG00000037757
KIAA0101 ENSG00000166803.5 0.010447 0.024886 ENSG00000166803
